tick,day,scene_id,agent,object_name,object_affordance,distance_to_object,owner_referenced,affordance_referenced,reaction_referenced,prompt_visible,dialogue_text,prompt_specificity_score
172,11,v23-scene-d11,Ori,sap hook,repair hold,3.510739,0,1,1,1,Ori: sap hook belongs with repair warning; carry the sap hook only after Ori nods; I am softens.,0.8
173,11,v23-scene-d11,Vonn,listening shell,quiet witness,2.812305,1,1,1,1,Vonn: listening shell belongs with quiet distance; set the listening shell down before speaking loudly; I am guarded.,1.0
174,11,v23-scene-d11,Melo,tally beads,fair-turn count,1.755806,1,1,1,1,Melo: tally beads belongs with fair turn; bring the tally beads for the queue count; I am welcoming.,1.0
175,11,v23-scene-d11,Keth,path cord,route promise,1.859336,1,0,0,1,Keth: path cord belongs with warning path; return the path cord before the wet crossing; I am welcoming.,0.6
176,12,v23-scene-d12,Melo,tally beads,fair-turn count,1.715312,1,1,1,1,Melo: tally beads belongs with fair turn; bring the tally beads for the queue count; I am curious.,1.0
177,12,v23-scene-d12,Keth,path cord,route promise,2.178984,1,1,1,1,Keth: path cord belongs with warning path; return the path cord before the wet crossing; I am welcoming.,1.0
178,12,v23-scene-d12,Keth,path cord,route promise,2.28444,1,1,1,1,Keth: path cord belongs with warning path; return the path cord before the wet crossing; I am welcoming.,1.0
179,12,v23-scene-d12,Nari,fern key,gate memory,1.313158,1,1,1,1,Nari: fern key belongs with sealed note; ask before using the fern key near the archive; I am welcoming.,1.0
180,12,v23-scene-d12,Sova,ember bowl,warmth witness,1.427002,1,1,1,1,Sova: ember bowl belongs with warm rest space; keep the ember bowl near the rest mat; I am welcoming.,1.0
181,12,v23-scene-d12,Ori,sap hook,repair hold,4.168698,0,0,0,0,No object-specific prompt on this tick.,0.8
182,12,v23-scene-d12,Nari,ink ledger,public note,2.755088,1,1,1,1,Nari: ink ledger belongs with sealed note; leave the ink ledger on the public stone; I am welcoming.,1.0
183,12,v23-scene-d12,Nari,fern key,gate memory,1.860466,1,1,1,1,Nari: fern key belongs with sealed note; ask before using the fern key near the archive; I am guarded.,1.0
184,12,v23-scene-d12,Keth,path cord,route promise,1.818932,1,1,1,1,Keth: path cord belongs with warning path; return the path cord before the wet crossing; I am welcoming.,1.0
185,12,v23-scene-d12,Keth,path cord,route promise,1.643882,0,1,1,1,Keth: path cord belongs with warning path; return the path cord before the wet crossing; I am guarded.,0.8
186,12,v23-scene-d12,Vonn,listening shell,quiet witness,2.995322,1,1,1,1,Vonn: listening shell belongs with quiet distance; set the listening shell down before speaking loudly; I am asks-space.,1.0
187,12,v23-scene-d12,Sova,moth lantern,night pulse,0.989628,1,1,1,1,Sova: moth lantern belongs with warm rest space; hang the moth lantern only after dusk; I am welcoming.,1.0
188,12,v23-scene-d12,Ori,sap hook,repair hold,3.39643,0,0,0,0,No object-specific prompt on this tick.,0.8
189,12,v23-scene-d12,Melo,tally beads,fair-turn count,1.840455,1,1,1,1,Melo: tally beads belongs with fair turn; bring the tally beads for the queue count; I am welcoming.,1.0
190,12,v23-scene-d12,Keth,path cord,route promise,1.664925,1,1,1,1,Keth: path cord belongs with warning path; return the path cord before the wet crossing; I am asks-space.,1.0
191,12,v23-scene-d12,Keth,path cord,route promise,1.83957,1,1,1,1,Keth: path cord belongs with warning path; return the path cord before the wet crossing; I am softens.,1.0
192,13,v23-scene-d13,Sova,moth lantern,night pulse,1.15201,1,0,1,1,Sova: moth lantern belongs with warm rest space; hang the moth lantern only after dusk; I am welcoming.,0.8
193,13,v23-scene-d13,Ori,sap hook,repair hold,3.685496,0,0,0,0,No object-specific prompt on this tick.,0.8
194,13,v23-scene-d13,Sova,moth lantern,night pulse,1.461827,0,0,0,0,No object-specific prompt on this tick.,0.8
195,13,v23-scene-d13,Nari,ink ledger,public note,2.436123,1,1,1,1,Nari: ink ledger belongs with sealed note; leave the ink ledger on the public stone; I am softens.,1.0
196,13,v23-scene-d13,Nari,fern key,gate memory,1.594023,1,1,1,1,Nari: fern key belongs with sealed note; ask before using the fern key near the archive; I am asks-space.,1.0
197,13,v23-scene-d13,Vonn,listening shell,quiet witness,2.507192,1,1,1,1,Vonn: listening shell belongs with quiet distance; set the listening shell down before speaking loudly; I am asks-space.,1.0
198,13,v23-scene-d13,Keth,path cord,route promise,1.94383,0,1,1,1,Keth: path cord belongs with warning path; return the path cord before the wet crossing; I am guarded.,0.8
199,13,v23-scene-d13,Ori,sap hook,repair hold,3.992553,0,0,0,0,No object-specific prompt on this tick.,0.8
200,13,v23-scene-d13,Nari,fern key,gate memory,1.997396,1,1,1,1,Nari: fern key belongs with sealed note; ask before using the fern key near the archive; I am guarded.,1.0
201,13,v23-scene-d13,Ori,sap hook,repair hold,3.705839,0,0,0,0,No object-specific prompt on this tick.,0.8
202,13,v23-scene-d13,Melo,tally beads,fair-turn count,2.232505,1,1,1,1,Melo: tally beads belongs with fair turn; bring the tally beads for the queue count; I am welcoming.,1.0
203,13,v23-scene-d13,Nari,ink ledger,public note,2.952005,1,1,1,1,Nari: ink ledger belongs with sealed note; leave the ink ledger on the public stone; I am softens.,1.0
204,13,v23-scene-d13,Ori,sap hook,repair hold,3.275803,1,1,1,1,Ori: sap hook belongs with repair warning; carry the sap hook only after Ori nods; I am welcoming.,1.0
205,13,v23-scene-d13,Nari,ink ledger,public note,2.652013,1,1,1,1,Nari: ink ledger belongs with sealed note; leave the ink ledger on the public stone; I am welcoming.,1.0
206,13,v23-scene-d13,Sova,moth lantern,night pulse,0.80233,1,1,1,1,Sova: moth lantern belongs with warm rest space; hang the moth lantern only after dusk; I am welcoming.,1.0
207,13,v23-scene-d13,Vonn,listening shell,quiet witness,2.573725,1,1,1,1,Vonn: listening shell belongs with quiet distance; set the listening shell down before speaking loudly; I am softens.,1.0
208,14,v23-scene-d14,Keth,path cord,route promise,1.958225,1,1,1,1,Keth: path cord belongs with warning path; return the path cord before the wet crossing; I am asks-space.,1.0
209,14,v23-scene-d14,Melo,tally beads,fair-turn count,1.919185,1,0,1,1,Melo: tally beads belongs with fair turn; bring the tally beads for the queue count; I am welcoming.,0.8
210,14,v23-scene-d14,Keth,path cord,route promise,2.093298,1,1,1,1,Keth: path cord belongs with warning path; return the path cord before the wet crossing; I am asks-space.,1.0
211,14,v23-scene-d14,Ori,sap hook,repair hold,3.947198,0,0,0,0,No object-specific prompt on this tick.,0.8
212,14,v23-scene-d14,Melo,tally beads,fair-turn count,2.356446,1,1,1,1,Melo: tally beads belongs with fair turn; bring the tally beads for the queue count; I am curious.,1.0
213,14,v23-scene-d14,Vonn,rain mirror,wet-route warning,0.722941,1,1,0,1,Vonn: rain mirror belongs with quiet distance; tilt the rain mirror toward the wet stones; I am welcoming.,0.8
214,14,v23-scene-d14,Keth,path cord,route promise,1.72238,1,1,1,1,Keth: path cord belongs with warning path; return the path cord before the wet crossing; I am softens.,1.0
215,14,v23-scene-d14,Nari,fern key,gate memory,2.028008,1,1,1,1,Nari: fern key belongs with sealed note; ask before using the fern key near the archive; I am welcoming.,1.0
216,14,v23-scene-d14,Sova,ember bowl,warmth witness,2.23258,1,1,1,1,Sova: ember bowl belongs with warm rest space; keep the ember bowl near the rest mat; I am welcoming.,1.0
217,14,v23-scene-d14,Ori,sap hook,repair hold,3.53048,0,0,0,0,No object-specific prompt on this tick.,0.8
218,14,v23-scene-d14,Vonn,listening shell,quiet witness,3.24432,0,0,0,0,No object-specific prompt on this tick.,0.8
219,14,v23-scene-d14,Nari,fern key,gate memory,1.840801,1,1,1,1,Nari: fern key belongs with sealed note; ask before using the fern key near the archive; I am welcoming.,1.0
220,14,v23-scene-d14,Melo,tally beads,fair-turn count,1.833574,1,1,1,1,Melo: tally beads belongs with fair turn; bring the tally beads for the queue count; I am welcoming.,1.0
221,14,v23-scene-d14,Sova,moth lantern,night pulse,0.642782,1,1,1,1,Sova: moth lantern belongs with warm rest space; hang the moth lantern only after dusk; I am welcoming.,1.0
222,14,v23-scene-d14,Nari,ink ledger,public note,2.472779,1,1,1,1,Nari: ink ledger belongs with sealed note; leave the ink ledger on the public stone; I am welcoming.,1.0
223,14,v23-scene-d14,Nari,fern key,gate memory,1.244514,1,1,1,1,Nari: fern key belongs with sealed note; ask before using the fern key near the archive; I am welcoming.,1.0
224,15,v23-scene-d15,Melo,tally beads,fair-turn count,1.789648,0,1,1,1,Melo: tally beads belongs with fair turn; bring the tally beads for the queue count; I am welcoming.,0.8
225,15,v23-scene-d15,Ori,sap hook,repair hold,3.666601,0,0,0,0,No object-specific prompt on this tick.,0.8
226,15,v23-scene-d15,Sova,moth lantern,night pulse,1.334675,1,0,1,1,Sova: moth lantern belongs with warm rest space; hang the moth lantern only after dusk; I am curious.,0.8
227,15,v23-scene-d15,Keth,path cord,route promise,1.92282,1,1,1,1,Keth: path cord belongs with warning path; return the path cord before the wet crossing; I am welcoming.,1.0
228,15,v23-scene-d15,Melo,tally beads,fair-turn count,2.352947,1,1,1,1,Melo: tally beads belongs with fair turn; bring the tally beads for the queue count; I am welcoming.,1.0
229,15,v23-scene-d15,Melo,tally beads,fair-turn count,2.415018,1,1,1,1,Melo: tally beads belongs with fair turn; bring the tally beads for the queue count; I am welcoming.,1.0
230,15,v23-scene-d15,Melo,tally beads,fair-turn count,2.428801,1,1,1,1,Melo: tally beads belongs with fair turn; bring the tally beads for the queue count; I am welcoming.,1.0
231,15,v23-scene-d15,Nari,ink ledger,public note,3.18147,0,0,0,0,No object-specific prompt on this tick.,0.8
232,15,v23-scene-d15,Vonn,rain mirror,wet-route warning,1.032167,1,1,0,1,Vonn: rain mirror belongs with quiet distance; tilt the rain mirror toward the wet stones; I am welcoming.,0.8
233,15,v23-scene-d15,Vonn,listening shell,quiet witness,3.346381,1,1,1,1,Vonn: listening shell belongs with quiet distance; set the listening shell down before speaking loudly; I am guarded.,1.0
234,15,v23-scene-d15,Ori,sap hook,repair hold,3.190856,1,1,1,1,Ori: sap hook belongs with repair warning; carry the sap hook only after Ori nods; I am welcoming.,1.0
235,15,v23-scene-d15,Keth,path cord,route promise,1.146414,1,1,1,1,Keth: path cord belongs with warning path; return the path cord before the wet crossing; I am guarded.,1.0
236,15,v23-scene-d15,Keth,path cord,route promise,1.290932,1,1,1,1,Keth: path cord belongs with warning path; return the path cord before the wet crossing; I am softens.,1.0
237,15,v23-scene-d15,Vonn,listening shell,quiet witness,2.951677,0,1,1,1,Vonn: listening shell belongs with quiet distance; set the listening shell down before speaking loudly; I am guarded.,0.8
238,15,v23-scene-d15,Vonn,rain mirror,wet-route warning,0.494829,1,1,1,1,Vonn: rain mirror belongs with quiet distance; tilt the rain mirror toward the wet stones; I am softens.,1.0
239,15,v23-scene-d15,Sova,ember bowl,warmth witness,2.224563,1,1,1,1,Sova: ember bowl belongs with warm rest space; keep the ember bowl near the rest mat; I am welcoming.,1.0
240,16,v23-scene-d16,Melo,tally beads,fair-turn count,1.797874,1,1,1,1,Melo: tally beads belongs with fair turn; bring the tally beads for the queue count; I am guarded.,1.0
241,16,v23-scene-d16,Sova,moth lantern,night pulse,1.178138,1,1,1,1,Sova: moth lantern belongs with warm rest space; hang the moth lantern only after dusk; I am welcoming.,1.0
242,16,v23-scene-d16,Keth,path cord,route promise,1.848827,1,1,1,1,Keth: path cord belongs with warning path; return the path cord before the wet crossing; I am welcoming.,1.0
243,16,v23-scene-d16,Nari,fern key,gate memory,1.712685,1,0,1,1,Nari: fern key belongs with sealed note; ask before using the fern key near the archive; I am welcoming.,0.8
244,16,v23-scene-d16,Melo,tally beads,fair-turn count,2.326163,1,1,1,1,Melo: tally beads belongs with fair turn; bring the tally beads for the queue count; I am softens.,1.0
245,16,v23-scene-d16,Keth,path cord,route promise,1.458833,1,1,1,1,Keth: path cord belongs with warning path; return the path cord before the wet crossing; I am curious.,1.0
246,16,v23-scene-d16,Ori,sap hook,repair hold,3.616604,1,1,1,1,Ori: sap hook belongs with repair warning; carry the sap hook only after Ori nods; I am guarded.,1.0
247,16,v23-scene-d16,Melo,tally beads,fair-turn count,2.306498,1,1,1,1,Melo: tally beads belongs with fair turn; bring the tally beads for the queue count; I am softens.,1.0
248,16,v23-scene-d16,Ori,sap hook,repair hold,3.305381,1,1,1,1,Ori: sap hook belongs with repair warning; carry the sap hook only after Ori nods; I am softens.,1.0
249,16,v23-scene-d16,Nari,fern key,gate memory,2.03441,1,1,1,1,Nari: fern key belongs with sealed note; ask before using the fern key near the archive; I am welcoming.,1.0
250,16,v23-scene-d16,Nari,ink ledger,public note,3.029422,0,1,1,1,Nari: ink ledger belongs with sealed note; leave the ink ledger on the public stone; I am curious.,0.8
251,16,v23-scene-d16,Keth,path cord,route promise,1.152609,1,1,0,1,Keth: path cord belongs with warning path; return the path cord before the wet crossing; I am guarded.,0.8
252,16,v23-scene-d16,Melo,tally beads,fair-turn count,1.625959,1,1,1,1,Melo: tally beads belongs with fair turn; bring the tally beads for the queue count; I am welcoming.,1.0
253,16,v23-scene-d16,Keth,path cord,route promise,1.49456,1,1,1,1,Keth: path cord belongs with warning path; return the path cord before the wet crossing; I am asks-space.,1.0
254,16,v23-scene-d16,Vonn,listening shell,quiet witness,2.767104,1,1,1,1,Vonn: listening shell belongs with quiet distance; set the listening shell down before speaking loudly; I am welcoming.,1.0
255,16,v23-scene-d16,Melo,tally beads,fair-turn count,1.642971,1,1,1,1,Melo: tally beads belongs with fair turn; bring the tally beads for the queue count; I am guarded.,1.0
256,17,v23-scene-d17,Nari,fern key,gate memory,1.320997,1,1,1,1,Nari: fern key belongs with sealed note; ask before using the fern key near the archive; I am curious.,1.0
257,17,v23-scene-d17,Keth,path cord,route promise,1.79271,1,1,1,1,Keth: path cord belongs with warning path; return the path cord before the wet crossing; I am softens.,1.0
258,17,v23-scene-d17,Sova,moth lantern,night pulse,1.147496,1,1,1,1,Sova: moth lantern belongs with warm rest space; hang the moth lantern only after dusk; I am curious.,1.0
259,17,v23-scene-d17,Vonn,listening shell,quiet witness,2.870341,1,1,1,1,Vonn: listening shell belongs with quiet distance; set the listening shell down before speaking loudly; I am welcoming.,1.0
260,17,v23-scene-d17,Sova,moth lantern,night pulse,1.100207,1,0,1,1,Sova: moth lantern belongs with warm rest space; hang the moth lantern only after dusk; I am welcoming.,0.8
261,17,v23-scene-d17,Nari,ink ledger,public note,3.133813,1,1,1,1,Nari: ink ledger belongs with sealed note; leave the ink ledger on the public stone; I am asks-space.,1.0
262,17,v23-scene-d17,Sova,moth lantern,night pulse,0.911671,1,1,1,1,Sova: moth lantern belongs with warm rest space; hang the moth lantern only after dusk; I am curious.,1.0
263,17,v23-scene-d17,Keth,path cord,route promise,0.951599,0,1,1,1,Keth: path cord belongs with warning path; return the path cord before the wet crossing; I am softens.,0.8
264,17,v23-scene-d17,Vonn,rain mirror,wet-route warning,1.177529,1,1,1,1,Vonn: rain mirror belongs with quiet distance; tilt the rain mirror toward the wet stones; I am curious.,1.0
265,17,v23-scene-d17,Keth,path cord,route promise,0.932016,1,1,1,1,Keth: path cord belongs with warning path; return the path cord before the wet crossing; I am welcoming.,1.0
266,17,v23-scene-d17,Nari,fern key,gate memory,1.867275,1,1,1,1,Nari: fern key belongs with sealed note; ask before using the fern key near the archive; I am softens.,1.0
267,17,v23-scene-d17,Ori,sap hook,repair hold,2.809922,1,1,1,1,Ori: sap hook belongs with repair warning; carry the sap hook only after Ori nods; I am welcoming.,1.0
268,17,v23-scene-d17,Melo,tally beads,fair-turn count,1.511212,0,0,0,0,No object-specific prompt on this tick.,0.8
269,17,v23-scene-d17,Melo,tally beads,fair-turn count,1.471808,1,1,1,1,Melo: tally beads belongs with fair turn; bring the tally beads for the queue count; I am softens.,1.0
270,17,v23-scene-d17,Keth,path cord,route promise,1.678846,1,1,0,1,Keth: path cord belongs with warning path; return the path cord before the wet crossing; I am welcoming.,0.8
271,17,v23-scene-d17,Sova,ember bowl,warmth witness,2.262189,1,1,1,1,Sova: ember bowl belongs with warm rest space; keep the ember bowl near the rest mat; I am welcoming.,1.0
272,18,v23-scene-d18,Keth,path cord,route promise,1.763651,1,1,1,1,Keth: path cord belongs with warning path; return the path cord before the wet crossing; I am welcoming.,1.0
273,18,v23-scene-d18,Ori,sap hook,repair hold,3.517087,0,0,0,0,No object-specific prompt on this tick.,0.8
274,18,v23-scene-d18,Sova,ember bowl,warmth witness,2.116974,1,1,1,1,Sova: ember bowl belongs with warm rest space; keep the ember bowl near the rest mat; I am welcoming.,1.0
275,18,v23-scene-d18,Vonn,rain mirror,wet-route warning,0.730652,1,1,1,1,Vonn: rain mirror belongs with quiet distance; tilt the rain mirror toward the wet stones; I am welcoming.,1.0
276,18,v23-scene-d18,Nari,ink ledger,public note,3.057737,0,1,1,1,Nari: ink ledger belongs with sealed note; leave the ink ledger on the public stone; I am guarded.,0.8
277,18,v23-scene-d18,Nari,fern key,gate memory,2.044838,1,0,1,1,Nari: fern key belongs with sealed note; ask before using the fern key near the archive; I am curious.,0.8
278,18,v23-scene-d18,Melo,tally beads,fair-turn count,2.155491,1,1,1,1,Melo: tally beads belongs with fair turn; bring the tally beads for the queue count; I am welcoming.,1.0
279,18,v23-scene-d18,Keth,path cord,route promise,0.864641,1,1,1,1,Keth: path cord belongs with warning path; return the path cord before the wet crossing; I am welcoming.,1.0
280,18,v23-scene-d18,Nari,ink ledger,public note,3.135626,0,0,0,0,No object-specific prompt on this tick.,0.8
281,18,v23-scene-d18,Keth,path cord,route promise,0.986907,1,1,1,1,Keth: path cord belongs with warning path; return the path cord before the wet crossing; I am welcoming.,1.0
282,18,v23-scene-d18,Vonn,listening shell,quiet witness,3.37519,1,1,1,1,Vonn: listening shell belongs with quiet distance; set the listening shell down before speaking loudly; I am welcoming.,1.0
283,18,v23-scene-d18,Ori,sap hook,repair hold,2.707064,1,1,1,1,Ori: sap hook belongs with repair warning; carry the sap hook only after Ori nods; I am guarded.,1.0
284,18,v23-scene-d18,Nari,ink ledger,public note,2.531615,1,1,1,1,Nari: ink ledger belongs with sealed note; leave the ink ledger on the public stone; I am welcoming.,1.0
285,18,v23-scene-d18,Nari,fern key,gate memory,1.30338,1,1,1,1,Nari: fern key belongs with sealed note; ask before using the fern key near the archive; I am welcoming.,1.0
286,18,v23-scene-d18,Melo,tally beads,fair-turn count,1.474647,1,1,1,1,Melo: tally beads belongs with fair turn; bring the tally beads for the queue count; I am welcoming.,1.0
287,18,v23-scene-d18,Vonn,rain mirror,wet-route warning,0.36062,1,1,1,1,Vonn: rain mirror belongs with quiet distance; tilt the rain mirror toward the wet stones; I am welcoming.,1.0
288,19,v23-scene-d19,Melo,tally beads,fair-turn count,1.769701,1,1,1,1,Melo: tally beads belongs with fair turn; bring the tally beads for the queue count; I am welcoming.,1.0
289,19,v23-scene-d19,Keth,path cord,route promise,1.620123,0,1,0,1,Keth: path cord belongs with warning path; return the path cord before the wet crossing; I am curious.,0.6
290,19,v23-scene-d19,Vonn,rain mirror,wet-route warning,0.630691,1,1,1,1,Vonn: rain mirror belongs with quiet distance; tilt the rain mirror toward the wet stones; I am guarded.,1.0
291,19,v23-scene-d19,Keth,path cord,route promise,1.306527,1,1,1,1,Keth: path cord belongs with warning path; return the path cord before the wet crossing; I am welcoming.,1.0
292,19,v23-scene-d19,Vonn,rain mirror,wet-route warning,0.966266,1,1,1,1,Vonn: rain mirror belongs with quiet distance; tilt the rain mirror toward the wet stones; I am softens.,1.0
293,19,v23-scene-d19,Nari,ink ledger,public note,3.148641,1,1,1,1,Nari: ink ledger belongs with sealed note; leave the ink ledger on the public stone; I am welcoming.,1.0
294,19,v23-scene-d19,Melo,tally beads,fair-turn count,2.018588,1,0,1,1,Melo: tally beads belongs with fair turn; bring the tally beads for the queue count; I am welcoming.,0.8
295,19,v23-scene-d19,Melo,tally beads,fair-turn count,1.906529,1,1,1,1,Melo: tally beads belongs with fair turn; bring the tally beads for the queue count; I am guarded.,1.0
296,19,v23-scene-d19,Melo,tally beads,fair-turn count,1.761682,1,1,1,1,Melo: tally beads belongs with fair turn; bring the tally beads for the queue count; I am softens.,1.0
297,19,v23-scene-d19,Keth,path cord,route promise,1.110307,1,1,1,1,Keth: path cord belongs with warning path; return the path cord before the wet crossing; I am welcoming.,1.0
298,19,v23-scene-d19,Melo,tally beads,fair-turn count,1.445059,1,1,1,1,Melo: tally beads belongs with fair turn; bring the tally beads for the queue count; I am softens.,1.0
299,19,v23-scene-d19,Ori,sap hook,repair hold,2.638151,1,1,1,1,Ori: sap hook belongs with repair warning; carry the sap hook only after Ori nods; I am guarded.,1.0
300,19,v23-scene-d19,Sova,moth lantern,night pulse,0.46112,1,1,1,1,Sova: moth lantern belongs with warm rest space; hang the moth lantern only after dusk; I am welcoming.,1.0
301,19,v23-scene-d19,Sova,ember bowl,warmth witness,2.611245,1,1,1,1,Sova: ember bowl belongs with warm rest space; keep the ember bowl near the rest mat; I am welcoming.,1.0
302,19,v23-scene-d19,Keth,path cord,route promise,1.757679,0,1,1,1,Keth: path cord belongs with warning path; return the path cord before the wet crossing; I am welcoming.,0.8
303,19,v23-scene-d19,Keth,path cord,route promise,1.769417,1,1,1,1,Keth: path cord belongs with warning path; return the path cord before the wet crossing; I am welcoming.,1.0
304,20,v23-scene-d20,Melo,tally beads,fair-turn count,1.743873,1,1,1,1,Melo: tally beads belongs with fair turn; bring the tally beads for the queue count; I am welcoming.,1.0
305,20,v23-scene-d20,Vonn,rain mirror,wet-route warning,0.524443,0,0,0,0,No object-specific prompt on this tick.,0.8
306,20,v23-scene-d20,Melo,tally beads,fair-turn count,1.956317,1,1,1,1,Melo: tally beads belongs with fair turn; bring the tally beads for the queue count; I am welcoming.,1.0
307,20,v23-scene-d20,Sova,moth lantern,night pulse,0.712914,1,1,1,1,Sova: moth lantern belongs with warm rest space; hang the moth lantern only after dusk; I am welcoming.,1.0
308,20,v23-scene-d20,Ori,sap hook,repair hold,3.129166,1,1,0,1,Ori: sap hook belongs with repair warning; carry the sap hook only after Ori nods; I am asks-space.,0.8
309,20,v23-scene-d20,Keth,path cord,route promise,0.931001,1,1,1,1,Keth: path cord belongs with warning path; return the path cord before the wet crossing; I am welcoming.,1.0
310,20,v23-scene-d20,Ori,sap hook,repair hold,2.807902,1,1,1,1,Ori: sap hook belongs with repair warning; carry the sap hook only after Ori nods; I am softens.,1.0
311,20,v23-scene-d20,Keth,path cord,route promise,0.977314,1,0,1,1,Keth: path cord belongs with warning path; return the path cord before the wet crossing; I am welcoming.,0.8
312,20,v23-scene-d20,Vonn,listening shell,quiet witness,3.498423,1,1,1,1,Vonn: listening shell belongs with quiet distance; set the listening shell down before speaking loudly; I am softens.,1.0
313,20,v23-scene-d20,Vonn,rain mirror,wet-route warning,1.221396,1,1,1,1,Vonn: rain mirror belongs with quiet distance; tilt the rain mirror toward the wet stones; I am welcoming.,1.0
314,20,v23-scene-d20,Keth,path cord,route promise,1.443315,1,1,1,1,Keth: path cord belongs with warning path; return the path cord before the wet crossing; I am welcoming.,1.0
315,20,v23-scene-d20,Vonn,rain mirror,wet-route warning,0.982464,0,1,1,1,Vonn: rain mirror belongs with quiet distance; tilt the rain mirror toward the wet stones; I am welcoming.,0.8
316,20,v23-scene-d20,Sova,ember bowl,warmth witness,2.761929,1,1,1,1,Sova: ember bowl belongs with warm rest space; keep the ember bowl near the rest mat; I am guarded.,1.0
317,20,v23-scene-d20,Keth,path cord,route promise,1.781141,1,1,1,1,Keth: path cord belongs with warning path; return the path cord before the wet crossing; I am welcoming.,1.0
318,20,v23-scene-d20,Melo,tally beads,fair-turn count,1.414826,1,1,1,1,Melo: tally beads belongs with fair turn; bring the tally beads for the queue count; I am welcoming.,1.0
319,20,v23-scene-d20,Sova,moth lantern,night pulse,0.854039,1,1,1,1,Sova: moth lantern belongs with warm rest space; hang the moth lantern only after dusk; I am softens.,1.0
320,21,v23-scene-d21,Keth,path cord,route promise,1.654352,1,1,1,1,Keth: path cord belongs with warning path; return the path cord before the wet crossing; I am welcoming.,1.0
321,21,v23-scene-d21,Nari,ink ledger,public note,2.656014,1,1,1,1,Nari: ink ledger belongs with sealed note; leave the ink ledger on the public stone; I am welcoming.,1.0
322,21,v23-scene-d21,Vonn,rain mirror,wet-route warning,0.752853,1,1,1,1,Vonn: rain mirror belongs with quiet distance; tilt the rain mirror toward the wet stones; I am welcoming.,1.0
323,21,v23-scene-d21,Keth,path cord,route promise,1.149574,1,1,1,1,Keth: path cord belongs with warning path; return the path cord before the wet crossing; I am welcoming.,1.0
324,21,v23-scene-d21,Keth,path cord,route promise,1.023247,1,1,1,1,Keth: path cord belongs with warning path; return the path cord before the wet crossing; I am welcoming.,1.0
325,21,v23-scene-d21,Keth,path cord,route promise,0.975755,1,1,1,1,Keth: path cord belongs with warning path; return the path cord before the wet crossing; I am welcoming.,1.0
326,21,v23-scene-d21,Ori,sap hook,repair hold,2.628001,1,1,1,1,Ori: sap hook belongs with repair warning; carry the sap hook only after Ori nods; I am curious.,1.0
327,21,v23-scene-d21,Keth,path cord,route promise,1.141248,1,1,0,1,Keth: path cord belongs with warning path; return the path cord before the wet crossing; I am asks-space.,0.8
328,21,v23-scene-d21,Melo,tally beads,fair-turn count,1.374773,0,0,1,1,Melo: tally beads belongs with fair turn; bring the tally beads for the queue count; I am guarded.,0.6
329,21,v23-scene-d21,Keth,path cord,route promise,1.466835,1,1,1,1,Keth: path cord belongs with warning path; return the path cord before the wet crossing; I am asks-space.,1.0
330,21,v23-scene-d21,Sova,moth lantern,night pulse,0.436286,1,1,1,1,Sova: moth lantern belongs with warm rest space; hang the moth lantern only after dusk; I am softens.,1.0
331,21,v23-scene-d21,Sova,ember bowl,warmth witness,2.88897,1,1,1,1,Sova: ember bowl belongs with warm rest space; keep the ember bowl near the rest mat; I am softens.,1.0
332,21,v23-scene-d21,Ori,sap hook,repair hold,2.79257,0,0,0,0,No object-specific prompt on this tick.,0.8
333,21,v23-scene-d21,Keth,path cord,route promise,1.869523,1,1,1,1,Keth: path cord belongs with warning path; return the path cord before the wet crossing; I am asks-space.,1.0
334,21,v23-scene-d21,Sova,moth lantern,night pulse,0.837368,1,1,1,1,Sova: moth lantern belongs with warm rest space; hang the moth lantern only after dusk; I am welcoming.,1.0
335,21,v23-scene-d21,Keth,path cord,route promise,1.786607,1,1,1,1,Keth: path cord belongs with warning path; return the path cord before the wet crossing; I am softens.,1.0
336,22,v23-scene-d22,Melo,tally beads,fair-turn count,1.672683,1,1,1,1,Melo: tally beads belongs with fair turn; bring the tally beads for the queue count; I am asks-space.,1.0
337,22,v23-scene-d22,Melo,tally beads,fair-turn count,1.74917,1,1,1,1,Melo: tally beads belongs with fair turn; bring the tally beads for the queue count; I am softens.,1.0
338,22,v23-scene-d22,Sova,ember bowl,warmth witness,2.58509,1,1,1,1,Sova: ember bowl belongs with warm rest space; keep the ember bowl near the rest mat; I am welcoming.,1.0
339,22,v23-scene-d22,Vonn,rain mirror,wet-route warning,0.969634,1,1,1,1,Vonn: rain mirror belongs with quiet distance; tilt the rain mirror toward the wet stones; I am welcoming.,1.0
340,22,v23-scene-d22,Ori,sap hook,repair hold,2.793543,0,0,0,0,No object-specific prompt on this tick.,0.8
341,22,v23-scene-d22,Ori,sap hook,repair hold,2.627461,0,1,1,1,Ori: sap hook belongs with repair warning; carry the sap hook only after Ori nods; I am welcoming.,0.8
342,22,v23-scene-d22,Melo,tally beads,fair-turn count,1.489748,0,0,0,0,No object-specific prompt on this tick.,0.8
343,22,v23-scene-d22,Keth,path cord,route promise,1.338374,1,1,1,1,Keth: path cord belongs with warning path; return the path cord before the wet crossing; I am curious.,1.0
344,22,v23-scene-d22,Melo,tally beads,fair-turn count,1.169549,1,1,1,1,Melo: tally beads belongs with fair turn; bring the tally beads for the queue count; I am softens.,1.0
