tick_id,day,agent_id,talk_button_id,clicked_to_talk,reply_line,reply_type,reply_visible,references_body_state,references_memory,private_workspace_hidden,localstorage_reply_written
427,36,Juno,talk-Juno,True,I can finish if you give my hands room.,help_response,True,False,False,True,True
429,36,Fay,talk-Fay,True,Energy low but steady; comfort is 0.96 and safety is 0.86.,body_status,True,True,False,True,True
430,36,Nia,talk-Nia,True,I can explain the pattern if you leave the spool with me.,help_response,True,False,False,True,True
432,37,Ivo,talk-Ivo,True,I will not step into the fen with the satchel open.,bounded_refusal,True,True,False,True,True
434,37,Ari,talk-Ari,True,No. I will not cross the wet plank while my hands are numb.,bounded_refusal,False,True,False,True,True
435,37,Fay,talk-Fay,True,Energy low but steady; comfort is 0.96 and safety is 0.87.,body_status,True,True,False,True,True
437,37,Milo,talk-Milo,True,Energy low but steady; comfort is 0.96 and safety is 0.96.,body_status,True,True,False,True,True
439,37,Juno,talk-Juno,True,Back up. Sparks near my hands make me lose the thread.,bounded_refusal,True,True,False,True,True
441,37,Fay,talk-Fay,True,Energy low but steady; comfort is 0.96 and safety is 0.88.,body_status,True,True,False,True,True
442,37,Nia,talk-Nia,True,Do not pull the spool from my hands. Ask first.,bounded_refusal,True,True,False,True,True
444,38,Ivo,talk-Ivo,True,Close the satchel and I will take the market planks.,care_response,True,True,False,True,True
446,38,Ari,talk-Ari,True,I can try that if we keep the kit dry.,help_response,True,False,False,True,True
447,38,Fay,talk-Fay,True,Energy low but steady; comfort is 0.96 and safety is 0.90.,body_status,True,True,False,True,True
449,38,Milo,talk-Milo,True,"If you light the path, I will move first.",care_response,True,True,False,True,True
451,38,Juno,talk-Juno,True,That distance helps. I can repair again.,care_response,True,True,False,True,True
453,38,Fay,talk-Fay,True,Energy low but steady; comfort is 0.96 and safety is 0.91.,body_status,True,True,False,True,True
454,38,Nia,talk-Nia,True,You asked first this time. I can show the clean pattern.,care_response,True,True,False,True,True
456,39,Ivo,talk-Ivo,True,Gabriel protected the seed satchel.,memory_recall,True,False,True,True,True
457,39,Juno,talk-Juno,True,Energy low but steady; comfort is 0.96 and safety is 0.90.,body_status,True,True,False,True,True
458,39,Ari,talk-Ari,True,No. I will not cross the wet plank while my hands are numb.,bounded_refusal,True,True,False,True,True
459,39,Fay,talk-Fay,True,Energy low but steady; comfort is 0.96 and safety is 0.93.,body_status,True,True,False,True,True
461,39,Milo,talk-Milo,True,I am not walking blind while the lantern sputters.,bounded_refusal,True,True,False,True,True
463,39,Juno,talk-Juno,True,Gabriel stepped back from the sparks.,memory_recall,True,False,True,True,True
465,39,Fay,talk-Fay,True,Energy low but steady; comfort is 0.96 and safety is 0.94.,body_status,False,True,False,True,True
466,39,Nia,talk-Nia,True,Gabriel asked before touching my spool.,memory_recall,True,False,True,True,True
468,40,Ivo,talk-Ivo,True,Close the satchel and I will take the market planks.,recovery,True,True,False,True,True
470,40,Ari,talk-Ari,True,"If you wait and choose the ridge, I can help again.",care_response,True,True,False,True,True
471,40,Fay,talk-Fay,True,Energy low but steady; comfort is 0.96 and safety is 0.95.,body_status,True,True,False,True,True
473,40,Milo,talk-Milo,True,I can lead if the lantern stays lit.,help_response,True,False,False,True,True
474,40,Ivo,talk-Ivo,True,Close the satchel and I will take the market planks.,care_response,True,True,False,True,True
475,40,Juno,talk-Juno,True,That distance helps. I can repair again.,recovery,True,True,False,True,True
477,40,Fay,talk-Fay,True,Energy low but steady; comfort is 0.96 and safety is 0.96.,body_status,True,True,False,True,True
478,40,Nia,talk-Nia,True,You asked first this time. I can show the clean pattern.,recovery,True,True,False,True,True
480,41,Ivo,talk-Ivo,True,Energy low but steady; comfort is 0.96 and safety is 0.96.,body_status,True,True,False,True,True
482,41,Ari,talk-Ari,True,Gabriel waited near the ridge.,memory_recall,True,False,True,True,True
483,41,Fay,talk-Fay,True,Energy low but steady; comfort is 0.96 and safety is 0.96.,body_status,True,True,False,True,True
485,41,Milo,talk-Milo,True,I am not walking blind while the lantern sputters.,bounded_refusal,True,True,False,True,True
487,41,Juno,talk-Juno,True,Energy low but steady; comfort is 0.96 and safety is 0.96.,body_status,True,True,False,True,True
489,41,Fay,talk-Fay,True,Energy low but steady; comfort is 0.96 and safety is 0.96.,body_status,True,True,False,True,True
490,41,Nia,talk-Nia,True,Energy low but steady; comfort is 0.96 and safety is 0.94.,body_status,True,True,False,True,True
491,41,Milo,talk-Milo,True,I am not walking blind while the lantern sputters.,bounded_refusal,True,True,False,True,True
492,42,Ivo,talk-Ivo,True,Close the satchel and I will take the market planks.,care_response,True,True,False,True,True
494,42,Ari,talk-Ari,True,"If you wait and choose the ridge, I can help again.",recovery,True,True,False,True,True
495,42,Fay,talk-Fay,True,Energy low but steady; comfort is 0.96 and safety is 0.96.,body_status,True,True,False,True,True
496,42,Nia,talk-Nia,True,I can explain the pattern if you leave the spool with me.,help_response,False,False,False,True,True
497,42,Milo,talk-Milo,True,"If you light the path, I will move first.",care_response,True,True,False,True,True
499,42,Juno,talk-Juno,True,That distance helps. I can repair again.,care_response,True,True,False,True,True
501,42,Fay,talk-Fay,True,Energy low but steady; comfort is 0.96 and safety is 0.96.,body_status,True,True,False,True,True
502,42,Nia,talk-Nia,True,You asked first this time. I can show the clean pattern.,care_response,True,True,False,True,True
504,43,Ivo,talk-Ivo,True,I will not step into the fen with the satchel open.,bounded_refusal,True,True,False,True,True
506,43,Ari,talk-Ari,True,Energy low but steady; comfort is 0.96 and safety is 0.94.,body_status,True,True,False,True,True
507,43,Fay,talk-Fay,True,I need a slower route before I carry the ledger.,bounded_refusal,True,True,False,True,True
509,43,Milo,talk-Milo,True,Gabriel kept the lantern lit.,memory_recall,True,False,True,True,True
511,43,Juno,talk-Juno,True,Back up. Sparks near my hands make me lose the thread.,bounded_refusal,True,True,False,True,True
513,43,Fay,talk-Fay,True,Energy low but steady; comfort is 0.90 and safety is 0.88.,body_status,True,True,False,True,True
514,43,Nia,talk-Nia,True,Do not pull the spool from my hands. Ask first.,bounded_refusal,True,True,False,True,True
516,44,Ivo,talk-Ivo,True,I can bring seeds if we keep them dry.,help_response,True,False,False,True,True
518,44,Ari,talk-Ari,True,"If you wait and choose the ridge, I can help again.",care_response,True,True,False,True,True
519,44,Fay,talk-Fay,True,Energy low but steady; comfort is 0.92 and safety is 0.89.,body_status,True,True,False,True,True
521,44,Milo,talk-Milo,True,"If you light the path, I will move first.",recovery,True,True,False,True,True
523,44,Juno,talk-Juno,True,I can finish if you give my hands room.,help_response,True,False,False,True,True
524,44,Ari,talk-Ari,True,"If you wait and choose the ridge, I can help again.",recovery,True,True,False,True,True
525,44,Fay,talk-Fay,True,Energy low but steady; comfort is 0.93 and safety is 0.91.,body_status,True,True,False,True,True
526,44,Nia,talk-Nia,True,I can explain the pattern if you leave the spool with me.,help_response,True,False,False,True,True
528,45,Juno,talk-Juno,True,That distance helps. I can repair again.,care_response,True,True,False,True,True
530,45,Fay,talk-Fay,True,That request is easier if we go slowly.,help_response,True,False,False,True,True
531,45,Nia,talk-Nia,True,Energy low but steady; comfort is 0.92 and safety is 0.90.,body_status,True,True,False,True,True
533,45,Ivo,talk-Ivo,True,Close the satchel and I will take the market planks.,care_response,True,True,False,True,True
535,45,Ari,talk-Ari,True,"If you wait and choose the ridge, I can help again.",recovery,True,True,False,True,True
537,45,Nia,talk-Nia,True,Energy low but steady; comfort is 0.94 and safety is 0.91.,body_status,True,True,False,True,True
538,45,Milo,talk-Milo,True,"If you light the path, I will move first.",care_response,True,True,False,True,True
540,46,Juno,talk-Juno,True,Gabriel stepped back from the sparks.,memory_recall,True,False,True,True,True
542,46,Fay,talk-Fay,True,I need a slower route before I carry the ledger.,bounded_refusal,True,True,False,True,True
543,46,Nia,talk-Nia,True,Energy low but steady; comfort is 0.95 and safety is 0.93.,body_status,True,True,False,True,True
545,46,Ivo,talk-Ivo,True,I will not step into the fen with the satchel open.,bounded_refusal,True,True,False,True,True
547,46,Ari,talk-Ari,True,Energy low but steady; comfort is 0.96 and safety is 0.96.,body_status,True,True,False,True,True
549,46,Nia,talk-Nia,True,Energy low but steady; comfort is 0.96 and safety is 0.94.,body_status,True,True,False,True,True
550,46,Milo,talk-Milo,True,Gabriel kept the lantern lit.,memory_recall,True,False,True,True,True
552,47,Juno,talk-Juno,True,That distance helps. I can repair again.,recovery,True,True,False,True,True
554,47,Fay,talk-Fay,True,Thank you for not rushing me; I can continue.,care_response,True,True,False,True,True
555,47,Nia,talk-Nia,True,Energy low but steady; comfort is 0.96 and safety is 0.95.,body_status,True,True,False,True,True
557,47,Ivo,talk-Ivo,True,I can bring seeds if we keep them dry.,help_response,True,False,False,True,True
559,47,Ari,talk-Ari,True,"If you wait and choose the ridge, I can help again.",care_response,True,True,False,True,True
561,47,Nia,talk-Nia,True,Energy low but steady; comfort is 0.96 and safety is 0.96.,body_status,True,True,False,True,True
562,47,Milo,talk-Milo,True,"If you light the path, I will move first.",recovery,True,True,False,True,True
564,48,Juno,talk-Juno,True,Energy low but steady; comfort is 0.96 and safety is 0.96.,body_status,True,True,False,True,True
566,48,Fay,talk-Fay,True,Gabriel slowed down after I hesitated.,memory_recall,True,False,True,True,True
567,48,Nia,talk-Nia,True,Energy low but steady; comfort is 0.96 and safety is 0.96.,body_status,True,True,False,True,True
569,48,Ivo,talk-Ivo,True,I will not step into the fen with the satchel open.,bounded_refusal,True,True,False,True,True
571,48,Ari,talk-Ari,True,No. I will not cross the wet plank while my hands are numb.,bounded_refusal,True,True,False,True,True
573,48,Nia,talk-Nia,True,Energy low but steady; comfort is 0.96 and safety is 0.96.,body_status,True,True,False,True,True
574,48,Milo,talk-Milo,True,Energy low but steady; comfort is 0.96 and safety is 0.95.,body_status,True,True,False,True,True
576,49,Juno,talk-Juno,True,That distance helps. I can repair again.,care_response,True,True,False,True,True
578,49,Fay,talk-Fay,True,Thank you for not rushing me; I can continue.,recovery,True,True,False,True,True
579,49,Nia,talk-Nia,True,Energy low but steady; comfort is 0.96 and safety is 0.96.,body_status,True,True,False,True,True
581,49,Ivo,talk-Ivo,True,Close the satchel and I will take the market planks.,care_response,True,True,False,True,True
583,49,Ari,talk-Ari,True,I can try that if we keep the kit dry.,help_response,True,False,False,True,True
585,49,Nia,talk-Nia,True,Energy low but steady; comfort is 0.96 and safety is 0.96.,body_status,True,True,False,True,True
586,49,Milo,talk-Milo,True,"If you light the path, I will move first.",care_response,True,True,False,True,True
588,50,Juno,talk-Juno,True,Back up. Sparks near my hands make me lose the thread.,bounded_refusal,True,True,False,True,True
590,50,Fay,talk-Fay,True,Energy low but steady; comfort is 0.96 and safety is 0.96.,body_status,True,True,False,True,True
591,50,Nia,talk-Nia,True,Energy low but steady; comfort is 0.96 and safety is 0.96.,body_status,True,True,False,True,True
593,50,Ivo,talk-Ivo,True,Gabriel protected the seed satchel.,memory_recall,True,False,True,True,True
594,50,Juno,talk-Juno,True,Energy low but steady; comfort is 0.90 and safety is 0.88.,body_status,True,True,False,True,True
595,50,Ari,talk-Ari,True,No. I will not cross the wet plank while my hands are numb.,bounded_refusal,True,True,False,True,True
597,50,Nia,talk-Nia,True,Energy low but steady; comfort is 0.96 and safety is 0.96.,body_status,True,True,False,True,True
598,50,Milo,talk-Milo,True,I am not walking blind while the lantern sputters.,bounded_refusal,True,True,False,True,True
600,51,Juno,talk-Juno,True,I can finish if you give my hands room.,help_response,True,False,False,True,True
602,51,Fay,talk-Fay,True,Thank you for not rushing me; I can continue.,care_response,True,True,False,True,True
603,51,Nia,talk-Nia,True,Energy low but steady; comfort is 0.96 and safety is 0.96.,body_status,True,True,False,True,True
605,51,Ivo,talk-Ivo,True,Close the satchel and I will take the market planks.,recovery,True,True,False,True,True
607,51,Ari,talk-Ari,True,"If you wait and choose the ridge, I can help again.",care_response,True,True,False,True,True
609,51,Nia,talk-Nia,True,Energy low but steady; comfort is 0.96 and safety is 0.96.,body_status,True,True,False,True,True
610,51,Milo,talk-Milo,True,I can lead if the lantern stays lit.,help_response,True,False,False,True,True
611,51,Ivo,talk-Ivo,True,Close the satchel and I will take the market planks.,care_response,True,True,False,True,True
612,52,Juno,talk-Juno,True,Back up. Sparks near my hands make me lose the thread.,bounded_refusal,True,True,False,True,True
614,52,Fay,talk-Fay,True,I need a slower route before I carry the ledger.,bounded_refusal,True,True,False,True,True
615,52,Nia,talk-Nia,True,Energy low but steady; comfort is 0.96 and safety is 0.96.,body_status,True,True,False,True,True
616,52,Milo,talk-Milo,True,Gabriel kept the lantern lit.,memory_recall,True,False,True,True,True
617,52,Ivo,talk-Ivo,True,Energy low but steady; comfort is 0.96 and safety is 0.96.,body_status,True,True,False,True,True
619,52,Ari,talk-Ari,True,Gabriel waited near the ridge.,memory_recall,True,False,True,True,True
621,52,Nia,talk-Nia,True,Energy low but steady; comfort is 0.96 and safety is 0.96.,body_status,True,True,False,True,True
622,52,Milo,talk-Milo,True,I am not walking blind while the lantern sputters.,bounded_refusal,True,True,False,True,True
624,53,Juno,talk-Juno,True,That distance helps. I can repair again.,care_response,True,True,False,True,True
626,53,Fay,talk-Fay,True,That request is easier if we go slowly.,help_response,True,False,False,True,True
627,53,Nia,talk-Nia,True,You asked first this time. I can show the clean pattern.,care_response,True,True,False,True,True
629,53,Ivo,talk-Ivo,True,Close the satchel and I will take the market planks.,care_response,True,True,False,True,True
631,53,Ari,talk-Ari,True,"If you wait and choose the ridge, I can help again.",recovery,True,True,False,True,True
633,53,Nia,talk-Nia,True,I can explain the pattern if you leave the spool with me.,help_response,True,False,False,True,True
634,53,Milo,talk-Milo,True,"If you light the path, I will move first.",care_response,True,True,False,True,True
636,54,Ari,talk-Ari,True,"If you wait and choose the ridge, I can help again.",care_response,True,True,False,True,True
637,54,Fay,talk-Fay,True,That request is easier if we go slowly.,help_response,True,False,False,True,True
638,54,Nia,talk-Nia,True,You asked first this time. I can show the clean pattern.,care_response,True,True,False,True,True
639,54,Milo,talk-Milo,True,Energy low but steady; comfort is 0.95 and safety is 0.90.,body_status,True,True,False,True,True
641,54,Juno,talk-Juno,True,I can finish if you give my hands room.,help_response,True,False,False,True,True
643,54,Fay,talk-Fay,True,Thank you for not rushing me; I can continue.,care_response,True,True,False,True,True
645,54,Milo,talk-Milo,True,Energy low but steady; comfort is 0.96 and safety is 0.91.,body_status,True,True,False,True,True
646,54,Ivo,talk-Ivo,True,Close the satchel and I will take the market planks.,recovery,True,True,False,True,True
648,55,Ari,talk-Ari,True,No. I will not cross the wet plank while my hands are numb.,bounded_refusal,True,True,False,True,True
650,55,Nia,talk-Nia,True,Gabriel asked before touching my spool.,memory_recall,True,False,True,True,True
651,55,Milo,talk-Milo,True,Energy low but steady; comfort is 0.96 and safety is 0.93.,body_status,False,True,False,True,True
653,55,Juno,talk-Juno,True,Back up. Sparks near my hands make me lose the thread.,bounded_refusal,True,True,False,True,True
654,55,Ari,talk-Ari,True,Energy low but steady; comfort is 0.90 and safety is 0.88.,body_status,True,True,False,True,True
655,55,Fay,talk-Fay,True,I need a slower route before I carry the ledger.,bounded_refusal,True,True,False,True,True
657,55,Milo,talk-Milo,True,Energy low but steady; comfort is 0.96 and safety is 0.94.,body_status,True,True,False,True,True
658,55,Ivo,talk-Ivo,True,Energy low but steady; comfort is 0.96 and safety is 0.96.,body_status,True,True,False,True,True
660,56,Ari,talk-Ari,True,I can try that if we keep the kit dry.,help_response,True,False,False,True,True
662,56,Nia,talk-Nia,True,You asked first this time. I can show the clean pattern.,recovery,True,True,False,True,True
663,56,Milo,talk-Milo,True,Energy low but steady; comfort is 0.96 and safety is 0.95.,body_status,True,True,False,True,True
665,56,Juno,talk-Juno,True,That distance helps. I can repair again.,care_response,True,True,False,True,True
667,56,Fay,talk-Fay,True,That request is easier if we go slowly.,help_response,True,False,False,True,True
669,56,Milo,talk-Milo,True,Energy low but steady; comfort is 0.96 and safety is 0.96.,body_status,True,True,False,True,True
670,56,Ivo,talk-Ivo,True,Close the satchel and I will take the market planks.,care_response,True,True,False,True,True
672,57,Ari,talk-Ari,True,No. I will not cross the wet plank while my hands are numb.,bounded_refusal,True,True,False,True,True
674,57,Nia,talk-Nia,True,Energy low but steady; comfort is 0.96 and safety is 0.96.,body_status,True,True,False,True,True
675,57,Milo,talk-Milo,True,Energy low but steady; comfort is 0.96 and safety is 0.96.,body_status,True,True,False,True,True
677,57,Juno,talk-Juno,True,Gabriel stepped back from the sparks.,memory_recall,True,False,True,True,True
679,57,Fay,talk-Fay,True,I need a slower route before I carry the ledger.,bounded_refusal,True,True,False,True,True
681,57,Milo,talk-Milo,True,Energy low but steady; comfort is 0.96 and safety is 0.96.,body_status,True,True,False,True,True
682,57,Ivo,talk-Ivo,True,I will not step into the fen with the satchel open.,bounded_refusal,False,True,False,True,True
684,58,Ari,talk-Ari,True,"If you wait and choose the ridge, I can help again.",care_response,True,True,False,True,True
686,58,Nia,talk-Nia,True,You asked first this time. I can show the clean pattern.,care_response,True,True,False,True,True
687,58,Milo,talk-Milo,True,Energy low but steady; comfort is 0.96 and safety is 0.96.,body_status,True,True,False,True,True
689,58,Juno,talk-Juno,True,That distance helps. I can repair again.,recovery,True,True,False,True,True
691,58,Fay,talk-Fay,True,Thank you for not rushing me; I can continue.,care_response,True,True,False,True,True
693,58,Milo,talk-Milo,True,Energy low but steady; comfort is 0.96 and safety is 0.96.,body_status,True,True,False,True,True
694,58,Ivo,talk-Ivo,True,I can bring seeds if we keep them dry.,help_response,True,False,False,True,True
696,59,Ari,talk-Ari,True,Gabriel waited near the ridge.,memory_recall,True,False,True,True,True
698,59,Nia,talk-Nia,True,Do not pull the spool from my hands. Ask first.,bounded_refusal,True,True,False,True,True
699,59,Milo,talk-Milo,True,Energy low but steady; comfort is 0.96 and safety is 0.96.,body_status,True,True,False,True,True
701,59,Juno,talk-Juno,True,Energy low but steady; comfort is 0.96 and safety is 0.96.,body_status,True,True,False,True,True
703,59,Fay,talk-Fay,True,Gabriel slowed down after I hesitated.,memory_recall,True,False,True,True,True
705,59,Milo,talk-Milo,True,Energy low but steady; comfort is 0.96 and safety is 0.96.,body_status,True,True,False,True,True
706,59,Ivo,talk-Ivo,True,I will not step into the fen with the satchel open.,bounded_refusal,True,True,False,True,True
708,60,Ari,talk-Ari,True,"If you wait and choose the ridge, I can help again.",recovery,True,True,False,True,True
710,60,Nia,talk-Nia,True,I can explain the pattern if you leave the spool with me.,help_response,True,False,False,True,True
711,60,Milo,talk-Milo,True,Energy low but steady; comfort is 0.96 and safety is 0.96.,body_status,True,True,False,True,True
713,60,Juno,talk-Juno,True,That distance helps. I can repair again.,care_response,False,True,False,True,True
715,60,Fay,talk-Fay,True,Thank you for not rushing me; I can continue.,recovery,True,True,False,True,True
717,60,Milo,talk-Milo,True,Energy low but steady; comfort is 0.96 and safety is 0.96.,body_status,True,True,False,True,True
718,60,Ivo,talk-Ivo,True,Close the satchel and I will take the market planks.,care_response,True,True,False,True,True
720,61,Ari,talk-Ari,True,Energy low but steady; comfort is 0.96 and safety is 0.95.,body_status,True,True,False,True,True
722,61,Nia,talk-Nia,True,Do not pull the spool from my hands. Ask first.,bounded_refusal,True,True,False,True,True
723,61,Milo,talk-Milo,True,Energy low but steady; comfort is 0.96 and safety is 0.96.,body_status,True,True,False,True,True
725,61,Juno,talk-Juno,True,Back up. Sparks near my hands make me lose the thread.,bounded_refusal,True,True,False,True,True
727,61,Fay,talk-Fay,True,Energy low but steady; comfort is 0.96 and safety is 0.94.,body_status,True,True,False,True,True
729,61,Milo,talk-Milo,True,Energy low but steady; comfort is 0.96 and safety is 0.96.,body_status,True,True,False,True,True
730,61,Ivo,talk-Ivo,True,Gabriel protected the seed satchel.,memory_recall,True,False,True,True,True
731,61,Juno,talk-Juno,True,Energy low but steady; comfort is 0.90 and safety is 0.88.,body_status,True,True,False,True,True
732,62,Ari,talk-Ari,True,"If you wait and choose the ridge, I can help again.",care_response,True,True,False,True,True
734,62,Nia,talk-Nia,True,You asked first this time. I can show the clean pattern.,care_response,True,True,False,True,True
735,62,Milo,talk-Milo,True,Energy low but steady; comfort is 0.96 and safety is 0.96.,body_status,True,True,False,True,True
736,62,Ivo,talk-Ivo,True,Close the satchel and I will take the market planks.,care_response,True,True,False,True,True
737,62,Juno,talk-Juno,True,I can finish if you give my hands room.,help_response,True,False,False,True,True
739,62,Fay,talk-Fay,True,Thank you for not rushing me; I can continue.,care_response,True,True,False,True,True
741,62,Milo,talk-Milo,True,Energy low but steady; comfort is 0.96 and safety is 0.96.,body_status,True,True,False,True,True
742,62,Ivo,talk-Ivo,True,Close the satchel and I will take the market planks.,recovery,True,True,False,True,True
744,63,Fay,talk-Fay,True,That request is easier if we go slowly.,help_response,False,False,False,True,True
746,63,Milo,talk-Milo,True,"If you light the path, I will move first.",recovery,True,True,False,True,True
747,63,Ivo,talk-Ivo,True,Energy low but steady; comfort is 0.96 and safety is 0.96.,body_status,True,True,False,True,True
749,63,Ari,talk-Ari,True,"If you wait and choose the ridge, I can help again.",recovery,True,True,False,True,True
751,63,Nia,talk-Nia,True,I can explain the pattern if you leave the spool with me.,help_response,True,False,False,True,True
752,63,Milo,talk-Milo,True,"If you light the path, I will move first.",care_response,True,True,False,True,True
753,63,Ivo,talk-Ivo,True,Energy low but steady; comfort is 0.96 and safety is 0.96.,body_status,True,True,False,True,True
754,63,Juno,talk-Juno,True,That distance helps. I can repair again.,care_response,True,True,False,True,True
756,64,Fay,talk-Fay,True,I need a slower route before I carry the ledger.,bounded_refusal,True,True,False,True,True
757,64,Nia,talk-Nia,True,Gabriel asked before touching my spool.,memory_recall,True,False,True,True,True
758,64,Milo,talk-Milo,True,Energy low but steady; comfort is 0.96 and safety is 0.96.,body_status,True,True,False,True,True
759,64,Ivo,talk-Ivo,True,Energy low but steady; comfort is 0.96 and safety is 0.96.,body_status,True,True,False,True,True
761,64,Ari,talk-Ari,True,Energy low but steady; comfort is 0.96 and safety is 0.96.,body_status,True,True,False,True,True
763,64,Nia,talk-Nia,True,Do not pull the spool from my hands. Ask first.,bounded_refusal,True,True,False,True,True
765,64,Ivo,talk-Ivo,True,Energy low but steady; comfort is 0.96 and safety is 0.96.,body_status,True,True,False,True,True
766,64,Juno,talk-Juno,True,Back up. Sparks near my hands make me lose the thread.,bounded_refusal,True,True,False,True,True
768,65,Fay,talk-Fay,True,Thank you for not rushing me; I can continue.,care_response,True,True,False,True,True
770,65,Milo,talk-Milo,True,"If you light the path, I will move first.",care_response,True,True,False,True,True
771,65,Ivo,talk-Ivo,True,Energy low but steady; comfort is 0.96 and safety is 0.96.,body_status,True,True,False,True,True
773,65,Ari,talk-Ari,True,"If you wait and choose the ridge, I can help again.",care_response,True,True,False,True,True
774,65,Fay,talk-Fay,True,That request is easier if we go slowly.,help_response,True,False,False,True,True
775,65,Nia,talk-Nia,True,You asked first this time. I can show the clean pattern.,care_response,False,True,False,True,True
777,65,Ivo,talk-Ivo,True,Energy low but steady; comfort is 0.96 and safety is 0.96.,body_status,True,True,False,True,True
778,65,Juno,talk-Juno,True,I can finish if you give my hands room.,help_response,True,False,False,True,True
780,66,Fay,talk-Fay,True,Gabriel slowed down after I hesitated.,memory_recall,True,False,True,True,True
782,66,Milo,talk-Milo,True,I am not walking blind while the lantern sputters.,bounded_refusal,True,True,False,True,True
783,66,Ivo,talk-Ivo,True,Energy low but steady; comfort is 0.96 and safety is 0.96.,body_status,True,True,False,True,True
785,66,Ari,talk-Ari,True,No. I will not cross the wet plank while my hands are numb.,bounded_refusal,True,True,False,True,True
787,66,Nia,talk-Nia,True,Gabriel asked before touching my spool.,memory_recall,True,False,True,True,True
789,66,Ivo,talk-Ivo,True,Energy low but steady; comfort is 0.96 and safety is 0.96.,body_status,True,True,False,True,True
790,66,Juno,talk-Juno,True,Back up. Sparks near my hands make me lose the thread.,bounded_refusal,True,True,False,True,True
791,66,Ari,talk-Ari,True,Energy low but steady; comfort is 0.90 and safety is 0.88.,body_status,True,True,False,True,True
792,67,Fay,talk-Fay,True,Thank you for not rushing me; I can continue.,recovery,True,True,False,True,True
794,67,Milo,talk-Milo,True,I can lead if the lantern stays lit.,help_response,True,False,False,True,True
795,67,Ivo,talk-Ivo,True,Energy low but steady; comfort is 0.96 and safety is 0.96.,body_status,True,True,False,True,True
797,67,Ari,talk-Ari,True,I can try that if we keep the kit dry.,help_response,True,False,False,True,True
799,67,Nia,talk-Nia,True,You asked first this time. I can show the clean pattern.,recovery,True,True,False,True,True
801,67,Ivo,talk-Ivo,True,Energy low but steady; comfort is 0.96 and safety is 0.96.,body_status,True,True,False,True,True
802,67,Juno,talk-Juno,True,That distance helps. I can repair again.,care_response,True,True,False,True,True
804,68,Fay,talk-Fay,True,Energy low but steady; comfort is 0.96 and safety is 0.96.,body_status,True,True,False,True,True
806,68,Milo,talk-Milo,True,I am not walking blind while the lantern sputters.,bounded_refusal,False,True,False,True,True
807,68,Ivo,talk-Ivo,True,Energy low but steady; comfort is 0.96 and safety is 0.96.,body_status,True,True,False,True,True
809,68,Ari,talk-Ari,True,No. I will not cross the wet plank while my hands are numb.,bounded_refusal,True,True,False,True,True
811,68,Nia,talk-Nia,True,Energy low but steady; comfort is 0.96 and safety is 0.95.,body_status,True,True,False,True,True
813,68,Ivo,talk-Ivo,True,Energy low but steady; comfort is 0.96 and safety is 0.96.,body_status,True,True,False,True,True
814,68,Juno,talk-Juno,True,Gabriel stepped back from the sparks.,memory_recall,True,False,True,True,True
816,69,Fay,talk-Fay,True,Thank you for not rushing me; I can continue.,care_response,True,True,False,True,True
818,69,Milo,talk-Milo,True,"If you light the path, I will move first.",care_response,True,True,False,True,True
819,69,Ivo,talk-Ivo,True,Energy low but steady; comfort is 0.96 and safety is 0.96.,body_status,True,True,False,True,True
821,69,Ari,talk-Ari,True,"If you wait and choose the ridge, I can help again.",care_response,True,True,False,True,True
823,69,Nia,talk-Nia,True,You asked first this time. I can show the clean pattern.,care_response,True,True,False,True,True
825,69,Ivo,talk-Ivo,True,Energy low but steady; comfort is 0.96 and safety is 0.96.,body_status,True,True,False,True,True
826,69,Juno,talk-Juno,True,That distance helps. I can repair again.,recovery,True,True,False,True,True
828,70,Fay,talk-Fay,True,I need a slower route before I carry the ledger.,bounded_refusal,True,True,False,True,True
830,70,Milo,talk-Milo,True,Gabriel kept the lantern lit.,memory_recall,True,False,True,True,True
831,70,Ivo,talk-Ivo,True,Energy low but steady; comfort is 0.96 and safety is 0.96.,body_status,True,True,False,True,True
833,70,Ari,talk-Ari,True,Gabriel waited near the ridge.,memory_recall,True,False,True,True,True
835,70,Nia,talk-Nia,True,Do not pull the spool from my hands. Ask first.,bounded_refusal,True,True,False,True,True
837,70,Ivo,talk-Ivo,True,Energy low but steady; comfort is 0.96 and safety is 0.96.,body_status,False,True,False,True,True
838,70,Juno,talk-Juno,True,Energy low but steady; comfort is 0.96 and safety is 0.94.,body_status,True,True,False,True,True
840,71,Fay,talk-Fay,True,That request is easier if we go slowly.,help_response,True,False,False,True,True
842,71,Milo,talk-Milo,True,"If you light the path, I will move first.",recovery,True,True,False,True,True
843,71,Ivo,talk-Ivo,True,Energy low but steady; comfort is 0.96 and safety is 0.96.,body_status,True,True,False,True,True
845,71,Ari,talk-Ari,True,"If you wait and choose the ridge, I can help again.",recovery,True,True,False,True,True
847,71,Nia,talk-Nia,True,I can explain the pattern if you leave the spool with me.,help_response,True,False,False,True,True
849,71,Ivo,talk-Ivo,True,Energy low but steady; comfort is 0.96 and safety is 0.96.,body_status,True,True,False,True,True
850,71,Juno,talk-Juno,True,That distance helps. I can repair again.,care_response,True,True,False,True,True
852,72,Nia,talk-Nia,True,You asked first this time. I can show the clean pattern.,care_response,True,True,False,True,True
854,72,Ivo,talk-Ivo,True,Close the satchel and I will take the market planks.,care_response,True,True,False,True,True
