tick_id,day,session_id,settlement_id,resident_id,project_id,project_name,loop_step,avatar_action,task_state_before,task_state_after,local_state_key,local_state_mutated,loop_advanced,resident_visible,private_workspace_sealed,no_llm_call
506,29,session-005,orchid_engine,Bea,1a39418cc8,listen to valve pulse,recover_failed_work,click:recover_failed_work:engine_ring,resident-ready,recovery-choice-open,ssrm.v55.orchid_engine.session-005,True,True,True,True,True
507,29,session-005,moss_ward,Fay,cbe617b6af,patch blanket loom,drop_tool,click:drop_tool:blanket_room,resident-ready,tool-returned-or-nearby,ssrm.v55.moss_ward.session-005,True,True,True,True,True
508,29,session-005,glass_harbor,Puck,19e61c2da4,seal fog catcher,relationship_phrase,click:relationship_phrase:fog_rail,resident-ready,phrase-used-and-saved,ssrm.v55.glass_harbor.session-005,True,True,True,True,True
509,29,session-005,cinder_garden,Wren,b1df32837e,repair seed calendar,save_session,click:save_session:seed_shelf,resident-ready,session-snapshot-written,ssrm.v55.cinder_garden.session-005,True,True,True,True,True
510,29,session-005,lichen_bridge,Kio,0c14394478,test rope bridge,path_to_site,click:path_to_site:signal_post,queued,at-site-or-closer,ssrm.v55.lichen_bridge.session-005,True,True,True,True,True
511,29,session-005,orchid_engine,Cai,80ecb7dbcd,clean gear wash,pickup_tool,click:pickup_tool:orchid_bay,resident-ready,tool-in-hand,ssrm.v55.orchid_engine.session-005,True,True,True,True,True
512,29,session-005,moss_ward,Milo,4f19e26857,copy root ledger,execute_task,click:execute_task:rain_gate,resident-ready,inventory-mutated,ssrm.v55.moss_ward.session-005,True,True,True,True,True
513,29,session-005,glass_harbor,Sera,ee1d01c438,mark crossing rope,recover_failed_work,click:recover_failed_work:net_room,resident-ready,recovery-choice-open,ssrm.v55.glass_harbor.session-005,True,True,True,True,True
514,29,session-005,cinder_garden,Juno,9c5554028b,shade seed rows,drop_tool,click:drop_tool:shade_tent,resident-ready,tool-returned-or-nearby,ssrm.v55.cinder_garden.session-005,True,True,True,True,True
515,29,session-005,lichen_bridge,Luma,5fbf6bf7bd,weave spare rope,relationship_phrase,click:relationship_phrase:rope_bridge,resident-ready,phrase-used-and-saved,ssrm.v55.lichen_bridge.session-005,True,True,True,True,True
516,29,session-005,orchid_engine,Dax,8d36ca6708,tend orchid lamp,save_session,click:save_session:gear_wash,resident-ready,session-snapshot-written,ssrm.v55.orchid_engine.session-005,True,True,True,True,True
517,29,session-005,moss_ward,Tala,690cd7241e,raise warm-cup shelf,path_to_site,click:path_to_site:root_alcove,queued,at-site-or-closer,ssrm.v55.moss_ward.session-005,True,True,True,True,True
518,29,session-005,glass_harbor,Nia,24a6670b6c,relight public lamp,pickup_tool,click:pickup_tool:lamp_pier,resident-ready,tool-in-hand,ssrm.v55.glass_harbor.session-005,True,True,True,True,True
519,29,session-005,cinder_garden,Pax,9dfff354ca,sort ember fruit,execute_task,click:execute_task:ash_path,resident-ready,inventory-mutated,ssrm.v55.cinder_garden.session-005,True,True,True,True,True
520,29,session-005,lichen_bridge,Rin,48fc2b7680,mark signal bell,recover_failed_work,click:recover_failed_work:meal_room,resident-ready,recovery-choice-open,ssrm.v55.lichen_bridge.session-005,True,True,True,True,True
521,29,session-005,orchid_engine,Eli,86759406ca,stabilize steam kettle,drop_tool,click:drop_tool:engine_ring,resident-ready,tool-returned-or-nearby,ssrm.v55.orchid_engine.session-005,True,True,True,True,True
522,30,session-005,glass_harbor,Sera,768a4d2ad8,relight public lamp,execute_task,click:execute_task:fog_rail,resident-ready,inventory-mutated,ssrm.v55.glass_harbor.session-005,True,True,True,True,True
523,30,session-005,cinder_garden,Juno,2b1e35e8a1,sort ember fruit,recover_failed_work,click:recover_failed_work:seed_shelf,resident-ready,recovery-choice-open,ssrm.v55.cinder_garden.session-005,True,True,True,True,True
524,30,session-005,lichen_bridge,Luma,450c18baea,mark signal bell,drop_tool,click:drop_tool:signal_post,resident-ready,tool-returned-or-nearby,ssrm.v55.lichen_bridge.session-005,True,True,True,True,True
525,30,session-005,orchid_engine,Dax,363676d602,stabilize steam kettle,relationship_phrase,click:relationship_phrase:orchid_bay,resident-ready,phrase-used-and-saved,ssrm.v55.orchid_engine.session-005,True,True,True,True,True
526,30,session-005,moss_ward,Tala,572744cec7,drain rain path,save_session,click:save_session:rain_gate,resident-ready,session-snapshot-written,ssrm.v55.moss_ward.session-005,True,True,True,True,True
527,30,session-005,glass_harbor,Nia,2c46e6f05e,mend fog net,path_to_site,click:path_to_site:net_room,queued,at-site-or-closer,ssrm.v55.glass_harbor.session-005,True,True,True,True,True
528,30,session-005,cinder_garden,Pax,1e5830ef22,cool ash path,pickup_tool,click:pickup_tool:shade_tent,resident-ready,tool-in-hand,ssrm.v55.cinder_garden.session-005,True,True,True,True,True
529,30,session-005,lichen_bridge,Rin,9611f49c07,repair meal ledger,execute_task,click:execute_task:rope_bridge,resident-ready,inventory-mutated,ssrm.v55.lichen_bridge.session-005,True,True,True,True,True
530,30,session-005,orchid_engine,Eli,a3b8dc6d55,listen to valve pulse,recover_failed_work,click:recover_failed_work:gear_wash,resident-ready,recovery-choice-open,ssrm.v55.orchid_engine.session-005,True,True,True,True,True
531,30,session-005,moss_ward,Ari,2378d81ec8,patch blanket loom,drop_tool,click:drop_tool:root_alcove,resident-ready,tool-returned-or-nearby,ssrm.v55.moss_ward.session-005,True,True,True,True,True
532,30,session-005,glass_harbor,Oren,d2b7153668,seal fog catcher,relationship_phrase,click:relationship_phrase:lamp_pier,resident-ready,phrase-used-and-saved,ssrm.v55.glass_harbor.session-005,True,True,True,True,True
533,30,session-005,cinder_garden,Vale,b4da23a954,repair seed calendar,save_session,click:save_session:ash_path,resident-ready,session-snapshot-written,ssrm.v55.cinder_garden.session-005,True,True,True,True,True
534,30,session-005,lichen_bridge,Sol,85cb036eb5,test rope bridge,path_to_site,click:path_to_site:meal_room,queued,at-site-or-closer,ssrm.v55.lichen_bridge.session-005,True,True,True,True,True
535,30,session-005,orchid_engine,Bea,3935fa5efe,clean gear wash,pickup_tool,click:pickup_tool:engine_ring,resident-ready,tool-in-hand,ssrm.v55.orchid_engine.session-005,True,True,True,True,True
536,30,session-005,moss_ward,Fay,6a7b5adb25,copy root ledger,execute_task,click:execute_task:blanket_room,resident-ready,inventory-mutated,ssrm.v55.moss_ward.session-005,True,True,True,True,True
537,30,session-005,glass_harbor,Puck,c10ea1470a,mark crossing rope,recover_failed_work,click:recover_failed_work:fog_rail,resident-ready,recovery-choice-open,ssrm.v55.glass_harbor.session-005,True,True,True,True,True
538,30,session-005,cinder_garden,Wren,81aa359945,shade seed rows,drop_tool,click:drop_tool:seed_shelf,resident-ready,tool-returned-or-nearby,ssrm.v55.cinder_garden.session-005,True,True,True,True,True
539,30,session-005,lichen_bridge,Kio,ebef679159,weave spare rope,relationship_phrase,click:relationship_phrase:signal_post,resident-ready,phrase-used-and-saved,ssrm.v55.lichen_bridge.session-005,True,True,True,True,True
540,31,session-006,moss_ward,Ari,acb2c21249,copy root ledger,recover_failed_work,click:recover_failed_work:rain_gate,resident-ready,recovery-choice-open,ssrm.v55.moss_ward.session-006,True,True,True,True,True
541,31,session-006,glass_harbor,Oren,65ab173ea1,mark crossing rope,drop_tool,click:drop_tool:net_room,resident-ready,tool-returned-or-nearby,ssrm.v55.glass_harbor.session-006,True,True,True,True,True
542,31,session-006,cinder_garden,Vale,7525471538,shade seed rows,relationship_phrase,click:relationship_phrase:shade_tent,resident-ready,phrase-used-and-saved,ssrm.v55.cinder_garden.session-006,True,True,True,True,True
543,31,session-006,lichen_bridge,Sol,032f2286f3,weave spare rope,save_session,click:save_session:rope_bridge,resident-ready,session-snapshot-written,ssrm.v55.lichen_bridge.session-006,True,True,True,True,True
544,31,session-006,orchid_engine,Bea,a0d3597080,tend orchid lamp,path_to_site,click:path_to_site:gear_wash,queued,at-site-or-closer,ssrm.v55.orchid_engine.session-006,True,True,True,True,True
545,31,session-006,moss_ward,Fay,72cfe9f03b,raise warm-cup shelf,pickup_tool,click:pickup_tool:root_alcove,resident-ready,tool-in-hand,ssrm.v55.moss_ward.session-006,True,True,True,True,True
546,31,session-006,glass_harbor,Puck,d99abac1ce,relight public lamp,execute_task,click:execute_task:lamp_pier,resident-ready,inventory-mutated,ssrm.v55.glass_harbor.session-006,True,True,True,True,True
547,31,session-006,cinder_garden,Wren,efccb1106a,sort ember fruit,recover_failed_work,click:recover_failed_work:ash_path,resident-ready,recovery-choice-open,ssrm.v55.cinder_garden.session-006,True,True,True,True,True
548,31,session-006,lichen_bridge,Kio,096f63fbc9,mark signal bell,drop_tool,click:drop_tool:meal_room,resident-ready,tool-returned-or-nearby,ssrm.v55.lichen_bridge.session-006,True,True,True,True,True
549,31,session-006,orchid_engine,Cai,7b17b6bca2,stabilize steam kettle,relationship_phrase,click:relationship_phrase:engine_ring,resident-ready,phrase-used-and-saved,ssrm.v55.orchid_engine.session-006,True,True,True,True,True
550,31,session-006,moss_ward,Milo,42164b006a,drain rain path,save_session,click:save_session:blanket_room,resident-ready,session-snapshot-written,ssrm.v55.moss_ward.session-006,True,True,True,True,True
551,31,session-006,glass_harbor,Sera,b557cb5ab1,mend fog net,path_to_site,click:path_to_site:fog_rail,queued,at-site-or-closer,ssrm.v55.glass_harbor.session-006,True,True,True,True,True
552,31,session-006,cinder_garden,Juno,f754fc777c,cool ash path,pickup_tool,click:pickup_tool:seed_shelf,resident-ready,tool-in-hand,ssrm.v55.cinder_garden.session-006,True,True,True,True,True
553,31,session-006,lichen_bridge,Luma,7017cc792d,repair meal ledger,execute_task,click:execute_task:signal_post,resident-ready,inventory-mutated,ssrm.v55.lichen_bridge.session-006,True,True,True,True,True
554,31,session-006,orchid_engine,Dax,947f5c8b39,listen to valve pulse,recover_failed_work,click:recover_failed_work:orchid_bay,resident-ready,recovery-choice-open,ssrm.v55.orchid_engine.session-006,True,True,True,True,True
555,31,session-006,moss_ward,Tala,f91d6085d8,patch blanket loom,drop_tool,click:drop_tool:rain_gate,resident-ready,tool-returned-or-nearby,ssrm.v55.moss_ward.session-006,True,True,True,True,True
556,31,session-006,glass_harbor,Nia,7d03d3d3f1,seal fog catcher,relationship_phrase,click:relationship_phrase:net_room,resident-ready,phrase-used-and-saved,ssrm.v55.glass_harbor.session-006,True,True,True,True,True
557,31,session-006,cinder_garden,Pax,2ac4db2919,repair seed calendar,save_session,click:save_session:shade_tent,resident-ready,session-snapshot-written,ssrm.v55.cinder_garden.session-006,True,True,True,True,True
558,32,session-006,orchid_engine,Cai,aa06bc447d,listen to valve pulse,drop_tool,click:drop_tool:gear_wash,resident-ready,tool-returned-or-nearby,ssrm.v55.orchid_engine.session-006,True,True,True,True,True
559,32,session-006,moss_ward,Milo,214b5191fa,patch blanket loom,relationship_phrase,click:relationship_phrase:root_alcove,resident-ready,phrase-used-and-saved,ssrm.v55.moss_ward.session-006,True,True,True,True,True
560,32,session-006,glass_harbor,Sera,35df557118,seal fog catcher,save_session,click:save_session:lamp_pier,resident-ready,session-snapshot-written,ssrm.v55.glass_harbor.session-006,True,True,True,True,True
561,32,session-006,cinder_garden,Juno,a3cdbd8180,repair seed calendar,path_to_site,click:path_to_site:ash_path,queued,at-site-or-closer,ssrm.v55.cinder_garden.session-006,True,True,True,True,True
562,32,session-006,lichen_bridge,Luma,a72c4caf94,test rope bridge,pickup_tool,click:pickup_tool:meal_room,resident-ready,tool-in-hand,ssrm.v55.lichen_bridge.session-006,True,True,True,True,True
563,32,session-006,orchid_engine,Dax,e5be4a3317,clean gear wash,execute_task,click:execute_task:engine_ring,resident-ready,inventory-mutated,ssrm.v55.orchid_engine.session-006,True,True,True,True,True
564,32,session-006,moss_ward,Tala,ab7eb655b8,copy root ledger,recover_failed_work,click:recover_failed_work:blanket_room,resident-ready,recovery-choice-open,ssrm.v55.moss_ward.session-006,True,True,True,True,True
565,32,session-006,glass_harbor,Nia,35100ce116,mark crossing rope,drop_tool,click:drop_tool:fog_rail,resident-ready,tool-returned-or-nearby,ssrm.v55.glass_harbor.session-006,True,True,True,True,True
566,32,session-006,cinder_garden,Pax,cfb8cd3fed,shade seed rows,relationship_phrase,click:relationship_phrase:seed_shelf,resident-ready,phrase-used-and-saved,ssrm.v55.cinder_garden.session-006,True,True,True,True,True
567,32,session-006,lichen_bridge,Rin,d21d02a5bc,weave spare rope,save_session,click:save_session:signal_post,resident-ready,session-snapshot-written,ssrm.v55.lichen_bridge.session-006,True,True,True,True,True
568,32,session-006,orchid_engine,Eli,3f711d3e3b,tend orchid lamp,path_to_site,click:path_to_site:orchid_bay,queued,at-site-or-closer,ssrm.v55.orchid_engine.session-006,True,True,True,True,True
569,32,session-006,moss_ward,Ari,808faa30ed,raise warm-cup shelf,pickup_tool,click:pickup_tool:rain_gate,resident-ready,tool-in-hand,ssrm.v55.moss_ward.session-006,True,True,True,True,True
570,32,session-006,glass_harbor,Oren,f949aa8fd3,relight public lamp,execute_task,click:execute_task:net_room,resident-ready,inventory-mutated,ssrm.v55.glass_harbor.session-006,True,True,True,True,True
571,32,session-006,cinder_garden,Vale,6b0dbec2ed,sort ember fruit,recover_failed_work,click:recover_failed_work:shade_tent,resident-ready,recovery-choice-open,ssrm.v55.cinder_garden.session-006,True,True,True,True,True
572,32,session-006,lichen_bridge,Sol,910495b9ec,mark signal bell,drop_tool,click:drop_tool:rope_bridge,resident-ready,tool-returned-or-nearby,ssrm.v55.lichen_bridge.session-006,True,True,True,True,True
573,32,session-006,orchid_engine,Bea,d5a5690d8e,stabilize steam kettle,relationship_phrase,click:relationship_phrase:gear_wash,resident-ready,phrase-used-and-saved,ssrm.v55.orchid_engine.session-006,True,True,True,True,True
574,32,session-006,moss_ward,Fay,9c82c8d116,drain rain path,save_session,click:save_session:root_alcove,resident-ready,session-snapshot-written,ssrm.v55.moss_ward.session-006,True,True,True,True,True
575,32,session-006,glass_harbor,Puck,4a73f95e3d,mend fog net,path_to_site,click:path_to_site:lamp_pier,queued,at-site-or-closer,ssrm.v55.glass_harbor.session-006,True,True,True,True,True
576,33,session-006,lichen_bridge,Rin,48fc2b7680,mark signal bell,relationship_phrase,click:relationship_phrase:meal_room,resident-ready,phrase-used-and-saved,ssrm.v55.lichen_bridge.session-006,True,True,True,True,True
577,33,session-006,orchid_engine,Eli,86759406ca,stabilize steam kettle,save_session,click:save_session:engine_ring,resident-ready,session-snapshot-written,ssrm.v55.orchid_engine.session-006,True,True,True,True,True
578,33,session-006,moss_ward,Ari,da0f22a6f5,drain rain path,path_to_site,click:path_to_site:blanket_room,queued,at-site-or-closer,ssrm.v55.moss_ward.session-006,True,True,True,True,True
579,33,session-006,glass_harbor,Oren,9f03b2f23d,mend fog net,pickup_tool,click:pickup_tool:fog_rail,resident-ready,tool-in-hand,ssrm.v55.glass_harbor.session-006,True,True,True,True,True
580,33,session-006,cinder_garden,Vale,58b08d67ce,cool ash path,execute_task,click:execute_task:seed_shelf,resident-ready,inventory-mutated,ssrm.v55.cinder_garden.session-006,True,True,True,True,True
581,33,session-006,lichen_bridge,Sol,6a6945c048,repair meal ledger,recover_failed_work,click:recover_failed_work:signal_post,resident-ready,recovery-choice-open,ssrm.v55.lichen_bridge.session-006,True,True,True,True,True
582,33,session-006,orchid_engine,Bea,1a39418cc8,listen to valve pulse,drop_tool,click:drop_tool:orchid_bay,resident-ready,tool-returned-or-nearby,ssrm.v55.orchid_engine.session-006,True,True,True,True,True
583,33,session-006,moss_ward,Fay,cbe617b6af,patch blanket loom,relationship_phrase,click:relationship_phrase:rain_gate,resident-ready,phrase-used-and-saved,ssrm.v55.moss_ward.session-006,True,True,True,True,True
584,33,session-006,glass_harbor,Puck,19e61c2da4,seal fog catcher,save_session,click:save_session:net_room,resident-ready,session-snapshot-written,ssrm.v55.glass_harbor.session-006,True,True,True,True,True
585,33,session-006,cinder_garden,Wren,b1df32837e,repair seed calendar,path_to_site,click:path_to_site:shade_tent,queued,at-site-or-closer,ssrm.v55.cinder_garden.session-006,True,True,True,True,True
586,33,session-006,lichen_bridge,Kio,0c14394478,test rope bridge,pickup_tool,click:pickup_tool:rope_bridge,resident-ready,tool-in-hand,ssrm.v55.lichen_bridge.session-006,True,True,True,True,True
587,33,session-006,orchid_engine,Cai,80ecb7dbcd,clean gear wash,execute_task,click:execute_task:gear_wash,resident-ready,inventory-mutated,ssrm.v55.orchid_engine.session-006,True,True,True,True,True
588,33,session-006,moss_ward,Milo,4f19e26857,copy root ledger,recover_failed_work,click:recover_failed_work:root_alcove,resident-ready,recovery-choice-open,ssrm.v55.moss_ward.session-006,True,True,True,True,True
589,33,session-006,glass_harbor,Sera,ee1d01c438,mark crossing rope,drop_tool,click:drop_tool:lamp_pier,resident-ready,tool-returned-or-nearby,ssrm.v55.glass_harbor.session-006,True,True,True,True,True
590,33,session-006,cinder_garden,Juno,9c5554028b,shade seed rows,relationship_phrase,click:relationship_phrase:ash_path,resident-ready,phrase-used-and-saved,ssrm.v55.cinder_garden.session-006,True,True,True,True,True
591,33,session-006,lichen_bridge,Luma,5fbf6bf7bd,weave spare rope,save_session,click:save_session:meal_room,resident-ready,session-snapshot-written,ssrm.v55.lichen_bridge.session-006,True,True,True,True,True
592,33,session-006,orchid_engine,Dax,8d36ca6708,tend orchid lamp,path_to_site,click:path_to_site:engine_ring,queued,at-site-or-closer,ssrm.v55.orchid_engine.session-006,True,True,True,True,True
593,33,session-006,moss_ward,Tala,690cd7241e,raise warm-cup shelf,pickup_tool,click:pickup_tool:blanket_room,resident-ready,tool-in-hand,ssrm.v55.moss_ward.session-006,True,True,True,True,True
594,34,session-006,cinder_garden,Wren,81aa359945,shade seed rows,save_session,click:save_session:seed_shelf,resident-ready,session-snapshot-written,ssrm.v55.cinder_garden.session-006,True,True,True,True,True
595,34,session-006,lichen_bridge,Kio,ebef679159,weave spare rope,path_to_site,click:path_to_site:signal_post,queued,at-site-or-closer,ssrm.v55.lichen_bridge.session-006,True,True,True,True,True
596,34,session-006,orchid_engine,Cai,2fe151eb17,tend orchid lamp,pickup_tool,click:pickup_tool:orchid_bay,resident-ready,tool-in-hand,ssrm.v55.orchid_engine.session-006,True,True,True,True,True
597,34,session-006,moss_ward,Milo,b03af16c10,raise warm-cup shelf,execute_task,click:execute_task:rain_gate,resident-ready,inventory-mutated,ssrm.v55.moss_ward.session-006,True,True,True,True,True
598,34,session-006,glass_harbor,Sera,768a4d2ad8,relight public lamp,recover_failed_work,click:recover_failed_work:net_room,resident-ready,recovery-choice-open,ssrm.v55.glass_harbor.session-006,True,True,True,True,True
599,34,session-006,cinder_garden,Juno,2b1e35e8a1,sort ember fruit,drop_tool,click:drop_tool:shade_tent,resident-ready,tool-returned-or-nearby,ssrm.v55.cinder_garden.session-006,True,True,True,True,True
600,34,session-006,lichen_bridge,Luma,450c18baea,mark signal bell,relationship_phrase,click:relationship_phrase:rope_bridge,resident-ready,phrase-used-and-saved,ssrm.v55.lichen_bridge.session-006,True,True,True,True,True
601,34,session-006,orchid_engine,Dax,363676d602,stabilize steam kettle,save_session,click:save_session:gear_wash,resident-ready,session-snapshot-written,ssrm.v55.orchid_engine.session-006,True,True,True,True,True
602,34,session-006,moss_ward,Tala,572744cec7,drain rain path,path_to_site,click:path_to_site:root_alcove,queued,at-site-or-closer,ssrm.v55.moss_ward.session-006,True,True,True,True,True
603,34,session-006,glass_harbor,Nia,2c46e6f05e,mend fog net,pickup_tool,click:pickup_tool:lamp_pier,resident-ready,tool-in-hand,ssrm.v55.glass_harbor.session-006,True,True,True,True,True
604,34,session-006,cinder_garden,Pax,1e5830ef22,cool ash path,execute_task,click:execute_task:ash_path,resident-ready,inventory-mutated,ssrm.v55.cinder_garden.session-006,True,True,True,True,True
605,34,session-006,lichen_bridge,Rin,9611f49c07,repair meal ledger,recover_failed_work,click:recover_failed_work:meal_room,resident-ready,recovery-choice-open,ssrm.v55.lichen_bridge.session-006,True,True,True,True,True
606,34,session-006,orchid_engine,Eli,a3b8dc6d55,listen to valve pulse,drop_tool,click:drop_tool:engine_ring,resident-ready,tool-returned-or-nearby,ssrm.v55.orchid_engine.session-006,True,True,True,True,True
607,34,session-006,moss_ward,Ari,2378d81ec8,patch blanket loom,relationship_phrase,click:relationship_phrase:blanket_room,resident-ready,phrase-used-and-saved,ssrm.v55.moss_ward.session-006,True,True,True,True,True
608,34,session-006,glass_harbor,Oren,d2b7153668,seal fog catcher,save_session,click:save_session:fog_rail,resident-ready,session-snapshot-written,ssrm.v55.glass_harbor.session-006,True,True,True,True,True
609,34,session-006,cinder_garden,Vale,b4da23a954,repair seed calendar,path_to_site,click:path_to_site:seed_shelf,queued,at-site-or-closer,ssrm.v55.cinder_garden.session-006,True,True,True,True,True
610,34,session-006,lichen_bridge,Sol,85cb036eb5,test rope bridge,pickup_tool,click:pickup_tool:signal_post,resident-ready,tool-in-hand,ssrm.v55.lichen_bridge.session-006,True,True,True,True,True
611,34,session-006,orchid_engine,Bea,3935fa5efe,clean gear wash,execute_task,click:execute_task:orchid_bay,resident-ready,inventory-mutated,ssrm.v55.orchid_engine.session-006,True,True,True,True,True
612,35,session-006,glass_harbor,Nia,7d03d3d3f1,seal fog catcher,path_to_site,click:path_to_site:net_room,queued,at-site-or-closer,ssrm.v55.glass_harbor.session-006,True,True,True,True,True
613,35,session-006,cinder_garden,Pax,2ac4db2919,repair seed calendar,pickup_tool,click:pickup_tool:shade_tent,resident-ready,tool-in-hand,ssrm.v55.cinder_garden.session-006,True,True,True,True,True
614,35,session-006,lichen_bridge,Rin,b522b59c7e,test rope bridge,execute_task,click:execute_task:rope_bridge,resident-ready,inventory-mutated,ssrm.v55.lichen_bridge.session-006,True,True,True,True,True
615,35,session-006,orchid_engine,Eli,e4ebf8a5c3,clean gear wash,recover_failed_work,click:recover_failed_work:gear_wash,resident-ready,recovery-choice-open,ssrm.v55.orchid_engine.session-006,True,True,True,True,True
616,35,session-006,moss_ward,Ari,acb2c21249,copy root ledger,drop_tool,click:drop_tool:root_alcove,resident-ready,tool-returned-or-nearby,ssrm.v55.moss_ward.session-006,True,True,True,True,True
617,35,session-006,glass_harbor,Oren,65ab173ea1,mark crossing rope,relationship_phrase,click:relationship_phrase:lamp_pier,resident-ready,phrase-used-and-saved,ssrm.v55.glass_harbor.session-006,True,True,True,True,True
618,35,session-006,cinder_garden,Vale,7525471538,shade seed rows,save_session,click:save_session:ash_path,resident-ready,session-snapshot-written,ssrm.v55.cinder_garden.session-006,True,True,True,True,True
619,35,session-006,lichen_bridge,Sol,032f2286f3,weave spare rope,path_to_site,click:path_to_site:meal_room,queued,at-site-or-closer,ssrm.v55.lichen_bridge.session-006,True,True,True,True,True
620,35,session-006,orchid_engine,Bea,a0d3597080,tend orchid lamp,pickup_tool,click:pickup_tool:engine_ring,resident-ready,tool-in-hand,ssrm.v55.orchid_engine.session-006,True,True,True,True,True
621,35,session-006,moss_ward,Fay,72cfe9f03b,raise warm-cup shelf,execute_task,click:execute_task:blanket_room,resident-ready,inventory-mutated,ssrm.v55.moss_ward.session-006,True,True,True,True,True
622,35,session-006,glass_harbor,Puck,d99abac1ce,relight public lamp,recover_failed_work,click:recover_failed_work:fog_rail,resident-ready,recovery-choice-open,ssrm.v55.glass_harbor.session-006,True,True,True,True,True
623,35,session-006,cinder_garden,Wren,efccb1106a,sort ember fruit,drop_tool,click:drop_tool:seed_shelf,resident-ready,tool-returned-or-nearby,ssrm.v55.cinder_garden.session-006,True,True,True,True,True
624,35,session-006,lichen_bridge,Kio,096f63fbc9,mark signal bell,relationship_phrase,click:relationship_phrase:signal_post,resident-ready,phrase-used-and-saved,ssrm.v55.lichen_bridge.session-006,True,True,True,True,True
625,35,session-006,orchid_engine,Cai,7b17b6bca2,stabilize steam kettle,save_session,click:save_session:orchid_bay,resident-ready,session-snapshot-written,ssrm.v55.orchid_engine.session-006,True,True,True,True,True
626,35,session-006,moss_ward,Milo,42164b006a,drain rain path,path_to_site,click:path_to_site:rain_gate,queued,at-site-or-closer,ssrm.v55.moss_ward.session-006,True,True,True,True,True
627,35,session-006,glass_harbor,Sera,b557cb5ab1,mend fog net,pickup_tool,click:pickup_tool:net_room,resident-ready,tool-in-hand,ssrm.v55.glass_harbor.session-006,True,True,True,True,True
628,35,session-006,cinder_garden,Juno,f754fc777c,cool ash path,execute_task,click:execute_task:shade_tent,resident-ready,inventory-mutated,ssrm.v55.cinder_garden.session-006,True,True,True,True,True
629,35,session-006,lichen_bridge,Luma,7017cc792d,repair meal ledger,recover_failed_work,click:recover_failed_work:rope_bridge,resident-ready,recovery-choice-open,ssrm.v55.lichen_bridge.session-006,True,True,True,True,True
630,36,session-006,moss_ward,Fay,9c82c8d116,drain rain path,pickup_tool,click:pickup_tool:root_alcove,resident-ready,tool-in-hand,ssrm.v55.moss_ward.session-006,True,True,True,True,True
631,36,session-006,glass_harbor,Puck,4a73f95e3d,mend fog net,execute_task,click:execute_task:lamp_pier,resident-ready,inventory-mutated,ssrm.v55.glass_harbor.session-006,True,True,True,True,True
632,36,session-006,cinder_garden,Wren,9ee5bba78b,cool ash path,recover_failed_work,click:recover_failed_work:ash_path,resident-ready,recovery-choice-open,ssrm.v55.cinder_garden.session-006,True,True,True,True,True
633,36,session-006,lichen_bridge,Kio,1356a31e8d,repair meal ledger,drop_tool,click:drop_tool:meal_room,resident-ready,tool-returned-or-nearby,ssrm.v55.lichen_bridge.session-006,True,True,True,True,True
634,36,session-006,orchid_engine,Cai,aa06bc447d,listen to valve pulse,relationship_phrase,click:relationship_phrase:engine_ring,resident-ready,phrase-used-and-saved,ssrm.v55.orchid_engine.session-006,True,True,True,True,True
635,36,session-006,moss_ward,Milo,214b5191fa,patch blanket loom,save_session,click:save_session:blanket_room,resident-ready,session-snapshot-written,ssrm.v55.moss_ward.session-006,True,True,True,True,True
636,36,session-006,glass_harbor,Sera,35df557118,seal fog catcher,path_to_site,click:path_to_site:fog_rail,queued,at-site-or-closer,ssrm.v55.glass_harbor.session-006,True,True,True,True,True
637,36,session-006,cinder_garden,Juno,a3cdbd8180,repair seed calendar,pickup_tool,click:pickup_tool:seed_shelf,resident-ready,tool-in-hand,ssrm.v55.cinder_garden.session-006,True,True,True,True,True
638,36,session-006,lichen_bridge,Luma,a72c4caf94,test rope bridge,execute_task,click:execute_task:signal_post,resident-ready,inventory-mutated,ssrm.v55.lichen_bridge.session-006,True,True,True,True,True
639,36,session-006,orchid_engine,Dax,e5be4a3317,clean gear wash,recover_failed_work,click:recover_failed_work:orchid_bay,resident-ready,recovery-choice-open,ssrm.v55.orchid_engine.session-006,True,True,True,True,True
640,36,session-006,moss_ward,Tala,ab7eb655b8,copy root ledger,drop_tool,click:drop_tool:rain_gate,resident-ready,tool-returned-or-nearby,ssrm.v55.moss_ward.session-006,True,True,True,True,True
641,36,session-006,glass_harbor,Nia,35100ce116,mark crossing rope,relationship_phrase,click:relationship_phrase:net_room,resident-ready,phrase-used-and-saved,ssrm.v55.glass_harbor.session-006,True,True,True,True,True
642,36,session-006,cinder_garden,Pax,cfb8cd3fed,shade seed rows,save_session,click:save_session:shade_tent,resident-ready,session-snapshot-written,ssrm.v55.cinder_garden.session-006,True,True,True,True,True
643,36,session-006,lichen_bridge,Rin,d21d02a5bc,weave spare rope,path_to_site,click:path_to_site:rope_bridge,queued,at-site-or-closer,ssrm.v55.lichen_bridge.session-006,True,True,True,True,True
644,36,session-006,orchid_engine,Eli,3f711d3e3b,tend orchid lamp,pickup_tool,click:pickup_tool:gear_wash,resident-ready,tool-in-hand,ssrm.v55.orchid_engine.session-006,True,True,True,True,True
645,36,session-006,moss_ward,Ari,808faa30ed,raise warm-cup shelf,execute_task,click:execute_task:root_alcove,resident-ready,inventory-mutated,ssrm.v55.moss_ward.session-006,True,True,True,True,True
