epoch_index,lineage,language_branch,divergence_index,mutual_intelligibility,semantic_retention,ritual_continuity,boundary_clause_retention,lineage_story
35,Routeline,routeline-keth-35,0.430234,0.849702,0.952558,0.844626,0.909488,Routeline diverges through stone bridge joints while retaining tek meaning.
35,Marketline,marketline-vonn-35,0.462234,0.839462,0.939798,0.848626,0.858788,Marketline diverges through measure weights while retaining melo meaning.
35,Ledgerline,ledgerline-sova-35,0.494234,0.819622,0.951038,0.840626,0.919288,Ledgerline diverges through seed ledgers while retaining nari meaning.
35,Orchardline,orchardline-tek-35,0.526234,0.815782,0.926278,0.852626,0.852988,Orchardline diverges through water terraces while retaining lum meaning.
35,Rainline,rainline-nari-35,0.558234,0.794342,0.934518,0.842626,0.909588,Rainline diverges through weather bells while retaining sova meaning.
36,Hearthline,hearthline-lum-36,0.412696,0.873868,0.957715,0.804967,0.872965,Hearthline diverges through hearth ceramics while retaining lum meaning.
36,Routeline,routeline-tek-36,0.444696,0.843628,0.949955,0.783967,0.908765,Routeline diverges through stone bridge joints while retaining tek meaning.
36,Marketline,marketline-melo-36,0.476696,0.833388,0.937195,0.787967,0.858065,Marketline diverges through measure weights while retaining melo meaning.
36,Ledgerline,ledgerline-nari-36,0.508696,0.813548,0.948435,0.779967,0.918565,Ledgerline diverges through seed ledgers while retaining nari meaning.
36,Orchardline,orchardline-lum-36,0.540696,0.809708,0.923675,0.791967,0.852265,Orchardline diverges through water terraces while retaining lum meaning.
36,Rainline,rainline-sova-36,0.572696,0.788268,0.931915,0.781967,0.908865,Rainline diverges through weather bells while retaining sova meaning.
37,Hearthline,hearthline-ori-37,0.414308,0.873191,0.957425,0.814868,0.872885,Hearthline diverges through hearth ceramics while retaining lum meaning.
37,Routeline,routeline-nari-37,0.446308,0.842951,0.949665,0.793868,0.908685,Routeline diverges through stone bridge joints while retaining tek meaning.
37,Marketline,marketline-keth-37,0.478308,0.832711,0.936905,0.797868,0.857985,Marketline diverges through measure weights while retaining melo meaning.
37,Ledgerline,ledgerline-vonn-37,0.510308,0.812871,0.948145,0.789868,0.918485,Ledgerline diverges through seed ledgers while retaining nari meaning.
37,Orchardline,orchardline-melo-37,0.542308,0.809031,0.923385,0.801868,0.852185,Orchardline diverges through water terraces while retaining lum meaning.
37,Rainline,rainline-vonn-37,0.574308,0.787591,0.931625,0.791868,0.908785,Rainline diverges through weather bells while retaining sova meaning.
38,Hearthline,hearthline-sova-38,0.429418,0.866844,0.954705,0.803171,0.872129,Hearthline diverges through hearth ceramics while retaining lum meaning.
38,Routeline,routeline-keth-38,0.461418,0.836604,0.946945,0.782171,0.907929,Routeline diverges through stone bridge joints while retaining tek meaning.
38,Marketline,marketline-vonn-38,0.493418,0.826364,0.934185,0.786171,0.857229,Marketline diverges through measure weights while retaining melo meaning.
38,Ledgerline,ledgerline-sova-38,0.525418,0.806524,0.945425,0.778171,0.917729,Ledgerline diverges through seed ledgers while retaining nari meaning.
38,Orchardline,orchardline-tek-38,0.557418,0.802684,0.920665,0.790171,0.851429,Orchardline diverges through water terraces while retaining lum meaning.
38,Rainline,rainline-nari-38,0.589418,0.781244,0.928905,0.780171,0.908029,Rainline diverges through weather bells while retaining sova meaning.
39,Hearthline,hearthline-lum-39,0.431039,0.866164,0.954413,0.813058,0.872048,Hearthline diverges through hearth ceramics while retaining lum meaning.
39,Routeline,routeline-tek-39,0.463039,0.835924,0.946653,0.792058,0.907848,Routeline diverges through stone bridge joints while retaining tek meaning.
39,Marketline,marketline-melo-39,0.495039,0.825684,0.933893,0.796058,0.857148,Marketline diverges through measure weights while retaining melo meaning.
39,Ledgerline,ledgerline-nari-39,0.527039,0.805844,0.945133,0.788058,0.917648,Ledgerline diverges through seed ledgers while retaining nari meaning.
39,Orchardline,orchardline-lum-39,0.559039,0.802004,0.920373,0.800058,0.851348,Orchardline diverges through water terraces while retaining lum meaning.
39,Rainline,rainline-sova-39,0.591039,0.780564,0.928613,0.790058,0.907948,Rainline diverges through weather bells while retaining sova meaning.
40,Hearthline,hearthline-ori-40,0.438567,0.863002,0.953058,0.813493,0.871672,Hearthline diverges through hearth ceramics while retaining lum meaning.
40,Routeline,routeline-nari-40,0.470567,0.832762,0.945298,0.792493,0.907472,Routeline diverges through stone bridge joints while retaining tek meaning.
40,Marketline,marketline-keth-40,0.502567,0.822522,0.932538,0.796493,0.856772,Marketline diverges through measure weights while retaining melo meaning.
40,Ledgerline,ledgerline-vonn-40,0.534567,0.802682,0.943778,0.788493,0.917272,Ledgerline diverges through seed ledgers while retaining nari meaning.
40,Orchardline,orchardline-melo-40,0.566567,0.798842,0.919018,0.800493,0.850972,Orchardline diverges through water terraces while retaining lum meaning.
40,Rainline,rainline-vonn-40,0.598567,0.777402,0.927258,0.790493,0.907572,Rainline diverges through weather bells while retaining sova meaning.
41,Hearthline,hearthline-sova-41,0.447299,0.859334,0.951486,0.862001,0.871235,Hearthline diverges through hearth ceramics while retaining lum meaning.
41,Routeline,routeline-keth-41,0.479299,0.829094,0.943726,0.841001,0.907035,Routeline diverges through stone bridge joints while retaining tek meaning.
41,Marketline,marketline-vonn-41,0.511299,0.818854,0.930966,0.845001,0.856335,Marketline diverges through measure weights while retaining melo meaning.
41,Ledgerline,ledgerline-sova-41,0.543299,0.799014,0.942206,0.837001,0.916835,Ledgerline diverges through seed ledgers while retaining nari meaning.
41,Orchardline,orchardline-tek-41,0.575299,0.795174,0.917446,0.849001,0.850535,Orchardline diverges through water terraces while retaining lum meaning.
41,Rainline,rainline-nari-41,0.607299,0.773734,0.925686,0.839001,0.907135,Rainline diverges through weather bells while retaining sova meaning.
42,Hearthline,hearthline-lum-42,0.462731,0.852853,0.948708,0.799791,0.870463,Hearthline diverges through hearth ceramics while retaining lum meaning.
42,Routeline,routeline-tek-42,0.494731,0.822613,0.940948,0.778791,0.906263,Routeline diverges through stone bridge joints while retaining tek meaning.
42,Marketline,marketline-melo-42,0.526731,0.812373,0.928188,0.782791,0.855563,Marketline diverges through measure weights while retaining melo meaning.
42,Ledgerline,ledgerline-nari-42,0.558731,0.792533,0.939428,0.774791,0.916063,Ledgerline diverges through seed ledgers while retaining nari meaning.
42,Orchardline,orchardline-lum-42,0.590731,0.788693,0.914668,0.786791,0.849763,Orchardline diverges through water terraces while retaining lum meaning.
42,Rainline,rainline-sova-42,0.622731,0.767253,0.922908,0.776791,0.906363,Rainline diverges through weather bells while retaining sova meaning.
43,Hearthline,hearthline-ori-43,0.464126,0.852267,0.948457,0.810038,0.870394,Hearthline diverges through hearth ceramics while retaining lum meaning.
43,Routeline,routeline-nari-43,0.496126,0.822027,0.940697,0.789038,0.906194,Routeline diverges through stone bridge joints while retaining tek meaning.
43,Marketline,marketline-keth-43,0.528126,0.811787,0.927937,0.793038,0.855494,Marketline diverges through measure weights while retaining melo meaning.
43,Ledgerline,ledgerline-vonn-43,0.560126,0.791947,0.939177,0.785038,0.915994,Ledgerline diverges through seed ledgers while retaining nari meaning.
43,Orchardline,orchardline-melo-43,0.592126,0.788107,0.914417,0.797038,0.849694,Orchardline diverges through water terraces while retaining lum meaning.
43,Rainline,rainline-vonn-43,0.624126,0.766667,0.922657,0.787038,0.906294,Rainline diverges through weather bells while retaining sova meaning.
44,Hearthline,hearthline-sova-44,0.47946,0.845827,0.945697,0.797984,0.869627,Hearthline diverges through hearth ceramics while retaining lum meaning.
44,Routeline,routeline-keth-44,0.51146,0.815587,0.937937,0.776984,0.905427,Routeline diverges through stone bridge joints while retaining tek meaning.
44,Marketline,marketline-vonn-44,0.54346,0.805347,0.925177,0.780984,0.854727,Marketline diverges through measure weights while retaining melo meaning.
44,Ledgerline,ledgerline-sova-44,0.57546,0.785507,0.936417,0.772984,0.915227,Ledgerline diverges through seed ledgers while retaining nari meaning.
44,Orchardline,orchardline-tek-44,0.60746,0.781667,0.911657,0.784984,0.848927,Orchardline diverges through water terraces while retaining lum meaning.
44,Rainline,rainline-nari-44,0.63946,0.760227,0.919897,0.774984,0.905527,Rainline diverges through weather bells while retaining sova meaning.
45,Hearthline,hearthline-lum-45,0.480545,0.845371,0.945502,0.808728,0.869573,Hearthline diverges through hearth ceramics while retaining lum meaning.
45,Routeline,routeline-tek-45,0.512545,0.815131,0.937742,0.787728,0.905373,Routeline diverges through stone bridge joints while retaining tek meaning.
45,Marketline,marketline-melo-45,0.544545,0.804891,0.924982,0.791728,0.854673,Marketline diverges through measure weights while retaining melo meaning.
45,Ledgerline,ledgerline-nari-45,0.576545,0.785051,0.936222,0.783728,0.915173,Ledgerline diverges through seed ledgers while retaining nari meaning.
45,Orchardline,orchardline-lum-45,0.608545,0.781211,0.911462,0.795728,0.848873,Orchardline diverges through water terraces while retaining lum meaning.
45,Rainline,rainline-sova-45,0.640545,0.759771,0.919702,0.785728,0.905473,Rainline diverges through weather bells while retaining sova meaning.
46,Hearthline,hearthline-ori-46,0.488628,0.841976,0.944047,0.808275,0.869169,Hearthline diverges through hearth ceramics while retaining lum meaning.
46,Routeline,routeline-nari-46,0.520628,0.811736,0.936287,0.787275,0.904969,Routeline diverges through stone bridge joints while retaining tek meaning.
46,Marketline,marketline-keth-46,0.552628,0.801496,0.923527,0.791275,0.854269,Marketline diverges through measure weights while retaining melo meaning.
46,Ledgerline,ledgerline-vonn-46,0.584628,0.781656,0.934767,0.783275,0.914769,Ledgerline diverges through seed ledgers while retaining nari meaning.
46,Orchardline,orchardline-melo-46,0.616628,0.777816,0.910007,0.795275,0.848469,Orchardline diverges through water terraces while retaining lum meaning.
46,Rainline,rainline-vonn-46,0.648628,0.756376,0.918247,0.785275,0.905069,Rainline diverges through weather bells while retaining sova meaning.
47,Hearthline,hearthline-sova-47,0.497266,0.838348,0.942492,0.856934,0.868737,Hearthline diverges through hearth ceramics while retaining lum meaning.
47,Routeline,routeline-keth-47,0.529266,0.808108,0.934732,0.835934,0.904537,Routeline diverges through stone bridge joints while retaining tek meaning.
47,Marketline,marketline-vonn-47,0.561266,0.797868,0.921972,0.839934,0.853837,Marketline diverges through measure weights while retaining melo meaning.
47,Ledgerline,ledgerline-sova-47,0.593266,0.778028,0.933212,0.831934,0.914337,Ledgerline diverges through seed ledgers while retaining nari meaning.
47,Orchardline,orchardline-tek-47,0.625266,0.774188,0.908452,0.843934,0.848037,Orchardline diverges through water terraces while retaining lum meaning.
47,Rainline,rainline-nari-47,0.657266,0.752748,0.916692,0.833934,0.904637,Rainline diverges through weather bells while retaining sova meaning.
48,Hearthline,hearthline-lum-48,0.512084,0.832125,0.939825,0.795706,0.867996,Hearthline diverges through hearth ceramics while retaining lum meaning.
48,Routeline,routeline-tek-48,0.544084,0.801885,0.932065,0.774706,0.903796,Routeline diverges through stone bridge joints while retaining tek meaning.
48,Marketline,marketline-melo-48,0.576084,0.791645,0.919305,0.778706,0.853096,Marketline diverges through measure weights while retaining melo meaning.
48,Ledgerline,ledgerline-nari-48,0.608084,0.771805,0.930545,0.770706,0.913596,Ledgerline diverges through seed ledgers while retaining nari meaning.
48,Orchardline,orchardline-lum-48,0.640084,0.767965,0.905785,0.782706,0.847296,Orchardline diverges through water terraces while retaining lum meaning.
48,Rainline,rainline-sova-48,0.672084,0.746525,0.914025,0.772706,0.903896,Rainline diverges through weather bells while retaining sova meaning.
49,Hearthline,hearthline-ori-49,0.514158,0.831254,0.939452,0.804868,0.867892,Hearthline diverges through hearth ceramics while retaining lum meaning.
49,Routeline,routeline-nari-49,0.546158,0.801014,0.931692,0.783868,0.903692,Routeline diverges through stone bridge joints while retaining tek meaning.
49,Marketline,marketline-keth-49,0.578158,0.790774,0.918932,0.787868,0.852992,Marketline diverges through measure weights while retaining melo meaning.
49,Ledgerline,ledgerline-vonn-49,0.610158,0.770934,0.930172,0.779868,0.913492,Ledgerline diverges through seed ledgers while retaining nari meaning.
49,Orchardline,orchardline-melo-49,0.642158,0.767094,0.905412,0.791868,0.847192,Orchardline diverges through water terraces while retaining lum meaning.
49,Rainline,rainline-vonn-49,0.674158,0.745654,0.913652,0.781868,0.903792,Rainline diverges through weather bells while retaining sova meaning.
50,Hearthline,hearthline-sova-50,0.529333,0.82488,0.93672,0.793067,0.867133,Hearthline diverges through hearth ceramics while retaining lum meaning.
50,Routeline,routeline-keth-50,0.561333,0.79464,0.92896,0.772067,0.902933,Routeline diverges through stone bridge joints while retaining tek meaning.
50,Marketline,marketline-vonn-50,0.593333,0.7844,0.9162,0.776067,0.852233,Marketline diverges through measure weights while retaining melo meaning.
50,Ledgerline,ledgerline-sova-50,0.625333,0.76456,0.92744,0.768067,0.912733,Ledgerline diverges through seed ledgers while retaining nari meaning.
50,Orchardline,orchardline-tek-50,0.657333,0.76072,0.90268,0.780067,0.846433,Orchardline diverges through water terraces while retaining lum meaning.
50,Rainline,rainline-nari-50,0.689333,0.73928,0.91092,0.770067,0.903033,Rainline diverges through weather bells while retaining sova meaning.
51,Hearthline,hearthline-lum-51,0.530528,0.824378,0.936505,0.803636,0.867074,Hearthline diverges through hearth ceramics while retaining lum meaning.
51,Routeline,routeline-tek-51,0.562528,0.794138,0.928745,0.782636,0.902874,Routeline diverges through stone bridge joints while retaining tek meaning.
51,Marketline,marketline-melo-51,0.594528,0.783898,0.915985,0.786636,0.852174,Marketline diverges through measure weights while retaining melo meaning.
51,Ledgerline,ledgerline-nari-51,0.626528,0.764058,0.927225,0.778636,0.912674,Ledgerline diverges through seed ledgers while retaining nari meaning.
51,Orchardline,orchardline-lum-51,0.658528,0.760218,0.902465,0.790636,0.846374,Orchardline diverges through water terraces while retaining lum meaning.
51,Rainline,rainline-sova-51,0.690528,0.738778,0.910705,0.780636,0.902974,Rainline diverges through weather bells while retaining sova meaning.
52,Hearthline,hearthline-ori-52,0.53808,0.821206,0.935146,0.804032,0.866696,Hearthline diverges through hearth ceramics while retaining lum meaning.
52,Routeline,routeline-nari-52,0.57008,0.790966,0.927386,0.783032,0.902496,Routeline diverges through stone bridge joints while retaining tek meaning.
52,Marketline,marketline-keth-52,0.60208,0.780726,0.914626,0.787032,0.851796,Marketline diverges through measure weights while retaining melo meaning.
52,Ledgerline,ledgerline-vonn-52,0.63408,0.760886,0.925866,0.779032,0.912296,Ledgerline diverges through seed ledgers while retaining nari meaning.
52,Orchardline,orchardline-melo-52,0.66608,0.757046,0.901106,0.791032,0.845996,Orchardline diverges through water terraces while retaining lum meaning.
52,Rainline,rainline-vonn-52,0.69808,0.735606,0.909346,0.781032,0.902596,Rainline diverges through weather bells while retaining sova meaning.
53,Hearthline,hearthline-sova-53,0.545805,0.817962,0.933755,0.854152,0.86631,Hearthline diverges through hearth ceramics while retaining lum meaning.
53,Routeline,routeline-keth-53,0.577805,0.787722,0.925995,0.833152,0.90211,Routeline diverges through stone bridge joints while retaining tek meaning.
53,Marketline,marketline-vonn-53,0.609805,0.777482,0.913235,0.837152,0.85141,Marketline diverges through measure weights while retaining melo meaning.
53,Ledgerline,ledgerline-sova-53,0.641805,0.757642,0.924475,0.829152,0.91191,Ledgerline diverges through seed ledgers while retaining nari meaning.
53,Orchardline,orchardline-tek-53,0.673805,0.753802,0.899715,0.841152,0.84561,Orchardline diverges through water terraces while retaining lum meaning.
53,Rainline,rainline-nari-53,0.705805,0.732362,0.907955,0.831152,0.90221,Rainline diverges through weather bells while retaining sova meaning.
54,Hearthline,hearthline-lum-54,0.560869,0.811635,0.931044,0.79253,0.865557,Hearthline diverges through hearth ceramics while retaining lum meaning.
54,Routeline,routeline-tek-54,0.592869,0.781395,0.923284,0.77153,0.901357,Routeline diverges through stone bridge joints while retaining tek meaning.
54,Marketline,marketline-melo-54,0.624869,0.771155,0.910524,0.77553,0.850657,Marketline diverges through measure weights while retaining melo meaning.
54,Ledgerline,ledgerline-nari-54,0.656869,0.751315,0.921764,0.76753,0.911157,Ledgerline diverges through seed ledgers while retaining nari meaning.
54,Orchardline,orchardline-lum-54,0.688869,0.747475,0.897004,0.77953,0.844857,Orchardline diverges through water terraces while retaining lum meaning.
54,Rainline,rainline-sova-54,0.720869,0.726035,0.905244,0.76953,0.901457,Rainline diverges through weather bells while retaining sova meaning.
55,Hearthline,hearthline-ori-55,0.562261,0.811051,0.930793,0.802783,0.865487,Hearthline diverges through hearth ceramics while retaining lum meaning.
55,Routeline,routeline-nari-55,0.594261,0.780811,0.923033,0.781783,0.901287,Routeline diverges through stone bridge joints while retaining tek meaning.
55,Marketline,marketline-keth-55,0.626261,0.770571,0.910273,0.785783,0.850587,Marketline diverges through measure weights while retaining melo meaning.
55,Ledgerline,ledgerline-vonn-55,0.658261,0.750731,0.921513,0.777783,0.911087,Ledgerline diverges through seed ledgers while retaining nari meaning.
55,Orchardline,orchardline-melo-55,0.690261,0.746891,0.896753,0.789783,0.844787,Orchardline diverges through water terraces while retaining lum meaning.
55,Rainline,rainline-vonn-55,0.722261,0.725451,0.904993,0.779783,0.901387,Rainline diverges through weather bells while retaining sova meaning.
56,Hearthline,hearthline-sova-56,0.576463,0.805086,0.928237,0.79254,0.864777,Hearthline diverges through hearth ceramics while retaining lum meaning.
56,Routeline,routeline-keth-56,0.608463,0.774846,0.920477,0.77154,0.900577,Routeline diverges through stone bridge joints while retaining tek meaning.
56,Marketline,marketline-vonn-56,0.640463,0.764606,0.907717,0.77554,0.849877,Marketline diverges through measure weights while retaining melo meaning.
56,Ledgerline,ledgerline-sova-56,0.672463,0.744766,0.918957,0.76754,0.910377,Ledgerline diverges through seed ledgers while retaining nari meaning.
56,Orchardline,orchardline-tek-56,0.704463,0.740926,0.894197,0.77954,0.844077,Orchardline diverges through water terraces while retaining lum meaning.
56,Rainline,rainline-nari-56,0.736463,0.719486,0.902437,0.76954,0.900677,Rainline diverges through weather bells while retaining sova meaning.
57,Hearthline,hearthline-lum-57,0.577166,0.80479,0.92811,0.803894,0.864742,Hearthline diverges through hearth ceramics while retaining lum meaning.
57,Routeline,routeline-tek-57,0.609166,0.77455,0.92035,0.782894,0.900542,Routeline diverges through stone bridge joints while retaining tek meaning.
57,Marketline,marketline-melo-57,0.641166,0.76431,0.90759,0.786894,0.849842,Marketline diverges through measure weights while retaining melo meaning.
57,Ledgerline,ledgerline-nari-57,0.673166,0.74447,0.91883,0.778894,0.910342,Ledgerline diverges through seed ledgers while retaining nari meaning.
57,Orchardline,orchardline-lum-57,0.705166,0.74063,0.89407,0.790894,0.844042,Orchardline diverges through water terraces while retaining lum meaning.
57,Rainline,rainline-sova-57,0.737166,0.71919,0.90231,0.780894,0.900642,Rainline diverges through weather bells while retaining sova meaning.
58,Hearthline,hearthline-ori-58,0.584677,0.801635,0.926758,0.804356,0.864366,Hearthline diverges through hearth ceramics while retaining lum meaning.
58,Routeline,routeline-nari-58,0.616677,0.771395,0.918998,0.783356,0.900166,Routeline diverges through stone bridge joints while retaining tek meaning.
58,Marketline,marketline-keth-58,0.648677,0.761155,0.906238,0.787356,0.849466,Marketline diverges through measure weights while retaining melo meaning.
58,Ledgerline,ledgerline-vonn-58,0.680677,0.741315,0.917478,0.779356,0.909966,Ledgerline diverges through seed ledgers while retaining nari meaning.
58,Orchardline,orchardline-melo-58,0.712677,0.737475,0.892718,0.791356,0.843666,Orchardline diverges through water terraces while retaining lum meaning.
58,Rainline,rainline-vonn-58,0.744677,0.716035,0.900958,0.781356,0.900266,Rainline diverges through weather bells while retaining sova meaning.
59,Hearthline,hearthline-sova-59,0.592105,0.798516,0.925421,0.854951,0.863995,Hearthline diverges through hearth ceramics while retaining lum meaning.
59,Routeline,routeline-keth-59,0.624105,0.768276,0.917661,0.833951,0.899795,Routeline diverges through stone bridge joints while retaining tek meaning.
59,Marketline,marketline-vonn-59,0.656105,0.758036,0.904901,0.837951,0.849095,Marketline diverges through measure weights while retaining melo meaning.
59,Ledgerline,ledgerline-sova-59,0.688105,0.738196,0.916141,0.829951,0.909595,Ledgerline diverges through seed ledgers while retaining nari meaning.
59,Orchardline,orchardline-tek-59,0.720105,0.734356,0.891381,0.841951,0.843295,Orchardline diverges through water terraces while retaining lum meaning.
59,Rainline,rainline-nari-59,0.752105,0.712916,0.899621,0.831951,0.899895,Rainline diverges through weather bells while retaining sova meaning.
60,Hearthline,hearthline-lum-60,0.607252,0.792154,0.922695,0.793196,0.863237,Hearthline diverges through hearth ceramics while retaining lum meaning.
60,Routeline,routeline-tek-60,0.639252,0.761914,0.914935,0.772196,0.899037,Routeline diverges through stone bridge joints while retaining tek meaning.
60,Marketline,marketline-melo-60,0.671252,0.751674,0.902175,0.776196,0.848337,Marketline diverges through measure weights while retaining melo meaning.
60,Ledgerline,ledgerline-nari-60,0.703252,0.731834,0.913415,0.768196,0.908837,Ledgerline diverges through seed ledgers while retaining nari meaning.
60,Orchardline,orchardline-lum-60,0.735252,0.727994,0.888655,0.780196,0.842537,Orchardline diverges through water terraces while retaining lum meaning.
60,Rainline,rainline-sova-60,0.767252,0.706554,0.896895,0.770196,0.899137,Rainline diverges through weather bells while retaining sova meaning.
61,Hearthline,hearthline-ori-61,0.607403,0.792091,0.922667,0.805435,0.86323,Hearthline diverges through hearth ceramics while retaining lum meaning.
61,Routeline,routeline-nari-61,0.639403,0.761851,0.914907,0.784435,0.89903,Routeline diverges through stone bridge joints while retaining tek meaning.
61,Marketline,marketline-keth-61,0.671403,0.751611,0.902147,0.788435,0.84833,Marketline diverges through measure weights while retaining melo meaning.
61,Ledgerline,ledgerline-vonn-61,0.703403,0.731771,0.913387,0.780435,0.90883,Ledgerline diverges through seed ledgers while retaining nari meaning.
61,Orchardline,orchardline-melo-61,0.735403,0.727931,0.888627,0.792435,0.84253,Orchardline diverges through water terraces while retaining lum meaning.
61,Rainline,rainline-vonn-61,0.767403,0.706491,0.896867,0.782435,0.89913,Rainline diverges through weather bells while retaining sova meaning.
62,Hearthline,hearthline-sova-62,0.621297,0.786255,0.920167,0.795685,0.862535,Hearthline diverges through hearth ceramics while retaining lum meaning.
62,Routeline,routeline-keth-62,0.653297,0.756015,0.912407,0.774685,0.898335,Routeline diverges through stone bridge joints while retaining tek meaning.
62,Marketline,marketline-vonn-62,0.685297,0.745775,0.899647,0.778685,0.847635,Marketline diverges through measure weights while retaining melo meaning.
62,Ledgerline,ledgerline-sova-62,0.717297,0.725935,0.910887,0.770685,0.908135,Ledgerline diverges through seed ledgers while retaining nari meaning.
62,Orchardline,orchardline-tek-62,0.749297,0.722095,0.886127,0.782685,0.841835,Orchardline diverges through water terraces while retaining lum meaning.
62,Rainline,rainline-nari-62,0.781297,0.700655,0.894367,0.772685,0.898435,Rainline diverges through weather bells while retaining sova meaning.
63,Hearthline,hearthline-lum-63,0.622187,0.785882,0.920006,0.806741,0.862491,Hearthline diverges through hearth ceramics while retaining lum meaning.
63,Routeline,routeline-tek-63,0.654187,0.755642,0.912246,0.785741,0.898291,Routeline diverges through stone bridge joints while retaining tek meaning.
63,Marketline,marketline-melo-63,0.686187,0.745402,0.899486,0.789741,0.847591,Marketline diverges through measure weights while retaining melo meaning.
63,Ledgerline,ledgerline-nari-63,0.718187,0.725562,0.910726,0.781741,0.908091,Ledgerline diverges through seed ledgers while retaining nari meaning.
63,Orchardline,orchardline-lum-63,0.750187,0.721722,0.885966,0.793741,0.841791,Orchardline diverges through water terraces while retaining lum meaning.
63,Rainline,rainline-sova-63,0.782187,0.700282,0.894206,0.783741,0.898391,Rainline diverges through weather bells while retaining sova meaning.
64,Hearthline,hearthline-ori-64,0.628837,0.783088,0.918809,0.808581,0.862158,Hearthline diverges through hearth ceramics while retaining lum meaning.
64,Routeline,routeline-nari-64,0.660837,0.752848,0.911049,0.787581,0.897958,Routeline diverges through stone bridge joints while retaining tek meaning.
64,Marketline,marketline-keth-64,0.692837,0.742608,0.898289,0.791581,0.847258,Marketline diverges through measure weights while retaining melo meaning.
64,Ledgerline,ledgerline-vonn-64,0.724837,0.722768,0.909529,0.783581,0.907758,Ledgerline diverges through seed ledgers while retaining nari meaning.
64,Orchardline,orchardline-melo-64,0.756837,0.718928,0.884769,0.795581,0.841458,Orchardline diverges through water terraces while retaining lum meaning.
64,Rainline,rainline-vonn-64,0.788837,0.697488,0.893009,0.785581,0.898058,Rainline diverges through weather bells while retaining sova meaning.
65,Hearthline,hearthline-sova-65,0.63703,0.779647,0.917335,0.857952,0.861748,Hearthline diverges through hearth ceramics while retaining lum meaning.
65,Routeline,routeline-keth-65,0.66903,0.749407,0.909575,0.836952,0.897548,Routeline diverges through stone bridge joints while retaining tek meaning.
65,Marketline,marketline-vonn-65,0.70103,0.739167,0.896815,0.840952,0.846848,Marketline diverges through measure weights while retaining melo meaning.
65,Ledgerline,ledgerline-sova-65,0.73303,0.719327,0.908055,0.832952,0.907348,Ledgerline diverges through seed ledgers while retaining nari meaning.
65,Orchardline,orchardline-tek-65,0.76503,0.715487,0.883295,0.844952,0.841048,Orchardline diverges through water terraces while retaining lum meaning.
65,Rainline,rainline-nari-65,0.79703,0.694047,0.891535,0.834952,0.897648,Rainline diverges through weather bells while retaining sova meaning.
66,Hearthline,hearthline-lum-66,0.651072,0.77375,0.914807,0.797964,0.861046,Hearthline diverges through hearth ceramics while retaining lum meaning.
66,Routeline,routeline-tek-66,0.683072,0.74351,0.907047,0.776964,0.896846,Routeline diverges through stone bridge joints while retaining tek meaning.
66,Marketline,marketline-melo-66,0.715072,0.73327,0.894287,0.780964,0.846146,Marketline diverges through measure weights while retaining melo meaning.
66,Ledgerline,ledgerline-nari-66,0.747072,0.71343,0.905527,0.772964,0.906646,Ledgerline diverges through seed ledgers while retaining nari meaning.
66,Orchardline,orchardline-lum-66,0.779072,0.70959,0.880767,0.784964,0.840346,Orchardline diverges through water terraces while retaining lum meaning.
66,Rainline,rainline-sova-66,0.811072,0.68815,0.889007,0.774964,0.896946,Rainline diverges through weather bells while retaining sova meaning.
67,Hearthline,hearthline-ori-67,0.650586,0.773954,0.914895,0.811222,0.861071,Hearthline diverges through hearth ceramics while retaining lum meaning.
67,Routeline,routeline-nari-67,0.682586,0.743714,0.907135,0.790222,0.896871,Routeline diverges through stone bridge joints while retaining tek meaning.
67,Marketline,marketline-keth-67,0.714586,0.733474,0.894375,0.794222,0.846171,Marketline diverges through measure weights while retaining melo meaning.
67,Ledgerline,ledgerline-vonn-67,0.746586,0.713634,0.905615,0.786222,0.906671,Ledgerline diverges through seed ledgers while retaining nari meaning.
67,Orchardline,orchardline-melo-67,0.778586,0.709794,0.880855,0.798222,0.840371,Orchardline diverges through water terraces while retaining lum meaning.
67,Rainline,rainline-vonn-67,0.810586,0.688354,0.889095,0.788222,0.896971,Rainline diverges through weather bells while retaining sova meaning.
68,Hearthline,hearthline-sova-68,0.664798,0.767985,0.912336,0.800963,0.86036,Hearthline diverges through hearth ceramics while retaining lum meaning.
68,Routeline,routeline-keth-68,0.696798,0.737745,0.904576,0.779963,0.89616,Routeline diverges through stone bridge joints while retaining tek meaning.
68,Marketline,marketline-vonn-68,0.728798,0.727505,0.891816,0.783963,0.84546,Marketline diverges through measure weights while retaining melo meaning.
68,Ledgerline,ledgerline-sova-68,0.760798,0.707665,0.903056,0.775963,0.90596,Ledgerline diverges through seed ledgers while retaining nari meaning.
68,Orchardline,orchardline-tek-68,0.792798,0.703825,0.878296,0.787963,0.83966,Orchardline diverges through water terraces while retaining lum meaning.
68,Rainline,rainline-nari-68,0.824798,0.682385,0.886536,0.777963,0.89626,Rainline diverges through weather bells while retaining sova meaning.
69,Hearthline,hearthline-lum-69,0.665143,0.76784,0.912274,0.812891,0.860343,Hearthline diverges through hearth ceramics while retaining lum meaning.
69,Routeline,routeline-tek-69,0.697143,0.7376,0.904514,0.791891,0.896143,Routeline diverges through stone bridge joints while retaining tek meaning.
69,Marketline,marketline-melo-69,0.729143,0.72736,0.891754,0.795891,0.845443,Marketline diverges through measure weights while retaining melo meaning.
