tick_id,day,session_id,settlement_id,resident_id,project_id,material_item,inventory_before,inventory_after,output_item,output_before,output_after,delta_label,ui_delta_visible,task_step_executed,material_consumed,no_magic_inventory
0,1,session-001,moss_ward,Milo,4f19e26857,dry clay,760,758,copy root ledger progress marker,0,1,-2 dry clay; +1 marker,True,True,True,True
743,42,session-007,orchid_engine,Bea,3935fa5efe,steam seal,715,714,clean gear wash progress marker,42,43,-1 steam seal; +1 marker,True,True,True,True
744,42,session-007,moss_ward,Fay,6a7b5adb25,reed bundle,715,714,copy root ledger progress marker,43,44,-1 reed bundle; +1 marker,True,True,True,True
745,42,session-007,glass_harbor,Puck,c10ea1470a,glass bead,717,716,mark crossing rope progress marker,43,44,-1 glass bead; +1 marker,True,True,True,True
746,42,session-007,cinder_garden,Wren,81aa359945,cool stone,715,714,shade seed rows progress marker,40,41,-1 cool stone; +1 marker,True,True,True,True
747,42,session-007,lichen_bridge,Kio,ebef679159,lichen glue,715,713,weave spare rope progress marker,41,43,-2 lichen glue; +2 marker,True,True,True,True
748,42,session-007,orchid_engine,Cai,2fe151eb17,valve grease,717,715,tend orchid lamp progress marker,43,44,-2 valve grease; +1 marker,True,True,True,True
749,42,session-007,moss_ward,Milo,b03af16c10,dry clay,718,717,raise warm-cup shelf progress marker,43,44,-1 dry clay; +1 marker,True,True,True,True
750,42,session-007,glass_harbor,Sera,768a4d2ad8,net fiber,715,714,relight public lamp progress marker,43,44,-1 net fiber; +1 marker,True,True,True,True
751,42,session-007,cinder_garden,Juno,2b1e35e8a1,seed ink,714,713,sort ember fruit progress marker,43,44,-1 seed ink; +1 marker,True,True,True,True
752,42,session-007,lichen_bridge,Luma,450c18baea,rope fiber,715,714,mark signal bell progress marker,42,43,-1 rope fiber; +1 marker,True,True,True,True
753,42,session-007,orchid_engine,Dax,363676d602,gear cloth,717,716,stabilize steam kettle progress marker,40,41,-1 gear cloth; +1 marker,True,True,True,True
754,42,session-007,moss_ward,Tala,572744cec7,moss cord,715,713,drain rain path progress marker,42,44,-2 moss cord; +2 marker,True,True,True,True
755,42,session-007,glass_harbor,Nia,2c46e6f05e,salt chalk,715,714,mend fog net progress marker,43,44,-1 salt chalk; +1 marker,True,True,True,True
756,43,session-008,lichen_bridge,Kio,096f63fbc9,lichen glue,713,712,mark signal bell progress marker,43,44,-1 lichen glue; +1 marker,True,True,True,True
757,43,session-008,orchid_engine,Cai,7b17b6bca2,valve grease,715,713,stabilize steam kettle progress marker,41,43,-2 valve grease; +2 marker,True,True,True,True
758,43,session-008,moss_ward,Milo,42164b006a,dry clay,717,716,drain rain path progress marker,44,45,-1 dry clay; +1 marker,True,True,True,True
759,43,session-008,glass_harbor,Sera,b557cb5ab1,net fiber,714,713,mend fog net progress marker,44,45,-1 net fiber; +1 marker,True,True,True,True
760,43,session-008,cinder_garden,Juno,f754fc777c,seed ink,713,712,cool ash path progress marker,43,44,-1 seed ink; +1 marker,True,True,True,True
761,43,session-008,lichen_bridge,Luma,7017cc792d,rope fiber,714,713,repair meal ledger progress marker,43,44,-1 rope fiber; +1 marker,True,True,True,True
762,43,session-008,orchid_engine,Dax,947f5c8b39,gear cloth,716,715,listen to valve pulse progress marker,44,45,-1 gear cloth; +1 marker,True,True,True,True
763,43,session-008,moss_ward,Tala,f91d6085d8,moss cord,713,712,patch blanket loom progress marker,42,43,-1 moss cord; +1 marker,True,True,True,True
764,43,session-008,glass_harbor,Nia,7d03d3d3f1,salt chalk,714,712,seal fog catcher progress marker,42,44,-2 salt chalk; +2 marker,True,True,True,True
765,43,session-008,cinder_garden,Pax,2ac4db2919,shade reed,716,714,repair seed calendar progress marker,44,45,-2 shade reed; +1 marker,True,True,True,True
766,43,session-008,lichen_bridge,Rin,b522b59c7e,bell tin,717,716,test rope bridge progress marker,43,44,-1 bell tin; +1 marker,True,True,True,True
767,43,session-008,orchid_engine,Eli,e4ebf8a5c3,orchid oil,715,714,clean gear wash progress marker,43,44,-1 orchid oil; +1 marker,True,True,True,True
768,43,session-008,moss_ward,Ari,acb2c21249,charcoal mark,712,711,copy root ledger progress marker,44,45,-1 charcoal mark; +1 marker,True,True,True,True
769,43,session-008,glass_harbor,Oren,65ab173ea1,lamp oil,713,712,mark crossing rope progress marker,44,45,-1 lamp oil; +1 marker,True,True,True,True
770,43,session-008,cinder_garden,Vale,7525471538,ember basket,717,716,shade seed rows progress marker,41,42,-1 ember basket; +1 marker,True,True,True,True
771,43,session-008,lichen_bridge,Sol,032f2286f3,meal token,714,712,weave spare rope progress marker,43,45,-2 meal token; +2 marker,True,True,True,True
772,43,session-008,orchid_engine,Bea,a0d3597080,steam seal,714,713,tend orchid lamp progress marker,44,45,-1 steam seal; +1 marker,True,True,True,True
773,43,session-008,moss_ward,Fay,72cfe9f03b,reed bundle,714,713,raise warm-cup shelf progress marker,44,45,-1 reed bundle; +1 marker,True,True,True,True
774,44,session-008,cinder_garden,Pax,cfb8cd3fed,shade reed,714,712,shade seed rows progress marker,42,44,-2 shade reed; +2 marker,True,True,True,True
775,44,session-008,lichen_bridge,Rin,d21d02a5bc,bell tin,716,715,weave spare rope progress marker,45,46,-1 bell tin; +1 marker,True,True,True,True
776,44,session-008,orchid_engine,Eli,3f711d3e3b,orchid oil,714,713,tend orchid lamp progress marker,45,46,-1 orchid oil; +1 marker,True,True,True,True
777,44,session-008,moss_ward,Ari,808faa30ed,charcoal mark,711,710,raise warm-cup shelf progress marker,45,46,-1 charcoal mark; +1 marker,True,True,True,True
778,44,session-008,glass_harbor,Oren,f949aa8fd3,lamp oil,712,711,relight public lamp progress marker,44,45,-1 lamp oil; +1 marker,True,True,True,True
779,44,session-008,cinder_garden,Vale,6b0dbec2ed,ember basket,716,715,sort ember fruit progress marker,44,45,-1 ember basket; +1 marker,True,True,True,True
780,44,session-008,lichen_bridge,Sol,910495b9ec,meal token,712,711,mark signal bell progress marker,44,45,-1 meal token; +1 marker,True,True,True,True
781,44,session-008,orchid_engine,Bea,d5a5690d8e,steam seal,713,711,stabilize steam kettle progress marker,43,45,-2 steam seal; +2 marker,True,True,True,True
782,44,session-008,moss_ward,Fay,9c82c8d116,reed bundle,713,711,drain rain path progress marker,45,46,-2 reed bundle; +1 marker,True,True,True,True
783,44,session-008,glass_harbor,Puck,4a73f95e3d,glass bead,716,715,mend fog net progress marker,45,46,-1 glass bead; +1 marker,True,True,True,True
784,44,session-008,cinder_garden,Wren,9ee5bba78b,cool stone,714,713,cool ash path progress marker,44,45,-1 cool stone; +1 marker,True,True,True,True
785,44,session-008,lichen_bridge,Kio,1356a31e8d,lichen glue,712,711,repair meal ledger progress marker,44,45,-1 lichen glue; +1 marker,True,True,True,True
786,44,session-008,orchid_engine,Cai,aa06bc447d,valve grease,713,712,listen to valve pulse progress marker,45,46,-1 valve grease; +1 marker,True,True,True,True
787,44,session-008,moss_ward,Milo,214b5191fa,dry clay,716,715,patch blanket loom progress marker,43,44,-1 dry clay; +1 marker,True,True,True,True
788,44,session-008,glass_harbor,Sera,35df557118,net fiber,713,711,seal fog catcher progress marker,44,46,-2 net fiber; +2 marker,True,True,True,True
789,44,session-008,cinder_garden,Juno,a3cdbd8180,seed ink,712,711,repair seed calendar progress marker,45,46,-1 seed ink; +1 marker,True,True,True,True
790,44,session-008,lichen_bridge,Luma,a72c4caf94,rope fiber,713,712,test rope bridge progress marker,44,45,-1 rope fiber; +1 marker,True,True,True,True
791,44,session-008,orchid_engine,Dax,e5be4a3317,gear cloth,715,714,clean gear wash progress marker,44,45,-1 gear cloth; +1 marker,True,True,True,True
792,45,session-008,glass_harbor,Puck,19e61c2da4,glass bead,715,714,seal fog catcher progress marker,46,47,-1 glass bead; +1 marker,True,True,True,True
793,45,session-008,cinder_garden,Wren,b1df32837e,cool stone,713,712,repair seed calendar progress marker,46,47,-1 cool stone; +1 marker,True,True,True,True
794,45,session-008,lichen_bridge,Kio,0c14394478,lichen glue,711,710,test rope bridge progress marker,45,46,-1 lichen glue; +1 marker,True,True,True,True
795,45,session-008,orchid_engine,Cai,80ecb7dbcd,valve grease,712,711,clean gear wash progress marker,45,46,-1 valve grease; +1 marker,True,True,True,True
796,45,session-008,moss_ward,Milo,4f19e26857,dry clay,715,714,copy root ledger progress marker,45,46,-1 dry clay; +1 marker,True,True,True,True
797,45,session-008,glass_harbor,Sera,ee1d01c438,net fiber,711,710,mark crossing rope progress marker,45,46,-1 net fiber; +1 marker,True,True,True,True
798,45,session-008,cinder_garden,Juno,9c5554028b,seed ink,711,709,shade seed rows progress marker,44,46,-2 seed ink; +2 marker,True,True,True,True
799,45,session-008,lichen_bridge,Luma,5fbf6bf7bd,rope fiber,712,710,weave spare rope progress marker,46,47,-2 rope fiber; +1 marker,True,True,True,True
800,45,session-008,orchid_engine,Dax,8d36ca6708,gear cloth,714,713,tend orchid lamp progress marker,46,47,-1 gear cloth; +1 marker,True,True,True,True
801,45,session-008,moss_ward,Tala,690cd7241e,moss cord,712,711,raise warm-cup shelf progress marker,46,47,-1 moss cord; +1 marker,True,True,True,True
802,45,session-008,glass_harbor,Nia,24a6670b6c,salt chalk,712,711,relight public lamp progress marker,45,46,-1 salt chalk; +1 marker,True,True,True,True
803,45,session-008,cinder_garden,Pax,9dfff354ca,shade reed,712,711,sort ember fruit progress marker,45,46,-1 shade reed; +1 marker,True,True,True,True
804,45,session-008,lichen_bridge,Rin,48fc2b7680,bell tin,715,714,mark signal bell progress marker,45,46,-1 bell tin; +1 marker,True,True,True,True
805,45,session-008,orchid_engine,Eli,86759406ca,orchid oil,713,711,stabilize steam kettle progress marker,45,47,-2 orchid oil; +2 marker,True,True,True,True
806,45,session-008,moss_ward,Ari,da0f22a6f5,charcoal mark,710,709,drain rain path progress marker,46,47,-1 charcoal mark; +1 marker,True,True,True,True
807,45,session-008,glass_harbor,Oren,9f03b2f23d,lamp oil,711,710,mend fog net progress marker,46,47,-1 lamp oil; +1 marker,True,True,True,True
808,45,session-008,cinder_garden,Vale,58b08d67ce,ember basket,715,714,cool ash path progress marker,45,46,-1 ember basket; +1 marker,True,True,True,True
809,45,session-008,lichen_bridge,Sol,6a6945c048,meal token,711,710,repair meal ledger progress marker,45,46,-1 meal token; +1 marker,True,True,True,True
810,46,session-008,moss_ward,Tala,572744cec7,moss cord,711,710,drain rain path progress marker,47,48,-1 moss cord; +1 marker,True,True,True,True
811,46,session-008,glass_harbor,Nia,2c46e6f05e,salt chalk,711,710,mend fog net progress marker,47,48,-1 salt chalk; +1 marker,True,True,True,True
812,46,session-008,cinder_garden,Pax,1e5830ef22,shade reed,711,710,cool ash path progress marker,46,47,-1 shade reed; +1 marker,True,True,True,True
813,46,session-008,lichen_bridge,Rin,9611f49c07,bell tin,714,713,repair meal ledger progress marker,46,47,-1 bell tin; +1 marker,True,True,True,True
814,46,session-008,orchid_engine,Eli,a3b8dc6d55,orchid oil,711,710,listen to valve pulse progress marker,46,47,-1 orchid oil; +1 marker,True,True,True,True
815,46,session-008,moss_ward,Ari,2378d81ec8,charcoal mark,709,707,patch blanket loom progress marker,44,46,-2 charcoal mark; +2 marker,True,True,True,True
816,46,session-008,glass_harbor,Oren,d2b7153668,lamp oil,710,708,seal fog catcher progress marker,47,48,-2 lamp oil; +1 marker,True,True,True,True
817,46,session-008,cinder_garden,Vale,b4da23a954,ember basket,714,713,repair seed calendar progress marker,47,48,-1 ember basket; +1 marker,True,True,True,True
818,46,session-008,lichen_bridge,Sol,85cb036eb5,meal token,710,709,test rope bridge progress marker,46,47,-1 meal token; +1 marker,True,True,True,True
819,46,session-008,orchid_engine,Bea,3935fa5efe,steam seal,711,710,clean gear wash progress marker,46,47,-1 steam seal; +1 marker,True,True,True,True
820,46,session-008,moss_ward,Fay,6a7b5adb25,reed bundle,711,710,copy root ledger progress marker,46,47,-1 reed bundle; +1 marker,True,True,True,True
821,46,session-008,glass_harbor,Puck,c10ea1470a,glass bead,714,713,mark crossing rope progress marker,46,47,-1 glass bead; +1 marker,True,True,True,True
822,46,session-008,cinder_garden,Wren,81aa359945,cool stone,712,710,shade seed rows progress marker,46,48,-2 cool stone; +2 marker,True,True,True,True
823,46,session-008,lichen_bridge,Kio,ebef679159,lichen glue,710,709,weave spare rope progress marker,47,48,-1 lichen glue; +1 marker,True,True,True,True
824,46,session-008,orchid_engine,Cai,2fe151eb17,valve grease,711,710,tend orchid lamp progress marker,47,48,-1 valve grease; +1 marker,True,True,True,True
825,46,session-008,moss_ward,Milo,b03af16c10,dry clay,714,713,raise warm-cup shelf progress marker,47,48,-1 dry clay; +1 marker,True,True,True,True
826,46,session-008,glass_harbor,Sera,768a4d2ad8,net fiber,710,709,relight public lamp progress marker,46,47,-1 net fiber; +1 marker,True,True,True,True
827,46,session-008,cinder_garden,Juno,2b1e35e8a1,seed ink,709,708,sort ember fruit progress marker,46,47,-1 seed ink; +1 marker,True,True,True,True
828,47,session-008,orchid_engine,Bea,a0d3597080,steam seal,710,709,tend orchid lamp progress marker,48,49,-1 steam seal; +1 marker,True,True,True,True
829,47,session-008,moss_ward,Fay,72cfe9f03b,reed bundle,710,709,raise warm-cup shelf progress marker,48,49,-1 reed bundle; +1 marker,True,True,True,True
830,47,session-008,glass_harbor,Puck,d99abac1ce,glass bead,713,712,relight public lamp progress marker,47,48,-1 glass bead; +1 marker,True,True,True,True
831,47,session-008,cinder_garden,Wren,efccb1106a,cool stone,710,709,sort ember fruit progress marker,47,48,-1 cool stone; +1 marker,True,True,True,True
832,47,session-008,lichen_bridge,Kio,096f63fbc9,lichen glue,709,707,mark signal bell progress marker,46,48,-2 lichen glue; +2 marker,True,True,True,True
833,47,session-008,orchid_engine,Cai,7b17b6bca2,valve grease,710,708,stabilize steam kettle progress marker,47,48,-2 valve grease; +1 marker,True,True,True,True
834,47,session-008,moss_ward,Milo,42164b006a,dry clay,713,712,drain rain path progress marker,48,49,-1 dry clay; +1 marker,True,True,True,True
835,47,session-008,glass_harbor,Sera,b557cb5ab1,net fiber,709,708,mend fog net progress marker,48,49,-1 net fiber; +1 marker,True,True,True,True
836,47,session-008,cinder_garden,Juno,f754fc777c,seed ink,708,707,cool ash path progress marker,47,48,-1 seed ink; +1 marker,True,True,True,True
837,47,session-008,lichen_bridge,Luma,7017cc792d,rope fiber,710,709,repair meal ledger progress marker,47,48,-1 rope fiber; +1 marker,True,True,True,True
838,47,session-008,orchid_engine,Dax,947f5c8b39,gear cloth,713,712,listen to valve pulse progress marker,47,48,-1 gear cloth; +1 marker,True,True,True,True
839,47,session-008,moss_ward,Tala,f91d6085d8,moss cord,710,708,patch blanket loom progress marker,46,48,-2 moss cord; +2 marker,True,True,True,True
840,47,session-008,glass_harbor,Nia,7d03d3d3f1,salt chalk,710,709,seal fog catcher progress marker,48,49,-1 salt chalk; +1 marker,True,True,True,True
841,47,session-008,cinder_garden,Pax,2ac4db2919,shade reed,710,709,repair seed calendar progress marker,48,49,-1 shade reed; +1 marker,True,True,True,True
842,47,session-008,lichen_bridge,Rin,b522b59c7e,bell tin,713,712,test rope bridge progress marker,47,48,-1 bell tin; +1 marker,True,True,True,True
843,47,session-008,orchid_engine,Eli,e4ebf8a5c3,orchid oil,710,709,clean gear wash progress marker,47,48,-1 orchid oil; +1 marker,True,True,True,True
844,47,session-008,moss_ward,Ari,acb2c21249,charcoal mark,707,706,copy root ledger progress marker,47,48,-1 charcoal mark; +1 marker,True,True,True,True
845,47,session-008,glass_harbor,Oren,65ab173ea1,lamp oil,708,707,mark crossing rope progress marker,47,48,-1 lamp oil; +1 marker,True,True,True,True
846,48,session-008,lichen_bridge,Luma,a72c4caf94,rope fiber,709,708,test rope bridge progress marker,48,49,-1 rope fiber; +1 marker,True,True,True,True
847,48,session-008,orchid_engine,Dax,e5be4a3317,gear cloth,712,711,clean gear wash progress marker,48,49,-1 gear cloth; +1 marker,True,True,True,True
848,48,session-008,moss_ward,Tala,ab7eb655b8,moss cord,708,707,copy root ledger progress marker,48,49,-1 moss cord; +1 marker,True,True,True,True
849,48,session-008,glass_harbor,Nia,35100ce116,salt chalk,709,707,mark crossing rope progress marker,48,50,-2 salt chalk; +2 marker,True,True,True,True
850,48,session-008,cinder_garden,Pax,cfb8cd3fed,shade reed,709,707,shade seed rows progress marker,48,49,-2 shade reed; +1 marker,True,True,True,True
851,48,session-008,lichen_bridge,Rin,d21d02a5bc,bell tin,712,711,weave spare rope progress marker,48,49,-1 bell tin; +1 marker,True,True,True,True
852,48,session-008,orchid_engine,Eli,3f711d3e3b,orchid oil,709,708,tend orchid lamp progress marker,49,50,-1 orchid oil; +1 marker,True,True,True,True
853,48,session-008,moss_ward,Ari,808faa30ed,charcoal mark,706,705,raise warm-cup shelf progress marker,49,50,-1 charcoal mark; +1 marker,True,True,True,True
854,48,session-008,glass_harbor,Oren,f949aa8fd3,lamp oil,707,706,relight public lamp progress marker,48,49,-1 lamp oil; +1 marker,True,True,True,True
855,48,session-008,cinder_garden,Vale,6b0dbec2ed,ember basket,713,712,sort ember fruit progress marker,48,49,-1 ember basket; +1 marker,True,True,True,True
856,48,session-008,lichen_bridge,Sol,910495b9ec,meal token,709,707,mark signal bell progress marker,48,50,-2 meal token; +2 marker,True,True,True,True
857,48,session-008,orchid_engine,Bea,d5a5690d8e,steam seal,709,708,stabilize steam kettle progress marker,48,49,-1 steam seal; +1 marker,True,True,True,True
858,48,session-008,moss_ward,Fay,9c82c8d116,reed bundle,709,708,drain rain path progress marker,49,50,-1 reed bundle; +1 marker,True,True,True,True
859,48,session-008,glass_harbor,Puck,4a73f95e3d,glass bead,712,711,mend fog net progress marker,49,50,-1 glass bead; +1 marker,True,True,True,True
860,48,session-008,cinder_garden,Wren,9ee5bba78b,cool stone,709,708,cool ash path progress marker,48,49,-1 cool stone; +1 marker,True,True,True,True
861,48,session-008,lichen_bridge,Kio,1356a31e8d,lichen glue,707,706,repair meal ledger progress marker,48,49,-1 lichen glue; +1 marker,True,True,True,True
862,48,session-008,orchid_engine,Cai,aa06bc447d,valve grease,708,707,listen to valve pulse progress marker,48,49,-1 valve grease; +1 marker,True,True,True,True
863,48,session-008,moss_ward,Milo,214b5191fa,dry clay,712,710,patch blanket loom progress marker,48,50,-2 dry clay; +2 marker,True,True,True,True
864,49,session-009,cinder_garden,Vale,58b08d67ce,ember basket,712,711,cool ash path progress marker,49,50,-1 ember basket; +1 marker,True,True,True,True
865,49,session-009,lichen_bridge,Sol,6a6945c048,meal token,707,706,repair meal ledger progress marker,49,50,-1 meal token; +1 marker,True,True,True,True
866,49,session-009,orchid_engine,Bea,1a39418cc8,steam seal,708,706,listen to valve pulse progress marker,49,51,-2 steam seal; +2 marker,True,True,True,True
867,49,session-009,moss_ward,Fay,cbe617b6af,reed bundle,708,706,patch blanket loom progress marker,50,51,-2 reed bundle; +1 marker,True,True,True,True
868,49,session-009,glass_harbor,Puck,19e61c2da4,glass bead,711,710,seal fog catcher progress marker,49,50,-1 glass bead; +1 marker,True,True,True,True
869,49,session-009,cinder_garden,Wren,b1df32837e,cool stone,708,707,repair seed calendar progress marker,49,50,-1 cool stone; +1 marker,True,True,True,True
870,49,session-009,lichen_bridge,Kio,0c14394478,lichen glue,706,705,test rope bridge progress marker,49,50,-1 lichen glue; +1 marker,True,True,True,True
871,49,session-009,orchid_engine,Cai,80ecb7dbcd,valve grease,707,706,clean gear wash progress marker,49,50,-1 valve grease; +1 marker,True,True,True,True
872,49,session-009,moss_ward,Milo,4f19e26857,dry clay,710,709,copy root ledger progress marker,49,50,-1 dry clay; +1 marker,True,True,True,True
873,49,session-009,glass_harbor,Sera,ee1d01c438,net fiber,708,706,mark crossing rope progress marker,50,52,-2 net fiber; +2 marker,True,True,True,True
874,49,session-009,cinder_garden,Juno,9c5554028b,seed ink,707,706,shade seed rows progress marker,49,50,-1 seed ink; +1 marker,True,True,True,True
875,49,session-009,lichen_bridge,Luma,5fbf6bf7bd,rope fiber,708,707,weave spare rope progress marker,49,50,-1 rope fiber; +1 marker,True,True,True,True
876,49,session-009,orchid_engine,Dax,8d36ca6708,gear cloth,711,710,tend orchid lamp progress marker,50,51,-1 gear cloth; +1 marker,True,True,True,True
877,49,session-009,moss_ward,Tala,690cd7241e,moss cord,707,706,raise warm-cup shelf progress marker,50,51,-1 moss cord; +1 marker,True,True,True,True
878,49,session-009,glass_harbor,Nia,24a6670b6c,salt chalk,707,706,relight public lamp progress marker,49,50,-1 salt chalk; +1 marker,True,True,True,True
879,49,session-009,cinder_garden,Pax,9dfff354ca,shade reed,707,706,sort ember fruit progress marker,49,50,-1 shade reed; +1 marker,True,True,True,True
880,49,session-009,lichen_bridge,Rin,48fc2b7680,bell tin,711,709,mark signal bell progress marker,50,52,-2 bell tin; +2 marker,True,True,True,True
881,49,session-009,orchid_engine,Eli,86759406ca,orchid oil,708,707,stabilize steam kettle progress marker,49,50,-1 orchid oil; +1 marker,True,True,True,True
882,50,session-009,glass_harbor,Sera,768a4d2ad8,net fiber,706,705,relight public lamp progress marker,50,51,-1 net fiber; +1 marker,True,True,True,True
883,50,session-009,cinder_garden,Juno,2b1e35e8a1,seed ink,706,704,sort ember fruit progress marker,50,52,-2 seed ink; +2 marker,True,True,True,True
884,50,session-009,lichen_bridge,Luma,450c18baea,rope fiber,707,705,mark signal bell progress marker,52,53,-2 rope fiber; +1 marker,True,True,True,True
885,50,session-009,orchid_engine,Dax,363676d602,gear cloth,710,709,stabilize steam kettle progress marker,50,51,-1 gear cloth; +1 marker,True,True,True,True
886,50,session-009,moss_ward,Tala,572744cec7,moss cord,706,705,drain rain path progress marker,50,51,-1 moss cord; +1 marker,True,True,True,True
887,50,session-009,glass_harbor,Nia,2c46e6f05e,salt chalk,706,705,mend fog net progress marker,50,51,-1 salt chalk; +1 marker,True,True,True,True
888,50,session-009,cinder_garden,Pax,1e5830ef22,shade reed,706,705,cool ash path progress marker,50,51,-1 shade reed; +1 marker,True,True,True,True
889,50,session-009,lichen_bridge,Rin,9611f49c07,bell tin,709,708,repair meal ledger progress marker,50,51,-1 bell tin; +1 marker,True,True,True,True
890,50,session-009,orchid_engine,Eli,a3b8dc6d55,orchid oil,707,705,listen to valve pulse progress marker,51,53,-2 orchid oil; +2 marker,True,True,True,True
891,50,session-009,moss_ward,Ari,2378d81ec8,charcoal mark,705,704,patch blanket loom progress marker,51,52,-1 charcoal mark; +1 marker,True,True,True,True
892,50,session-009,glass_harbor,Oren,d2b7153668,lamp oil,706,705,seal fog catcher progress marker,50,51,-1 lamp oil; +1 marker,True,True,True,True
893,50,session-009,cinder_garden,Vale,b4da23a954,ember basket,711,710,repair seed calendar progress marker,50,51,-1 ember basket; +1 marker,True,True,True,True
894,50,session-009,lichen_bridge,Sol,85cb036eb5,meal token,706,705,test rope bridge progress marker,50,51,-1 meal token; +1 marker,True,True,True,True
895,50,session-009,orchid_engine,Bea,3935fa5efe,steam seal,706,705,clean gear wash progress marker,50,51,-1 steam seal; +1 marker,True,True,True,True
896,50,session-009,moss_ward,Fay,6a7b5adb25,reed bundle,706,705,copy root ledger progress marker,50,51,-1 reed bundle; +1 marker,True,True,True,True
897,50,session-009,glass_harbor,Puck,c10ea1470a,glass bead,710,708,mark crossing rope progress marker,52,54,-2 glass bead; +2 marker,True,True,True,True
898,50,session-009,cinder_garden,Wren,81aa359945,cool stone,707,706,shade seed rows progress marker,50,51,-1 cool stone; +1 marker,True,True,True,True
899,50,session-009,lichen_bridge,Kio,ebef679159,lichen glue,705,704,weave spare rope progress marker,50,51,-1 lichen glue; +1 marker,True,True,True,True
900,51,session-009,moss_ward,Ari,acb2c21249,charcoal mark,704,702,copy root ledger progress marker,51,53,-2 charcoal mark; +2 marker,True,True,True,True
901,51,session-009,glass_harbor,Oren,65ab173ea1,lamp oil,705,703,mark crossing rope progress marker,54,55,-2 lamp oil; +1 marker,True,True,True,True
902,51,session-009,cinder_garden,Vale,7525471538,ember basket,710,709,shade seed rows progress marker,51,52,-1 ember basket; +1 marker,True,True,True,True
903,51,session-009,lichen_bridge,Sol,032f2286f3,meal token,705,704,weave spare rope progress marker,51,52,-1 meal token; +1 marker,True,True,True,True
904,51,session-009,orchid_engine,Bea,a0d3597080,steam seal,705,704,tend orchid lamp progress marker,51,52,-1 steam seal; +1 marker,True,True,True,True
905,51,session-009,moss_ward,Fay,72cfe9f03b,reed bundle,705,704,raise warm-cup shelf progress marker,51,52,-1 reed bundle; +1 marker,True,True,True,True
906,51,session-009,glass_harbor,Puck,d99abac1ce,glass bead,708,707,relight public lamp progress marker,51,52,-1 glass bead; +1 marker,True,True,True,True
907,51,session-009,cinder_garden,Wren,efccb1106a,cool stone,706,704,sort ember fruit progress marker,52,54,-2 cool stone; +2 marker,True,True,True,True
908,51,session-009,lichen_bridge,Kio,096f63fbc9,lichen glue,704,703,mark signal bell progress marker,53,54,-1 lichen glue; +1 marker,True,True,True,True
909,51,session-009,orchid_engine,Cai,7b17b6bca2,valve grease,706,705,stabilize steam kettle progress marker,51,52,-1 valve grease; +1 marker,True,True,True,True
910,51,session-009,moss_ward,Milo,42164b006a,dry clay,709,708,drain rain path progress marker,51,52,-1 dry clay; +1 marker,True,True,True,True
911,51,session-009,glass_harbor,Sera,b557cb5ab1,net fiber,705,704,mend fog net progress marker,51,52,-1 net fiber; +1 marker,True,True,True,True
912,51,session-009,cinder_garden,Juno,f754fc777c,seed ink,704,703,cool ash path progress marker,51,52,-1 seed ink; +1 marker,True,True,True,True
913,51,session-009,lichen_bridge,Luma,7017cc792d,rope fiber,705,704,repair meal ledger progress marker,51,52,-1 rope fiber; +1 marker,True,True,True,True
914,51,session-009,orchid_engine,Dax,947f5c8b39,gear cloth,709,707,listen to valve pulse progress marker,53,55,-2 gear cloth; +2 marker,True,True,True,True
915,51,session-009,moss_ward,Tala,f91d6085d8,moss cord,705,704,patch blanket loom progress marker,52,53,-1 moss cord; +1 marker,True,True,True,True
916,51,session-009,glass_harbor,Nia,7d03d3d3f1,salt chalk,705,704,seal fog catcher progress marker,51,52,-1 salt chalk; +1 marker,True,True,True,True
917,51,session-009,cinder_garden,Pax,2ac4db2919,shade reed,705,704,repair seed calendar progress marker,51,52,-1 shade reed; +1 marker,True,True,True,True
918,52,session-009,orchid_engine,Cai,aa06bc447d,valve grease,705,703,listen to valve pulse progress marker,55,56,-2 valve grease; +1 marker,True,True,True,True
919,52,session-009,moss_ward,Milo,214b5191fa,dry clay,708,707,patch blanket loom progress marker,53,54,-1 dry clay; +1 marker,True,True,True,True
920,52,session-009,glass_harbor,Sera,35df557118,net fiber,704,703,seal fog catcher progress marker,52,53,-1 net fiber; +1 marker,True,True,True,True
921,52,session-009,cinder_garden,Juno,a3cdbd8180,seed ink,703,702,repair seed calendar progress marker,52,53,-1 seed ink; +1 marker,True,True,True,True
922,52,session-009,lichen_bridge,Luma,a72c4caf94,rope fiber,704,703,test rope bridge progress marker,51,52,-1 rope fiber; +1 marker,True,True,True,True
923,52,session-009,orchid_engine,Dax,e5be4a3317,gear cloth,707,706,clean gear wash progress marker,51,52,-1 gear cloth; +1 marker,True,True,True,True
924,52,session-009,moss_ward,Tala,ab7eb655b8,moss cord,704,702,copy root ledger progress marker,53,55,-2 moss cord; +2 marker,True,True,True,True
925,52,session-009,glass_harbor,Nia,35100ce116,salt chalk,704,703,mark crossing rope progress marker,55,56,-1 salt chalk; +1 marker,True,True,True,True
926,52,session-009,cinder_garden,Pax,cfb8cd3fed,shade reed,704,703,shade seed rows progress marker,52,53,-1 shade reed; +1 marker,True,True,True,True
927,52,session-009,lichen_bridge,Rin,d21d02a5bc,bell tin,708,707,weave spare rope progress marker,52,53,-1 bell tin; +1 marker,True,True,True,True
928,52,session-009,orchid_engine,Eli,3f711d3e3b,orchid oil,705,704,tend orchid lamp progress marker,52,53,-1 orchid oil; +1 marker,True,True,True,True
