tick_id,day,route_id,sight_cue,sound_cue,smell_cue,temperature_cue,wetness_cue,body_cue,rhythm_marker,sensory_bound_to_animation
223,19,orchard_riverbend,animated dialogue keyframes,gesture cloth shift,wet wood,warm dialogue room,damp route cue,open forward lean,animation-pulse,True
224,19,central_repair_ring,idle route poses,gesture cloth shift,warm wire,cool shared-session air,dry floor,relieved reset stance,flower-node,True
225,19,riverbend_roofward,idle route poses,map room hum,wet wood,warm dialogue room,damp route cue,open forward lean,animation-pulse,True
226,19,roofward_archive,animated dialogue keyframes,gesture cloth shift,warm wire,warm dialogue room,dry floor,open forward lean,animation-pulse,True
227,19,archive_signal,idle route poses,gesture cloth shift,oil paper,warm dialogue room,dry floor,relieved reset stance,ambient-rate,True
228,20,signal_orchard,idle route poses,gesture cloth shift,oil paper,warm dialogue room,dry floor,relieved reset stance,flower-node,True
229,20,orchard_riverbend,animated dialogue keyframes,gesture cloth shift,wet wood,warm dialogue room,damp route cue,guarded crossed arms,animation-pulse,True
230,20,central_repair_ring,idle route poses,map room hum,warm wire,warm dialogue room,dry floor,relieved reset stance,animation-pulse,True
231,20,riverbend_roofward,idle route poses,gesture cloth shift,wet wood,cool shared-session air,damp route cue,open forward lean,animation-pulse,True
232,20,roofward_archive,animated dialogue keyframes,gesture cloth shift,warm wire,warm dialogue room,dry floor,guarded crossed arms,flower-node,True
233,20,archive_signal,idle route poses,gesture cloth shift,oil paper,warm dialogue room,dry floor,relieved reset stance,ambient-rate,True
234,20,signal_orchard,idle route poses,gesture cloth shift,oil paper,warm dialogue room,dry floor,relieved reset stance,animation-pulse,True
235,20,orchard_riverbend,animated dialogue keyframes,gesture cloth shift,wet wood,warm dialogue room,damp route cue,guarded crossed arms,animation-pulse,True
236,20,central_repair_ring,idle route poses,gesture cloth shift,warm wire,cool shared-session air,dry floor,relieved reset stance,flower-node,True
237,20,riverbend_roofward,idle route poses,gesture cloth shift,wet wood,warm dialogue room,damp route cue,guarded crossed arms,animation-pulse,True
238,20,roofward_archive,animated dialogue keyframes,gesture cloth shift,warm wire,warm dialogue room,dry floor,guarded crossed arms,animation-pulse,True
239,20,archive_signal,idle route poses,gesture cloth shift,oil paper,warm dialogue room,dry floor,relieved reset stance,ambient-rate,True
240,21,signal_orchard,idle route poses,map room hum,oil paper,warm dialogue room,dry floor,relieved reset stance,flower-node,True
241,21,orchard_riverbend,animated dialogue keyframes,gesture cloth shift,wet wood,warm dialogue room,damp route cue,relieved reset stance,animation-pulse,True
242,21,central_repair_ring,idle route poses,gesture cloth shift,warm wire,warm dialogue room,dry floor,relieved reset stance,animation-pulse,True
243,21,riverbend_roofward,idle route poses,gesture cloth shift,wet wood,cool shared-session air,damp route cue,guarded crossed arms,animation-pulse,True
244,21,roofward_archive,animated dialogue keyframes,gesture cloth shift,warm wire,warm dialogue room,dry floor,relieved reset stance,flower-node,True
245,21,archive_signal,idle route poses,map room hum,oil paper,warm dialogue room,dry floor,relieved reset stance,ambient-rate,True
246,21,signal_orchard,idle route poses,gesture cloth shift,oil paper,warm dialogue room,dry floor,relieved reset stance,animation-pulse,True
247,21,orchard_riverbend,animated dialogue keyframes,gesture cloth shift,wet wood,warm dialogue room,damp route cue,relieved reset stance,animation-pulse,True
248,21,central_repair_ring,idle route poses,gesture cloth shift,warm wire,cool shared-session air,dry floor,relieved reset stance,flower-node,True
249,21,riverbend_roofward,idle route poses,gesture cloth shift,wet wood,warm dialogue room,damp route cue,relieved reset stance,animation-pulse,True
250,21,roofward_archive,animated dialogue keyframes,gesture cloth shift,warm wire,warm dialogue room,dry floor,relieved reset stance,animation-pulse,True
251,21,archive_signal,idle route poses,gesture cloth shift,oil paper,cool shared-session air,dry floor,relieved reset stance,animation-pulse,True
252,22,signal_orchard,idle route poses,gesture cloth shift,oil paper,warm dialogue room,dry floor,relieved reset stance,flower-node,True
253,22,orchard_riverbend,animated dialogue keyframes,gesture cloth shift,wet wood,warm dialogue room,damp route cue,careful pointing,animation-pulse,True
254,22,central_repair_ring,animated dialogue keyframes,gesture cloth shift,warm wire,warm dialogue room,dry floor,route-board reach,animation-pulse,True
255,22,riverbend_roofward,idle route poses,map room hum,wet wood,cool shared-session air,damp route cue,relieved reset stance,animation-pulse,True
256,22,roofward_archive,animated dialogue keyframes,gesture cloth shift,warm wire,warm dialogue room,dry floor,careful pointing,flower-node,True
257,22,archive_signal,idle route poses,gesture cloth shift,oil paper,warm dialogue room,dry floor,relieved reset stance,ambient-rate,True
258,22,signal_orchard,idle route poses,gesture cloth shift,oil paper,warm dialogue room,dry floor,relieved reset stance,animation-pulse,True
259,22,orchard_riverbend,animated dialogue keyframes,gesture cloth shift,wet wood,warm dialogue room,damp route cue,careful pointing,animation-pulse,True
260,22,central_repair_ring,animated dialogue keyframes,gesture cloth shift,warm wire,cool shared-session air,dry floor,route-board reach,flower-node,True
261,22,riverbend_roofward,idle route poses,gesture cloth shift,wet wood,warm dialogue room,damp route cue,careful pointing,animation-pulse,True
262,22,roofward_archive,animated dialogue keyframes,gesture cloth shift,warm wire,warm dialogue room,dry floor,careful pointing,animation-pulse,True
263,22,archive_signal,idle route poses,gesture cloth shift,oil paper,cool shared-session air,dry floor,relieved reset stance,animation-pulse,True
264,23,signal_orchard,idle route poses,gesture cloth shift,oil paper,warm dialogue room,dry floor,relieved reset stance,flower-node,True
265,23,orchard_riverbend,animated dialogue keyframes,gesture cloth shift,wet wood,warm dialogue room,damp route cue,listening tilt,animation-pulse,True
266,23,central_repair_ring,idle route poses,gesture cloth shift,warm wire,warm dialogue room,dry floor,route-board reach,animation-pulse,True
267,23,riverbend_roofward,idle route poses,gesture cloth shift,wet wood,cool shared-session air,damp route cue,careful pointing,animation-pulse,True
268,23,roofward_archive,animated dialogue keyframes,gesture cloth shift,warm wire,warm dialogue room,dry floor,listening tilt,flower-node,True
269,23,archive_signal,idle route poses,gesture cloth shift,oil paper,warm dialogue room,dry floor,relieved reset stance,ambient-rate,True
270,23,signal_orchard,idle route poses,map room hum,oil paper,warm dialogue room,dry floor,relieved reset stance,animation-pulse,True
271,23,orchard_riverbend,animated dialogue keyframes,gesture cloth shift,wet wood,warm dialogue room,damp route cue,listening tilt,animation-pulse,True
272,23,central_repair_ring,idle route poses,gesture cloth shift,warm wire,cool shared-session air,dry floor,route-board reach,flower-node,True
273,23,riverbend_roofward,idle route poses,gesture cloth shift,wet wood,warm dialogue room,damp route cue,listening tilt,animation-pulse,True
274,23,roofward_archive,animated dialogue keyframes,gesture cloth shift,warm wire,warm dialogue room,dry floor,listening tilt,animation-pulse,True
275,23,archive_signal,idle route poses,map room hum,oil paper,warm dialogue room,dry floor,relieved reset stance,ambient-rate,True
276,24,orchard_riverbend,idle route poses,gesture cloth shift,wet wood,warm dialogue room,damp route cue,careful pointing,flower-node,True
277,24,central_repair_ring,animated dialogue keyframes,gesture cloth shift,warm wire,warm dialogue room,dry floor,open forward lean,animation-pulse,True
278,24,riverbend_roofward,idle route poses,gesture cloth shift,wet wood,warm dialogue room,damp route cue,listening tilt,animation-pulse,True
279,24,roofward_archive,idle route poses,gesture cloth shift,warm wire,cool shared-session air,dry floor,route-board reach,animation-pulse,True
280,24,archive_signal,animated dialogue keyframes,gesture cloth shift,oil paper,warm dialogue room,dry floor,open forward lean,flower-node,True
281,24,signal_orchard,animated dialogue keyframes,gesture cloth shift,oil paper,warm dialogue room,dry floor,relieved reset stance,animation-pulse,True
282,24,orchard_riverbend,idle route poses,gesture cloth shift,wet wood,warm dialogue room,damp route cue,relieved reset stance,animation-pulse,True
283,24,central_repair_ring,animated dialogue keyframes,gesture cloth shift,warm wire,warm dialogue room,dry floor,open forward lean,animation-pulse,True
284,24,riverbend_roofward,idle route poses,gesture cloth shift,wet wood,cool shared-session air,damp route cue,listening tilt,flower-node,True
285,24,roofward_archive,idle route poses,map room hum,warm wire,warm dialogue room,dry floor,open forward lean,animation-pulse,True
286,24,archive_signal,animated dialogue keyframes,gesture cloth shift,oil paper,warm dialogue room,dry floor,open forward lean,animation-pulse,True
287,24,signal_orchard,animated dialogue keyframes,gesture cloth shift,oil paper,cool shared-session air,dry floor,relieved reset stance,animation-pulse,True
288,25,orchard_riverbend,idle route poses,gesture cloth shift,wet wood,warm dialogue room,damp route cue,relieved reset stance,flower-node,True
289,25,central_repair_ring,animated dialogue keyframes,gesture cloth shift,warm wire,warm dialogue room,dry floor,guarded crossed arms,animation-pulse,True
290,25,riverbend_roofward,idle route poses,map room hum,wet wood,warm dialogue room,damp route cue,listening tilt,animation-pulse,True
291,25,roofward_archive,idle route poses,gesture cloth shift,warm wire,cool shared-session air,dry floor,open forward lean,animation-pulse,True
292,25,archive_signal,animated dialogue keyframes,gesture cloth shift,oil paper,warm dialogue room,dry floor,guarded crossed arms,flower-node,True
293,25,signal_orchard,idle route poses,gesture cloth shift,oil paper,warm dialogue room,dry floor,relieved reset stance,ambient-rate,True
294,25,orchard_riverbend,idle route poses,gesture cloth shift,wet wood,warm dialogue room,damp route cue,relieved reset stance,animation-pulse,True
295,25,central_repair_ring,animated dialogue keyframes,gesture cloth shift,warm wire,warm dialogue room,dry floor,guarded crossed arms,animation-pulse,True
296,25,riverbend_roofward,idle route poses,gesture cloth shift,wet wood,cool shared-session air,damp route cue,listening tilt,flower-node,True
297,25,roofward_archive,idle route poses,gesture cloth shift,warm wire,warm dialogue room,dry floor,guarded crossed arms,animation-pulse,True
298,25,archive_signal,animated dialogue keyframes,gesture cloth shift,oil paper,warm dialogue room,dry floor,guarded crossed arms,animation-pulse,True
299,25,signal_orchard,idle route poses,gesture cloth shift,oil paper,warm dialogue room,dry floor,relieved reset stance,ambient-rate,True
300,26,orchard_riverbend,idle route poses,map room hum,wet wood,warm dialogue room,damp route cue,relieved reset stance,flower-node,True
301,26,central_repair_ring,animated dialogue keyframes,gesture cloth shift,warm wire,warm dialogue room,dry floor,relieved reset stance,animation-pulse,True
302,26,riverbend_roofward,idle route poses,gesture cloth shift,wet wood,warm dialogue room,damp route cue,listening tilt,animation-pulse,True
303,26,roofward_archive,animated dialogue keyframes,gesture cloth shift,warm wire,cool shared-session air,dry floor,open forward lean,animation-pulse,True
304,26,archive_signal,animated dialogue keyframes,gesture cloth shift,oil paper,warm dialogue room,dry floor,relieved reset stance,flower-node,True
305,26,signal_orchard,idle route poses,map room hum,oil paper,warm dialogue room,dry floor,relieved reset stance,ambient-rate,True
306,26,orchard_riverbend,idle route poses,gesture cloth shift,wet wood,warm dialogue room,damp route cue,relieved reset stance,animation-pulse,True
307,26,central_repair_ring,animated dialogue keyframes,gesture cloth shift,warm wire,warm dialogue room,dry floor,relieved reset stance,animation-pulse,True
308,26,riverbend_roofward,idle route poses,gesture cloth shift,wet wood,cool shared-session air,damp route cue,listening tilt,flower-node,True
309,26,roofward_archive,animated dialogue keyframes,gesture cloth shift,warm wire,warm dialogue room,dry floor,open forward lean,animation-pulse,True
310,26,archive_signal,animated dialogue keyframes,gesture cloth shift,oil paper,warm dialogue room,dry floor,relieved reset stance,animation-pulse,True
311,26,signal_orchard,idle route poses,gesture cloth shift,oil paper,cool shared-session air,dry floor,relieved reset stance,animation-pulse,True
312,27,orchard_riverbend,idle route poses,gesture cloth shift,wet wood,warm dialogue room,damp route cue,relieved reset stance,flower-node,True
313,27,central_repair_ring,animated dialogue keyframes,gesture cloth shift,warm wire,warm dialogue room,dry floor,careful pointing,animation-pulse,True
314,27,riverbend_roofward,animated dialogue keyframes,gesture cloth shift,wet wood,warm dialogue room,damp route cue,route-board reach,animation-pulse,True
315,27,roofward_archive,idle route poses,map room hum,warm wire,cool shared-session air,dry floor,relieved reset stance,animation-pulse,True
316,27,archive_signal,animated dialogue keyframes,gesture cloth shift,oil paper,warm dialogue room,dry floor,careful pointing,flower-node,True
317,27,signal_orchard,idle route poses,gesture cloth shift,oil paper,warm dialogue room,dry floor,relieved reset stance,ambient-rate,True
318,27,orchard_riverbend,idle route poses,gesture cloth shift,wet wood,warm dialogue room,damp route cue,relieved reset stance,animation-pulse,True
319,27,central_repair_ring,animated dialogue keyframes,gesture cloth shift,warm wire,warm dialogue room,dry floor,careful pointing,animation-pulse,True
320,27,riverbend_roofward,animated dialogue keyframes,gesture cloth shift,wet wood,cool shared-session air,damp route cue,route-board reach,flower-node,True
321,27,roofward_archive,idle route poses,gesture cloth shift,warm wire,warm dialogue room,dry floor,careful pointing,animation-pulse,True
322,27,archive_signal,animated dialogue keyframes,gesture cloth shift,oil paper,warm dialogue room,dry floor,careful pointing,animation-pulse,True
323,27,signal_orchard,idle route poses,gesture cloth shift,oil paper,cool shared-session air,dry floor,relieved reset stance,animation-pulse,True
324,28,orchard_riverbend,idle route poses,gesture cloth shift,wet wood,warm dialogue room,damp route cue,relieved reset stance,flower-node,True
325,28,central_repair_ring,animated dialogue keyframes,gesture cloth shift,warm wire,warm dialogue room,dry floor,listening tilt,animation-pulse,True
326,28,riverbend_roofward,idle route poses,gesture cloth shift,wet wood,warm dialogue room,damp route cue,route-board reach,animation-pulse,True
327,28,roofward_archive,idle route poses,gesture cloth shift,warm wire,cool shared-session air,dry floor,careful pointing,animation-pulse,True
328,28,archive_signal,animated dialogue keyframes,gesture cloth shift,oil paper,warm dialogue room,dry floor,listening tilt,flower-node,True
329,28,signal_orchard,idle route poses,gesture cloth shift,oil paper,warm dialogue room,dry floor,relieved reset stance,ambient-rate,True
330,28,orchard_riverbend,idle route poses,map room hum,wet wood,warm dialogue room,damp route cue,relieved reset stance,animation-pulse,True
331,28,central_repair_ring,animated dialogue keyframes,gesture cloth shift,warm wire,warm dialogue room,dry floor,listening tilt,animation-pulse,True
332,28,riverbend_roofward,idle route poses,gesture cloth shift,wet wood,cool shared-session air,damp route cue,route-board reach,flower-node,True
333,28,roofward_archive,idle route poses,gesture cloth shift,warm wire,warm dialogue room,dry floor,listening tilt,animation-pulse,True
334,28,archive_signal,animated dialogue keyframes,gesture cloth shift,oil paper,warm dialogue room,dry floor,listening tilt,animation-pulse,True
335,28,signal_orchard,idle route poses,map room hum,oil paper,warm dialogue room,dry floor,relieved reset stance,ambient-rate,True
336,29,orchard_riverbend,idle route poses,gesture cloth shift,wet wood,warm dialogue room,damp route cue,relieved reset stance,flower-node,True
337,29,central_repair_ring,animated dialogue keyframes,gesture cloth shift,warm wire,warm dialogue room,dry floor,route-board reach,animation-pulse,True
338,29,riverbend_roofward,idle route poses,gesture cloth shift,wet wood,warm dialogue room,damp route cue,route-board reach,animation-pulse,True
339,29,roofward_archive,idle route poses,gesture cloth shift,warm wire,cool shared-session air,dry floor,listening tilt,animation-pulse,True
340,29,archive_signal,animated dialogue keyframes,gesture cloth shift,oil paper,warm dialogue room,dry floor,route-board reach,flower-node,True
341,29,signal_orchard,idle route poses,gesture cloth shift,oil paper,warm dialogue room,dry floor,relieved reset stance,ambient-rate,True
342,29,orchard_riverbend,idle route poses,gesture cloth shift,wet wood,warm dialogue room,damp route cue,relieved reset stance,animation-pulse,True
343,29,central_repair_ring,animated dialogue keyframes,gesture cloth shift,warm wire,warm dialogue room,dry floor,route-board reach,animation-pulse,True
344,29,riverbend_roofward,idle route poses,gesture cloth shift,wet wood,cool shared-session air,damp route cue,route-board reach,flower-node,True
345,29,roofward_archive,idle route poses,map room hum,warm wire,warm dialogue room,dry floor,route-board reach,animation-pulse,True
346,29,archive_signal,animated dialogue keyframes,gesture cloth shift,oil paper,warm dialogue room,dry floor,route-board reach,animation-pulse,True
347,29,signal_orchard,idle route poses,gesture cloth shift,oil paper,warm dialogue room,dry floor,relieved reset stance,ambient-rate,True
348,30,central_repair_ring,idle route poses,gesture cloth shift,warm wire,warm dialogue room,dry floor,route-board reach,flower-node,True
349,30,riverbend_roofward,animated dialogue keyframes,gesture cloth shift,wet wood,warm dialogue room,damp route cue,guarded crossed arms,animation-pulse,True
350,30,roofward_archive,idle route poses,map room hum,warm wire,warm dialogue room,dry floor,guarded crossed arms,animation-pulse,True
351,30,archive_signal,idle route poses,gesture cloth shift,oil paper,cool shared-session air,dry floor,relieved reset stance,animation-pulse,True
352,30,signal_orchard,animated dialogue keyframes,gesture cloth shift,oil paper,warm dialogue room,dry floor,guarded crossed arms,flower-node,True
353,30,orchard_riverbend,idle route poses,gesture cloth shift,wet wood,warm dialogue room,damp route cue,route-board reach,ambient-rate,True
354,30,central_repair_ring,idle route poses,gesture cloth shift,warm wire,warm dialogue room,dry floor,route-board reach,animation-pulse,True
355,30,riverbend_roofward,animated dialogue keyframes,gesture cloth shift,wet wood,warm dialogue room,damp route cue,guarded crossed arms,animation-pulse,True
356,30,roofward_archive,idle route poses,gesture cloth shift,warm wire,cool shared-session air,dry floor,guarded crossed arms,flower-node,True
357,30,archive_signal,idle route poses,gesture cloth shift,oil paper,warm dialogue room,dry floor,guarded crossed arms,animation-pulse,True
358,30,signal_orchard,animated dialogue keyframes,gesture cloth shift,oil paper,warm dialogue room,dry floor,guarded crossed arms,animation-pulse,True
359,30,orchard_riverbend,idle route poses,gesture cloth shift,wet wood,cool shared-session air,damp route cue,route-board reach,animation-pulse,True
360,31,central_repair_ring,animated dialogue keyframes,gesture cloth shift,warm wire,warm dialogue room,dry floor,open forward lean,flower-node,True
361,31,riverbend_roofward,animated dialogue keyframes,gesture cloth shift,wet wood,warm dialogue room,damp route cue,relieved reset stance,animation-pulse,True
362,31,roofward_archive,idle route poses,gesture cloth shift,warm wire,warm dialogue room,dry floor,relieved reset stance,animation-pulse,True
363,31,archive_signal,idle route poses,gesture cloth shift,oil paper,cool shared-session air,dry floor,guarded crossed arms,animation-pulse,True
364,31,signal_orchard,animated dialogue keyframes,gesture cloth shift,oil paper,warm dialogue room,dry floor,relieved reset stance,flower-node,True
365,31,orchard_riverbend,idle route poses,map room hum,wet wood,warm dialogue room,damp route cue,route-board reach,ambient-rate,True
366,31,central_repair_ring,animated dialogue keyframes,gesture cloth shift,warm wire,warm dialogue room,dry floor,open forward lean,animation-pulse,True
367,31,riverbend_roofward,animated dialogue keyframes,gesture cloth shift,wet wood,warm dialogue room,damp route cue,relieved reset stance,animation-pulse,True
368,31,roofward_archive,idle route poses,gesture cloth shift,warm wire,cool shared-session air,dry floor,relieved reset stance,flower-node,True
369,31,archive_signal,idle route poses,gesture cloth shift,oil paper,warm dialogue room,dry floor,relieved reset stance,animation-pulse,True
370,31,signal_orchard,animated dialogue keyframes,gesture cloth shift,oil paper,warm dialogue room,dry floor,relieved reset stance,animation-pulse,True
371,31,orchard_riverbend,idle route poses,gesture cloth shift,wet wood,cool shared-session air,damp route cue,route-board reach,animation-pulse,True
372,32,central_repair_ring,idle route poses,gesture cloth shift,warm wire,warm dialogue room,dry floor,open forward lean,flower-node,True
373,32,riverbend_roofward,animated dialogue keyframes,gesture cloth shift,wet wood,warm dialogue room,damp route cue,careful pointing,animation-pulse,True
374,32,roofward_archive,idle route poses,gesture cloth shift,warm wire,warm dialogue room,dry floor,careful pointing,animation-pulse,True
375,32,archive_signal,idle route poses,map room hum,oil paper,cool shared-session air,dry floor,relieved reset stance,animation-pulse,True
376,32,signal_orchard,animated dialogue keyframes,gesture cloth shift,oil paper,warm dialogue room,dry floor,careful pointing,flower-node,True
377,32,orchard_riverbend,animated dialogue keyframes,gesture cloth shift,wet wood,warm dialogue room,damp route cue,route-board reach,animation-pulse,True
378,32,central_repair_ring,idle route poses,gesture cloth shift,warm wire,warm dialogue room,dry floor,open forward lean,animation-pulse,True
379,32,riverbend_roofward,animated dialogue keyframes,gesture cloth shift,wet wood,warm dialogue room,damp route cue,careful pointing,animation-pulse,True
380,32,roofward_archive,idle route poses,map room hum,warm wire,cool shared-session air,dry floor,careful pointing,flower-node,True
381,32,archive_signal,idle route poses,gesture cloth shift,oil paper,warm dialogue room,dry floor,careful pointing,animation-pulse,True
382,32,signal_orchard,animated dialogue keyframes,gesture cloth shift,oil paper,warm dialogue room,dry floor,careful pointing,animation-pulse,True
383,32,orchard_riverbend,animated dialogue keyframes,gesture cloth shift,wet wood,cool shared-session air,damp route cue,route-board reach,animation-pulse,True
384,33,central_repair_ring,idle route poses,gesture cloth shift,warm wire,warm dialogue room,dry floor,open forward lean,flower-node,True
385,33,riverbend_roofward,animated dialogue keyframes,gesture cloth shift,wet wood,warm dialogue room,damp route cue,listening tilt,animation-pulse,True
386,33,roofward_archive,idle route poses,gesture cloth shift,warm wire,warm dialogue room,dry floor,listening tilt,animation-pulse,True
387,33,archive_signal,idle route poses,gesture cloth shift,oil paper,cool shared-session air,dry floor,careful pointing,animation-pulse,True
388,33,signal_orchard,animated dialogue keyframes,gesture cloth shift,oil paper,warm dialogue room,dry floor,listening tilt,flower-node,True
389,33,orchard_riverbend,idle route poses,gesture cloth shift,wet wood,warm dialogue room,damp route cue,route-board reach,ambient-rate,True
390,33,central_repair_ring,idle route poses,map room hum,warm wire,warm dialogue room,dry floor,open forward lean,animation-pulse,True
391,33,riverbend_roofward,animated dialogue keyframes,gesture cloth shift,wet wood,warm dialogue room,damp route cue,listening tilt,animation-pulse,True
392,33,roofward_archive,idle route poses,gesture cloth shift,warm wire,cool shared-session air,dry floor,listening tilt,flower-node,True
393,33,archive_signal,idle route poses,gesture cloth shift,oil paper,warm dialogue room,dry floor,listening tilt,animation-pulse,True
394,33,signal_orchard,animated dialogue keyframes,gesture cloth shift,oil paper,warm dialogue room,dry floor,listening tilt,animation-pulse,True
395,33,orchard_riverbend,idle route poses,map room hum,wet wood,warm dialogue room,damp route cue,route-board reach,ambient-rate,True
396,34,central_repair_ring,idle route poses,gesture cloth shift,warm wire,warm dialogue room,dry floor,open forward lean,flower-node,True
397,34,riverbend_roofward,animated dialogue keyframes,gesture cloth shift,wet wood,warm dialogue room,damp route cue,route-board reach,animation-pulse,True
398,34,roofward_archive,idle route poses,gesture cloth shift,warm wire,warm dialogue room,dry floor,route-board reach,animation-pulse,True
399,34,archive_signal,animated dialogue keyframes,gesture cloth shift,oil paper,cool shared-session air,dry floor,careful pointing,animation-pulse,True
400,34,signal_orchard,animated dialogue keyframes,gesture cloth shift,oil paper,warm dialogue room,dry floor,route-board reach,flower-node,True
401,34,orchard_riverbend,idle route poses,gesture cloth shift,wet wood,warm dialogue room,damp route cue,route-board reach,ambient-rate,True
402,34,central_repair_ring,idle route poses,gesture cloth shift,warm wire,warm dialogue room,dry floor,open forward lean,animation-pulse,True
403,34,riverbend_roofward,animated dialogue keyframes,gesture cloth shift,wet wood,warm dialogue room,damp route cue,route-board reach,animation-pulse,True
404,34,roofward_archive,idle route poses,gesture cloth shift,warm wire,cool shared-session air,dry floor,route-board reach,flower-node,True
405,34,archive_signal,animated dialogue keyframes,gesture cloth shift,oil paper,warm dialogue room,dry floor,careful pointing,animation-pulse,True
406,34,signal_orchard,animated dialogue keyframes,gesture cloth shift,oil paper,warm dialogue room,dry floor,route-board reach,animation-pulse,True
407,34,orchard_riverbend,idle route poses,gesture cloth shift,wet wood,warm dialogue room,damp route cue,route-board reach,ambient-rate,True
408,35,central_repair_ring,idle route poses,gesture cloth shift,warm wire,warm dialogue room,dry floor,open forward lean,flower-node,True
409,35,riverbend_roofward,animated dialogue keyframes,gesture cloth shift,wet wood,warm dialogue room,damp route cue,open forward lean,animation-pulse,True
410,35,roofward_archive,animated dialogue keyframes,gesture cloth shift,warm wire,warm dialogue room,dry floor,relieved reset stance,animation-pulse,True
411,35,archive_signal,idle route poses,gesture cloth shift,oil paper,cool shared-session air,dry floor,route-board reach,animation-pulse,True
412,35,signal_orchard,animated dialogue keyframes,gesture cloth shift,oil paper,warm dialogue room,dry floor,open forward lean,flower-node,True
413,35,orchard_riverbend,idle route poses,gesture cloth shift,wet wood,warm dialogue room,damp route cue,route-board reach,ambient-rate,True
414,35,central_repair_ring,idle route poses,gesture cloth shift,warm wire,warm dialogue room,dry floor,open forward lean,animation-pulse,True
415,35,riverbend_roofward,animated dialogue keyframes,gesture cloth shift,wet wood,warm dialogue room,damp route cue,open forward lean,animation-pulse,True
416,35,roofward_archive,animated dialogue keyframes,gesture cloth shift,warm wire,cool shared-session air,dry floor,relieved reset stance,flower-node,True
417,35,archive_signal,idle route poses,gesture cloth shift,oil paper,warm dialogue room,dry floor,open forward lean,animation-pulse,True
418,35,signal_orchard,animated dialogue keyframes,gesture cloth shift,oil paper,warm dialogue room,dry floor,open forward lean,animation-pulse,True
419,35,orchard_riverbend,idle route poses,gesture cloth shift,wet wood,warm dialogue room,damp route cue,route-board reach,ambient-rate,True
420,36,riverbend_roofward,animated dialogue keyframes,gesture cloth shift,wet wood,warm dialogue room,damp route cue,open forward lean,flower-node,True
421,36,roofward_archive,animated dialogue keyframes,gesture cloth shift,warm wire,warm dialogue room,dry floor,guarded crossed arms,animation-pulse,True
422,36,archive_signal,idle route poses,gesture cloth shift,oil paper,warm dialogue room,dry floor,open forward lean,animation-pulse,True
423,36,signal_orchard,idle route poses,gesture cloth shift,oil paper,cool shared-session air,dry floor,guarded crossed arms,animation-pulse,True
424,36,orchard_riverbend,animated dialogue keyframes,gesture cloth shift,wet wood,warm dialogue room,damp route cue,guarded crossed arms,flower-node,True
425,36,central_repair_ring,idle route poses,map room hum,warm wire,warm dialogue room,dry floor,open forward lean,animation-pulse,True
426,36,riverbend_roofward,animated dialogue keyframes,gesture cloth shift,wet wood,warm dialogue room,damp route cue,open forward lean,animation-pulse,True
427,36,roofward_archive,animated dialogue keyframes,gesture cloth shift,warm wire,warm dialogue room,dry floor,open forward lean,animation-pulse,True
428,36,archive_signal,idle route poses,gesture cloth shift,oil paper,cool shared-session air,dry floor,guarded crossed arms,flower-node,True
429,36,signal_orchard,idle route poses,gesture cloth shift,oil paper,warm dialogue room,dry floor,open forward lean,animation-pulse,True
430,36,orchard_riverbend,animated dialogue keyframes,gesture cloth shift,wet wood,warm dialogue room,damp route cue,guarded crossed arms,animation-pulse,True
431,36,central_repair_ring,idle route poses,gesture cloth shift,warm wire,cool shared-session air,dry floor,guarded crossed arms,animation-pulse,True
432,37,riverbend_roofward,idle route poses,gesture cloth shift,wet wood,warm dialogue room,damp route cue,open forward lean,flower-node,True
433,37,roofward_archive,animated dialogue keyframes,gesture cloth shift,warm wire,warm dialogue room,dry floor,open forward lean,animation-pulse,True
434,37,archive_signal,idle route poses,gesture cloth shift,oil paper,warm dialogue room,dry floor,open forward lean,animation-pulse,True
435,37,signal_orchard,idle route poses,map room hum,oil paper,cool shared-session air,dry floor,guarded crossed arms,animation-pulse,True
436,37,orchard_riverbend,animated dialogue keyframes,gesture cloth shift,wet wood,warm dialogue room,damp route cue,guarded crossed arms,flower-node,True
437,37,central_repair_ring,idle route poses,gesture cloth shift,warm wire,warm dialogue room,dry floor,guarded crossed arms,animation-pulse,True
438,37,riverbend_roofward,idle route poses,gesture cloth shift,wet wood,warm dialogue room,damp route cue,open forward lean,animation-pulse,True
439,37,roofward_archive,animated dialogue keyframes,gesture cloth shift,warm wire,warm dialogue room,dry floor,open forward lean,animation-pulse,True
440,37,archive_signal,idle route poses,map room hum,oil paper,cool shared-session air,dry floor,guarded crossed arms,flower-node,True
441,37,signal_orchard,idle route poses,gesture cloth shift,oil paper,warm dialogue room,dry floor,open forward lean,animation-pulse,True
442,37,orchard_riverbend,animated dialogue keyframes,gesture cloth shift,wet wood,warm dialogue room,damp route cue,careful pointing,animation-pulse,True
443,37,central_repair_ring,idle route poses,gesture cloth shift,warm wire,cool shared-session air,dry floor,guarded crossed arms,animation-pulse,True
444,38,riverbend_roofward,idle route poses,gesture cloth shift,wet wood,warm dialogue room,damp route cue,open forward lean,flower-node,True
445,38,roofward_archive,animated dialogue keyframes,gesture cloth shift,warm wire,warm dialogue room,dry floor,listening tilt,animation-pulse,True
446,38,archive_signal,idle route poses,gesture cloth shift,oil paper,warm dialogue room,dry floor,open forward lean,animation-pulse,True
