tick_id,day,agent,region_id,routine_before,routine_after,trigger,routine_changed,later_visible,rollback_option
361,23,Ivo,orchard_fen,seasonal planting,seasonal planting,none,False,False,none
362,23,Ari,riverbend,market crossing,market crossing,seasonal migration,False,False,none
363,23,Fay,roofward,greenhouse tending,greenhouse tending,none,False,False,none
364,23,Nia,archive_quarter,weather notices,weather notices,none,False,False,none
365,23,Milo,signal_ridge,dusk signals,dusk signals,none,False,False,none
366,23,Ivo,orchard_fen,seasonal planting,seasonal planting,none,False,False,none
367,23,Ari,riverbend,market crossing,market crossing,seasonal migration,False,False,none
368,24,Nia,archive_quarter,weather notices,weather notices,seasonal migration,False,False,none
369,24,Milo,signal_ridge,dusk signals,dusk signals,none,False,False,none
370,24,Ivo,orchard_fen,seasonal planting,seasonal planting,none,False,False,none
371,24,Ari,riverbend,market crossing,market crossing,none,False,False,none
372,24,Fay,roofward,greenhouse tending,greenhouse tending,none,False,False,none
373,24,Nia,archive_quarter,weather notices,weather notices,seasonal migration,False,False,none
374,24,Milo,signal_ridge,dusk signals,regional dusk signals with Ren,succession and upgrade,True,False,fallback to household route if collapse returns
375,24,Ivo,orchard_fen,seasonal planting,seasonal planting,none,False,False,none
376,24,Ari,riverbend,market crossing,market crossing,none,False,False,none
377,24,Fay,roofward,greenhouse tending,greenhouse tending,none,False,False,none
378,24,Nia,archive_quarter,weather notices,weather notices,seasonal migration,False,False,none
379,24,Milo,signal_ridge,dusk signals,regional dusk signals with Ren,none,False,False,fallback to household route if collapse returns
380,24,Ivo,orchard_fen,seasonal planting,seasonal planting,none,False,False,none
381,24,Ari,riverbend,market crossing,market crossing,none,False,False,none
382,24,Fay,roofward,greenhouse tending,greenhouse tending,supply route blocked,False,False,none
383,24,Nia,archive_quarter,weather notices,weather notices,seasonal migration,False,False,none
384,25,Milo,signal_ridge,dusk signals,regional dusk signals with Ren,seasonal migration,False,False,fallback to household route if collapse returns
385,25,Ivo,orchard_fen,seasonal planting,seasonal planting,none,False,False,none
386,25,Ari,riverbend,market crossing,market crossing,none,False,False,none
387,25,Fay,roofward,greenhouse tending,greenhouse tending,none,False,False,none
388,25,Nia,archive_quarter,weather notices,weather notices,none,False,False,none
389,25,Milo,signal_ridge,dusk signals,regional dusk signals with Ren,seasonal migration,False,False,fallback to household route if collapse returns
390,25,Ivo,orchard_fen,seasonal planting,seasonal planting,none,False,False,none
391,25,Ari,riverbend,market crossing,market crossing,none,False,False,none
392,25,Fay,roofward,greenhouse tending,greenhouse tending,none,False,False,none
393,25,Nia,archive_quarter,weather notices,weather notices,none,False,False,none
394,25,Milo,signal_ridge,dusk signals,regional dusk signals with Ren,seasonal migration,False,False,fallback to household route if collapse returns
395,25,Ivo,orchard_fen,seasonal planting,seasonal planting,none,False,False,none
396,25,Ari,riverbend,market crossing,market crossing,none,False,False,none
397,25,Fay,roofward,greenhouse tending,regional greenhouse tending with Lio,succession and upgrade,True,False,fallback to household route if collapse returns
398,25,Nia,archive_quarter,weather notices,weather notices,none,False,False,none
399,25,Milo,signal_ridge,dusk signals,regional dusk signals with Ren,seasonal migration,False,False,fallback to household route if collapse returns
400,26,Ivo,orchard_fen,seasonal planting,seasonal planting,seasonal migration,False,False,none
401,26,Ari,riverbend,market crossing,market crossing,none,False,False,none
402,26,Fay,roofward,greenhouse tending,regional greenhouse tending with Lio,none,False,True,fallback to household route if collapse returns
403,26,Nia,archive_quarter,weather notices,weather notices,none,False,False,none
404,26,Milo,signal_ridge,dusk signals,regional dusk signals with Ren,none,False,True,fallback to household route if collapse returns
405,26,Ivo,orchard_fen,seasonal planting,seasonal planting,seasonal migration,False,False,none
406,26,Ari,riverbend,market crossing,market crossing,none,False,False,none
407,26,Fay,roofward,greenhouse tending,regional greenhouse tending with Lio,none,False,True,fallback to household route if collapse returns
408,26,Nia,archive_quarter,weather notices,weather notices,none,False,False,none
409,26,Milo,signal_ridge,dusk signals,regional dusk signals with Ren,none,False,True,fallback to household route if collapse returns
410,26,Ivo,orchard_fen,seasonal planting,seasonal planting,seasonal migration,False,False,none
411,26,Ari,riverbend,market crossing,regional market crossing with Toma,succession and upgrade,True,True,fallback to household route if collapse returns
412,26,Fay,roofward,greenhouse tending,regional greenhouse tending with Lio,none,False,True,fallback to household route if collapse returns
413,26,Nia,archive_quarter,weather notices,weather notices,none,False,False,none
414,26,Milo,signal_ridge,dusk signals,regional dusk signals with Ren,none,False,True,fallback to household route if collapse returns
415,26,Ivo,orchard_fen,seasonal planting,seasonal planting,seasonal migration,False,False,none
416,27,Ari,riverbend,market crossing,regional market crossing with Toma,seasonal migration,False,True,fallback to household route if collapse returns
417,27,Fay,roofward,greenhouse tending,regional greenhouse tending with Lio,none,False,True,fallback to household route if collapse returns
418,27,Nia,archive_quarter,weather notices,weather notices,none,False,False,none
419,27,Milo,signal_ridge,dusk signals,regional dusk signals with Ren,none,False,True,fallback to household route if collapse returns
420,27,Ivo,orchard_fen,seasonal planting,seasonal planting,none,False,False,none
421,27,Ari,riverbend,market crossing,regional market crossing with Toma,seasonal migration,False,True,fallback to household route if collapse returns
422,27,Fay,roofward,greenhouse tending,regional greenhouse tending with Lio,none,False,True,fallback to household route if collapse returns
423,27,Nia,archive_quarter,weather notices,weather notices,none,False,False,none
424,27,Milo,signal_ridge,dusk signals,regional dusk signals with Ren,none,False,True,fallback to household route if collapse returns
425,27,Ivo,orchard_fen,seasonal planting,seasonal planting,none,False,False,none
426,27,Ari,riverbend,market crossing,regional market crossing with Toma,seasonal migration,False,True,fallback to household route if collapse returns
427,27,Fay,roofward,greenhouse tending,regional greenhouse tending with Lio,none,False,True,fallback to household route if collapse returns
428,27,Nia,archive_quarter,weather notices,weather notices,none,False,False,none
429,27,Milo,signal_ridge,dusk signals,regional dusk signals with Ren,none,False,True,fallback to household route if collapse returns
430,27,Ivo,orchard_fen,seasonal planting,seasonal planting,none,False,False,none
431,27,Ari,riverbend,market crossing,regional market crossing with Toma,seasonal migration,False,True,fallback to household route if collapse returns
432,28,Fay,roofward,greenhouse tending,regional greenhouse tending with Lio,seasonal migration,False,True,fallback to household route if collapse returns
433,28,Nia,archive_quarter,weather notices,regional weather notices with Sera,succession and upgrade,True,True,fallback to household route if collapse returns
434,28,Milo,signal_ridge,dusk signals,regional dusk signals with Ren,none,False,True,fallback to household route if collapse returns
435,28,Ivo,orchard_fen,seasonal planting,seasonal planting,none,False,False,none
436,28,Ari,riverbend,market crossing,regional market crossing with Toma,none,False,True,fallback to household route if collapse returns
437,28,Fay,roofward,greenhouse tending,regional greenhouse tending with Lio,seasonal migration,False,True,fallback to household route if collapse returns
438,28,Nia,archive_quarter,weather notices,regional weather notices with Sera,none,False,True,fallback to household route if collapse returns
439,28,Milo,signal_ridge,dusk signals,regional dusk signals with Ren,none,False,True,fallback to household route if collapse returns
440,28,Ivo,orchard_fen,seasonal planting,seasonal planting,none,False,False,none
441,28,Ari,riverbend,market crossing,regional market crossing with Toma,none,False,True,fallback to household route if collapse returns
442,28,Fay,roofward,greenhouse tending,regional greenhouse tending with Lio,seasonal migration,False,True,fallback to household route if collapse returns
443,28,Nia,archive_quarter,weather notices,regional weather notices with Sera,none,False,True,fallback to household route if collapse returns
444,28,Milo,signal_ridge,dusk signals,regional dusk signals with Ren,none,False,True,fallback to household route if collapse returns
445,28,Ivo,orchard_fen,seasonal planting,seasonal planting,none,False,False,none
446,28,Ari,riverbend,market crossing,regional market crossing with Toma,none,False,True,fallback to household route if collapse returns
447,28,Fay,roofward,greenhouse tending,regional greenhouse tending with Lio,seasonal migration,False,True,fallback to household route if collapse returns
448,29,Nia,archive_quarter,weather notices,regional weather notices with Sera,seasonal migration,False,True,fallback to household route if collapse returns
449,29,Milo,signal_ridge,dusk signals,regional dusk signals with Ren,none,False,True,fallback to household route if collapse returns
450,29,Ivo,orchard_fen,seasonal planting,seasonal planting,none,False,False,none
451,29,Ari,riverbend,market crossing,regional market crossing with Toma,none,False,True,fallback to household route if collapse returns
452,29,Fay,roofward,greenhouse tending,regional greenhouse tending with Lio,collapse fallback,False,True,fallback to household route if collapse returns
453,29,Nia,archive_quarter,weather notices,regional weather notices with Sera,seasonal migration,False,True,fallback to household route if collapse returns
454,29,Milo,signal_ridge,dusk signals,regional dusk signals with Ren,none,False,True,fallback to household route if collapse returns
455,29,Ivo,orchard_fen,seasonal planting,seasonal planting,none,False,False,none
456,29,Ari,riverbend,market crossing,regional market crossing with Toma,none,False,True,fallback to household route if collapse returns
457,29,Fay,roofward,greenhouse tending,regional greenhouse tending with Lio,collapse fallback,False,True,fallback to household route if collapse returns
458,29,Nia,archive_quarter,weather notices,regional weather notices with Sera,seasonal migration,False,True,fallback to household route if collapse returns
459,29,Milo,signal_ridge,dusk signals,regional dusk signals with Ren,none,False,True,fallback to household route if collapse returns
460,29,Ivo,orchard_fen,seasonal planting,seasonal planting,none,False,False,none
461,29,Ari,riverbend,market crossing,regional market crossing with Toma,none,False,True,fallback to household route if collapse returns
462,29,Fay,roofward,greenhouse tending,regional greenhouse tending with Lio,collapse fallback,False,True,fallback to household route if collapse returns
463,29,Nia,archive_quarter,weather notices,regional weather notices with Sera,seasonal migration,False,True,fallback to household route if collapse returns
464,30,Ivo,orchard_fen,seasonal planting,seasonal planting,seasonal migration,False,False,none
465,30,Ari,riverbend,market crossing,regional market crossing with Toma,none,False,True,fallback to household route if collapse returns
466,30,Fay,roofward,greenhouse tending,regional greenhouse tending with Lio,none,False,True,fallback to household route if collapse returns
467,30,Nia,archive_quarter,weather notices,regional weather notices with Sera,none,False,True,fallback to household route if collapse returns
468,30,Milo,signal_ridge,dusk signals,regional dusk signals with Ren,none,False,True,fallback to household route if collapse returns
469,30,Ivo,orchard_fen,seasonal planting,seasonal planting,seasonal migration,False,False,none
470,30,Ari,riverbend,market crossing,regional market crossing with Toma,none,False,True,fallback to household route if collapse returns
471,30,Fay,roofward,greenhouse tending,regional greenhouse tending with Lio,none,False,True,fallback to household route if collapse returns
472,30,Nia,archive_quarter,weather notices,regional weather notices with Sera,none,False,True,fallback to household route if collapse returns
473,30,Milo,signal_ridge,dusk signals,regional dusk signals with Ren,none,False,True,fallback to household route if collapse returns
474,30,Ivo,orchard_fen,seasonal planting,seasonal planting,seasonal migration,False,False,none
475,30,Ari,riverbend,market crossing,regional market crossing with Toma,none,False,True,fallback to household route if collapse returns
476,30,Fay,roofward,greenhouse tending,regional greenhouse tending with Lio,none,False,True,fallback to household route if collapse returns
477,30,Nia,archive_quarter,weather notices,regional weather notices with Sera,none,False,True,fallback to household route if collapse returns
478,30,Milo,signal_ridge,dusk signals,regional dusk signals with Ren,none,False,True,fallback to household route if collapse returns
479,30,Ivo,orchard_fen,seasonal planting,seasonal planting,seasonal migration,False,False,none
480,31,Ari,riverbend,market crossing,regional market crossing with Toma,seasonal migration,False,True,fallback to household route if collapse returns
481,31,Fay,roofward,greenhouse tending,regional greenhouse tending with Lio,none,False,True,fallback to household route if collapse returns
482,31,Nia,archive_quarter,weather notices,regional weather notices with Sera,none,False,True,fallback to household route if collapse returns
483,31,Milo,signal_ridge,dusk signals,regional dusk signals with Ren,none,False,True,fallback to household route if collapse returns
484,31,Ivo,orchard_fen,seasonal planting,seasonal planting,collapse fallback,False,False,none
485,31,Ari,riverbend,market crossing,regional market crossing with Toma,seasonal migration,False,True,fallback to household route if collapse returns
486,31,Fay,roofward,greenhouse tending,regional greenhouse tending with Lio,none,False,True,fallback to household route if collapse returns
487,31,Nia,archive_quarter,weather notices,regional weather notices with Sera,none,False,True,fallback to household route if collapse returns
488,31,Milo,signal_ridge,dusk signals,regional dusk signals with Ren,none,False,True,fallback to household route if collapse returns
489,31,Ivo,orchard_fen,seasonal planting,seasonal planting,collapse fallback,False,False,none
490,31,Ari,riverbend,market crossing,regional market crossing with Toma,seasonal migration,False,True,fallback to household route if collapse returns
491,31,Fay,roofward,greenhouse tending,regional greenhouse tending with Lio,none,False,True,fallback to household route if collapse returns
492,31,Nia,archive_quarter,weather notices,regional weather notices with Sera,none,False,True,fallback to household route if collapse returns
493,31,Milo,signal_ridge,dusk signals,regional dusk signals with Ren,none,False,True,fallback to household route if collapse returns
494,31,Ivo,orchard_fen,seasonal planting,seasonal planting,collapse fallback,False,False,none
495,31,Ari,riverbend,market crossing,regional market crossing with Toma,seasonal migration,False,True,fallback to household route if collapse returns
496,32,Fay,roofward,greenhouse tending,regional greenhouse tending with Lio,seasonal migration,False,True,fallback to household route if collapse returns
497,32,Nia,archive_quarter,weather notices,regional weather notices with Sera,none,False,True,fallback to household route if collapse returns
498,32,Milo,signal_ridge,dusk signals,regional dusk signals with Ren,none,False,True,fallback to household route if collapse returns
499,32,Ivo,orchard_fen,seasonal planting,seasonal planting,none,False,False,none
500,32,Ari,riverbend,market crossing,regional market crossing with Toma,collapse fallback,False,True,fallback to household route if collapse returns
501,32,Fay,roofward,greenhouse tending,regional greenhouse tending with Lio,seasonal migration,False,True,fallback to household route if collapse returns
502,32,Nia,archive_quarter,weather notices,regional weather notices with Sera,none,False,True,fallback to household route if collapse returns
503,32,Milo,signal_ridge,dusk signals,regional dusk signals with Ren,none,False,True,fallback to household route if collapse returns
504,32,Ivo,orchard_fen,seasonal planting,seasonal planting,none,False,False,none
505,32,Ari,riverbend,market crossing,regional market crossing with Toma,collapse fallback,False,True,fallback to household route if collapse returns
506,32,Fay,roofward,greenhouse tending,regional greenhouse tending with Lio,seasonal migration,False,True,fallback to household route if collapse returns
507,32,Nia,archive_quarter,weather notices,regional weather notices with Sera,none,False,True,fallback to household route if collapse returns
508,32,Milo,signal_ridge,dusk signals,regional dusk signals with Ren,none,False,True,fallback to household route if collapse returns
509,32,Ivo,orchard_fen,seasonal planting,seasonal planting,none,False,False,none
510,32,Ari,riverbend,market crossing,regional market crossing with Toma,collapse fallback,False,True,fallback to household route if collapse returns
511,32,Fay,roofward,greenhouse tending,regional greenhouse tending with Lio,seasonal migration,False,True,fallback to household route if collapse returns
512,33,Nia,archive_quarter,weather notices,regional weather notices with Sera,seasonal migration,False,True,fallback to household route if collapse returns
513,33,Milo,signal_ridge,dusk signals,regional dusk signals with Ren,seasonal migration,False,True,fallback to household route if collapse returns
514,33,Ivo,orchard_fen,seasonal planting,seasonal planting,seasonal migration,False,False,none
515,33,Ari,riverbend,market crossing,regional market crossing with Toma,seasonal migration,False,True,fallback to household route if collapse returns
516,33,Fay,roofward,greenhouse tending,regional greenhouse tending with Lio,seasonal migration,False,True,fallback to household route if collapse returns
517,33,Nia,archive_quarter,weather notices,regional weather notices with Sera,seasonal migration,False,True,fallback to household route if collapse returns
518,33,Milo,signal_ridge,dusk signals,regional dusk signals with Ren,seasonal migration,False,True,fallback to household route if collapse returns
519,33,Ivo,orchard_fen,seasonal planting,seasonal planting,seasonal migration,False,False,none
520,33,Ari,riverbend,market crossing,regional market crossing with Toma,seasonal migration,False,True,fallback to household route if collapse returns
521,33,Fay,roofward,greenhouse tending,regional greenhouse tending with Lio,seasonal migration,False,True,fallback to household route if collapse returns
522,33,Nia,archive_quarter,weather notices,regional weather notices with Sera,seasonal migration,False,True,fallback to household route if collapse returns
523,33,Milo,signal_ridge,dusk signals,regional dusk signals with Ren,seasonal migration,False,True,fallback to household route if collapse returns
524,33,Ivo,orchard_fen,seasonal planting,seasonal planting,seasonal migration,False,False,none
525,33,Ari,riverbend,market crossing,regional market crossing with Toma,seasonal migration,False,True,fallback to household route if collapse returns
526,33,Fay,roofward,greenhouse tending,regional greenhouse tending with Lio,seasonal migration,False,True,fallback to household route if collapse returns
527,33,Nia,archive_quarter,weather notices,regional weather notices with Sera,seasonal migration,False,True,fallback to household route if collapse returns
528,34,Milo,signal_ridge,dusk signals,regional dusk signals with Ren,seasonal migration,False,True,fallback to household route if collapse returns
529,34,Ivo,orchard_fen,seasonal planting,regional seasonal planting with Mara,succession and upgrade,True,True,fallback to household route if collapse returns
530,34,Ari,riverbend,market crossing,regional market crossing with Toma,seasonal migration,False,True,fallback to household route if collapse returns
531,34,Fay,roofward,greenhouse tending,regional greenhouse tending with Lio,seasonal migration,False,True,fallback to household route if collapse returns
532,34,Nia,archive_quarter,weather notices,regional weather notices with Sera,seasonal migration,False,True,fallback to household route if collapse returns
533,34,Milo,signal_ridge,dusk signals,regional dusk signals with Ren,seasonal migration,False,True,fallback to household route if collapse returns
534,34,Ivo,orchard_fen,seasonal planting,regional seasonal planting with Mara,seasonal migration,False,True,fallback to household route if collapse returns
535,34,Ari,riverbend,market crossing,regional market crossing with Toma,seasonal migration,False,True,fallback to household route if collapse returns
536,34,Fay,roofward,greenhouse tending,regional greenhouse tending with Lio,seasonal migration,False,True,fallback to household route if collapse returns
537,34,Nia,archive_quarter,weather notices,regional weather notices with Sera,seasonal migration,False,True,fallback to household route if collapse returns
538,34,Milo,signal_ridge,dusk signals,regional dusk signals with Ren,seasonal migration,False,True,fallback to household route if collapse returns
539,34,Ivo,orchard_fen,seasonal planting,regional seasonal planting with Mara,seasonal migration,False,True,fallback to household route if collapse returns
540,34,Ari,riverbend,market crossing,regional market crossing with Toma,seasonal migration,False,True,fallback to household route if collapse returns
541,34,Fay,roofward,greenhouse tending,regional greenhouse tending with Lio,seasonal migration,False,True,fallback to household route if collapse returns
542,34,Nia,archive_quarter,weather notices,regional weather notices with Sera,seasonal migration,False,True,fallback to household route if collapse returns
543,34,Milo,signal_ridge,dusk signals,regional dusk signals with Ren,seasonal migration,False,True,fallback to household route if collapse returns
544,35,Ivo,orchard_fen,seasonal planting,regional seasonal planting with Mara,seasonal migration,False,True,fallback to household route if collapse returns
545,35,Ari,riverbend,market crossing,regional market crossing with Toma,seasonal migration,False,True,fallback to household route if collapse returns
546,35,Fay,roofward,greenhouse tending,regional greenhouse tending with Lio,seasonal migration,False,True,fallback to household route if collapse returns
547,35,Nia,archive_quarter,weather notices,regional weather notices with Sera,seasonal migration,False,True,fallback to household route if collapse returns
548,35,Milo,signal_ridge,dusk signals,regional dusk signals with Ren,seasonal migration,False,True,fallback to household route if collapse returns
549,35,Ivo,orchard_fen,seasonal planting,regional seasonal planting with Mara,seasonal migration,False,True,fallback to household route if collapse returns
550,35,Ari,riverbend,market crossing,regional market crossing with Toma,seasonal migration,False,True,fallback to household route if collapse returns
551,35,Fay,roofward,greenhouse tending,regional greenhouse tending with Lio,seasonal migration,False,True,fallback to household route if collapse returns
552,35,Nia,archive_quarter,weather notices,regional weather notices with Sera,seasonal migration,False,True,fallback to household route if collapse returns
553,35,Milo,signal_ridge,dusk signals,regional dusk signals with Ren,seasonal migration,False,True,fallback to household route if collapse returns
554,35,Ivo,orchard_fen,seasonal planting,regional seasonal planting with Mara,seasonal migration,False,True,fallback to household route if collapse returns
555,35,Ari,riverbend,market crossing,regional market crossing with Toma,seasonal migration,False,True,fallback to household route if collapse returns
556,35,Fay,roofward,greenhouse tending,regional greenhouse tending with Lio,seasonal migration,False,True,fallback to household route if collapse returns
557,35,Nia,archive_quarter,weather notices,regional weather notices with Sera,seasonal migration,False,True,fallback to household route if collapse returns
558,35,Milo,signal_ridge,dusk signals,regional dusk signals with Ren,seasonal migration,False,True,fallback to household route if collapse returns
559,35,Ivo,orchard_fen,seasonal planting,regional seasonal planting with Mara,seasonal migration,False,True,fallback to household route if collapse returns
560,36,Fay,roofward,greenhouse tending,regional greenhouse tending with Lio,seasonal migration,False,True,fallback to household route if collapse returns
561,36,Nia,archive_quarter,weather notices,regional weather notices with Sera,seasonal migration,False,True,fallback to household route if collapse returns
562,36,Milo,signal_ridge,dusk signals,regional dusk signals with Ren,seasonal migration,False,True,fallback to household route if collapse returns
563,36,Ivo,orchard_fen,seasonal planting,regional seasonal planting with Mara,seasonal migration,False,True,fallback to household route if collapse returns
564,36,Ari,riverbend,market crossing,regional market crossing with Toma,seasonal migration,False,True,fallback to household route if collapse returns
565,36,Fay,roofward,greenhouse tending,regional greenhouse tending with Lio,seasonal migration,False,True,fallback to household route if collapse returns
566,36,Nia,archive_quarter,weather notices,regional weather notices with Sera,seasonal migration,False,True,fallback to household route if collapse returns
567,36,Milo,signal_ridge,dusk signals,regional dusk signals with Ren,seasonal migration,False,True,fallback to household route if collapse returns
568,36,Ivo,orchard_fen,seasonal planting,regional seasonal planting with Mara,seasonal migration,False,True,fallback to household route if collapse returns
569,36,Ari,riverbend,market crossing,regional market crossing with Toma,seasonal migration,False,True,fallback to household route if collapse returns
570,36,Fay,roofward,greenhouse tending,regional greenhouse tending with Lio,seasonal migration,False,True,fallback to household route if collapse returns
571,36,Nia,archive_quarter,weather notices,regional weather notices with Sera,seasonal migration,False,True,fallback to household route if collapse returns
572,36,Milo,signal_ridge,dusk signals,regional dusk signals with Ren,seasonal migration,False,True,fallback to household route if collapse returns
573,36,Ivo,orchard_fen,seasonal planting,regional seasonal planting with Mara,seasonal migration,False,True,fallback to household route if collapse returns
574,36,Ari,riverbend,market crossing,regional market crossing with Toma,seasonal migration,False,True,fallback to household route if collapse returns
575,36,Fay,roofward,greenhouse tending,regional greenhouse tending with Lio,seasonal migration,False,True,fallback to household route if collapse returns
576,37,Nia,archive_quarter,weather notices,regional weather notices with Sera,seasonal migration,False,True,fallback to household route if collapse returns
577,37,Milo,signal_ridge,dusk signals,regional dusk signals with Ren,seasonal migration,False,True,fallback to household route if collapse returns
578,37,Ivo,orchard_fen,seasonal planting,regional seasonal planting with Mara,seasonal migration,False,True,fallback to household route if collapse returns
579,37,Ari,riverbend,market crossing,regional market crossing with Toma,seasonal migration,False,True,fallback to household route if collapse returns
580,37,Fay,roofward,greenhouse tending,regional greenhouse tending with Lio,seasonal migration,False,True,fallback to household route if collapse returns
581,37,Nia,archive_quarter,weather notices,regional weather notices with Sera,seasonal migration,False,True,fallback to household route if collapse returns
582,37,Milo,signal_ridge,dusk signals,regional dusk signals with Ren,seasonal migration,False,True,fallback to household route if collapse returns
583,37,Ivo,orchard_fen,seasonal planting,regional seasonal planting with Mara,seasonal migration,False,True,fallback to household route if collapse returns
584,37,Ari,riverbend,market crossing,regional market crossing with Toma,seasonal migration,False,True,fallback to household route if collapse returns
585,37,Fay,roofward,greenhouse tending,regional greenhouse tending with Lio,seasonal migration,False,True,fallback to household route if collapse returns
586,37,Nia,archive_quarter,weather notices,regional weather notices with Sera,seasonal migration,False,True,fallback to household route if collapse returns
587,37,Milo,signal_ridge,dusk signals,regional dusk signals with Ren,seasonal migration,False,True,fallback to household route if collapse returns
588,37,Ivo,orchard_fen,seasonal planting,regional seasonal planting with Mara,seasonal migration,False,True,fallback to household route if collapse returns
589,37,Ari,riverbend,market crossing,regional market crossing with Toma,seasonal migration,False,True,fallback to household route if collapse returns
590,37,Fay,roofward,greenhouse tending,regional greenhouse tending with Lio,seasonal migration,False,True,fallback to household route if collapse returns
591,37,Nia,archive_quarter,weather notices,regional weather notices with Sera,seasonal migration,False,True,fallback to household route if collapse returns
592,38,Milo,signal_ridge,dusk signals,regional dusk signals with Ren,seasonal migration,False,True,fallback to household route if collapse returns
593,38,Ivo,orchard_fen,seasonal planting,regional seasonal planting with Mara,seasonal migration,False,True,fallback to household route if collapse returns
594,38,Ari,riverbend,market crossing,regional market crossing with Toma,seasonal migration,False,True,fallback to household route if collapse returns
595,38,Fay,roofward,greenhouse tending,regional greenhouse tending with Lio,seasonal migration,False,True,fallback to household route if collapse returns
596,38,Nia,archive_quarter,weather notices,regional weather notices with Sera,seasonal migration,False,True,fallback to household route if collapse returns
597,38,Milo,signal_ridge,dusk signals,regional dusk signals with Ren,seasonal migration,False,True,fallback to household route if collapse returns
598,38,Ivo,orchard_fen,seasonal planting,regional seasonal planting with Mara,seasonal migration,False,True,fallback to household route if collapse returns
599,38,Ari,riverbend,market crossing,regional market crossing with Toma,seasonal migration,False,True,fallback to household route if collapse returns
600,38,Fay,roofward,greenhouse tending,regional greenhouse tending with Lio,seasonal migration,False,True,fallback to household route if collapse returns
601,38,Nia,archive_quarter,weather notices,regional weather notices with Sera,seasonal migration,False,True,fallback to household route if collapse returns
602,38,Milo,signal_ridge,dusk signals,regional dusk signals with Ren,seasonal migration,False,True,fallback to household route if collapse returns
603,38,Ivo,orchard_fen,seasonal planting,regional seasonal planting with Mara,seasonal migration,False,True,fallback to household route if collapse returns
604,38,Ari,riverbend,market crossing,regional market crossing with Toma,seasonal migration,False,True,fallback to household route if collapse returns
605,38,Fay,roofward,greenhouse tending,regional greenhouse tending with Lio,seasonal migration,False,True,fallback to household route if collapse returns
606,38,Nia,archive_quarter,weather notices,regional weather notices with Sera,seasonal migration,False,True,fallback to household route if collapse returns
607,38,Milo,signal_ridge,dusk signals,regional dusk signals with Ren,seasonal migration,False,True,fallback to household route if collapse returns
608,39,Ivo,orchard_fen,seasonal planting,regional seasonal planting with Mara,seasonal migration,False,True,fallback to household route if collapse returns
609,39,Ari,riverbend,market crossing,regional market crossing with Toma,seasonal migration,False,True,fallback to household route if collapse returns
610,39,Fay,roofward,greenhouse tending,regional greenhouse tending with Lio,seasonal migration,False,True,fallback to household route if collapse returns
611,39,Nia,archive_quarter,weather notices,regional weather notices with Sera,seasonal migration,False,True,fallback to household route if collapse returns
612,39,Milo,signal_ridge,dusk signals,regional dusk signals with Ren,seasonal migration,False,True,fallback to household route if collapse returns
613,39,Ivo,orchard_fen,seasonal planting,regional seasonal planting with Mara,seasonal migration,False,True,fallback to household route if collapse returns
614,39,Ari,riverbend,market crossing,regional market crossing with Toma,seasonal migration,False,True,fallback to household route if collapse returns
615,39,Fay,roofward,greenhouse tending,regional greenhouse tending with Lio,seasonal migration,False,True,fallback to household route if collapse returns
616,39,Nia,archive_quarter,weather notices,regional weather notices with Sera,seasonal migration,False,True,fallback to household route if collapse returns
617,39,Milo,signal_ridge,dusk signals,regional dusk signals with Ren,seasonal migration,False,True,fallback to household route if collapse returns
618,39,Ivo,orchard_fen,seasonal planting,regional seasonal planting with Mara,seasonal migration,False,True,fallback to household route if collapse returns
619,39,Ari,riverbend,market crossing,regional market crossing with Toma,seasonal migration,False,True,fallback to household route if collapse returns
620,39,Fay,roofward,greenhouse tending,regional greenhouse tending with Lio,seasonal migration,False,True,fallback to household route if collapse returns
621,39,Nia,archive_quarter,weather notices,regional weather notices with Sera,seasonal migration,False,True,fallback to household route if collapse returns
622,39,Milo,signal_ridge,dusk signals,regional dusk signals with Ren,seasonal migration,False,True,fallback to household route if collapse returns
623,39,Ivo,orchard_fen,seasonal planting,regional seasonal planting with Mara,seasonal migration,False,True,fallback to household route if collapse returns
624,40,Ari,riverbend,market crossing,regional market crossing with Toma,seasonal migration,False,True,fallback to household route if collapse returns
625,40,Fay,roofward,greenhouse tending,regional greenhouse tending with Lio,seasonal migration,False,True,fallback to household route if collapse returns
626,40,Nia,archive_quarter,weather notices,regional weather notices with Sera,seasonal migration,False,True,fallback to household route if collapse returns
627,40,Milo,signal_ridge,dusk signals,regional dusk signals with Ren,seasonal migration,False,True,fallback to household route if collapse returns
628,40,Ivo,orchard_fen,seasonal planting,regional seasonal planting with Mara,seasonal migration,False,True,fallback to household route if collapse returns
629,40,Ari,riverbend,market crossing,regional market crossing with Toma,seasonal migration,False,True,fallback to household route if collapse returns
630,40,Fay,roofward,greenhouse tending,regional greenhouse tending with Lio,seasonal migration,False,True,fallback to household route if collapse returns
631,40,Nia,archive_quarter,weather notices,regional weather notices with Sera,seasonal migration,False,True,fallback to household route if collapse returns
632,40,Milo,signal_ridge,dusk signals,regional dusk signals with Ren,seasonal migration,False,True,fallback to household route if collapse returns
633,40,Ivo,orchard_fen,seasonal planting,regional seasonal planting with Mara,seasonal migration,False,True,fallback to household route if collapse returns
634,40,Ari,riverbend,market crossing,regional market crossing with Toma,seasonal migration,False,True,fallback to household route if collapse returns
