tick_id,day,tick,route_id,speaker,listener,dialogue_choice_id,choice_label,selected,choice_valid,consequence_kind,public_text,private_workspace_sealed,visible_choice_button
170,13,2,orchard_riverbend,Ivo,Ari,choice:orchard_riverbend:13:2:Ivo,ask to merge detour,False,False,none,none,True,False
171,13,3,central_repair_ring,Pax,Juno,choice:central_repair_ring:13:3:Pax,ask to keep direct route,False,False,none,none,True,False
172,13,4,riverbend_roofward,Ari,Fay,choice:riverbend_roofward:13:4:Ari,ask to keep direct route,True,True,support_direct,"Ari: I saw the avatar choose river ford for riverbend->roofward. Fay, can we agree on the recovery branch?",True,True
173,13,5,roofward_archive,Nia,Fay,choice:roofward_archive:13:5:Nia,ask to keep direct route,False,False,none,none,True,False
174,13,6,archive_signal,Nia,Milo,choice:archive_signal:13:6:Nia,ask to keep direct route,False,False,none,none,True,False
175,13,7,signal_orchard,Ivo,Milo,choice:signal_orchard:13:7:Ivo,ask to keep direct route,True,True,support_direct,"Ivo: I saw the avatar choose dusk road for signal_ridge->orchard_fen. Milo, can we agree on the recovery branch?",True,True
176,13,8,orchard_riverbend,Ivo,Ari,choice:orchard_riverbend:13:8:Ivo,ask to merge detour,True,True,support_detour,"Ivo: I saw the avatar choose market plank route for orchard_fen->riverbend. Ari, can we agree on the recovery branch?",True,True
177,13,9,central_repair_ring,Pax,Juno,choice:central_repair_ring:13:9:Pax,ask to keep direct route,False,False,none,none,True,False
178,13,10,riverbend_roofward,Ari,Fay,choice:riverbend_roofward:13:10:Ari,ask to keep direct route,True,True,support_direct,"Ari: I saw the avatar choose river ford for riverbend->roofward. Fay, can we agree on the recovery branch?",True,True
179,13,11,roofward_archive,Nia,Fay,choice:roofward_archive:13:11:Nia,ask to keep direct route,False,False,none,none,True,False
180,13,12,archive_signal,Nia,Milo,choice:archive_signal:13:12:Nia,ask to merge detour,True,True,support_detour,"Nia: I saw the avatar choose stone kiosk path for archive_quarter->signal_ridge. Milo, can we agree on the recovery branch?",True,True
181,13,13,signal_orchard,Ivo,Milo,choice:signal_orchard:13:13:Ivo,ask to keep direct route,True,True,support_direct,"Ivo: I saw the avatar choose dusk road for signal_ridge->orchard_fen. Milo, can we agree on the recovery branch?",True,True
182,14,0,orchard_riverbend,Ivo,Ari,choice:orchard_riverbend:14:0:Ivo,ask to keep direct route,False,False,none,none,True,False
183,14,1,central_repair_ring,Pax,Juno,choice:central_repair_ring:14:1:Pax,ask to keep direct route,True,True,support_direct,"Pax: I saw the avatar choose inner repair yard for central_exchange->repair_hall. Juno, can we agree on the recovery branch?",True,True
184,14,2,riverbend_roofward,Ari,Fay,choice:riverbend_roofward:14:2:Ari,ask to merge detour,False,False,none,none,True,False
185,14,3,roofward_archive,Nia,Fay,choice:roofward_archive:14:3:Nia,ask to keep direct route,False,False,none,none,True,False
186,14,4,archive_signal,Nia,Milo,choice:archive_signal:14:4:Nia,ask to keep direct route,True,True,support_direct,"Nia: I saw the avatar choose paper lane for archive_quarter->signal_ridge. Milo, can we agree on the recovery branch?",True,True
187,14,5,signal_orchard,Ivo,Milo,choice:signal_orchard:14:5:Ivo,ask to keep direct route,False,False,none,none,True,False
188,14,6,orchard_riverbend,Ivo,Ari,choice:orchard_riverbend:14:6:Ivo,ask to keep direct route,False,False,none,none,True,False
189,14,7,central_repair_ring,Pax,Juno,choice:central_repair_ring:14:7:Pax,ask to keep direct route,False,False,none,none,True,False
190,14,8,riverbend_roofward,Ari,Fay,choice:riverbend_roofward:14:8:Ari,ask to keep direct route,True,True,support_direct,"Ari: I saw the avatar choose river ford for riverbend->roofward. Fay, can we agree on the recovery branch?",True,True
191,14,9,roofward_archive,Nia,Fay,choice:roofward_archive:14:9:Nia,ask to keep direct route,False,False,none,none,True,False
192,14,10,archive_signal,Nia,Milo,choice:archive_signal:14:10:Nia,ask to keep direct route,False,False,none,none,True,False
193,14,11,signal_orchard,Ivo,Milo,choice:signal_orchard:14:11:Ivo,ask to keep direct route,False,False,none,none,True,False
194,14,12,orchard_riverbend,Ivo,Ari,choice:orchard_riverbend:14:12:Ivo,ask to merge detour,True,True,support_detour,"Ivo: I saw the avatar choose market plank route for orchard_fen->riverbend. Ari, can we agree on the recovery branch?",True,True
195,14,13,central_repair_ring,Pax,Juno,choice:central_repair_ring:14:13:Pax,ask to keep direct route,False,False,none,none,True,False
196,15,0,riverbend_roofward,Ari,Fay,choice:riverbend_roofward:15:0:Ari,ask to keep direct route,False,False,none,none,True,False
197,15,1,roofward_archive,Nia,Fay,choice:roofward_archive:15:1:Nia,ask to keep direct route,True,True,support_direct,"Nia: I saw the avatar choose glass stair for roofward->archive_quarter. Fay, can we agree on the recovery branch?",True,True
198,15,2,archive_signal,Nia,Milo,choice:archive_signal:15:2:Nia,ask to merge detour,False,False,none,none,True,False
199,15,3,signal_orchard,Ivo,Milo,choice:signal_orchard:15:3:Ivo,ask to keep direct route,False,False,none,none,True,False
200,15,4,orchard_riverbend,Ivo,Ari,choice:orchard_riverbend:15:4:Ivo,ask to keep direct route,True,True,support_direct,"Ivo: I saw the avatar choose fen track for orchard_fen->riverbend. Ari, can we agree on the recovery branch?",True,True
201,15,5,central_repair_ring,Pax,Juno,choice:central_repair_ring:15:5:Pax,ask to keep direct route,False,False,none,none,True,False
202,15,6,riverbend_roofward,Ari,Fay,choice:riverbend_roofward:15:6:Ari,ask to keep direct route,False,False,none,none,True,False
203,15,7,roofward_archive,Nia,Fay,choice:roofward_archive:15:7:Nia,ask to keep direct route,False,False,none,none,True,True
204,15,8,archive_signal,Nia,Milo,choice:archive_signal:15:8:Nia,ask to keep direct route,True,True,support_direct,"Nia: I saw the avatar choose paper lane for archive_quarter->signal_ridge. Milo, can we agree on the recovery branch?",True,True
205,15,9,signal_orchard,Ivo,Milo,choice:signal_orchard:15:9:Ivo,ask to keep direct route,False,False,none,none,True,False
206,15,10,orchard_riverbend,Ivo,Ari,choice:orchard_riverbend:15:10:Ivo,ask to keep direct route,True,True,support_direct,"Ivo: I saw the avatar choose fen track for orchard_fen->riverbend. Ari, can we agree on the recovery branch?",True,True
207,15,11,central_repair_ring,Pax,Juno,choice:central_repair_ring:15:11:Pax,ask to keep direct route,False,False,none,none,True,False
208,15,12,riverbend_roofward,Ari,Fay,choice:riverbend_roofward:15:12:Ari,ask to merge detour,True,True,support_detour,"Ari: I saw the avatar choose orchard ridge detour for riverbend->roofward. Fay, can we agree on the recovery branch?",True,True
209,15,13,roofward_archive,Nia,Fay,choice:roofward_archive:15:13:Nia,ask to keep direct route,True,True,support_direct,"Nia: I saw the avatar choose glass stair for roofward->archive_quarter. Fay, can we agree on the recovery branch?",True,True
210,16,0,archive_signal,Nia,Milo,choice:archive_signal:16:0:Nia,ask to keep direct route,False,False,none,none,True,False
211,16,1,signal_orchard,Ivo,Milo,choice:signal_orchard:16:1:Ivo,ask to keep direct route,True,True,support_direct,"Ivo: I saw the avatar choose dusk road for signal_ridge->orchard_fen. Milo, can we agree on the recovery branch?",True,True
212,16,2,orchard_riverbend,Ivo,Ari,choice:orchard_riverbend:16:2:Ivo,ask to merge detour,False,False,none,none,True,False
213,16,3,central_repair_ring,Pax,Juno,choice:central_repair_ring:16:3:Pax,ask to keep direct route,False,False,none,none,True,False
214,16,4,riverbend_roofward,Ari,Fay,choice:riverbend_roofward:16:4:Ari,ask to keep direct route,True,True,support_direct,"Ari: I saw the avatar choose river ford for riverbend->roofward. Fay, can we agree on the recovery branch?",True,True
215,16,5,roofward_archive,Nia,Fay,choice:roofward_archive:16:5:Nia,ask to keep direct route,False,False,none,none,True,False
216,16,6,archive_signal,Nia,Milo,choice:archive_signal:16:6:Nia,ask to keep direct route,False,False,none,none,True,False
217,16,7,signal_orchard,Ivo,Milo,choice:signal_orchard:16:7:Ivo,ask to keep direct route,False,False,none,none,True,False
218,16,8,orchard_riverbend,Ivo,Ari,choice:orchard_riverbend:16:8:Ivo,ask to keep direct route,True,True,support_direct,"Ivo: I saw the avatar choose fen track for orchard_fen->riverbend. Ari, can we agree on the recovery branch?",True,True
219,16,9,central_repair_ring,Pax,Juno,choice:central_repair_ring:16:9:Pax,ask to keep direct route,False,False,none,none,True,False
220,16,10,riverbend_roofward,Ari,Fay,choice:riverbend_roofward:16:10:Ari,ask to keep direct route,False,False,none,none,True,False
221,16,11,roofward_archive,Nia,Fay,choice:roofward_archive:16:11:Nia,ask to keep direct route,False,False,none,none,True,False
222,16,12,archive_signal,Nia,Milo,choice:archive_signal:16:12:Nia,ask to merge detour,True,True,support_detour,"Nia: I saw the avatar choose stone kiosk path for archive_quarter->signal_ridge. Milo, can we agree on the recovery branch?",True,True
223,16,13,signal_orchard,Ivo,Milo,choice:signal_orchard:16:13:Ivo,ask to keep direct route,False,False,none,none,True,False
224,17,0,orchard_riverbend,Ivo,Ari,choice:orchard_riverbend:17:0:Ivo,ask to keep direct route,False,False,none,none,True,False
225,17,1,central_repair_ring,Pax,Juno,choice:central_repair_ring:17:1:Pax,ask to keep direct route,True,True,support_direct,"Pax: I saw the avatar choose inner repair yard for central_exchange->repair_hall. Juno, can we agree on the recovery branch?",True,True
226,17,2,riverbend_roofward,Ari,Fay,choice:riverbend_roofward:17:2:Ari,ask to merge detour,False,False,none,none,True,False
227,17,3,roofward_archive,Nia,Fay,choice:roofward_archive:17:3:Nia,ask to keep direct route,False,False,none,none,True,False
228,17,4,archive_signal,Nia,Milo,choice:archive_signal:17:4:Nia,ask to keep direct route,True,True,support_direct,"Nia: I saw the avatar choose paper lane for archive_quarter->signal_ridge. Milo, can we agree on the recovery branch?",True,True
229,17,5,signal_orchard,Ivo,Milo,choice:signal_orchard:17:5:Ivo,ask to keep direct route,False,False,none,none,True,False
230,17,6,orchard_riverbend,Ivo,Ari,choice:orchard_riverbend:17:6:Ivo,ask to keep direct route,False,False,none,none,True,False
231,17,7,central_repair_ring,Pax,Juno,choice:central_repair_ring:17:7:Pax,ask to keep direct route,True,True,support_direct,"Pax: I saw the avatar choose inner repair yard for central_exchange->repair_hall. Juno, can we agree on the recovery branch?",True,True
232,17,8,riverbend_roofward,Ari,Fay,choice:riverbend_roofward:17:8:Ari,ask to keep direct route,False,False,none,none,True,True
233,17,9,roofward_archive,Nia,Fay,choice:roofward_archive:17:9:Nia,ask to keep direct route,False,False,none,none,True,False
234,17,10,archive_signal,Nia,Milo,choice:archive_signal:17:10:Nia,ask to keep direct route,True,True,support_direct,"Nia: I saw the avatar choose paper lane for archive_quarter->signal_ridge. Milo, can we agree on the recovery branch?",True,True
235,17,11,signal_orchard,Ivo,Milo,choice:signal_orchard:17:11:Ivo,ask to keep direct route,False,False,none,none,True,False
236,17,12,orchard_riverbend,Ivo,Ari,choice:orchard_riverbend:17:12:Ivo,ask to merge detour,True,True,support_detour,"Ivo: I saw the avatar choose market plank route for orchard_fen->riverbend. Ari, can we agree on the recovery branch?",True,True
237,17,13,central_repair_ring,Pax,Juno,choice:central_repair_ring:17:13:Pax,ask to keep direct route,True,True,support_direct,"Pax: I saw the avatar choose inner repair yard for central_exchange->repair_hall. Juno, can we agree on the recovery branch?",True,True
238,18,0,roofward_archive,Fay,Nia,choice:roofward_archive:18:0:Fay,ask to keep direct route,False,False,none,none,True,False
239,18,1,archive_signal,Milo,Nia,choice:archive_signal:18:1:Milo,ask to merge detour,True,True,support_detour,"Milo: I saw the avatar choose stone kiosk path for archive_quarter->signal_ridge. Nia, can we agree on the recovery branch?",True,True
240,18,2,signal_orchard,Milo,Ivo,choice:signal_orchard:18:2:Milo,ask to keep direct route,True,True,support_direct,"Milo: I saw the avatar choose dusk road for signal_ridge->orchard_fen. Ivo, can we agree on the recovery branch?",True,True
241,18,3,orchard_riverbend,Ari,Ivo,choice:orchard_riverbend:18:3:Ari,ask to keep direct route,False,False,none,none,True,False
242,18,4,central_repair_ring,Juno,Pax,choice:central_repair_ring:18:4:Juno,ask to keep direct route,True,True,support_direct,"Juno: I saw the avatar choose inner repair yard for central_exchange->repair_hall. Pax, can we agree on the recovery branch?",True,True
243,18,5,riverbend_roofward,Fay,Ari,choice:riverbend_roofward:18:5:Fay,ask to keep direct route,True,True,support_direct,"Fay: I saw the avatar choose river ford for riverbend->roofward. Ari, can we agree on the recovery branch?",True,True
244,18,6,roofward_archive,Fay,Nia,choice:roofward_archive:18:6:Fay,ask to keep direct route,False,False,none,none,True,False
245,18,7,archive_signal,Milo,Nia,choice:archive_signal:18:7:Milo,ask to keep direct route,False,False,none,none,True,False
246,18,8,signal_orchard,Milo,Ivo,choice:signal_orchard:18:8:Milo,ask to merge detour,True,False,support_detour,"Milo: I saw the avatar choose river lantern loop for signal_ridge->orchard_fen. Ivo, can we agree on the recovery branch?",True,True
247,18,9,orchard_riverbend,Ari,Ivo,choice:orchard_riverbend:18:9:Ari,ask to keep direct route,False,False,none,none,True,False
248,18,10,central_repair_ring,Juno,Pax,choice:central_repair_ring:18:10:Juno,ask to keep direct route,False,False,none,none,True,False
249,18,11,riverbend_roofward,Fay,Ari,choice:riverbend_roofward:18:11:Fay,ask to keep direct route,True,True,support_direct,"Fay: I saw the avatar choose river ford for riverbend->roofward. Ari, can we agree on the recovery branch?",True,True
250,18,12,roofward_archive,Fay,Nia,choice:roofward_archive:18:12:Fay,ask to merge detour,True,True,support_detour,"Fay: I saw the avatar choose cool archive lane for roofward->archive_quarter. Nia, can we agree on the recovery branch?",True,True
251,18,13,archive_signal,Milo,Nia,choice:archive_signal:18:13:Milo,ask to keep direct route,False,False,none,none,True,False
252,19,0,signal_orchard,Milo,Ivo,choice:signal_orchard:19:0:Milo,ask to merge detour,False,False,none,none,True,False
253,19,1,orchard_riverbend,Ari,Ivo,choice:orchard_riverbend:19:1:Ari,ask to keep direct route,True,True,support_direct,"Ari: I saw the avatar choose fen track for orchard_fen->riverbend. Ivo, can we agree on the recovery branch?",True,True
254,19,2,central_repair_ring,Juno,Pax,choice:central_repair_ring:19:2:Juno,ask to merge detour,False,False,none,none,True,False
255,19,3,riverbend_roofward,Fay,Ari,choice:riverbend_roofward:19:3:Fay,ask to keep direct route,False,False,none,none,True,False
256,19,4,roofward_archive,Fay,Nia,choice:roofward_archive:19:4:Fay,ask to keep direct route,True,True,support_direct,"Fay: I saw the avatar choose glass stair for roofward->archive_quarter. Nia, can we agree on the recovery branch?",True,True
257,19,5,archive_signal,Milo,Nia,choice:archive_signal:19:5:Milo,ask to keep direct route,False,False,none,none,True,False
258,19,6,signal_orchard,Milo,Ivo,choice:signal_orchard:19:6:Milo,ask to merge detour,False,False,none,none,True,False
259,19,7,orchard_riverbend,Ari,Ivo,choice:orchard_riverbend:19:7:Ari,ask to keep direct route,False,False,none,none,True,False
260,19,8,central_repair_ring,Juno,Pax,choice:central_repair_ring:19:8:Juno,ask to keep direct route,True,True,support_direct,"Juno: I saw the avatar choose inner repair yard for central_exchange->repair_hall. Pax, can we agree on the recovery branch?",True,True
261,19,9,riverbend_roofward,Fay,Ari,choice:riverbend_roofward:19:9:Fay,ask to keep direct route,False,False,none,none,True,False
262,19,10,roofward_archive,Fay,Nia,choice:roofward_archive:19:10:Fay,ask to keep direct route,False,False,none,none,True,False
263,19,11,archive_signal,Milo,Nia,choice:archive_signal:19:11:Milo,ask to keep direct route,False,False,none,none,True,False
264,19,12,signal_orchard,Milo,Ivo,choice:signal_orchard:19:12:Milo,ask to keep direct route,True,True,support_direct,"Milo: I saw the avatar choose dusk road for signal_ridge->orchard_fen. Ivo, can we agree on the recovery branch?",True,True
265,19,13,orchard_riverbend,Ari,Ivo,choice:orchard_riverbend:19:13:Ari,ask to keep direct route,False,False,none,none,True,False
266,20,0,central_repair_ring,Juno,Pax,choice:central_repair_ring:20:0:Juno,ask to keep direct route,False,False,none,none,True,False
267,20,1,riverbend_roofward,Fay,Ari,choice:riverbend_roofward:20:1:Fay,ask to keep direct route,True,True,support_direct,"Fay: I saw the avatar choose river ford for riverbend->roofward. Ari, can we agree on the recovery branch?",True,True
268,20,2,roofward_archive,Fay,Nia,choice:roofward_archive:20:2:Fay,ask to merge detour,True,True,support_detour,"Fay: I saw the avatar choose cool archive lane for roofward->archive_quarter. Nia, can we agree on the recovery branch?",True,True
269,20,3,archive_signal,Milo,Nia,choice:archive_signal:20:3:Milo,ask to keep direct route,False,False,none,none,True,False
270,20,4,signal_orchard,Milo,Ivo,choice:signal_orchard:20:4:Milo,ask to keep direct route,True,True,support_direct,"Milo: I saw the avatar choose dusk road for signal_ridge->orchard_fen. Ivo, can we agree on the recovery branch?",True,True
271,20,5,orchard_riverbend,Ari,Ivo,choice:orchard_riverbend:20:5:Ari,ask to keep direct route,True,True,support_direct,"Ari: I saw the avatar choose fen track for orchard_fen->riverbend. Ivo, can we agree on the recovery branch?",True,True
272,20,6,central_repair_ring,Juno,Pax,choice:central_repair_ring:20:6:Juno,ask to keep direct route,False,False,none,none,True,False
273,20,7,riverbend_roofward,Fay,Ari,choice:riverbend_roofward:20:7:Fay,ask to keep direct route,False,False,none,none,True,False
274,20,8,roofward_archive,Fay,Nia,choice:roofward_archive:20:8:Fay,ask to keep direct route,True,True,support_direct,"Fay: I saw the avatar choose glass stair for roofward->archive_quarter. Nia, can we agree on the recovery branch?",True,True
275,20,9,archive_signal,Milo,Nia,choice:archive_signal:20:9:Milo,ask to keep direct route,False,False,none,none,True,False
276,20,10,signal_orchard,Milo,Ivo,choice:signal_orchard:20:10:Milo,ask to keep direct route,False,False,none,none,True,False
277,20,11,orchard_riverbend,Ari,Ivo,choice:orchard_riverbend:20:11:Ari,ask to keep direct route,True,True,support_direct,"Ari: I saw the avatar choose fen track for orchard_fen->riverbend. Ivo, can we agree on the recovery branch?",True,True
278,20,12,central_repair_ring,Juno,Pax,choice:central_repair_ring:20:12:Juno,ask to keep direct route,True,True,support_direct,"Juno: I saw the avatar choose inner repair yard for central_exchange->repair_hall. Pax, can we agree on the recovery branch?",True,True
279,20,13,riverbend_roofward,Fay,Ari,choice:riverbend_roofward:20:13:Fay,ask to keep direct route,False,False,none,none,True,False
280,21,0,roofward_archive,Fay,Nia,choice:roofward_archive:21:0:Fay,ask to keep direct route,False,False,none,none,True,False
281,21,1,archive_signal,Milo,Nia,choice:archive_signal:21:1:Milo,ask to keep direct route,True,True,support_direct,"Milo: I saw the avatar choose paper lane for archive_quarter->signal_ridge. Nia, can we agree on the recovery branch?",True,True
282,21,2,signal_orchard,Milo,Ivo,choice:signal_orchard:21:2:Milo,ask to merge detour,False,False,none,none,True,False
283,21,3,orchard_riverbend,Ari,Ivo,choice:orchard_riverbend:21:3:Ari,ask to keep direct route,False,False,none,none,True,False
284,21,4,central_repair_ring,Juno,Pax,choice:central_repair_ring:21:4:Juno,ask to keep direct route,True,True,support_direct,"Juno: I saw the avatar choose inner repair yard for central_exchange->repair_hall. Pax, can we agree on the recovery branch?",True,True
285,21,5,riverbend_roofward,Fay,Ari,choice:riverbend_roofward:21:5:Fay,ask to keep direct route,False,False,none,none,True,False
286,21,6,roofward_archive,Fay,Nia,choice:roofward_archive:21:6:Fay,ask to keep direct route,False,False,none,none,True,False
287,21,7,archive_signal,Milo,Nia,choice:archive_signal:21:7:Milo,ask to keep direct route,False,False,none,none,True,False
288,21,8,signal_orchard,Milo,Ivo,choice:signal_orchard:21:8:Milo,ask to keep direct route,True,True,support_direct,"Milo: I saw the avatar choose dusk road for signal_ridge->orchard_fen. Ivo, can we agree on the recovery branch?",True,True
289,21,9,orchard_riverbend,Ari,Ivo,choice:orchard_riverbend:21:9:Ari,ask to keep direct route,False,False,none,none,True,False
290,21,10,central_repair_ring,Juno,Pax,choice:central_repair_ring:21:10:Juno,ask to keep direct route,False,False,none,none,True,False
291,21,11,riverbend_roofward,Fay,Ari,choice:riverbend_roofward:21:11:Fay,ask to keep direct route,False,False,none,none,True,False
292,21,12,roofward_archive,Fay,Nia,choice:roofward_archive:21:12:Fay,ask to merge detour,True,True,support_detour,"Fay: I saw the avatar choose cool archive lane for roofward->archive_quarter. Nia, can we agree on the recovery branch?",True,True
293,21,13,archive_signal,Milo,Nia,choice:archive_signal:21:13:Milo,ask to keep direct route,False,False,none,none,True,False
294,22,0,signal_orchard,Milo,Ivo,choice:signal_orchard:22:0:Milo,ask to keep direct route,False,False,none,none,True,False
295,22,1,orchard_riverbend,Ari,Ivo,choice:orchard_riverbend:22:1:Ari,ask to keep direct route,True,True,support_direct,"Ari: I saw the avatar choose fen track for orchard_fen->riverbend. Ivo, can we agree on the recovery branch?",True,True
296,22,2,central_repair_ring,Juno,Pax,choice:central_repair_ring:22:2:Juno,ask to merge detour,True,True,support_detour,"Juno: I saw the avatar choose outer bell path for central_exchange->repair_hall. Pax, can we agree on the recovery branch?",True,True
297,22,3,riverbend_roofward,Fay,Ari,choice:riverbend_roofward:22:3:Fay,ask to keep direct route,False,False,none,none,True,False
298,22,4,roofward_archive,Fay,Nia,choice:roofward_archive:22:4:Fay,ask to keep direct route,True,True,support_direct,"Fay: I saw the avatar choose glass stair for roofward->archive_quarter. Nia, can we agree on the recovery branch?",True,True
299,22,5,archive_signal,Milo,Nia,choice:archive_signal:22:5:Milo,ask to keep direct route,True,True,support_direct,"Milo: I saw the avatar choose paper lane for archive_quarter->signal_ridge. Nia, can we agree on the recovery branch?",True,True
300,22,6,signal_orchard,Milo,Ivo,choice:signal_orchard:22:6:Milo,ask to keep direct route,False,False,none,none,True,False
301,22,7,orchard_riverbend,Ari,Ivo,choice:orchard_riverbend:22:7:Ari,ask to keep direct route,False,False,none,none,True,False
302,22,8,central_repair_ring,Juno,Pax,choice:central_repair_ring:22:8:Juno,ask to keep direct route,True,True,support_direct,"Juno: I saw the avatar choose inner repair yard for central_exchange->repair_hall. Pax, can we agree on the recovery branch?",True,True
303,22,9,riverbend_roofward,Fay,Ari,choice:riverbend_roofward:22:9:Fay,ask to keep direct route,False,False,none,none,True,False
304,22,10,roofward_archive,Fay,Nia,choice:roofward_archive:22:10:Fay,ask to keep direct route,False,False,none,none,True,False
305,22,11,archive_signal,Milo,Nia,choice:archive_signal:22:11:Milo,ask to keep direct route,True,True,support_direct,"Milo: I saw the avatar choose paper lane for archive_quarter->signal_ridge. Nia, can we agree on the recovery branch?",True,True
306,22,12,signal_orchard,Milo,Ivo,choice:signal_orchard:22:12:Milo,ask to merge detour,True,True,support_detour,"Milo: I saw the avatar choose river lantern loop for signal_ridge->orchard_fen. Ivo, can we agree on the recovery branch?",True,True
307,22,13,orchard_riverbend,Ari,Ivo,choice:orchard_riverbend:22:13:Ari,ask to keep direct route,False,False,none,none,True,False
308,23,0,central_repair_ring,Juno,Pax,choice:central_repair_ring:23:0:Juno,ask to keep direct route,False,False,none,none,True,False
309,23,1,riverbend_roofward,Fay,Ari,choice:riverbend_roofward:23:1:Fay,ask to keep direct route,True,True,support_direct,"Fay: I saw the avatar choose river ford for riverbend->roofward. Ari, can we agree on the recovery branch?",True,True
310,23,2,roofward_archive,Fay,Nia,choice:roofward_archive:23:2:Fay,ask to merge detour,False,False,none,none,True,False
311,23,3,archive_signal,Milo,Nia,choice:archive_signal:23:3:Milo,ask to keep direct route,False,False,none,none,True,False
312,23,4,signal_orchard,Milo,Ivo,choice:signal_orchard:23:4:Milo,ask to merge detour,True,True,support_detour,"Milo: I saw the avatar choose river lantern loop for signal_ridge->orchard_fen. Ivo, can we agree on the recovery branch?",True,True
313,23,5,orchard_riverbend,Ari,Ivo,choice:orchard_riverbend:23:5:Ari,ask to keep direct route,False,False,none,none,True,False
314,23,6,central_repair_ring,Juno,Pax,choice:central_repair_ring:23:6:Juno,ask to keep direct route,False,False,none,none,True,False
315,23,7,riverbend_roofward,Fay,Ari,choice:riverbend_roofward:23:7:Fay,ask to keep direct route,False,False,none,none,True,False
316,23,8,roofward_archive,Fay,Nia,choice:roofward_archive:23:8:Fay,ask to keep direct route,True,True,support_direct,"Fay: I saw the avatar choose glass stair for roofward->archive_quarter. Nia, can we agree on the recovery branch?",True,True
317,23,9,archive_signal,Milo,Nia,choice:archive_signal:23:9:Milo,ask to keep direct route,False,False,none,none,True,False
318,23,10,signal_orchard,Milo,Ivo,choice:signal_orchard:23:10:Milo,ask to keep direct route,False,False,none,none,True,False
319,23,11,orchard_riverbend,Ari,Ivo,choice:orchard_riverbend:23:11:Ari,ask to keep direct route,False,False,none,none,True,False
320,23,12,central_repair_ring,Juno,Pax,choice:central_repair_ring:23:12:Juno,ask to merge detour,True,True,support_detour,"Juno: I saw the avatar choose outer bell path for central_exchange->repair_hall. Pax, can we agree on the recovery branch?",True,True
321,23,13,riverbend_roofward,Fay,Ari,choice:riverbend_roofward:23:13:Fay,ask to keep direct route,False,False,none,none,True,False
322,24,0,archive_signal,Nia,Milo,choice:archive_signal:24:0:Nia,ask to keep direct route,False,False,none,none,True,False
323,24,1,signal_orchard,Ivo,Milo,choice:signal_orchard:24:1:Ivo,ask to merge detour,True,True,support_detour,"Ivo: I saw the avatar choose river lantern loop for signal_ridge->orchard_fen. Milo, can we agree on the recovery branch?",True,True
324,24,2,orchard_riverbend,Ivo,Ari,choice:orchard_riverbend:24:2:Ivo,ask to keep direct route,False,False,none,none,True,False
325,24,3,central_repair_ring,Pax,Juno,choice:central_repair_ring:24:3:Pax,ask to keep direct route,False,False,none,none,True,False
326,24,4,riverbend_roofward,Ari,Fay,choice:riverbend_roofward:24:4:Ari,ask to keep direct route,True,True,support_direct,"Ari: I saw the avatar choose river ford for riverbend->roofward. Fay, can we agree on the recovery branch?",True,True
327,24,5,roofward_archive,Nia,Fay,choice:roofward_archive:24:5:Nia,ask to keep direct route,False,False,none,none,True,False
328,24,6,archive_signal,Nia,Milo,choice:archive_signal:24:6:Nia,ask to keep direct route,False,False,none,none,True,False
329,24,7,signal_orchard,Ivo,Milo,choice:signal_orchard:24:7:Ivo,ask to merge detour,False,False,none,none,True,False
330,24,8,orchard_riverbend,Ivo,Ari,choice:orchard_riverbend:24:8:Ivo,ask to merge detour,True,True,support_detour,"Ivo: I saw the avatar choose market plank route for orchard_fen->riverbend. Ari, can we agree on the recovery branch?",True,True
331,24,9,central_repair_ring,Pax,Juno,choice:central_repair_ring:24:9:Pax,ask to keep direct route,False,False,none,none,True,False
332,24,10,riverbend_roofward,Ari,Fay,choice:riverbend_roofward:24:10:Ari,ask to keep direct route,False,False,none,none,True,False
333,24,11,roofward_archive,Nia,Fay,choice:roofward_archive:24:11:Nia,ask to keep direct route,False,False,none,none,True,False
334,24,12,archive_signal,Nia,Milo,choice:archive_signal:24:12:Nia,ask to merge detour,True,True,support_detour,"Nia: I saw the avatar choose stone kiosk path for archive_quarter->signal_ridge. Milo, can we agree on the recovery branch?",True,True
335,24,13,signal_orchard,Ivo,Milo,choice:signal_orchard:24:13:Ivo,ask to merge detour,False,False,none,none,True,False
336,25,0,orchard_riverbend,Ivo,Ari,choice:orchard_riverbend:25:0:Ivo,ask to keep direct route,True,True,support_direct,"Ivo: I saw the avatar choose fen track for orchard_fen->riverbend. Ari, can we agree on the recovery branch?",True,True
337,25,1,central_repair_ring,Pax,Juno,choice:central_repair_ring:25:1:Pax,ask to keep direct route,True,True,support_direct,"Pax: I saw the avatar choose inner repair yard for central_exchange->repair_hall. Juno, can we agree on the recovery branch?",True,True
338,25,2,riverbend_roofward,Ari,Fay,choice:riverbend_roofward:25:2:Ari,ask to merge detour,False,False,none,none,True,False
339,25,3,roofward_archive,Nia,Fay,choice:roofward_archive:25:3:Nia,ask to keep direct route,True,True,support_direct,"Nia: I saw the avatar choose glass stair for roofward->archive_quarter. Fay, can we agree on the recovery branch?",True,True
340,25,4,archive_signal,Nia,Milo,choice:archive_signal:25:4:Nia,ask to keep direct route,True,True,support_direct,"Nia: I saw the avatar choose paper lane for archive_quarter->signal_ridge. Milo, can we agree on the recovery branch?",True,True
