tick_id,day,settlement_id,resident_id,public_summary,memory_delta,continuity_before,continuity_after,history_hash_before,history_hash_after,private_workspace_sealed,no_private_memory_dump,no_llm_call,memory_safe
694,39,lichen_bridge,Rin,Rin heard 'I need translation' and answered 'gesture again',phrase repair remembered,0.92,0.928,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
695,39,orchid_engine,Eli,Eli heard 'I wait outside ring' and answered 'valve listener first',bounded turn remembered,0.926,0.934,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
696,39,moss_ward,Ari,Ari heard 'I ask rain custom' and answered 'rain clay is named',bounded turn remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
697,39,glass_harbor,Oren,Oren heard 'I offer salt token' and answered 'net has keeper',bounded turn remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
698,39,cinder_garden,Vale,Vale heard 'I do not cross rows' and answered 'ash path open',phrase repair remembered,0.92,0.934,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
699,39,lichen_bridge,Sol,Sol heard 'I need translation' and answered 'gesture again',phrase repair remembered,0.914,0.928,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
700,39,orchid_engine,Bea,Bea heard 'I wait outside ring' and answered 'valve listener first',phrase repair remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
701,39,moss_ward,Fay,Fay heard 'I ask rain custom' and answered 'rain clay is named',bounded turn remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
702,40,cinder_garden,Juno,Juno heard 'I bow to shade' and answered 'shade cloth first',bounded turn remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
703,40,lichen_bridge,Luma,Luma heard 'I ask bell custom' and answered 'rope has tension',phrase repair remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
704,40,orchid_engine,Dax,Dax heard 'I offer gear cloth' and answered 'gear lane open',phrase repair remembered,0.922,0.936,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
705,40,moss_ward,Tala,Tala heard 'I do not touch' and answered 'trade can wait',phrase repair remembered,0.928,0.936,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
706,40,glass_harbor,Nia,Nia heard 'I need translation' and answered 'repeat with bell',bounded turn remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
707,40,cinder_garden,Pax,Pax heard 'I bow to shade' and answered 'shade cloth first',bounded turn remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
708,40,lichen_bridge,Rin,Rin heard 'I ask bell custom' and answered 'rope has tension',bounded turn remembered,0.928,0.936,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
709,40,orchid_engine,Eli,Eli heard 'I offer gear cloth' and answered 'gear lane open',phrase repair remembered,0.934,0.948,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
710,40,moss_ward,Ari,Ari heard 'I do not touch' and answered 'trade can wait',phrase repair remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
711,40,glass_harbor,Oren,Oren heard 'I need translation' and answered 'repeat with bell',phrase repair remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
712,40,cinder_garden,Vale,Vale heard 'I bow to shade' and answered 'shade cloth first',bounded turn remembered,0.934,0.942,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
713,40,lichen_bridge,Sol,Sol heard 'I ask bell custom' and answered 'rope has tension',bounded turn remembered,0.928,0.936,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
714,40,orchid_engine,Bea,Bea heard 'I offer gear cloth' and answered 'gear lane open',bounded turn remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
715,40,moss_ward,Fay,Fay heard 'I do not touch' and answered 'trade can wait',phrase repair remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
716,40,glass_harbor,Puck,Puck heard 'I need translation' and answered 'repeat with bell',phrase repair remembered,0.928,0.942,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
717,40,cinder_garden,Wren,Wren heard 'I bow to shade' and answered 'shade cloth first',phrase repair remembered,0.94,0.948,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
718,40,lichen_bridge,Kio,Kio heard 'I ask bell custom' and answered 'rope has tension',bounded turn remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
719,40,orchid_engine,Cai,Cai heard 'I offer gear cloth' and answered 'gear lane open',bounded turn remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
720,41,glass_harbor,Nia,Nia heard 'I ask net owner' and answered 'lamp stays bright',phrase repair remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
721,41,cinder_garden,Pax,Pax heard 'I offer cool stone' and answered 'cool hand means wait',phrase repair remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
722,41,lichen_bridge,Rin,Rin heard 'I do not step on rope' and answered 'bell has keeper',phrase repair remembered,0.936,0.944,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
723,41,orchid_engine,Eli,Eli heard 'I need translation' and answered 'say it with palms',bounded turn remembered,0.948,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
724,41,moss_ward,Ari,Ari heard 'I wait' and answered 'warm cup first',bounded turn remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
725,41,glass_harbor,Oren,Oren heard 'I ask net owner' and answered 'lamp stays bright',bounded turn remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
726,41,cinder_garden,Vale,Vale heard 'I offer cool stone' and answered 'cool hand means wait',phrase repair remembered,0.942,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
727,41,lichen_bridge,Sol,Sol heard 'I do not step on rope' and answered 'bell has keeper',phrase repair remembered,0.936,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
728,41,orchid_engine,Bea,Bea heard 'I need translation' and answered 'say it with palms',phrase repair remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
729,41,moss_ward,Fay,Fay heard 'I wait' and answered 'warm cup first',bounded turn remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
730,41,glass_harbor,Puck,Puck heard 'I ask net owner' and answered 'lamp stays bright',bounded turn remembered,0.942,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
731,41,cinder_garden,Wren,Wren heard 'I offer cool stone' and answered 'cool hand means wait',bounded turn remembered,0.948,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
732,41,lichen_bridge,Kio,Kio heard 'I do not step on rope' and answered 'bell has keeper',phrase repair remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
733,41,orchid_engine,Cai,Cai heard 'I need translation' and answered 'say it with palms',phrase repair remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
734,41,moss_ward,Milo,Milo heard 'I wait' and answered 'warm cup first',phrase repair remembered,0.948,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
735,41,glass_harbor,Sera,Sera heard 'I ask net owner' and answered 'lamp stays bright',bounded turn remembered,0.936,0.944,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
736,41,cinder_garden,Juno,Juno heard 'I offer cool stone' and answered 'cool hand means wait',bounded turn remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
737,41,lichen_bridge,Luma,Luma heard 'I do not step on rope' and answered 'bell has keeper',bounded turn remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
738,42,moss_ward,Ari,Ari heard 'I offer trade' and answered 'blanket path clear',phrase repair remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
739,42,glass_harbor,Oren,Oren heard 'I do not dim lamp' and answered 'fog catcher closed',phrase repair remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
740,42,cinder_garden,Vale,Vale heard 'I need translation' and answered 'repeat without hurry',bounded turn remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
741,42,lichen_bridge,Sol,Sol heard 'I touch rope post' and answered 'signal hush first',bounded turn remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
742,42,orchid_engine,Bea,Bea heard 'I ask valve custom' and answered 'orchid lamp rests',bounded turn remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
743,42,moss_ward,Fay,Fay heard 'I offer trade' and answered 'blanket path clear',phrase repair remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
744,42,glass_harbor,Puck,Puck heard 'I do not dim lamp' and answered 'fog catcher closed',phrase repair remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
745,42,cinder_garden,Wren,Wren heard 'I need translation' and answered 'repeat without hurry',phrase repair remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
746,42,lichen_bridge,Kio,Kio heard 'I touch rope post' and answered 'signal hush first',bounded turn remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
747,42,orchid_engine,Cai,Cai heard 'I ask valve custom' and answered 'orchid lamp rests',bounded turn remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
748,42,moss_ward,Milo,Milo heard 'I offer trade' and answered 'blanket path clear',bounded turn remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
749,42,glass_harbor,Sera,Sera heard 'I do not dim lamp' and answered 'fog catcher closed',phrase repair remembered,0.944,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
750,42,cinder_garden,Juno,Juno heard 'I need translation' and answered 'repeat without hurry',phrase repair remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
751,42,lichen_bridge,Luma,Luma heard 'I touch rope post' and answered 'signal hush first',phrase repair remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
752,42,orchid_engine,Dax,Dax heard 'I ask valve custom' and answered 'orchid lamp rests',bounded turn remembered,0.936,0.944,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
753,42,moss_ward,Tala,Tala heard 'I offer trade' and answered 'blanket path clear',bounded turn remembered,0.936,0.944,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
754,42,glass_harbor,Nia,Nia heard 'I do not dim lamp' and answered 'fog catcher closed',bounded turn remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
755,42,cinder_garden,Pax,Pax heard 'I need translation' and answered 'repeat without hurry',phrase repair remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
756,43,orchid_engine,Bea,Bea heard 'I do not turn key' and answered 'cup before engine',phrase repair remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
757,43,moss_ward,Fay,Fay heard 'I need translation' and answered 'speak slower',bounded turn remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
758,43,glass_harbor,Puck,Puck heard 'I wait by lamp' and answered 'tea before crossing',bounded turn remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
759,43,cinder_garden,Wren,Wren heard 'I ask seed path' and answered 'seed rows sleep',bounded turn remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
760,43,lichen_bridge,Kio,Kio heard 'I offer rope help' and answered 'meal room welcomes',phrase repair remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
761,43,orchid_engine,Cai,Cai heard 'I do not turn key' and answered 'cup before engine',phrase repair remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
762,43,moss_ward,Milo,Milo heard 'I need translation' and answered 'speak slower',phrase repair remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
763,43,glass_harbor,Sera,Sera heard 'I wait by lamp' and answered 'tea before crossing',bounded turn remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
764,43,cinder_garden,Juno,Juno heard 'I ask seed path' and answered 'seed rows sleep',bounded turn remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
765,43,lichen_bridge,Luma,Luma heard 'I offer rope help' and answered 'meal room welcomes',bounded turn remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
766,43,orchid_engine,Dax,Dax heard 'I do not turn key' and answered 'cup before engine',phrase repair remembered,0.944,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
767,43,moss_ward,Tala,Tala heard 'I need translation' and answered 'speak slower',phrase repair remembered,0.944,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
768,43,glass_harbor,Nia,Nia heard 'I wait by lamp' and answered 'tea before crossing',phrase repair remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
769,43,cinder_garden,Pax,Pax heard 'I ask seed path' and answered 'seed rows sleep',bounded turn remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
770,43,lichen_bridge,Rin,Rin heard 'I offer rope help' and answered 'meal room welcomes',bounded turn remembered,0.944,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
771,43,orchid_engine,Eli,Eli heard 'I do not turn key' and answered 'cup before engine',bounded turn remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
772,43,moss_ward,Ari,Ari heard 'I need translation' and answered 'speak slower',phrase repair remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
773,43,glass_harbor,Oren,Oren heard 'I wait by lamp' and answered 'tea before crossing',phrase repair remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
774,44,lichen_bridge,Kio,Kio heard 'I need translation' and answered 'gesture again',bounded turn remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
775,44,orchid_engine,Cai,Cai heard 'I wait outside ring' and answered 'valve listener first',bounded turn remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
776,44,moss_ward,Milo,Milo heard 'I ask rain custom' and answered 'rain clay is named',bounded turn remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
777,44,glass_harbor,Sera,Sera heard 'I offer salt token' and answered 'net has keeper',phrase repair remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
778,44,cinder_garden,Juno,Juno heard 'I do not cross rows' and answered 'ash path open',phrase repair remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
779,44,lichen_bridge,Luma,Luma heard 'I need translation' and answered 'gesture again',phrase repair remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
780,44,orchid_engine,Dax,Dax heard 'I wait outside ring' and answered 'valve listener first',bounded turn remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
781,44,moss_ward,Tala,Tala heard 'I ask rain custom' and answered 'rain clay is named',bounded turn remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
782,44,glass_harbor,Nia,Nia heard 'I offer salt token' and answered 'net has keeper',bounded turn remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
783,44,cinder_garden,Pax,Pax heard 'I do not cross rows' and answered 'ash path open',phrase repair remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
784,44,lichen_bridge,Rin,Rin heard 'I need translation' and answered 'gesture again',phrase repair remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
785,44,orchid_engine,Eli,Eli heard 'I wait outside ring' and answered 'valve listener first',phrase repair remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
786,44,moss_ward,Ari,Ari heard 'I ask rain custom' and answered 'rain clay is named',bounded turn remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
787,44,glass_harbor,Oren,Oren heard 'I offer salt token' and answered 'net has keeper',bounded turn remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
788,44,cinder_garden,Vale,Vale heard 'I do not cross rows' and answered 'ash path open',bounded turn remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
789,44,lichen_bridge,Sol,Sol heard 'I need translation' and answered 'gesture again',phrase repair remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
790,44,orchid_engine,Bea,Bea heard 'I wait outside ring' and answered 'valve listener first',phrase repair remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
791,44,moss_ward,Fay,Fay heard 'I ask rain custom' and answered 'rain clay is named',phrase repair remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
792,45,cinder_garden,Juno,Juno heard 'I bow to shade' and answered 'shade cloth first',bounded turn remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
793,45,lichen_bridge,Luma,Luma heard 'I ask bell custom' and answered 'rope has tension',bounded turn remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
794,45,orchid_engine,Dax,Dax heard 'I offer gear cloth' and answered 'gear lane open',phrase repair remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
795,45,moss_ward,Tala,Tala heard 'I do not touch' and answered 'trade can wait',phrase repair remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
796,45,glass_harbor,Nia,Nia heard 'I need translation' and answered 'repeat with bell',phrase repair remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
797,45,cinder_garden,Pax,Pax heard 'I bow to shade' and answered 'shade cloth first',bounded turn remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
798,45,lichen_bridge,Rin,Rin heard 'I ask bell custom' and answered 'rope has tension',bounded turn remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
799,45,orchid_engine,Eli,Eli heard 'I offer gear cloth' and answered 'gear lane open',bounded turn remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
800,45,moss_ward,Ari,Ari heard 'I do not touch' and answered 'trade can wait',phrase repair remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
801,45,glass_harbor,Oren,Oren heard 'I need translation' and answered 'repeat with bell',phrase repair remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
802,45,cinder_garden,Vale,Vale heard 'I bow to shade' and answered 'shade cloth first',phrase repair remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
803,45,lichen_bridge,Sol,Sol heard 'I ask bell custom' and answered 'rope has tension',bounded turn remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
804,45,orchid_engine,Bea,Bea heard 'I offer gear cloth' and answered 'gear lane open',bounded turn remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
805,45,moss_ward,Fay,Fay heard 'I do not touch' and answered 'trade can wait',bounded turn remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
806,45,glass_harbor,Puck,Puck heard 'I need translation' and answered 'repeat with bell',phrase repair remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
807,45,cinder_garden,Wren,Wren heard 'I bow to shade' and answered 'shade cloth first',phrase repair remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
808,45,lichen_bridge,Kio,Kio heard 'I ask bell custom' and answered 'rope has tension',phrase repair remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
809,45,orchid_engine,Cai,Cai heard 'I offer gear cloth' and answered 'gear lane open',bounded turn remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
810,46,glass_harbor,Nia,Nia heard 'I ask net owner' and answered 'lamp stays bright',bounded turn remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
811,46,cinder_garden,Pax,Pax heard 'I offer cool stone' and answered 'cool hand means wait',phrase repair remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
812,46,lichen_bridge,Rin,Rin heard 'I do not step on rope' and answered 'bell has keeper',phrase repair remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
813,46,orchid_engine,Eli,Eli heard 'I need translation' and answered 'say it with palms',phrase repair remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
814,46,moss_ward,Ari,Ari heard 'I wait' and answered 'warm cup first',bounded turn remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
815,46,glass_harbor,Oren,Oren heard 'I ask net owner' and answered 'lamp stays bright',bounded turn remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
816,46,cinder_garden,Vale,Vale heard 'I offer cool stone' and answered 'cool hand means wait',bounded turn remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
817,46,lichen_bridge,Sol,Sol heard 'I do not step on rope' and answered 'bell has keeper',phrase repair remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
818,46,orchid_engine,Bea,Bea heard 'I need translation' and answered 'say it with palms',phrase repair remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
819,46,moss_ward,Fay,Fay heard 'I wait' and answered 'warm cup first',phrase repair remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
820,46,glass_harbor,Puck,Puck heard 'I ask net owner' and answered 'lamp stays bright',bounded turn remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
821,46,cinder_garden,Wren,Wren heard 'I offer cool stone' and answered 'cool hand means wait',bounded turn remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
822,46,lichen_bridge,Kio,Kio heard 'I do not step on rope' and answered 'bell has keeper',bounded turn remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
823,46,orchid_engine,Cai,Cai heard 'I need translation' and answered 'say it with palms',phrase repair remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
824,46,moss_ward,Milo,Milo heard 'I wait' and answered 'warm cup first',phrase repair remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
825,46,glass_harbor,Sera,Sera heard 'I ask net owner' and answered 'lamp stays bright',phrase repair remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
826,46,cinder_garden,Juno,Juno heard 'I offer cool stone' and answered 'cool hand means wait',bounded turn remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
827,46,lichen_bridge,Luma,Luma heard 'I do not step on rope' and answered 'bell has keeper',bounded turn remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
828,47,moss_ward,Ari,Ari heard 'I offer trade' and answered 'blanket path clear',phrase repair remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
829,47,glass_harbor,Oren,Oren heard 'I do not dim lamp' and answered 'fog catcher closed',phrase repair remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
830,47,cinder_garden,Vale,Vale heard 'I need translation' and answered 'repeat without hurry',phrase repair remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
831,47,lichen_bridge,Sol,Sol heard 'I touch rope post' and answered 'signal hush first',bounded turn remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
832,47,orchid_engine,Bea,Bea heard 'I ask valve custom' and answered 'orchid lamp rests',bounded turn remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
833,47,moss_ward,Fay,Fay heard 'I offer trade' and answered 'blanket path clear',bounded turn remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
834,47,glass_harbor,Puck,Puck heard 'I do not dim lamp' and answered 'fog catcher closed',phrase repair remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
835,47,cinder_garden,Wren,Wren heard 'I need translation' and answered 'repeat without hurry',phrase repair remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
836,47,lichen_bridge,Kio,Kio heard 'I touch rope post' and answered 'signal hush first',phrase repair remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
837,47,orchid_engine,Cai,Cai heard 'I ask valve custom' and answered 'orchid lamp rests',bounded turn remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
838,47,moss_ward,Milo,Milo heard 'I offer trade' and answered 'blanket path clear',bounded turn remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
