tick_id,day,settlement_id,resident_id,object_id,avatar_choice,remembered_debt,remembered_default,prompt,resident_reply,debt_before,debt_after,trust_before,trust_after,choice_visible,choice_affects_state,private_memory_not_dumped
1032,58,orchard,Suf,seed satchel,absent,0.76,defaulted,ask debt status,Suf: The seed satchel debt is remembered by role and witness.,0.76,0.759,0.252,0.252,True,True,True
1034,58,riverbend,Lio,binding cord,choose_ignore,0.746,not due,ignore remembered debt,Lio: Ignoring the binding cord debt keeps it on the board.,0.746,0.752,0.151,0.148,True,True,True
1035,58,roofward,Orr,shade cloth,absent,0.74,not due,ask debt status,Orr: The shade cloth debt is remembered by role and witness.,0.74,0.739,0.146,0.146,True,True,True
1037,58,signal,Milo,oil lantern,offer_return_help,0.76,defaulted,offer return help,"Milo: Help with returning oil lantern, not with erasing the debt.",0.76,0.746,0.263,0.269,True,True,True
1038,58,orchard,Mara,dry cord,choose_repay,0.76,defaulted,repay remembered object debt,Mara: Repayment lowers the dry cord debt.,0.76,0.74,0.168,0.176,True,True,True
1039,58,repair_ring,Vale,cool cloth,choose_ignore,0.76,defaulted,ignore remembered debt,Vale: Ignoring the cool cloth debt keeps it on the board.,0.76,0.76,0.12,0.12,True,False,True
1040,58,riverbend,Nox,cedar plank,offer_return_help,0.76,defaulted,offer return help,"Nox: Help with returning cedar plank, not with erasing the debt.",0.76,0.746,0.209,0.215,True,True,True
1041,58,roofward,Fay,herb ledger,choose_repay,0.732,not due,repay remembered object debt,Fay: Repayment lowers the herb ledger debt.,0.732,0.712,0.3,0.308,True,True,True
1042,58,archive,Toma,memory tag,choose_ignore,0.76,defaulted,ignore remembered debt,Toma: Ignoring the memory tag debt keeps it on the board.,0.76,0.76,0.173,0.17,True,True,True
1044,59,repair_ring,Pax,cool cloth,choose_repay,0.76,defaulted,repay remembered object debt,Pax: Repayment lowers the cool cloth debt.,0.76,0.74,0.159,0.167,True,True,True
1046,59,roofward,Bex,herb ledger,offer_return_help,0.758,not due,offer return help,"Bex: Help with returning herb ledger, not with erasing the debt.",0.758,0.744,0.24,0.246,True,True,True
1047,59,archive,Nia,memory tag,choose_repay,0.76,defaulted,repay remembered object debt,Nia: Repayment lowers the memory tag debt.,0.76,0.74,0.279,0.287,True,True,True
1048,59,signal,Ren,wind wrap,choose_ignore,0.76,defaulted,ignore remembered debt,Ren: Ignoring the wind wrap debt keeps it on the board.,0.76,0.76,0.179,0.176,True,True,True
1050,59,repair_ring,Wren,copper wire,listen_later,0.76,defaulted,ask debt status,Wren: The copper wire debt is remembered by role and witness.,0.76,0.759,0.212,0.212,True,True,True
1051,59,riverbend,Ari,binding cord,choose_ignore,0.746,not due,ignore remembered debt,Ari: Ignoring the binding cord debt keeps it on the board.,0.746,0.752,0.251,0.248,True,True,True
1053,59,archive,Vell,signal spool,listen_later,0.76,defaulted,ask debt status,Vell: The signal spool debt is remembered by role and witness.,0.76,0.759,0.128,0.128,True,True,True
1054,59,signal,Oda,oil lantern,offer_return_help,0.76,defaulted,offer return help,"Oda: Help with returning oil lantern, not with erasing the debt.",0.76,0.746,0.248,0.254,True,True,True
1055,59,orchard,Ivo,dry cord,choose_repay,0.76,defaulted,repay remembered object debt,Ivo: Repayment lowers the dry cord debt.,0.76,0.74,0.258,0.266,True,True,True
1056,59,repair_ring,Pax,cool cloth,choose_ignore,0.74,not due,ignore remembered debt,Pax: Ignoring the cool cloth debt keeps it on the board.,0.74,0.746,0.167,0.164,True,True,True
1057,59,riverbend,Cee,cedar plank,offer_return_help,0.76,not due,offer return help,"Cee: Help with returning cedar plank, not with erasing the debt.",0.76,0.746,0.158,0.164,True,True,True
1058,59,roofward,Bex,herb ledger,choose_repay,0.756,not due,repay remembered object debt,Bex: Repayment lowers the herb ledger debt.,0.756,0.736,0.24,0.248,True,True,True
1059,59,archive,Nia,memory tag,choose_ignore,0.76,defaulted,ignore remembered debt,Nia: Ignoring the memory tag debt keeps it on the board.,0.76,0.76,0.263,0.26,True,True,True
1062,60,riverbend,Lio,cedar plank,listen_later,0.752,not due,ask debt status,Lio: The cedar plank debt is remembered by role and witness.,0.752,0.751,0.148,0.148,True,True,True
1063,60,roofward,Orr,herb ledger,offer_return_help,0.751,defaulted,offer return help,"Orr: Help with returning herb ledger, not with erasing the debt.",0.751,0.737,0.15,0.156,True,True,True
1064,60,archive,Rin,memory tag,choose_repay,0.76,defaulted,repay remembered object debt,Rin: Repayment lowers the memory tag debt.,0.76,0.74,0.225,0.233,True,True,True
1065,60,signal,Milo,wind wrap,choose_ignore,0.76,defaulted,ignore remembered debt,Milo: Ignoring the wind wrap debt keeps it on the board.,0.76,0.76,0.245,0.242,True,True,True
1068,60,riverbend,Nox,binding cord,choose_ignore,0.746,not due,ignore remembered debt,Nox: Ignoring the binding cord debt keeps it on the board.,0.746,0.752,0.215,0.212,True,True,True
1071,60,signal,Kesh,oil lantern,offer_return_help,0.76,defaulted,offer return help,"Kesh: Help with returning oil lantern, not with erasing the debt.",0.76,0.746,0.13,0.136,True,True,True
1072,60,orchard,Suf,dry cord,choose_repay,0.76,defaulted,repay remembered object debt,Suf: Repayment lowers the dry cord debt.,0.76,0.74,0.228,0.236,True,True,True
1073,60,repair_ring,Juno,cool cloth,choose_ignore,0.76,not due,ignore remembered debt,Juno: Ignoring the cool cloth debt keeps it on the board.,0.76,0.76,0.245,0.242,True,True,True
1074,60,riverbend,Lio,cedar plank,offer_return_help,0.751,not due,offer return help,"Lio: Help with returning cedar plank, not with erasing the debt.",0.751,0.737,0.158,0.164,True,True,True
1075,60,roofward,Orr,herb ledger,choose_repay,0.749,defaulted,repay remembered object debt,Orr: Repayment lowers the herb ledger debt.,0.749,0.729,0.15,0.158,True,True,True
1076,60,archive,Rin,memory tag,choose_ignore,0.76,defaulted,ignore remembered debt,Rin: Ignoring the memory tag debt keeps it on the board.,0.76,0.76,0.209,0.206,True,True,True
1077,60,signal,Milo,wind wrap,absent,0.76,defaulted,ask debt status,Milo: The wind wrap debt is remembered by role and witness.,0.76,0.759,0.218,0.218,True,True,True
1079,60,repair_ring,Vale,copper wire,offer_return_help,0.76,not due,offer return help,"Vale: Help with returning copper wire, not with erasing the debt.",0.76,0.746,0.13,0.136,True,True,True
1080,61,roofward,Sera,herb ledger,offer_return_help,0.76,defaulted,offer return help,"Sera: Help with returning herb ledger, not with erasing the debt.",0.76,0.746,0.174,0.18,True,True,True
1081,61,archive,Vell,memory tag,choose_repay,0.76,defaulted,repay remembered object debt,Vell: Repayment lowers the memory tag debt.,0.76,0.74,0.12,0.128,True,True,True
1082,61,signal,Oda,wind wrap,choose_ignore,0.76,defaulted,ignore remembered debt,Oda: Ignoring the wind wrap debt keeps it on the board.,0.76,0.76,0.23,0.227,True,True,True
1083,61,orchard,Ivo,seed satchel,absent,0.74,not due,ask debt status,Ivo: The seed satchel debt is remembered by role and witness.,0.74,0.739,0.266,0.266,True,True,True
1085,61,riverbend,Cee,binding cord,choose_ignore,0.758,not due,ignore remembered debt,Cee: Ignoring the binding cord debt keeps it on the board.,0.758,0.76,0.158,0.155,True,True,True
1086,61,roofward,Bex,shade cloth,absent,0.76,defaulted,ask debt status,Bex: The shade cloth debt is remembered by role and witness.,0.76,0.759,0.236,0.236,True,True,True
1088,61,signal,Ren,oil lantern,offer_return_help,0.76,defaulted,offer return help,"Ren: Help with returning oil lantern, not with erasing the debt.",0.76,0.746,0.138,0.144,True,True,True
1089,61,orchard,Pim,dry cord,choose_repay,0.76,defaulted,repay remembered object debt,Pim: Repayment lowers the dry cord debt.,0.76,0.74,0.134,0.142,True,True,True
1090,61,repair_ring,Wren,cool cloth,choose_ignore,0.76,defaulted,ignore remembered debt,Wren: Ignoring the cool cloth debt keeps it on the board.,0.76,0.76,0.206,0.203,True,True,True
1091,61,riverbend,Ari,cedar plank,offer_return_help,0.76,not due,offer return help,"Ari: Help with returning cedar plank, not with erasing the debt.",0.76,0.746,0.252,0.258,True,True,True
1092,61,roofward,Sera,herb ledger,choose_repay,0.76,defaulted,repay remembered object debt,Sera: Repayment lowers the herb ledger debt.,0.76,0.74,0.168,0.176,True,True,True
1093,61,archive,Vell,memory tag,choose_ignore,0.76,defaulted,ignore remembered debt,Vell: Ignoring the memory tag debt keeps it on the board.,0.76,0.76,0.12,0.12,True,False,True
1095,61,orchard,Ivo,seed satchel,listen_later,0.739,not due,ask debt status,Ivo: The seed satchel debt is remembered by role and witness.,0.739,0.738,0.266,0.266,True,True,True
1096,61,repair_ring,Pax,copper wire,offer_return_help,0.746,not due,offer return help,"Pax: Help with returning copper wire, not with erasing the debt.",0.746,0.732,0.174,0.18,True,True,True
1098,62,archive,Toma,memory tag,choose_repay,0.76,defaulted,repay remembered object debt,Toma: Repayment lowers the memory tag debt.,0.76,0.74,0.128,0.136,True,True,True
1099,62,signal,Kesh,wind wrap,choose_ignore,0.76,defaulted,ignore remembered debt,Kesh: Ignoring the wind wrap debt keeps it on the board.,0.76,0.76,0.12,0.12,True,False,True
1101,62,repair_ring,Juno,copper wire,listen_later,0.76,not due,ask debt status,Juno: The copper wire debt is remembered by role and witness.,0.76,0.759,0.242,0.242,True,True,True
1102,62,riverbend,Lio,binding cord,choose_ignore,0.749,defaulted,ignore remembered debt,Lio: Ignoring the binding cord debt keeps it on the board.,0.749,0.755,0.158,0.155,True,True,True
1104,62,archive,Rin,signal spool,listen_later,0.76,defaulted,ask debt status,Rin: The signal spool debt is remembered by role and witness.,0.76,0.759,0.182,0.182,True,True,True
1105,62,signal,Milo,oil lantern,offer_return_help,0.76,defaulted,offer return help,"Milo: Help with returning oil lantern, not with erasing the debt.",0.76,0.746,0.204,0.21,True,True,True
1106,62,orchard,Mara,dry cord,choose_repay,0.76,defaulted,repay remembered object debt,Mara: Repayment lowers the dry cord debt.,0.76,0.74,0.128,0.136,True,True,True
1107,62,repair_ring,Vale,cool cloth,choose_ignore,0.76,defaulted,ignore remembered debt,Vale: Ignoring the cool cloth debt keeps it on the board.,0.76,0.76,0.124,0.121,True,True,True
1108,62,riverbend,Nox,cedar plank,offer_return_help,0.76,defaulted,offer return help,"Nox: Help with returning cedar plank, not with erasing the debt.",0.76,0.746,0.216,0.222,True,True,True
1109,62,roofward,Fay,herb ledger,choose_repay,0.76,defaulted,repay remembered object debt,Fay: Repayment lowers the herb ledger debt.,0.76,0.74,0.284,0.292,True,True,True
1110,62,archive,Toma,memory tag,choose_ignore,0.76,defaulted,ignore remembered debt,Toma: Ignoring the memory tag debt keeps it on the board.,0.76,0.76,0.12,0.12,True,False,True
1113,62,repair_ring,Juno,copper wire,offer_return_help,0.759,not due,offer return help,"Juno: Help with returning copper wire, not with erasing the debt.",0.759,0.745,0.252,0.258,True,True,True
1116,63,signal,Ren,wind wrap,choose_ignore,0.746,not due,ignore remembered debt,Ren: Ignoring the wind wrap debt keeps it on the board.,0.746,0.752,0.144,0.141,True,True,True
1119,63,riverbend,Ari,binding cord,choose_ignore,0.76,defaulted,ignore remembered debt,Ari: Ignoring the binding cord debt keeps it on the board.,0.76,0.76,0.246,0.243,True,True,True
1122,63,signal,Oda,oil lantern,offer_return_help,0.76,not due,offer return help,"Oda: Help with returning oil lantern, not with erasing the debt.",0.76,0.746,0.213,0.219,True,True,True
1123,63,orchard,Ivo,dry cord,choose_repay,0.76,defaulted,repay remembered object debt,Ivo: Repayment lowers the dry cord debt.,0.76,0.74,0.242,0.25,True,True,True
1124,63,repair_ring,Pax,cool cloth,choose_ignore,0.76,defaulted,ignore remembered debt,Pax: Ignoring the cool cloth debt keeps it on the board.,0.76,0.76,0.162,0.159,True,True,True
1125,63,riverbend,Cee,cedar plank,offer_return_help,0.76,defaulted,offer return help,"Cee: Help with returning cedar plank, not with erasing the debt.",0.76,0.746,0.147,0.153,True,True,True
1126,63,roofward,Bex,herb ledger,choose_repay,0.76,defaulted,repay remembered object debt,Bex: Repayment lowers the herb ledger debt.,0.76,0.74,0.212,0.22,True,True,True
1127,63,archive,Nia,memory tag,choose_ignore,0.76,defaulted,ignore remembered debt,Nia: Ignoring the memory tag debt keeps it on the board.,0.76,0.76,0.212,0.209,True,True,True
1128,63,signal,Ren,wind wrap,absent,0.752,not due,ask debt status,Ren: The wind wrap debt is remembered by role and witness.,0.752,0.751,0.141,0.141,True,True,True
1130,63,repair_ring,Wren,copper wire,offer_return_help,0.76,not due,offer return help,"Wren: Help with returning copper wire, not with erasing the debt.",0.76,0.746,0.201,0.207,True,True,True
1131,63,riverbend,Ari,binding cord,absent,0.76,defaulted,ask debt status,Ari: The binding cord debt is remembered by role and witness.,0.76,0.759,0.231,0.231,True,True,True
1133,63,archive,Vell,signal spool,offer_return_help,0.76,defaulted,offer return help,"Vell: Help with returning signal spool, not with erasing the debt.",0.76,0.746,0.13,0.136,True,True,True
1134,64,orchard,Mara,seed satchel,absent,0.76,defaulted,ask debt status,Mara: The seed satchel debt is remembered by role and witness.,0.76,0.759,0.124,0.124,True,True,True
1136,64,riverbend,Nox,binding cord,choose_ignore,0.76,defaulted,ignore remembered debt,Nox: Ignoring the binding cord debt keeps it on the board.,0.76,0.76,0.204,0.201,True,True,True
1137,64,roofward,Fay,shade cloth,absent,0.76,defaulted,ask debt status,Fay: The shade cloth debt is remembered by role and witness.,0.76,0.759,0.268,0.268,True,True,True
1139,64,signal,Kesh,oil lantern,offer_return_help,0.76,not due,offer return help,"Kesh: Help with returning oil lantern, not with erasing the debt.",0.76,0.746,0.13,0.136,True,True,True
1140,64,orchard,Suf,dry cord,choose_repay,0.76,defaulted,repay remembered object debt,Suf: Repayment lowers the dry cord debt.,0.76,0.74,0.2,0.208,True,True,True
1141,64,repair_ring,Juno,cool cloth,choose_ignore,0.76,defaulted,ignore remembered debt,Juno: Ignoring the cool cloth debt keeps it on the board.,0.76,0.76,0.234,0.231,True,True,True
1142,64,riverbend,Lio,cedar plank,offer_return_help,0.76,defaulted,offer return help,"Lio: Help with returning cedar plank, not with erasing the debt.",0.76,0.746,0.141,0.147,True,True,True
1143,64,roofward,Orr,herb ledger,choose_repay,0.76,defaulted,repay remembered object debt,Orr: Repayment lowers the herb ledger debt.,0.76,0.74,0.12,0.128,True,True,True
1144,64,archive,Rin,memory tag,choose_ignore,0.759,not due,ignore remembered debt,Rin: Ignoring the memory tag debt keeps it on the board.,0.759,0.76,0.182,0.179,True,True,True
1146,64,orchard,Mara,seed satchel,listen_later,0.76,defaulted,ask debt status,Mara: The seed satchel debt is remembered by role and witness.,0.76,0.759,0.12,0.12,True,True,True
1147,64,repair_ring,Vale,copper wire,offer_return_help,0.76,defaulted,offer return help,"Vale: Help with returning copper wire, not with erasing the debt.",0.76,0.746,0.13,0.136,True,True,True
1149,64,roofward,Fay,shade cloth,listen_later,0.76,defaulted,ask debt status,Fay: The shade cloth debt is remembered by role and witness.,0.76,0.759,0.244,0.244,True,True,True
1150,64,archive,Toma,signal spool,offer_return_help,0.76,defaulted,offer return help,"Toma: Help with returning signal spool, not with erasing the debt.",0.76,0.746,0.13,0.136,True,True,True
1151,64,signal,Kesh,oil lantern,choose_repay,0.758,not due,repay remembered object debt,Kesh: Repayment lowers the oil lantern debt.,0.758,0.738,0.13,0.138,True,True,True
1152,65,repair_ring,Pax,copper wire,listen_later,0.76,defaulted,ask debt status,Pax: The copper wire debt is remembered by role and witness.,0.76,0.759,0.147,0.147,True,True,True
1153,65,riverbend,Cee,binding cord,choose_ignore,0.76,defaulted,ignore remembered debt,Cee: Ignoring the binding cord debt keeps it on the board.,0.76,0.76,0.129,0.126,True,True,True
1155,65,archive,Nia,signal spool,listen_later,0.76,not due,ask debt status,Nia: The signal spool debt is remembered by role and witness.,0.76,0.759,0.209,0.209,True,True,True
1156,65,signal,Ren,oil lantern,offer_return_help,0.76,defaulted,offer return help,"Ren: Help with returning oil lantern, not with erasing the debt.",0.76,0.746,0.145,0.151,True,True,True
1157,65,orchard,Pim,dry cord,choose_repay,0.76,defaulted,repay remembered object debt,Pim: Repayment lowers the dry cord debt.,0.76,0.74,0.12,0.128,True,True,True
1158,65,repair_ring,Wren,cool cloth,choose_ignore,0.76,defaulted,ignore remembered debt,Wren: Ignoring the cool cloth debt keeps it on the board.,0.76,0.76,0.183,0.18,True,True,True
1159,65,riverbend,Ari,cedar plank,offer_return_help,0.76,defaulted,offer return help,"Ari: Help with returning cedar plank, not with erasing the debt.",0.76,0.746,0.217,0.223,True,True,True
1160,65,roofward,Sera,herb ledger,choose_repay,0.76,defaulted,repay remembered object debt,Sera: Repayment lowers the herb ledger debt.,0.76,0.74,0.12,0.128,True,True,True
1161,65,archive,Vell,memory tag,choose_ignore,0.746,not due,ignore remembered debt,Vell: Ignoring the memory tag debt keeps it on the board.,0.746,0.752,0.136,0.133,True,True,True
1164,65,repair_ring,Pax,copper wire,offer_return_help,0.76,defaulted,offer return help,"Pax: Help with returning copper wire, not with erasing the debt.",0.76,0.746,0.145,0.151,True,True,True
1167,65,archive,Nia,signal spool,offer_return_help,0.759,not due,offer return help,"Nia: Help with returning signal spool, not with erasing the debt.",0.759,0.745,0.219,0.225,True,True,True
1168,65,signal,Ren,oil lantern,choose_repay,0.758,defaulted,repay remembered object debt,Ren: Repayment lowers the oil lantern debt.,0.758,0.738,0.145,0.153,True,True,True
1169,65,orchard,Pim,dry cord,choose_ignore,0.76,defaulted,ignore remembered debt,Pim: Ignoring the dry cord debt keeps it on the board.,0.76,0.76,0.12,0.12,True,False,True
1170,66,riverbend,Lio,binding cord,choose_ignore,0.76,defaulted,ignore remembered debt,Lio: Ignoring the binding cord debt keeps it on the board.,0.76,0.76,0.123,0.12,True,True,True
1173,66,signal,Milo,oil lantern,offer_return_help,0.76,defaulted,offer return help,"Milo: Help with returning oil lantern, not with erasing the debt.",0.76,0.746,0.202,0.208,True,True,True
1174,66,orchard,Mara,dry cord,choose_repay,0.76,defaulted,repay remembered object debt,Mara: Repayment lowers the dry cord debt.,0.76,0.74,0.12,0.128,True,True,True
1175,66,repair_ring,Vale,cool cloth,choose_ignore,0.76,defaulted,ignore remembered debt,Vale: Ignoring the cool cloth debt keeps it on the board.,0.76,0.76,0.12,0.12,True,False,True
1176,66,riverbend,Nox,cedar plank,offer_return_help,0.76,defaulted,offer return help,"Nox: Help with returning cedar plank, not with erasing the debt.",0.76,0.746,0.169,0.175,True,True,True
1177,66,roofward,Fay,herb ledger,choose_repay,0.76,defaulted,repay remembered object debt,Fay: Repayment lowers the herb ledger debt.,0.76,0.74,0.22,0.228,True,True,True
1178,66,archive,Toma,memory tag,choose_ignore,0.758,not due,ignore remembered debt,Toma: Ignoring the memory tag debt keeps it on the board.,0.758,0.76,0.13,0.127,True,True,True
1179,66,signal,Kesh,wind wrap,absent,0.76,defaulted,ask debt status,Kesh: The wind wrap debt is remembered by role and witness.,0.76,0.759,0.126,0.126,True,True,True
1181,66,repair_ring,Juno,copper wire,offer_return_help,0.76,defaulted,offer return help,"Juno: Help with returning copper wire, not with erasing the debt.",0.76,0.746,0.223,0.229,True,True,True
1182,66,riverbend,Lio,binding cord,absent,0.76,defaulted,ask debt status,Lio: The binding cord debt is remembered by role and witness.,0.76,0.759,0.12,0.12,True,True,True
1184,66,archive,Rin,signal spool,offer_return_help,0.76,not due,offer return help,"Rin: Help with returning signal spool, not with erasing the debt.",0.76,0.746,0.177,0.183,True,True,True
1185,66,signal,Milo,oil lantern,choose_repay,0.76,defaulted,repay remembered object debt,Milo: Repayment lowers the oil lantern debt.,0.76,0.74,0.196,0.204,True,True,True
1186,66,orchard,Mara,dry cord,choose_ignore,0.76,defaulted,ignore remembered debt,Mara: Ignoring the dry cord debt keeps it on the board.,0.76,0.76,0.12,0.12,True,False,True
1188,67,roofward,Sera,shade cloth,absent,0.74,not due,ask debt status,Sera: The shade cloth debt is remembered by role and witness.,0.74,0.739,0.128,0.128,True,True,True
1190,67,signal,Oda,oil lantern,offer_return_help,0.76,defaulted,offer return help,"Oda: Help with returning oil lantern, not with erasing the debt.",0.76,0.746,0.205,0.211,True,True,True
1191,67,orchard,Ivo,dry cord,choose_repay,0.76,defaulted,repay remembered object debt,Ivo: Repayment lowers the dry cord debt.,0.76,0.74,0.208,0.216,True,True,True
1192,67,repair_ring,Pax,cool cloth,choose_ignore,0.76,defaulted,ignore remembered debt,Pax: Ignoring the cool cloth debt keeps it on the board.,0.76,0.76,0.127,0.124,True,True,True
1193,67,riverbend,Cee,cedar plank,offer_return_help,0.76,defaulted,offer return help,"Cee: Help with returning cedar plank, not with erasing the debt.",0.76,0.746,0.13,0.136,True,True,True
1194,67,roofward,Bex,herb ledger,choose_repay,0.76,defaulted,repay remembered object debt,Bex: Repayment lowers the herb ledger debt.,0.76,0.74,0.172,0.18,True,True,True
1195,67,archive,Nia,memory tag,choose_ignore,0.757,defaulted,ignore remembered debt,Nia: Ignoring the memory tag debt keeps it on the board.,0.757,0.76,0.219,0.216,True,True,True
1197,67,orchard,Pim,seed satchel,listen_later,0.76,defaulted,ask debt status,Pim: The seed satchel debt is remembered by role and witness.,0.76,0.759,0.12,0.12,True,True,True
1198,67,repair_ring,Wren,copper wire,offer_return_help,0.76,defaulted,offer return help,"Wren: Help with returning copper wire, not with erasing the debt.",0.76,0.746,0.166,0.172,True,True,True
1200,67,roofward,Sera,shade cloth,listen_later,0.739,not due,ask debt status,Sera: The shade cloth debt is remembered by role and witness.,0.739,0.738,0.128,0.128,True,True,True
1201,67,archive,Vell,signal spool,offer_return_help,0.76,defaulted,offer return help,"Vell: Help with returning signal spool, not with erasing the debt.",0.76,0.746,0.131,0.137,True,True,True
1202,67,signal,Oda,oil lantern,choose_repay,0.76,defaulted,repay remembered object debt,Oda: Repayment lowers the oil lantern debt.,0.76,0.74,0.193,0.201,True,True,True
1203,67,orchard,Ivo,dry cord,choose_ignore,0.76,defaulted,ignore remembered debt,Ivo: Ignoring the dry cord debt keeps it on the board.,0.76,0.76,0.192,0.189,True,True,True
1205,67,riverbend,Cee,cedar plank,choose_repay,0.76,defaulted,repay remembered object debt,Cee: Repayment lowers the cedar plank debt.,0.76,0.74,0.12,0.128,True,True,True
1206,68,archive,Toma,signal spool,listen_later,0.76,defaulted,ask debt status,Toma: The signal spool debt is remembered by role and witness.,0.76,0.759,0.12,0.12,True,True,True
1207,68,signal,Kesh,oil lantern,offer_return_help,0.76,defaulted,offer return help,"Kesh: Help with returning oil lantern, not with erasing the debt.",0.76,0.746,0.13,0.136,True,True,True
1208,68,orchard,Suf,dry cord,choose_repay,0.76,defaulted,repay remembered object debt,Suf: Repayment lowers the dry cord debt.,0.76,0.74,0.16,0.168,True,True,True
1209,68,repair_ring,Juno,cool cloth,choose_ignore,0.76,defaulted,ignore remembered debt,Juno: Ignoring the cool cloth debt keeps it on the board.,0.76,0.76,0.205,0.202,True,True,True
1210,68,riverbend,Lio,cedar plank,offer_return_help,0.759,not due,offer return help,"Lio: Help with returning cedar plank, not with erasing the debt.",0.759,0.745,0.13,0.136,True,True,True
1211,68,roofward,Orr,herb ledger,choose_repay,0.76,defaulted,repay remembered object debt,Orr: Repayment lowers the herb ledger debt.,0.76,0.74,0.12,0.128,True,True,True
1212,68,archive,Rin,memory tag,choose_ignore,0.76,defaulted,ignore remembered debt,Rin: Ignoring the memory tag debt keeps it on the board.,0.76,0.76,0.171,0.168,True,True,True
1215,68,repair_ring,Vale,copper wire,offer_return_help,0.76,defaulted,offer return help,"Vale: Help with returning copper wire, not with erasing the debt.",0.76,0.746,0.13,0.136,True,True,True
1218,68,archive,Toma,signal spool,offer_return_help,0.76,defaulted,offer return help,"Toma: Help with returning signal spool, not with erasing the debt.",0.76,0.746,0.13,0.136,True,True,True
1219,68,signal,Kesh,oil lantern,choose_repay,0.76,defaulted,repay remembered object debt,Kesh: Repayment lowers the oil lantern debt.,0.76,0.74,0.12,0.128,True,True,True
1220,68,orchard,Suf,dry cord,choose_ignore,0.76,defaulted,ignore remembered debt,Suf: Ignoring the dry cord debt keeps it on the board.,0.76,0.76,0.144,0.141,True,True,True
1221,68,repair_ring,Juno,cool cloth,absent,0.76,not due,ask debt status,Juno: The cool cloth debt is remembered by role and witness.,0.76,0.759,0.202,0.202,True,True,True
1222,68,riverbend,Lio,cedar plank,choose_repay,0.745,not due,repay remembered object debt,Lio: Repayment lowers the cedar plank debt.,0.745,0.725,0.136,0.144,True,True,True
1223,68,roofward,Orr,herb ledger,choose_ignore,0.76,defaulted,ignore remembered debt,Orr: Ignoring the herb ledger debt keeps it on the board.,0.76,0.76,0.12,0.12,True,False,True
1224,69,signal,Ren,oil lantern,offer_return_help,0.76,defaulted,offer return help,"Ren: Help with returning oil lantern, not with erasing the debt.",0.76,0.746,0.13,0.136,True,True,True
1225,69,orchard,Pim,dry cord,choose_repay,0.76,defaulted,repay remembered object debt,Pim: Repayment lowers the dry cord debt.,0.76,0.74,0.12,0.128,True,True,True
1226,69,repair_ring,Wren,cool cloth,choose_ignore,0.758,not due,ignore remembered debt,Wren: Ignoring the cool cloth debt keeps it on the board.,0.758,0.76,0.166,0.163,True,True,True
1227,69,riverbend,Ari,cedar plank,offer_return_help,0.746,not due,offer return help,"Ari: Help with returning cedar plank, not with erasing the debt.",0.746,0.732,0.233,0.239,True,True,True
1228,69,roofward,Sera,herb ledger,choose_repay,0.76,defaulted,repay remembered object debt,Sera: Repayment lowers the herb ledger debt.,0.76,0.74,0.12,0.128,True,True,True
1229,69,archive,Vell,memory tag,choose_ignore,0.76,defaulted,ignore remembered debt,Vell: Ignoring the memory tag debt keeps it on the board.,0.76,0.76,0.12,0.12,True,False,True
1230,69,signal,Oda,wind wrap,absent,0.76,defaulted,ask debt status,Oda: The wind wrap debt is remembered by role and witness.,0.76,0.759,0.177,0.177,True,True,True
1232,69,repair_ring,Pax,copper wire,offer_return_help,0.76,not due,offer return help,"Pax: Help with returning copper wire, not with erasing the debt.",0.76,0.746,0.13,0.136,True,True,True
1233,69,riverbend,Cee,binding cord,absent,0.74,not due,ask debt status,Cee: The binding cord debt is remembered by role and witness.,0.74,0.739,0.128,0.128,True,True,True
1235,69,archive,Nia,signal spool,offer_return_help,0.76,defaulted,offer return help,"Nia: Help with returning signal spool, not with erasing the debt.",0.76,0.746,0.208,0.214,True,True,True
1236,69,signal,Ren,oil lantern,choose_repay,0.76,defaulted,repay remembered object debt,Ren: Repayment lowers the oil lantern debt.,0.76,0.74,0.12,0.128,True,True,True
1237,69,orchard,Pim,dry cord,choose_ignore,0.76,defaulted,ignore remembered debt,Pim: Ignoring the dry cord debt keeps it on the board.,0.76,0.76,0.12,0.12,True,False,True
1239,69,riverbend,Ari,cedar plank,choose_repay,0.732,not due,repay remembered object debt,Ari: Repayment lowers the cedar plank debt.,0.732,0.712,0.239,0.247,True,True,True
1240,69,roofward,Sera,herb ledger,choose_ignore,0.76,defaulted,ignore remembered debt,Sera: Ignoring the herb ledger debt keeps it on the board.,0.76,0.76,0.12,0.12,True,False,True
1242,70,orchard,Mara,dry cord,choose_repay,0.76,defaulted,repay remembered object debt,Mara: Repayment lowers the dry cord debt.,0.76,0.74,0.12,0.128,True,True,True
1243,70,repair_ring,Vale,cool cloth,choose_ignore,0.746,not due,ignore remembered debt,Vale: Ignoring the cool cloth debt keeps it on the board.,0.746,0.752,0.136,0.133,True,True,True
1244,70,riverbend,Nox,cedar plank,offer_return_help,0.758,not due,offer return help,"Nox: Help with returning cedar plank, not with erasing the debt.",0.758,0.744,0.179,0.185,True,True,True
1245,70,roofward,Fay,herb ledger,choose_repay,0.76,defaulted,repay remembered object debt,Fay: Repayment lowers the herb ledger debt.,0.76,0.74,0.198,0.206,True,True,True
1246,70,archive,Toma,memory tag,choose_ignore,0.76,defaulted,ignore remembered debt,Toma: Ignoring the memory tag debt keeps it on the board.,0.76,0.76,0.12,0.12,True,False,True
