tick_id,day,settlement_id,resident_id,custom_or_law,restricted_object,avatar_choice,allowed_state,consequence,trust_before,trust_after,custom_visible_before_choice,refusal_or_warning_respected,local_history_preserved
456,26,orchid_engine,Dax,keep gear wash lane open,valve key,wait_for_resident_lead,observed,no custom violation,0.692,0.694,True,True,True
457,26,moss_ward,Tala,ask before touching rain clay,blanket loom,observe_before_speaking,allowed_after_explanation,custom remains active; trust improves slightly,0.658,0.668,True,True,True
458,26,glass_harbor,Nia,ask before lifting nets,fog catcher,offer_greeting,observed,no custom violation,0.756,0.758,True,True,True
459,26,cinder_garden,Pax,cool stone is shared,seed tray,ask_translation,allowed_after_explanation,custom remains active; trust improves slightly,0.624,0.634,True,True,True
460,26,lichen_bridge,Rin,do not step on tension rope,rope kit,repeat_local_phrase,observed,no custom violation,0.634,0.636,True,True,True
461,26,orchid_engine,Eli,ask before orchid lamp,gear basin,offer_trade_good,observed,no custom violation,0.73,0.732,True,True,True
462,26,moss_ward,Ari,leave door-watch path clear,rain jar,touch_restricted_object,blocked_with_warning,resident refuses contact and explains custom,0.676,0.658,True,True,True
463,26,glass_harbor,Oren,do not dim public lamp,net spool,step_back,allowed_after_explanation,custom remains active; trust improves slightly,0.68,0.69,True,True,True
464,26,cinder_garden,Vale,ask before shade pole,cool bowl,ask_custom_reason,allowed_after_explanation,custom remains active; trust improves slightly,0.724,0.734,True,True,True
465,26,lichen_bridge,Sol,meal room first for strangers,signal bell,interrupt_protocol,paused_by_resident,protocol restarts; history remains unchanged,0.652,0.642,True,True,True
466,26,orchid_engine,Bea,do not turn valve key,orchid lamp,wait_for_resident_lead,observed,no custom violation,0.642,0.644,True,True,True
467,26,moss_ward,Fay,step around blanket circle,root archive,observe_before_speaking,allowed_after_explanation,custom remains active; trust improves slightly,0.702,0.712,True,True,True
468,27,cinder_garden,Juno,do not cross seed rows,shade pole,offer_trade_good,observed,no custom violation,0.736,0.738,True,True,True
469,27,lichen_bridge,Luma,ask before signal bell,meal ledger,touch_restricted_object,blocked_with_warning,resident refuses contact and explains custom,0.694,0.676,True,True,True
470,27,orchid_engine,Dax,keep gear wash lane open,valve key,step_back,allowed_after_explanation,custom remains active; trust improves slightly,0.704,0.714,True,True,True
471,27,moss_ward,Tala,ask before touching rain clay,blanket loom,ask_custom_reason,allowed_after_explanation,custom remains active; trust improves slightly,0.67,0.68,True,True,True
472,27,glass_harbor,Nia,ask before lifting nets,fog catcher,interrupt_protocol,paused_by_resident,protocol restarts; history remains unchanged,0.746,0.736,True,True,True
473,27,cinder_garden,Pax,cool stone is shared,seed tray,wait_for_resident_lead,observed,no custom violation,0.644,0.646,True,True,True
474,27,lichen_bridge,Rin,do not step on tension rope,rope kit,observe_before_speaking,allowed_after_explanation,custom remains active; trust improves slightly,0.646,0.656,True,True,True
475,27,orchid_engine,Eli,ask before orchid lamp,gear basin,offer_greeting,observed,no custom violation,0.738,0.74,True,True,True
476,27,moss_ward,Ari,leave door-watch path clear,rain jar,ask_translation,allowed_after_explanation,custom remains active; trust improves slightly,0.664,0.674,True,True,True
477,27,glass_harbor,Oren,do not dim public lamp,net spool,repeat_local_phrase,observed,no custom violation,0.696,0.698,True,True,True
478,27,cinder_garden,Vale,ask before shade pole,cool bowl,offer_trade_good,observed,no custom violation,0.736,0.738,True,True,True
479,27,lichen_bridge,Sol,meal room first for strangers,signal bell,touch_restricted_object,blocked_with_warning,resident refuses contact and explains custom,0.63,0.612,True,True,True
480,27,orchid_engine,Bea,do not turn valve key,orchid lamp,step_back,allowed_after_explanation,custom remains active; trust improves slightly,0.654,0.664,True,True,True
481,27,moss_ward,Fay,step around blanket circle,root archive,ask_custom_reason,allowed_after_explanation,custom remains active; trust improves slightly,0.714,0.724,True,True,True
482,27,glass_harbor,Puck,leave fog catcher capped,brass lantern,interrupt_protocol,paused_by_resident,protocol restarts; history remains unchanged,0.662,0.652,True,True,True
483,27,cinder_garden,Wren,do not cross seed rows,shade pole,wait_for_resident_lead,observed,no custom violation,0.56,0.562,True,True,True
484,27,lichen_bridge,Kio,ask before signal bell,meal ledger,observe_before_speaking,allowed_after_explanation,custom remains active; trust improves slightly,0.69,0.7,True,True,True
485,27,orchid_engine,Cai,keep gear wash lane open,valve key,offer_greeting,observed,no custom violation,0.738,0.74,True,True,True
486,28,glass_harbor,Nia,ask before lifting nets,fog catcher,touch_restricted_object,blocked_with_warning,resident refuses contact and explains custom,0.724,0.706,True,True,True
487,28,cinder_garden,Pax,cool stone is shared,seed tray,step_back,allowed_after_explanation,custom remains active; trust improves slightly,0.656,0.666,True,True,True
488,28,lichen_bridge,Rin,do not step on tension rope,rope kit,ask_custom_reason,allowed_after_explanation,custom remains active; trust improves slightly,0.658,0.668,True,True,True
489,28,orchid_engine,Eli,ask before orchid lamp,gear basin,interrupt_protocol,paused_by_resident,protocol restarts; history remains unchanged,0.728,0.718,True,True,True
490,28,moss_ward,Ari,leave door-watch path clear,rain jar,wait_for_resident_lead,observed,no custom violation,0.684,0.686,True,True,True
491,28,glass_harbor,Oren,do not dim public lamp,net spool,observe_before_speaking,allowed_after_explanation,custom remains active; trust improves slightly,0.708,0.718,True,True,True
492,28,cinder_garden,Vale,ask before shade pole,cool bowl,offer_greeting,observed,no custom violation,0.744,0.746,True,True,True
493,28,lichen_bridge,Sol,meal room first for strangers,signal bell,ask_translation,allowed_after_explanation,custom remains active; trust improves slightly,0.618,0.628,True,True,True
494,28,orchid_engine,Bea,do not turn valve key,orchid lamp,repeat_local_phrase,observed,no custom violation,0.67,0.672,True,True,True
495,28,moss_ward,Fay,step around blanket circle,root archive,offer_trade_good,observed,no custom violation,0.726,0.728,True,True,True
496,28,glass_harbor,Puck,leave fog catcher capped,brass lantern,touch_restricted_object,blocked_with_warning,resident refuses contact and explains custom,0.64,0.622,True,True,True
497,28,cinder_garden,Wren,do not cross seed rows,shade pole,step_back,allowed_after_explanation,custom remains active; trust improves slightly,0.572,0.582,True,True,True
498,28,lichen_bridge,Kio,ask before signal bell,meal ledger,ask_custom_reason,allowed_after_explanation,custom remains active; trust improves slightly,0.702,0.712,True,True,True
499,28,orchid_engine,Cai,keep gear wash lane open,valve key,interrupt_protocol,paused_by_resident,protocol restarts; history remains unchanged,0.728,0.718,True,True,True
500,28,moss_ward,Milo,ask before touching rain clay,blanket loom,wait_for_resident_lead,observed,no custom violation,0.6,0.602,True,True,True
501,28,glass_harbor,Sera,ask before lifting nets,fog catcher,observe_before_speaking,allowed_after_explanation,custom remains active; trust improves slightly,0.75,0.76,True,True,True
502,28,cinder_garden,Juno,cool stone is shared,seed tray,offer_greeting,observed,no custom violation,0.744,0.746,True,True,True
503,28,lichen_bridge,Luma,do not step on tension rope,rope kit,ask_translation,allowed_after_explanation,custom remains active; trust improves slightly,0.682,0.692,True,True,True
504,29,moss_ward,Ari,leave door-watch path clear,rain jar,step_back,allowed_after_explanation,custom remains active; trust improves slightly,0.696,0.706,True,True,True
505,29,glass_harbor,Oren,do not dim public lamp,net spool,ask_custom_reason,allowed_after_explanation,custom remains active; trust improves slightly,0.72,0.73,True,True,True
506,29,cinder_garden,Vale,ask before shade pole,cool bowl,interrupt_protocol,paused_by_resident,protocol restarts; history remains unchanged,0.734,0.724,True,True,True
507,29,lichen_bridge,Sol,meal room first for strangers,signal bell,wait_for_resident_lead,observed,no custom violation,0.638,0.64,True,True,True
508,29,orchid_engine,Bea,do not turn valve key,orchid lamp,observe_before_speaking,allowed_after_explanation,custom remains active; trust improves slightly,0.682,0.692,True,True,True
509,29,moss_ward,Fay,step around blanket circle,root archive,offer_greeting,observed,no custom violation,0.734,0.736,True,True,True
510,29,glass_harbor,Puck,leave fog catcher capped,brass lantern,ask_translation,allowed_after_explanation,custom remains active; trust improves slightly,0.628,0.638,True,True,True
511,29,cinder_garden,Wren,do not cross seed rows,shade pole,repeat_local_phrase,observed,no custom violation,0.588,0.59,True,True,True
512,29,lichen_bridge,Kio,ask before signal bell,meal ledger,offer_trade_good,observed,no custom violation,0.714,0.716,True,True,True
513,29,orchid_engine,Cai,keep gear wash lane open,valve key,touch_restricted_object,blocked_with_warning,resident refuses contact and explains custom,0.706,0.688,True,True,True
514,29,moss_ward,Milo,ask before touching rain clay,blanket loom,step_back,allowed_after_explanation,custom remains active; trust improves slightly,0.612,0.622,True,True,True
515,29,glass_harbor,Sera,ask before lifting nets,fog catcher,ask_custom_reason,allowed_after_explanation,custom remains active; trust improves slightly,0.762,0.772,True,True,True
516,29,cinder_garden,Juno,cool stone is shared,seed tray,interrupt_protocol,paused_by_resident,protocol restarts; history remains unchanged,0.734,0.724,True,True,True
517,29,lichen_bridge,Luma,do not step on tension rope,rope kit,wait_for_resident_lead,observed,no custom violation,0.702,0.704,True,True,True
518,29,orchid_engine,Dax,ask before orchid lamp,gear basin,observe_before_speaking,allowed_after_explanation,custom remains active; trust improves slightly,0.724,0.734,True,True,True
519,29,moss_ward,Tala,leave door-watch path clear,rain jar,offer_greeting,observed,no custom violation,0.686,0.688,True,True,True
520,29,glass_harbor,Nia,do not dim public lamp,net spool,ask_translation,allowed_after_explanation,custom remains active; trust improves slightly,0.712,0.722,True,True,True
521,29,cinder_garden,Pax,ask before shade pole,cool bowl,repeat_local_phrase,observed,no custom violation,0.672,0.674,True,True,True
522,30,orchid_engine,Bea,do not turn valve key,orchid lamp,ask_custom_reason,allowed_after_explanation,custom remains active; trust improves slightly,0.694,0.704,True,True,True
523,30,moss_ward,Fay,step around blanket circle,root archive,interrupt_protocol,paused_by_resident,protocol restarts; history remains unchanged,0.724,0.714,True,True,True
524,30,glass_harbor,Puck,leave fog catcher capped,brass lantern,wait_for_resident_lead,observed,no custom violation,0.648,0.65,True,True,True
525,30,cinder_garden,Wren,do not cross seed rows,shade pole,observe_before_speaking,allowed_after_explanation,custom remains active; trust improves slightly,0.6,0.61,True,True,True
526,30,lichen_bridge,Kio,ask before signal bell,meal ledger,offer_greeting,observed,no custom violation,0.722,0.724,True,True,True
527,30,orchid_engine,Cai,keep gear wash lane open,valve key,ask_translation,allowed_after_explanation,custom remains active; trust improves slightly,0.694,0.704,True,True,True
528,30,moss_ward,Milo,ask before touching rain clay,blanket loom,repeat_local_phrase,observed,no custom violation,0.628,0.63,True,True,True
529,30,glass_harbor,Sera,ask before lifting nets,fog catcher,offer_trade_good,observed,no custom violation,0.774,0.776,True,True,True
530,30,cinder_garden,Juno,cool stone is shared,seed tray,touch_restricted_object,blocked_with_warning,resident refuses contact and explains custom,0.712,0.694,True,True,True
531,30,lichen_bridge,Luma,do not step on tension rope,rope kit,step_back,allowed_after_explanation,custom remains active; trust improves slightly,0.714,0.724,True,True,True
532,30,orchid_engine,Dax,ask before orchid lamp,gear basin,ask_custom_reason,allowed_after_explanation,custom remains active; trust improves slightly,0.736,0.746,True,True,True
533,30,moss_ward,Tala,leave door-watch path clear,rain jar,interrupt_protocol,paused_by_resident,protocol restarts; history remains unchanged,0.676,0.666,True,True,True
534,30,glass_harbor,Nia,do not dim public lamp,net spool,wait_for_resident_lead,observed,no custom violation,0.732,0.734,True,True,True
535,30,cinder_garden,Pax,ask before shade pole,cool bowl,observe_before_speaking,allowed_after_explanation,custom remains active; trust improves slightly,0.684,0.694,True,True,True
536,30,lichen_bridge,Rin,meal room first for strangers,signal bell,offer_greeting,observed,no custom violation,0.674,0.676,True,True,True
537,30,orchid_engine,Eli,do not turn valve key,orchid lamp,ask_translation,allowed_after_explanation,custom remains active; trust improves slightly,0.724,0.734,True,True,True
538,30,moss_ward,Ari,step around blanket circle,root archive,repeat_local_phrase,observed,no custom violation,0.712,0.714,True,True,True
539,30,glass_harbor,Oren,leave fog catcher capped,brass lantern,offer_trade_good,observed,no custom violation,0.732,0.734,True,True,True
540,31,lichen_bridge,Kio,ask before signal bell,meal ledger,interrupt_protocol,paused_by_resident,protocol restarts; history remains unchanged,0.712,0.702,True,True,True
541,31,orchid_engine,Cai,keep gear wash lane open,valve key,wait_for_resident_lead,observed,no custom violation,0.714,0.716,True,True,True
542,31,moss_ward,Milo,ask before touching rain clay,blanket loom,observe_before_speaking,allowed_after_explanation,custom remains active; trust improves slightly,0.64,0.65,True,True,True
543,31,glass_harbor,Sera,ask before lifting nets,fog catcher,offer_greeting,observed,no custom violation,0.782,0.784,True,True,True
544,31,cinder_garden,Juno,cool stone is shared,seed tray,ask_translation,allowed_after_explanation,custom remains active; trust improves slightly,0.7,0.71,True,True,True
545,31,lichen_bridge,Luma,do not step on tension rope,rope kit,repeat_local_phrase,observed,no custom violation,0.73,0.732,True,True,True
546,31,orchid_engine,Dax,ask before orchid lamp,gear basin,offer_trade_good,observed,no custom violation,0.748,0.75,True,True,True
547,31,moss_ward,Tala,leave door-watch path clear,rain jar,touch_restricted_object,blocked_with_warning,resident refuses contact and explains custom,0.654,0.636,True,True,True
548,31,glass_harbor,Nia,do not dim public lamp,net spool,step_back,allowed_after_explanation,custom remains active; trust improves slightly,0.744,0.754,True,True,True
549,31,cinder_garden,Pax,ask before shade pole,cool bowl,ask_custom_reason,allowed_after_explanation,custom remains active; trust improves slightly,0.696,0.706,True,True,True
550,31,lichen_bridge,Rin,meal room first for strangers,signal bell,interrupt_protocol,paused_by_resident,protocol restarts; history remains unchanged,0.664,0.654,True,True,True
551,31,orchid_engine,Eli,do not turn valve key,orchid lamp,wait_for_resident_lead,observed,no custom violation,0.744,0.746,True,True,True
552,31,moss_ward,Ari,step around blanket circle,root archive,observe_before_speaking,allowed_after_explanation,custom remains active; trust improves slightly,0.724,0.734,True,True,True
553,31,glass_harbor,Oren,leave fog catcher capped,brass lantern,offer_greeting,observed,no custom violation,0.74,0.742,True,True,True
554,31,cinder_garden,Vale,do not cross seed rows,shade pole,ask_translation,allowed_after_explanation,custom remains active; trust improves slightly,0.73,0.74,True,True,True
555,31,lichen_bridge,Sol,ask before signal bell,meal ledger,repeat_local_phrase,observed,no custom violation,0.646,0.648,True,True,True
556,31,orchid_engine,Bea,keep gear wash lane open,valve key,offer_trade_good,observed,no custom violation,0.706,0.708,True,True,True
557,31,moss_ward,Fay,ask before touching rain clay,blanket loom,touch_restricted_object,blocked_with_warning,resident refuses contact and explains custom,0.702,0.684,True,True,True
558,32,cinder_garden,Juno,cool stone is shared,seed tray,wait_for_resident_lead,observed,no custom violation,0.72,0.722,True,True,True
559,32,lichen_bridge,Luma,do not step on tension rope,rope kit,observe_before_speaking,allowed_after_explanation,custom remains active; trust improves slightly,0.742,0.752,True,True,True
560,32,orchid_engine,Dax,ask before orchid lamp,gear basin,offer_greeting,observed,no custom violation,0.756,0.758,True,True,True
561,32,moss_ward,Tala,leave door-watch path clear,rain jar,ask_translation,allowed_after_explanation,custom remains active; trust improves slightly,0.642,0.652,True,True,True
562,32,glass_harbor,Nia,do not dim public lamp,net spool,repeat_local_phrase,observed,no custom violation,0.76,0.762,True,True,True
563,32,cinder_garden,Pax,ask before shade pole,cool bowl,offer_trade_good,observed,no custom violation,0.708,0.71,True,True,True
564,32,lichen_bridge,Rin,meal room first for strangers,signal bell,touch_restricted_object,blocked_with_warning,resident refuses contact and explains custom,0.642,0.624,True,True,True
565,32,orchid_engine,Eli,do not turn valve key,orchid lamp,step_back,allowed_after_explanation,custom remains active; trust improves slightly,0.756,0.766,True,True,True
566,32,moss_ward,Ari,step around blanket circle,root archive,ask_custom_reason,allowed_after_explanation,custom remains active; trust improves slightly,0.736,0.746,True,True,True
567,32,glass_harbor,Oren,leave fog catcher capped,brass lantern,interrupt_protocol,paused_by_resident,protocol restarts; history remains unchanged,0.73,0.72,True,True,True
568,32,cinder_garden,Vale,do not cross seed rows,shade pole,wait_for_resident_lead,observed,no custom violation,0.75,0.752,True,True,True
569,32,lichen_bridge,Sol,ask before signal bell,meal ledger,observe_before_speaking,allowed_after_explanation,custom remains active; trust improves slightly,0.658,0.668,True,True,True
570,32,orchid_engine,Bea,keep gear wash lane open,valve key,offer_greeting,observed,no custom violation,0.714,0.716,True,True,True
571,32,moss_ward,Fay,ask before touching rain clay,blanket loom,ask_translation,allowed_after_explanation,custom remains active; trust improves slightly,0.69,0.7,True,True,True
572,32,glass_harbor,Puck,ask before lifting nets,fog catcher,repeat_local_phrase,observed,no custom violation,0.656,0.658,True,True,True
573,32,cinder_garden,Wren,cool stone is shared,seed tray,offer_trade_good,observed,no custom violation,0.612,0.614,True,True,True
574,32,lichen_bridge,Kio,do not step on tension rope,rope kit,touch_restricted_object,blocked_with_warning,resident refuses contact and explains custom,0.69,0.672,True,True,True
575,32,orchid_engine,Cai,ask before orchid lamp,gear basin,step_back,allowed_after_explanation,custom remains active; trust improves slightly,0.726,0.736,True,True,True
576,33,glass_harbor,Nia,do not dim public lamp,net spool,observe_before_speaking,allowed_after_explanation,custom remains active; trust improves slightly,0.772,0.782,True,True,True
577,33,cinder_garden,Pax,ask before shade pole,cool bowl,offer_greeting,observed,no custom violation,0.716,0.718,True,True,True
578,33,lichen_bridge,Rin,meal room first for strangers,signal bell,ask_translation,allowed_after_explanation,custom remains active; trust improves slightly,0.63,0.64,True,True,True
579,33,orchid_engine,Eli,do not turn valve key,orchid lamp,repeat_local_phrase,observed,no custom violation,0.772,0.774,True,True,True
580,33,moss_ward,Ari,step around blanket circle,root archive,offer_trade_good,observed,no custom violation,0.748,0.75,True,True,True
581,33,glass_harbor,Oren,leave fog catcher capped,brass lantern,touch_restricted_object,blocked_with_warning,resident refuses contact and explains custom,0.708,0.69,True,True,True
582,33,cinder_garden,Vale,do not cross seed rows,shade pole,step_back,allowed_after_explanation,custom remains active; trust improves slightly,0.762,0.772,True,True,True
583,33,lichen_bridge,Sol,ask before signal bell,meal ledger,ask_custom_reason,allowed_after_explanation,custom remains active; trust improves slightly,0.67,0.68,True,True,True
584,33,orchid_engine,Bea,keep gear wash lane open,valve key,interrupt_protocol,paused_by_resident,protocol restarts; history remains unchanged,0.704,0.694,True,True,True
585,33,moss_ward,Fay,ask before touching rain clay,blanket loom,wait_for_resident_lead,observed,no custom violation,0.71,0.712,True,True,True
586,33,glass_harbor,Puck,ask before lifting nets,fog catcher,observe_before_speaking,allowed_after_explanation,custom remains active; trust improves slightly,0.668,0.678,True,True,True
587,33,cinder_garden,Wren,cool stone is shared,seed tray,offer_greeting,observed,no custom violation,0.62,0.622,True,True,True
588,33,lichen_bridge,Kio,do not step on tension rope,rope kit,ask_translation,allowed_after_explanation,custom remains active; trust improves slightly,0.678,0.688,True,True,True
589,33,orchid_engine,Cai,ask before orchid lamp,gear basin,repeat_local_phrase,observed,no custom violation,0.742,0.744,True,True,True
590,33,moss_ward,Milo,leave door-watch path clear,rain jar,offer_trade_good,observed,no custom violation,0.652,0.654,True,True,True
591,33,glass_harbor,Sera,do not dim public lamp,net spool,touch_restricted_object,blocked_with_warning,resident refuses contact and explains custom,0.772,0.754,True,True,True
592,33,cinder_garden,Juno,ask before shade pole,cool bowl,step_back,allowed_after_explanation,custom remains active; trust improves slightly,0.732,0.742,True,True,True
593,33,lichen_bridge,Luma,meal room first for strangers,signal bell,ask_custom_reason,allowed_after_explanation,custom remains active; trust improves slightly,0.754,0.764,True,True,True
594,34,moss_ward,Ari,step around blanket circle,root archive,offer_greeting,observed,no custom violation,0.756,0.758,True,True,True
595,34,glass_harbor,Oren,leave fog catcher capped,brass lantern,ask_translation,allowed_after_explanation,custom remains active; trust improves slightly,0.696,0.706,True,True,True
596,34,cinder_garden,Vale,do not cross seed rows,shade pole,repeat_local_phrase,observed,no custom violation,0.778,0.78,True,True,True
597,34,lichen_bridge,Sol,ask before signal bell,meal ledger,offer_trade_good,observed,no custom violation,0.682,0.684,True,True,True
598,34,orchid_engine,Bea,keep gear wash lane open,valve key,touch_restricted_object,blocked_with_warning,resident refuses contact and explains custom,0.682,0.664,True,True,True
599,34,moss_ward,Fay,ask before touching rain clay,blanket loom,step_back,allowed_after_explanation,custom remains active; trust improves slightly,0.722,0.732,True,True,True
600,34,glass_harbor,Puck,ask before lifting nets,fog catcher,ask_custom_reason,allowed_after_explanation,custom remains active; trust improves slightly,0.68,0.69,True,True,True
601,34,cinder_garden,Wren,cool stone is shared,seed tray,interrupt_protocol,paused_by_resident,protocol restarts; history remains unchanged,0.61,0.6,True,True,True
602,34,lichen_bridge,Kio,do not step on tension rope,rope kit,wait_for_resident_lead,observed,no custom violation,0.698,0.7,True,True,True
603,34,orchid_engine,Cai,ask before orchid lamp,gear basin,observe_before_speaking,allowed_after_explanation,custom remains active; trust improves slightly,0.754,0.764,True,True,True
604,34,moss_ward,Milo,leave door-watch path clear,rain jar,offer_greeting,observed,no custom violation,0.66,0.662,True,True,True
605,34,glass_harbor,Sera,do not dim public lamp,net spool,ask_translation,allowed_after_explanation,custom remains active; trust improves slightly,0.76,0.77,True,True,True
606,34,cinder_garden,Juno,ask before shade pole,cool bowl,repeat_local_phrase,observed,no custom violation,0.748,0.75,True,True,True
607,34,lichen_bridge,Luma,meal room first for strangers,signal bell,offer_trade_good,observed,no custom violation,0.766,0.768,True,True,True
608,34,orchid_engine,Dax,do not turn valve key,orchid lamp,touch_restricted_object,blocked_with_warning,resident refuses contact and explains custom,0.746,0.728,True,True,True
609,34,moss_ward,Tala,step around blanket circle,root archive,step_back,allowed_after_explanation,custom remains active; trust improves slightly,0.662,0.672,True,True,True
610,34,glass_harbor,Nia,leave fog catcher capped,brass lantern,ask_custom_reason,allowed_after_explanation,custom remains active; trust improves slightly,0.784,0.794,True,True,True
611,34,cinder_garden,Pax,do not cross seed rows,shade pole,interrupt_protocol,paused_by_resident,protocol restarts; history remains unchanged,0.706,0.696,True,True,True
612,35,orchid_engine,Bea,keep gear wash lane open,valve key,ask_translation,allowed_after_explanation,custom remains active; trust improves slightly,0.67,0.68,True,True,True
613,35,moss_ward,Fay,ask before touching rain clay,blanket loom,repeat_local_phrase,observed,no custom violation,0.738,0.74,True,True,True
614,35,glass_harbor,Puck,ask before lifting nets,fog catcher,offer_trade_good,observed,no custom violation,0.692,0.694,True,True,True
615,35,cinder_garden,Wren,cool stone is shared,seed tray,touch_restricted_object,blocked_with_warning,resident refuses contact and explains custom,0.588,0.57,True,True,True
616,35,lichen_bridge,Kio,do not step on tension rope,rope kit,step_back,allowed_after_explanation,custom remains active; trust improves slightly,0.71,0.72,True,True,True
617,35,orchid_engine,Cai,ask before orchid lamp,gear basin,ask_custom_reason,allowed_after_explanation,custom remains active; trust improves slightly,0.766,0.776,True,True,True
618,35,moss_ward,Milo,leave door-watch path clear,rain jar,interrupt_protocol,paused_by_resident,protocol restarts; history remains unchanged,0.65,0.64,True,True,True
619,35,glass_harbor,Sera,do not dim public lamp,net spool,wait_for_resident_lead,observed,no custom violation,0.78,0.782,True,True,True
620,35,cinder_garden,Juno,ask before shade pole,cool bowl,observe_before_speaking,allowed_after_explanation,custom remains active; trust improves slightly,0.76,0.77,True,True,True
621,35,lichen_bridge,Luma,meal room first for strangers,signal bell,offer_greeting,observed,no custom violation,0.774,0.776,True,True,True
622,35,orchid_engine,Dax,do not turn valve key,orchid lamp,ask_translation,allowed_after_explanation,custom remains active; trust improves slightly,0.734,0.744,True,True,True
623,35,moss_ward,Tala,step around blanket circle,root archive,repeat_local_phrase,observed,no custom violation,0.678,0.68,True,True,True
624,35,glass_harbor,Nia,leave fog catcher capped,brass lantern,offer_trade_good,observed,no custom violation,0.796,0.798,True,True,True
625,35,cinder_garden,Pax,do not cross seed rows,shade pole,touch_restricted_object,blocked_with_warning,resident refuses contact and explains custom,0.684,0.666,True,True,True
626,35,lichen_bridge,Rin,ask before signal bell,meal ledger,step_back,allowed_after_explanation,custom remains active; trust improves slightly,0.65,0.66,True,True,True
627,35,orchid_engine,Eli,keep gear wash lane open,valve key,ask_custom_reason,allowed_after_explanation,custom remains active; trust improves slightly,0.776,0.786,True,True,True
628,35,moss_ward,Ari,ask before touching rain clay,blanket loom,interrupt_protocol,paused_by_resident,protocol restarts; history remains unchanged,0.746,0.736,True,True,True
629,35,glass_harbor,Oren,ask before lifting nets,fog catcher,wait_for_resident_lead,observed,no custom violation,0.716,0.718,True,True,True
630,36,lichen_bridge,Kio,do not step on tension rope,rope kit,repeat_local_phrase,observed,no custom violation,0.726,0.728,True,True,True
631,36,orchid_engine,Cai,ask before orchid lamp,gear basin,offer_trade_good,observed,no custom violation,0.778,0.78,True,True,True
632,36,moss_ward,Milo,leave door-watch path clear,rain jar,touch_restricted_object,blocked_with_warning,resident refuses contact and explains custom,0.628,0.61,True,True,True
633,36,glass_harbor,Sera,do not dim public lamp,net spool,step_back,allowed_after_explanation,custom remains active; trust improves slightly,0.792,0.802,True,True,True
634,36,cinder_garden,Juno,ask before shade pole,cool bowl,ask_custom_reason,allowed_after_explanation,custom remains active; trust improves slightly,0.772,0.782,True,True,True
635,36,lichen_bridge,Luma,meal room first for strangers,signal bell,interrupt_protocol,paused_by_resident,protocol restarts; history remains unchanged,0.764,0.754,True,True,True
636,36,orchid_engine,Dax,do not turn valve key,orchid lamp,wait_for_resident_lead,observed,no custom violation,0.754,0.756,True,True,True
637,36,moss_ward,Tala,step around blanket circle,root archive,observe_before_speaking,allowed_after_explanation,custom remains active; trust improves slightly,0.69,0.7,True,True,True
638,36,glass_harbor,Nia,leave fog catcher capped,brass lantern,offer_greeting,observed,no custom violation,0.804,0.806,True,True,True
639,36,cinder_garden,Pax,do not cross seed rows,shade pole,ask_translation,allowed_after_explanation,custom remains active; trust improves slightly,0.672,0.682,True,True,True
640,36,lichen_bridge,Rin,ask before signal bell,meal ledger,repeat_local_phrase,observed,no custom violation,0.666,0.668,True,True,True
641,36,orchid_engine,Eli,keep gear wash lane open,valve key,offer_trade_good,observed,no custom violation,0.788,0.79,True,True,True
642,36,moss_ward,Ari,ask before touching rain clay,blanket loom,touch_restricted_object,blocked_with_warning,resident refuses contact and explains custom,0.724,0.706,True,True,True
643,36,glass_harbor,Oren,ask before lifting nets,fog catcher,step_back,allowed_after_explanation,custom remains active; trust improves slightly,0.728,0.738,True,True,True
644,36,cinder_garden,Vale,cool stone is shared,seed tray,ask_custom_reason,allowed_after_explanation,custom remains active; trust improves slightly,0.782,0.792,True,True,True
645,36,lichen_bridge,Sol,do not step on tension rope,rope kit,interrupt_protocol,paused_by_resident,protocol restarts; history remains unchanged,0.672,0.662,True,True,True
646,36,orchid_engine,Bea,ask before orchid lamp,gear basin,wait_for_resident_lead,observed,no custom violation,0.69,0.692,True,True,True
647,36,moss_ward,Fay,leave door-watch path clear,rain jar,observe_before_speaking,allowed_after_explanation,custom remains active; trust improves slightly,0.75,0.76,True,True,True
648,37,cinder_garden,Juno,ask before shade pole,cool bowl,offer_trade_good,observed,no custom violation,0.784,0.786,True,True,True
649,37,lichen_bridge,Luma,meal room first for strangers,signal bell,touch_restricted_object,blocked_with_warning,resident refuses contact and explains custom,0.742,0.724,True,True,True
650,37,orchid_engine,Dax,do not turn valve key,orchid lamp,step_back,allowed_after_explanation,custom remains active; trust improves slightly,0.766,0.776,True,True,True
651,37,moss_ward,Tala,step around blanket circle,root archive,ask_custom_reason,allowed_after_explanation,custom remains active; trust improves slightly,0.702,0.712,True,True,True
652,37,glass_harbor,Nia,leave fog catcher capped,brass lantern,interrupt_protocol,paused_by_resident,protocol restarts; history remains unchanged,0.794,0.784,True,True,True
653,37,cinder_garden,Pax,do not cross seed rows,shade pole,wait_for_resident_lead,observed,no custom violation,0.692,0.694,True,True,True
654,37,lichen_bridge,Rin,ask before signal bell,meal ledger,observe_before_speaking,allowed_after_explanation,custom remains active; trust improves slightly,0.678,0.688,True,True,True
655,37,orchid_engine,Eli,keep gear wash lane open,valve key,offer_greeting,observed,no custom violation,0.796,0.798,True,True,True
656,37,moss_ward,Ari,ask before touching rain clay,blanket loom,ask_translation,allowed_after_explanation,custom remains active; trust improves slightly,0.712,0.722,True,True,True
