tick_id,day,route_id,sight_cue,sound_cue,smell_cue,temperature_cue,wetness_cue,body_cue,rhythm_marker,sensory_bound_to_branch
252,17,signal_orchard,branch comparison cards,json editor click,oil paper,warm control room,dry route board,careful editing posture,branch-pulse,True
253,17,orchard_riverbend,single active branch,caravan task bell,wet cargo,cool route air,route damp,steady route stance,branch-pulse,True
254,17,central_repair_ring,branch comparison cards,map hum,dry rope,cool route air,dry route board,steady route stance,ambient-rate,True
255,18,riverbend_roofward,branch comparison cards,json editor click,wet cargo,warm control room,route damp,careful editing posture,flower-node,True
256,18,roofward_archive,branch comparison cards,map hum,dry rope,cool route air,dry route board,steady route stance,branch-pulse,True
257,18,archive_signal,branch comparison cards,caravan task bell,oil paper,cool route air,dry route board,steady route stance,branch-pulse,True
258,18,signal_orchard,branch comparison cards,dialogue chime,oil paper,cool route air,dry route board,listening posture,branch-pulse,True
259,18,orchard_riverbend,branch comparison cards,json editor click,wet cargo,warm control room,route damp,careful editing posture,branch-pulse,True
260,18,central_repair_ring,branch comparison cards,caravan task bell,dry rope,cool route air,dry route board,steady route stance,flower-node,True
261,18,riverbend_roofward,branch comparison cards,map hum,wet cargo,cool route air,route damp,steady route stance,branch-pulse,True
262,18,roofward_archive,branch comparison cards,map hum,dry rope,cool route air,dry route board,steady route stance,branch-pulse,True
263,18,archive_signal,branch comparison cards,json editor click,oil paper,warm control room,dry route board,careful editing posture,branch-pulse,True
264,18,signal_orchard,branch comparison cards,map hum,oil paper,cool route air,dry route board,steady route stance,branch-pulse,True
265,18,orchard_riverbend,branch comparison cards,caravan task bell,wet cargo,cool route air,route damp,steady route stance,flower-node,True
266,18,central_repair_ring,branch comparison cards,dialogue chime,dry rope,cool route air,dry route board,listening posture,branch-pulse,True
267,18,riverbend_roofward,branch comparison cards,json editor click,wet cargo,warm control room,route damp,careful editing posture,branch-pulse,True
268,18,roofward_archive,branch comparison cards,caravan task bell,dry rope,cool route air,dry route board,steady route stance,branch-pulse,True
269,18,archive_signal,branch comparison cards,caravan task bell,oil paper,cool route air,dry route board,steady route stance,ambient-rate,True
270,19,signal_orchard,branch comparison cards,json editor click,oil paper,warm control room,dry route board,avatar multitask strain,flower-node,True
271,19,orchard_riverbend,branch comparison cards,map hum,wet cargo,cool route air,route damp,steady route stance,branch-pulse,True
272,19,central_repair_ring,branch comparison cards,caravan task bell,dry rope,cool route air,dry route board,steady route stance,branch-pulse,True
273,19,riverbend_roofward,branch comparison cards,dialogue chime,wet cargo,cool route air,route damp,listening posture,branch-pulse,True
274,19,roofward_archive,branch comparison cards,json editor click,dry rope,warm control room,dry route board,careful editing posture,branch-pulse,True
275,19,archive_signal,branch comparison cards,caravan task bell,oil paper,cool route air,dry route board,steady route stance,flower-node,True
276,19,signal_orchard,single active branch,caravan task bell,oil paper,cool route air,dry route board,avatar multitask strain,branch-pulse,True
277,19,orchard_riverbend,branch comparison cards,map hum,wet cargo,cool route air,route damp,steady route stance,branch-pulse,True
278,19,central_repair_ring,branch comparison cards,json editor click,dry rope,warm control room,dry route board,careful editing posture,branch-pulse,True
279,19,riverbend_roofward,branch comparison cards,map hum,wet cargo,cool route air,route damp,steady route stance,branch-pulse,True
280,19,roofward_archive,branch comparison cards,caravan task bell,dry rope,cool route air,dry route board,steady route stance,flower-node,True
281,19,archive_signal,branch comparison cards,dialogue chime,oil paper,cool route air,dry route board,listening posture,branch-pulse,True
282,19,signal_orchard,branch comparison cards,json editor click,oil paper,warm control room,dry route board,avatar multitask strain,branch-pulse,True
283,19,orchard_riverbend,branch comparison cards,caravan task bell,wet cargo,cool route air,route damp,steady route stance,branch-pulse,True
284,19,central_repair_ring,branch comparison cards,map hum,dry rope,cool route air,dry route board,steady route stance,ambient-rate,True
285,20,roofward_archive,branch comparison cards,json editor click,dry rope,warm control room,dry route board,careful editing posture,flower-node,True
286,20,archive_signal,branch comparison cards,map hum,oil paper,cool route air,dry route board,steady route stance,branch-pulse,True
287,20,signal_orchard,branch comparison cards,caravan task bell,oil paper,cool route air,dry route board,steady route stance,branch-pulse,True
288,20,orchard_riverbend,branch comparison cards,caravan task bell,wet cargo,cool route air,route damp,avatar multitask strain,branch-pulse,True
289,20,central_repair_ring,branch comparison cards,json editor click,dry rope,warm control room,dry route board,careful editing posture,branch-pulse,True
290,20,riverbend_roofward,branch comparison cards,caravan task bell,wet cargo,cool route air,route damp,steady route stance,flower-node,True
291,20,roofward_archive,branch comparison cards,map hum,dry rope,cool route air,dry route board,steady route stance,branch-pulse,True
292,20,archive_signal,branch comparison cards,map hum,oil paper,cool route air,dry route board,steady route stance,branch-pulse,True
293,20,signal_orchard,branch comparison cards,json editor click,oil paper,warm control room,dry route board,careful editing posture,branch-pulse,True
294,20,orchard_riverbend,branch comparison cards,caravan task bell,wet cargo,cool route air,route damp,avatar multitask strain,branch-pulse,True
295,20,central_repair_ring,branch comparison cards,caravan task bell,dry rope,cool route air,dry route board,steady route stance,flower-node,True
296,20,riverbend_roofward,branch comparison cards,dialogue chime,wet cargo,cool route air,route damp,listening posture,branch-pulse,True
297,20,roofward_archive,branch comparison cards,json editor click,dry rope,warm control room,dry route board,careful editing posture,branch-pulse,True
298,20,archive_signal,branch comparison cards,caravan task bell,oil paper,cool route air,dry route board,steady route stance,branch-pulse,True
299,20,signal_orchard,single active branch,map hum,oil paper,cool route air,dry route board,steady route stance,ambient-rate,True
300,21,orchard_riverbend,branch comparison cards,json editor click,wet cargo,warm control room,route damp,careful editing posture,flower-node,True
301,21,central_repair_ring,branch comparison cards,caravan task bell,dry rope,cool route air,dry route board,steady route stance,branch-pulse,True
302,21,riverbend_roofward,branch comparison cards,caravan task bell,wet cargo,cool route air,route damp,steady route stance,branch-pulse,True
303,21,roofward_archive,branch comparison cards,dialogue chime,dry rope,cool route air,dry route board,listening posture,branch-pulse,True
304,21,archive_signal,branch comparison cards,json editor click,oil paper,warm control room,dry route board,careful editing posture,branch-pulse,True
305,21,signal_orchard,branch comparison cards,caravan task bell,oil paper,cool route air,dry route board,steady route stance,flower-node,True
306,21,orchard_riverbend,branch comparison cards,map hum,wet cargo,cool route air,route damp,steady route stance,branch-pulse,True
307,21,central_repair_ring,branch comparison cards,caravan task bell,dry rope,cool route air,dry route board,steady route stance,branch-pulse,True
308,21,riverbend_roofward,branch comparison cards,json editor click,wet cargo,warm control room,route damp,careful editing posture,branch-pulse,True
309,21,roofward_archive,branch comparison cards,map hum,dry rope,cool route air,dry route board,steady route stance,branch-pulse,True
310,21,archive_signal,branch comparison cards,caravan task bell,oil paper,cool route air,dry route board,steady route stance,flower-node,True
311,21,signal_orchard,branch comparison cards,dialogue chime,oil paper,cool route air,dry route board,listening posture,branch-pulse,True
312,21,orchard_riverbend,branch comparison cards,json editor click,wet cargo,warm control room,route damp,careful editing posture,branch-pulse,True
313,21,central_repair_ring,branch comparison cards,caravan task bell,dry rope,cool route air,dry route board,steady route stance,branch-pulse,True
314,21,riverbend_roofward,branch comparison cards,map hum,wet cargo,cool route air,route damp,steady route stance,ambient-rate,True
315,22,roofward_archive,branch comparison cards,json editor click,dry rope,warm control room,dry route board,careful editing posture,flower-node,True
316,22,archive_signal,branch comparison cards,map hum,oil paper,cool route air,dry route board,steady route stance,branch-pulse,True
317,22,signal_orchard,branch comparison cards,caravan task bell,oil paper,cool route air,dry route board,steady route stance,branch-pulse,True
318,22,orchard_riverbend,branch comparison cards,dialogue chime,wet cargo,cool route air,route damp,listening posture,branch-pulse,True
319,22,central_repair_ring,branch comparison cards,json editor click,dry rope,warm control room,dry route board,careful editing posture,branch-pulse,True
320,22,riverbend_roofward,branch comparison cards,json editor click,wet cargo,warm control room,route damp,careful editing posture,flower-node,True
321,22,roofward_archive,branch comparison cards,map hum,dry rope,cool route air,dry route board,steady route stance,branch-pulse,True
322,22,archive_signal,single active branch,map hum,oil paper,cool route air,dry route board,steady route stance,branch-pulse,True
323,22,signal_orchard,branch comparison cards,json editor click,oil paper,warm control room,dry route board,careful editing posture,branch-pulse,True
324,22,orchard_riverbend,branch comparison cards,map hum,wet cargo,cool route air,route damp,steady route stance,branch-pulse,True
325,22,central_repair_ring,branch comparison cards,caravan task bell,dry rope,cool route air,dry route board,steady route stance,flower-node,True
326,22,riverbend_roofward,branch comparison cards,json editor click,wet cargo,warm control room,route damp,careful editing posture,branch-pulse,True
327,22,roofward_archive,branch comparison cards,json editor click,dry rope,warm control room,dry route board,careful editing posture,branch-pulse,True
328,22,archive_signal,branch comparison cards,caravan task bell,oil paper,cool route air,dry route board,steady route stance,branch-pulse,True
329,22,signal_orchard,branch comparison cards,map hum,oil paper,cool route air,dry route board,steady route stance,ambient-rate,True
330,23,orchard_riverbend,branch comparison cards,json editor click,wet cargo,warm control room,route damp,careful editing posture,flower-node,True
331,23,central_repair_ring,branch comparison cards,map hum,dry rope,cool route air,dry route board,steady route stance,branch-pulse,True
332,23,riverbend_roofward,branch comparison cards,caravan task bell,wet cargo,cool route air,route damp,steady route stance,branch-pulse,True
333,23,roofward_archive,branch comparison cards,json editor click,dry rope,warm control room,dry route board,careful editing posture,branch-pulse,True
334,23,archive_signal,branch comparison cards,json editor click,oil paper,warm control room,dry route board,careful editing posture,branch-pulse,True
335,23,signal_orchard,branch comparison cards,caravan task bell,oil paper,cool route air,dry route board,steady route stance,flower-node,True
336,23,orchard_riverbend,branch comparison cards,map hum,wet cargo,cool route air,route damp,steady route stance,branch-pulse,True
337,23,central_repair_ring,branch comparison cards,map hum,dry rope,cool route air,dry route board,steady route stance,branch-pulse,True
338,23,riverbend_roofward,branch comparison cards,json editor click,wet cargo,warm control room,route damp,careful editing posture,branch-pulse,True
339,23,roofward_archive,branch comparison cards,json editor click,dry rope,warm control room,dry route board,careful editing posture,branch-pulse,True
340,23,archive_signal,branch comparison cards,caravan task bell,oil paper,cool route air,dry route board,steady route stance,flower-node,True
341,23,signal_orchard,branch comparison cards,dialogue chime,oil paper,cool route air,dry route board,listening posture,branch-pulse,True
342,23,orchard_riverbend,branch comparison cards,json editor click,wet cargo,warm control room,route damp,careful editing posture,branch-pulse,True
343,23,central_repair_ring,branch comparison cards,caravan task bell,dry rope,cool route air,dry route board,steady route stance,branch-pulse,True
344,23,riverbend_roofward,branch comparison cards,map hum,wet cargo,cool route air,route damp,steady route stance,ambient-rate,True
345,24,roofward_archive,single active branch,json editor click,dry rope,warm control room,dry route board,careful editing posture,flower-node,True
346,24,archive_signal,branch comparison cards,json editor click,oil paper,warm control room,dry route board,careful editing posture,branch-pulse,True
347,24,signal_orchard,branch comparison cards,caravan task bell,oil paper,cool route air,dry route board,steady route stance,branch-pulse,True
348,24,orchard_riverbend,branch comparison cards,dialogue chime,wet cargo,cool route air,route damp,listening posture,branch-pulse,True
349,24,central_repair_ring,branch comparison cards,json editor click,dry rope,warm control room,dry route board,careful editing posture,branch-pulse,True
350,24,riverbend_roofward,branch comparison cards,caravan task bell,wet cargo,cool route air,route damp,steady route stance,flower-node,True
351,24,roofward_archive,branch comparison cards,map hum,dry rope,cool route air,dry route board,steady route stance,branch-pulse,True
352,24,archive_signal,branch comparison cards,json editor click,oil paper,warm control room,dry route board,careful editing posture,branch-pulse,True
353,24,signal_orchard,branch comparison cards,json editor click,oil paper,warm control room,dry route board,careful editing posture,branch-pulse,True
354,24,orchard_riverbend,branch comparison cards,map hum,wet cargo,cool route air,route damp,steady route stance,branch-pulse,True
355,24,central_repair_ring,branch comparison cards,caravan task bell,dry rope,cool route air,dry route board,steady route stance,flower-node,True
356,24,riverbend_roofward,branch comparison cards,caravan task bell,wet cargo,cool route air,route damp,listening posture,branch-pulse,True
357,24,roofward_archive,branch comparison cards,json editor click,dry rope,warm control room,dry route board,careful editing posture,branch-pulse,True
358,24,archive_signal,branch comparison cards,json editor click,oil paper,warm control room,dry route board,careful editing posture,branch-pulse,True
359,24,signal_orchard,branch comparison cards,map hum,oil paper,cool route air,dry route board,steady route stance,ambient-rate,True
360,25,central_repair_ring,branch comparison cards,json editor click,dry rope,warm control room,dry route board,careful editing posture,flower-node,True
361,25,riverbend_roofward,branch comparison cards,map hum,wet cargo,cool route air,route damp,steady route stance,branch-pulse,True
362,25,roofward_archive,branch comparison cards,caravan task bell,dry rope,cool route air,dry route board,steady route stance,branch-pulse,True
363,25,archive_signal,branch comparison cards,dialogue chime,oil paper,cool route air,dry route board,listening posture,branch-pulse,True
364,25,signal_orchard,branch comparison cards,json editor click,oil paper,warm control room,dry route board,careful editing posture,branch-pulse,True
365,25,orchard_riverbend,branch comparison cards,caravan task bell,wet cargo,cool route air,route damp,steady route stance,flower-node,True
366,25,central_repair_ring,branch comparison cards,map hum,dry rope,cool route air,dry route board,steady route stance,branch-pulse,True
367,25,riverbend_roofward,branch comparison cards,map hum,wet cargo,cool route air,route damp,steady route stance,branch-pulse,True
368,25,roofward_archive,single active branch,json editor click,dry rope,warm control room,dry route board,careful editing posture,branch-pulse,True
369,25,archive_signal,branch comparison cards,map hum,oil paper,cool route air,dry route board,steady route stance,branch-pulse,True
370,25,signal_orchard,branch comparison cards,json editor click,oil paper,warm control room,dry route board,careful editing posture,flower-node,True
371,25,orchard_riverbend,branch comparison cards,dialogue chime,wet cargo,cool route air,route damp,listening posture,branch-pulse,True
372,25,central_repair_ring,branch comparison cards,json editor click,dry rope,warm control room,dry route board,careful editing posture,branch-pulse,True
373,25,riverbend_roofward,branch comparison cards,caravan task bell,wet cargo,cool route air,route damp,steady route stance,branch-pulse,True
374,25,roofward_archive,branch comparison cards,caravan task bell,dry rope,cool route air,dry route board,steady route stance,ambient-rate,True
375,26,archive_signal,branch comparison cards,json editor click,oil paper,warm control room,dry route board,careful editing posture,flower-node,True
376,26,signal_orchard,branch comparison cards,map hum,oil paper,cool route air,dry route board,steady route stance,branch-pulse,True
377,26,orchard_riverbend,branch comparison cards,json editor click,wet cargo,warm control room,route damp,careful editing posture,branch-pulse,True
378,26,central_repair_ring,branch comparison cards,dialogue chime,dry rope,cool route air,dry route board,listening posture,branch-pulse,True
379,26,riverbend_roofward,branch comparison cards,json editor click,wet cargo,warm control room,route damp,careful editing posture,branch-pulse,True
380,26,roofward_archive,branch comparison cards,caravan task bell,dry rope,cool route air,dry route board,steady route stance,flower-node,True
381,26,archive_signal,branch comparison cards,caravan task bell,oil paper,cool route air,dry route board,steady route stance,branch-pulse,True
382,26,signal_orchard,branch comparison cards,map hum,oil paper,cool route air,dry route board,steady route stance,branch-pulse,True
383,26,orchard_riverbend,branch comparison cards,json editor click,wet cargo,warm control room,route damp,careful editing posture,branch-pulse,True
384,26,central_repair_ring,branch comparison cards,map hum,dry rope,cool route air,dry route board,steady route stance,branch-pulse,True
385,26,riverbend_roofward,branch comparison cards,caravan task bell,wet cargo,cool route air,route damp,steady route stance,flower-node,True
386,26,roofward_archive,branch comparison cards,dialogue chime,dry rope,cool route air,dry route board,listening posture,branch-pulse,True
387,26,archive_signal,branch comparison cards,json editor click,oil paper,warm control room,dry route board,careful editing posture,branch-pulse,True
388,26,signal_orchard,branch comparison cards,caravan task bell,oil paper,cool route air,dry route board,steady route stance,branch-pulse,True
389,26,orchard_riverbend,branch comparison cards,json editor click,wet cargo,warm control room,route damp,careful editing posture,ambient-rate,True
390,27,central_repair_ring,branch comparison cards,json editor click,dry rope,warm control room,dry route board,careful editing posture,flower-node,True
391,27,riverbend_roofward,single active branch,map hum,wet cargo,cool route air,route damp,steady route stance,branch-pulse,True
392,27,roofward_archive,branch comparison cards,caravan task bell,dry rope,cool route air,dry route board,steady route stance,branch-pulse,True
393,27,archive_signal,branch comparison cards,dialogue chime,oil paper,cool route air,dry route board,listening posture,branch-pulse,True
394,27,signal_orchard,branch comparison cards,json editor click,oil paper,warm control room,dry route board,careful editing posture,branch-pulse,True
395,27,orchard_riverbend,branch comparison cards,caravan task bell,wet cargo,cool route air,route damp,steady route stance,flower-node,True
396,27,central_repair_ring,branch comparison cards,json editor click,dry rope,warm control room,dry route board,careful editing posture,branch-pulse,True
397,27,riverbend_roofward,branch comparison cards,map hum,wet cargo,cool route air,route damp,steady route stance,branch-pulse,True
398,27,roofward_archive,branch comparison cards,json editor click,dry rope,warm control room,dry route board,careful editing posture,branch-pulse,True
399,27,archive_signal,branch comparison cards,map hum,oil paper,cool route air,dry route board,steady route stance,branch-pulse,True
400,27,signal_orchard,branch comparison cards,caravan task bell,oil paper,cool route air,dry route board,steady route stance,flower-node,True
401,27,orchard_riverbend,branch comparison cards,dialogue chime,wet cargo,cool route air,route damp,listening posture,branch-pulse,True
402,27,central_repair_ring,branch comparison cards,json editor click,dry rope,warm control room,dry route board,careful editing posture,branch-pulse,True
403,27,riverbend_roofward,branch comparison cards,caravan task bell,wet cargo,cool route air,route damp,steady route stance,branch-pulse,True
404,27,roofward_archive,branch comparison cards,map hum,dry rope,cool route air,dry route board,steady route stance,ambient-rate,True
405,28,archive_signal,branch comparison cards,json editor click,oil paper,warm control room,dry route board,careful editing posture,flower-node,True
406,28,signal_orchard,branch comparison cards,map hum,oil paper,cool route air,dry route board,steady route stance,branch-pulse,True
407,28,orchard_riverbend,branch comparison cards,caravan task bell,wet cargo,cool route air,route damp,steady route stance,branch-pulse,True
408,28,central_repair_ring,branch comparison cards,dialogue chime,dry rope,cool route air,dry route board,listening posture,branch-pulse,True
409,28,riverbend_roofward,branch comparison cards,json editor click,wet cargo,warm control room,route damp,careful editing posture,branch-pulse,True
410,28,roofward_archive,branch comparison cards,caravan task bell,dry rope,cool route air,dry route board,steady route stance,flower-node,True
411,28,archive_signal,branch comparison cards,map hum,oil paper,cool route air,dry route board,steady route stance,branch-pulse,True
412,28,signal_orchard,branch comparison cards,map hum,oil paper,cool route air,dry route board,steady route stance,branch-pulse,True
413,28,orchard_riverbend,branch comparison cards,json editor click,wet cargo,warm control room,route damp,careful editing posture,branch-pulse,True
414,28,central_repair_ring,single active branch,map hum,dry rope,cool route air,dry route board,steady route stance,branch-pulse,True
415,28,riverbend_roofward,branch comparison cards,caravan task bell,wet cargo,cool route air,route damp,steady route stance,flower-node,True
416,28,roofward_archive,branch comparison cards,dialogue chime,dry rope,cool route air,dry route board,listening posture,branch-pulse,True
417,28,archive_signal,branch comparison cards,json editor click,oil paper,warm control room,dry route board,careful editing posture,branch-pulse,True
418,28,signal_orchard,branch comparison cards,caravan task bell,oil paper,cool route air,dry route board,steady route stance,branch-pulse,True
419,28,orchard_riverbend,branch comparison cards,caravan task bell,wet cargo,cool route air,route damp,steady route stance,ambient-rate,True
420,29,central_repair_ring,branch comparison cards,json editor click,dry rope,warm control room,dry route board,avatar multitask strain,flower-node,True
421,29,riverbend_roofward,branch comparison cards,map hum,wet cargo,cool route air,route damp,steady route stance,branch-pulse,True
422,29,roofward_archive,branch comparison cards,caravan task bell,dry rope,cool route air,dry route board,steady route stance,branch-pulse,True
423,29,archive_signal,branch comparison cards,dialogue chime,oil paper,cool route air,dry route board,listening posture,branch-pulse,True
424,29,signal_orchard,branch comparison cards,json editor click,oil paper,warm control room,dry route board,careful editing posture,branch-pulse,True
425,29,orchard_riverbend,branch comparison cards,caravan task bell,wet cargo,cool route air,route damp,steady route stance,flower-node,True
426,29,central_repair_ring,branch comparison cards,caravan task bell,dry rope,cool route air,dry route board,avatar multitask strain,branch-pulse,True
427,29,riverbend_roofward,branch comparison cards,map hum,wet cargo,cool route air,route damp,steady route stance,branch-pulse,True
428,29,roofward_archive,branch comparison cards,json editor click,dry rope,warm control room,dry route board,careful editing posture,branch-pulse,True
429,29,archive_signal,branch comparison cards,map hum,oil paper,cool route air,dry route board,steady route stance,branch-pulse,True
430,29,signal_orchard,branch comparison cards,caravan task bell,oil paper,cool route air,dry route board,steady route stance,flower-node,True
431,29,orchard_riverbend,branch comparison cards,dialogue chime,wet cargo,cool route air,route damp,listening posture,branch-pulse,True
432,29,central_repair_ring,branch comparison cards,json editor click,dry rope,warm control room,dry route board,avatar multitask strain,branch-pulse,True
433,29,riverbend_roofward,branch comparison cards,caravan task bell,wet cargo,cool route air,route damp,steady route stance,branch-pulse,True
434,29,roofward_archive,branch comparison cards,map hum,dry rope,cool route air,dry route board,steady route stance,ambient-rate,True
435,30,signal_orchard,branch comparison cards,json editor click,oil paper,warm control room,dry route board,careful editing posture,flower-node,True
436,30,orchard_riverbend,branch comparison cards,map hum,wet cargo,cool route air,route damp,steady route stance,branch-pulse,True
437,30,central_repair_ring,single active branch,caravan task bell,dry rope,cool route air,dry route board,steady route stance,branch-pulse,True
438,30,riverbend_roofward,branch comparison cards,dialogue chime,wet cargo,cool route air,route damp,listening posture,branch-pulse,True
439,30,roofward_archive,branch comparison cards,json editor click,dry rope,warm control room,dry route board,careful editing posture,branch-pulse,True
440,30,archive_signal,branch comparison cards,caravan task bell,oil paper,cool route air,dry route board,steady route stance,flower-node,True
441,30,signal_orchard,branch comparison cards,map hum,oil paper,cool route air,dry route board,steady route stance,branch-pulse,True
442,30,orchard_riverbend,branch comparison cards,map hum,wet cargo,cool route air,route damp,steady route stance,branch-pulse,True
443,30,central_repair_ring,branch comparison cards,json editor click,dry rope,warm control room,dry route board,careful editing posture,branch-pulse,True
444,30,riverbend_roofward,branch comparison cards,map hum,wet cargo,cool route air,route damp,steady route stance,branch-pulse,True
445,30,roofward_archive,branch comparison cards,caravan task bell,dry rope,cool route air,dry route board,steady route stance,flower-node,True
446,30,archive_signal,branch comparison cards,dialogue chime,oil paper,cool route air,dry route board,listening posture,branch-pulse,True
447,30,signal_orchard,branch comparison cards,json editor click,oil paper,warm control room,dry route board,careful editing posture,branch-pulse,True
448,30,orchard_riverbend,branch comparison cards,caravan task bell,wet cargo,cool route air,route damp,steady route stance,branch-pulse,True
449,30,central_repair_ring,branch comparison cards,map hum,dry rope,cool route air,dry route board,steady route stance,ambient-rate,True
450,31,riverbend_roofward,branch comparison cards,json editor click,wet cargo,warm control room,route damp,careful editing posture,flower-node,True
451,31,roofward_archive,branch comparison cards,map hum,dry rope,cool route air,dry route board,steady route stance,branch-pulse,True
452,31,archive_signal,branch comparison cards,caravan task bell,oil paper,cool route air,dry route board,steady route stance,branch-pulse,True
453,31,signal_orchard,branch comparison cards,dialogue chime,oil paper,cool route air,dry route board,listening posture,branch-pulse,True
454,31,orchard_riverbend,branch comparison cards,json editor click,wet cargo,warm control room,route damp,careful editing posture,branch-pulse,True
455,31,central_repair_ring,branch comparison cards,caravan task bell,dry rope,cool route air,dry route board,steady route stance,flower-node,True
456,31,riverbend_roofward,branch comparison cards,map hum,wet cargo,cool route air,route damp,steady route stance,branch-pulse,True
457,31,roofward_archive,branch comparison cards,map hum,dry rope,cool route air,dry route board,steady route stance,branch-pulse,True
458,31,archive_signal,branch comparison cards,json editor click,oil paper,warm control room,dry route board,careful editing posture,branch-pulse,True
459,31,signal_orchard,branch comparison cards,map hum,oil paper,cool route air,dry route board,steady route stance,branch-pulse,True
460,31,orchard_riverbend,single active branch,caravan task bell,wet cargo,cool route air,route damp,steady route stance,flower-node,True
461,31,central_repair_ring,branch comparison cards,dialogue chime,dry rope,cool route air,dry route board,listening posture,branch-pulse,True
462,31,riverbend_roofward,branch comparison cards,json editor click,wet cargo,warm control room,route damp,careful editing posture,branch-pulse,True
463,31,roofward_archive,branch comparison cards,caravan task bell,dry rope,cool route air,dry route board,steady route stance,branch-pulse,True
464,31,archive_signal,branch comparison cards,map hum,oil paper,cool route air,dry route board,steady route stance,ambient-rate,True
465,32,signal_orchard,branch comparison cards,json editor click,oil paper,warm control room,dry route board,careful editing posture,flower-node,True
466,32,orchard_riverbend,branch comparison cards,map hum,wet cargo,cool route air,route damp,steady route stance,branch-pulse,True
467,32,central_repair_ring,branch comparison cards,caravan task bell,dry rope,cool route air,dry route board,steady route stance,branch-pulse,True
468,32,riverbend_roofward,branch comparison cards,caravan task bell,wet cargo,cool route air,route damp,avatar multitask strain,branch-pulse,True
469,32,roofward_archive,branch comparison cards,json editor click,dry rope,warm control room,dry route board,careful editing posture,branch-pulse,True
470,32,archive_signal,branch comparison cards,caravan task bell,oil paper,cool route air,dry route board,steady route stance,flower-node,True
471,32,signal_orchard,branch comparison cards,map hum,oil paper,cool route air,dry route board,steady route stance,branch-pulse,True
472,32,orchard_riverbend,branch comparison cards,map hum,wet cargo,cool route air,route damp,steady route stance,branch-pulse,True
473,32,central_repair_ring,branch comparison cards,json editor click,dry rope,warm control room,dry route board,careful editing posture,branch-pulse,True
474,32,riverbend_roofward,branch comparison cards,caravan task bell,wet cargo,cool route air,route damp,avatar multitask strain,branch-pulse,True
475,32,roofward_archive,branch comparison cards,caravan task bell,dry rope,cool route air,dry route board,steady route stance,flower-node,True
476,32,archive_signal,branch comparison cards,dialogue chime,oil paper,cool route air,dry route board,listening posture,branch-pulse,True
477,32,signal_orchard,branch comparison cards,json editor click,oil paper,warm control room,dry route board,careful editing posture,branch-pulse,True
478,32,orchard_riverbend,branch comparison cards,caravan task bell,wet cargo,cool route air,route damp,steady route stance,branch-pulse,True
479,32,central_repair_ring,branch comparison cards,map hum,dry rope,cool route air,dry route board,steady route stance,ambient-rate,True
480,33,riverbend_roofward,branch comparison cards,json editor click,wet cargo,warm control room,route damp,careful editing posture,flower-node,True
481,33,roofward_archive,branch comparison cards,caravan task bell,dry rope,cool route air,dry route board,steady route stance,branch-pulse,True
482,33,archive_signal,branch comparison cards,caravan task bell,oil paper,cool route air,dry route board,steady route stance,branch-pulse,True
483,33,signal_orchard,single active branch,dialogue chime,oil paper,cool route air,dry route board,listening posture,branch-pulse,True
484,33,orchard_riverbend,branch comparison cards,json editor click,wet cargo,warm control room,route damp,careful editing posture,branch-pulse,True
485,33,central_repair_ring,branch comparison cards,caravan task bell,dry rope,cool route air,dry route board,steady route stance,flower-node,True
486,33,riverbend_roofward,branch comparison cards,json editor click,wet cargo,warm control room,route damp,careful editing posture,branch-pulse,True
487,33,roofward_archive,branch comparison cards,caravan task bell,dry rope,cool route air,dry route board,steady route stance,branch-pulse,True
488,33,archive_signal,branch comparison cards,json editor click,oil paper,warm control room,dry route board,careful editing posture,branch-pulse,True
489,33,signal_orchard,branch comparison cards,map hum,oil paper,cool route air,dry route board,steady route stance,branch-pulse,True
490,33,orchard_riverbend,branch comparison cards,caravan task bell,wet cargo,cool route air,route damp,steady route stance,flower-node,True
491,33,central_repair_ring,branch comparison cards,dialogue chime,dry rope,cool route air,dry route board,listening posture,branch-pulse,True
492,33,riverbend_roofward,branch comparison cards,json editor click,wet cargo,warm control room,route damp,careful editing posture,branch-pulse,True
493,33,roofward_archive,branch comparison cards,caravan task bell,dry rope,cool route air,dry route board,steady route stance,branch-pulse,True
494,33,archive_signal,branch comparison cards,map hum,oil paper,cool route air,dry route board,steady route stance,ambient-rate,True
495,34,signal_orchard,branch comparison cards,json editor click,oil paper,warm control room,dry route board,careful editing posture,flower-node,True
496,34,orchard_riverbend,branch comparison cards,map hum,wet cargo,cool route air,route damp,steady route stance,branch-pulse,True
497,34,central_repair_ring,branch comparison cards,caravan task bell,dry rope,cool route air,dry route board,steady route stance,branch-pulse,True
498,34,riverbend_roofward,branch comparison cards,dialogue chime,wet cargo,cool route air,route damp,listening posture,branch-pulse,True
499,34,roofward_archive,branch comparison cards,json editor click,dry rope,warm control room,dry route board,careful editing posture,branch-pulse,True
500,34,archive_signal,branch comparison cards,caravan task bell,oil paper,cool route air,dry route board,steady route stance,flower-node,True
501,34,signal_orchard,branch comparison cards,map hum,oil paper,cool route air,dry route board,steady route stance,branch-pulse,True
502,34,orchard_riverbend,branch comparison cards,map hum,wet cargo,cool route air,route damp,steady route stance,branch-pulse,True
503,34,central_repair_ring,branch comparison cards,json editor click,dry rope,warm control room,dry route board,careful editing posture,branch-pulse,True
504,34,riverbend_roofward,branch comparison cards,map hum,wet cargo,cool route air,route damp,steady route stance,branch-pulse,True
