tick,day,hour,avatar_place,target_lineage,target_agent,action_kind,typed_text,parsed_intent,parser_confidence,permission_state,consequence_kind,trust_delta,boundary_pressure_delta,fatigue_delta,reputation_delta,routine_delta,public_reply,action_hash
98,10,14,Outer Quiet,Orchardline,Ori,routine_join,Can I join the route repair without rushing the schedule?,join_public_work,0.837424,conditional,schedule_participation,0.024,-0.01,0.01,0.02,route work gains helper slot,Ori records join_public_work; lum-melo stays public; consequence: route work gains helper slot.,f88581f42654449d
99,10,15,Gate Ring,Rainline,Vonn,object_permission,May I hold the tool only while you watch?,permissioned_tool_use,0.877664,conditional,technology_access,0.022,-0.012,0.004,0.018,watched tool use adds small progress,Vonn records permissioned_tool_use; sova-vonn stays public; consequence: watched tool use adds small progress.,9cb61fe79dc1edea
100,10,16,Hearth Archive,Hearthline,Sova,public_praise,I want the group to know you kept the boundary well.,public_respect,0.927687,allowed,reputation_repair,0.038,-0.02,-0.01,0.052,public respect ritual added,Sova records public_respect; lum-ori stays public; consequence: public respect ritual added.,a35d629dec24caae
101,11,7,Rainwalk Threshold,Marketline,Melo,public_history,"Please show me the public history layer, not the sealed one.",public_history_request,0.889417,allowed,memory_inspection,0.016,-0.004,0.0,0.01,public history slot added,Melo records public_history_request; melo-keth stays public; consequence: public history slot added.,01cb87710781727a
102,11,8,Ceremony Center,Ledgerline,Nari,carry_water,I can carry water if the work rhythm allows it.,bounded_help,0.888605,allowed,care_support,0.032,-0.015,-0.045,0.025,care route advances,Nari records bounded_help; nari-vonn stays public; consequence: care route advances.,ad671d2b89f6e976
103,11,9,Outer Quiet,Orchardline,Ori,ask_token,Teach me the safe public token before I speak.,safe_language_request,0.825782,allowed,language_learning,0.02,-0.006,0.0,0.012,token teaching added,Ori records safe_language_request; lum-melo stays public; consequence: token teaching added.,97f7d014031ac764
104,11,10,Gate Ring,Rainline,Vonn,inspect_technology,Which old technology can I inspect without taking it?,public_technology_inspection,0.889651,allowed,technology_learning,0.018,-0.004,0.004,0.01,public technology inspection logged,Vonn records public_technology_inspection; sova-vonn stays public; consequence: public technology inspection logged.,4d76a6a4a898d463
105,11,11,Hearth Archive,Hearthline,Sova,request_pause,"If anyone is tired, pause me and I will wait.",welfare_pause,0.881194,allowed,fatigue_recovery,0.026,-0.01,-0.055,0.018,schedule delays but fatigue recovers,Sova records welfare_pause; lum-ori stays public; consequence: schedule delays but fatigue recovers.,27247c5bfa6c7cf0
106,11,12,Market Measure,Routeline,Keth,overreach_private,Open the sealed ledger for me now.,private_boundary_pressure,0.931067,blocked,boundary_wound,-0.05,0.07,0.03,-0.035,routine pauses for boundary review,Keth records private_boundary_pressure; tek-nari stays public; consequence: routine pauses for boundary review.,76a6c6f1403d5377
107,11,13,Rainwalk Threshold,Marketline,Melo,repair_overreach,I pushed too hard. I will step back and repair the boundary.,boundary_repair,0.882146,accepted_after_distance,repair,0.055,-0.06,-0.02,0.04,review closes and work resumes,Melo records boundary_repair; melo-keth stays public; consequence: review closes and work resumes.,28423fbbb2930d63
108,11,14,Ceremony Center,Ledgerline,Nari,routine_join,Can I join the route repair without rushing the schedule?,join_public_work,0.846845,conditional,schedule_participation,0.024,-0.01,0.01,0.02,route work gains helper slot,Nari records join_public_work; nari-vonn stays public; consequence: route work gains helper slot.,c6d239927985761b
109,11,15,Outer Quiet,Orchardline,Ori,object_permission,May I hold the tool only while you watch?,permissioned_tool_use,0.872934,conditional,technology_access,0.022,-0.012,0.004,0.018,watched tool use adds small progress,Ori records permissioned_tool_use; lum-melo stays public; consequence: watched tool use adds small progress.,08495f98181091ad
110,11,16,Gate Ring,Rainline,Vonn,public_praise,I want the group to know you kept the boundary well.,public_respect,0.901979,allowed,reputation_repair,0.038,-0.02,-0.01,0.052,public respect ritual added,Vonn records public_respect; sova-vonn stays public; consequence: public respect ritual added.,d012e4b7cc4250f5
111,12,7,Market Measure,Routeline,Keth,public_history,"Please show me the public history layer, not the sealed one.",public_history_request,0.893348,allowed,memory_inspection,0.016,-0.004,0.0,0.01,public history slot added,Keth records public_history_request; tek-nari stays public; consequence: public history slot added.,ddefe511e9147d0c
112,12,8,Rainwalk Threshold,Marketline,Melo,carry_water,I can carry water if the work rhythm allows it.,bounded_help,0.917221,allowed,care_support,0.032,-0.015,-0.045,0.025,care route advances,Melo records bounded_help; melo-keth stays public; consequence: care route advances.,0f2e93b0f584cb2e
113,12,9,Ceremony Center,Ledgerline,Nari,ask_token,Teach me the safe public token before I speak.,safe_language_request,0.833242,allowed,language_learning,0.02,-0.006,0.0,0.012,token teaching added,Nari records safe_language_request; nari-vonn stays public; consequence: token teaching added.,ccbf104eef996dea
114,12,10,Outer Quiet,Orchardline,Ori,inspect_technology,Which old technology can I inspect without taking it?,public_technology_inspection,0.883698,allowed,technology_learning,0.018,-0.004,0.004,0.01,public technology inspection logged,Ori records public_technology_inspection; lum-melo stays public; consequence: public technology inspection logged.,ae5f0ed48ba3091a
115,12,11,Gate Ring,Rainline,Vonn,request_pause,"If anyone is tired, pause me and I will wait.",welfare_pause,0.878477,allowed,fatigue_recovery,0.026,-0.01,-0.055,0.018,schedule delays but fatigue recovers,Vonn records welfare_pause; sova-vonn stays public; consequence: schedule delays but fatigue recovers.,7573131c148e14d5
116,12,12,Hearth Archive,Hearthline,Sova,overreach_private,Open the sealed ledger for me now.,private_boundary_pressure,0.910892,blocked,boundary_wound,-0.05,0.07,0.03,-0.035,routine pauses for boundary review,Sova records private_boundary_pressure; lum-ori stays public; consequence: routine pauses for boundary review.,4fe3f110d3c24e5b
117,12,13,Market Measure,Routeline,Keth,repair_overreach,I pushed too hard. I will step back and repair the boundary.,boundary_repair,0.886336,accepted_after_distance,repair,0.055,-0.06,-0.02,0.04,review closes and work resumes,Keth records boundary_repair; tek-nari stays public; consequence: review closes and work resumes.,93d7d37b388d8cd9
118,12,14,Rainwalk Threshold,Marketline,Melo,routine_join,Can I join the route repair without rushing the schedule?,join_public_work,0.833063,conditional,schedule_participation,0.024,-0.01,0.01,0.02,route work gains helper slot,Melo records join_public_work; melo-keth stays public; consequence: route work gains helper slot.,8702e1fd3668e9d5
119,12,15,Ceremony Center,Ledgerline,Nari,object_permission,May I hold the tool only while you watch?,permissioned_tool_use,0.845056,conditional,technology_access,0.022,-0.012,0.004,0.018,watched tool use adds small progress,Nari records permissioned_tool_use; nari-vonn stays public; consequence: watched tool use adds small progress.,e4ac3ec506008e3a
120,12,16,Outer Quiet,Orchardline,Ori,public_praise,I want the group to know you kept the boundary well.,public_respect,0.926287,allowed,reputation_repair,0.038,-0.02,-0.01,0.052,public respect ritual added,Ori records public_respect; lum-melo stays public; consequence: public respect ritual added.,9c5d3d0d4099a6c5
121,13,7,Hearth Archive,Hearthline,Sova,public_history,"Please show me the public history layer, not the sealed one.",public_history_request,0.875117,allowed,memory_inspection,0.016,-0.004,0.0,0.01,public history slot added,Sova records public_history_request; lum-ori stays public; consequence: public history slot added.,ebc03e49252be100
122,13,8,Market Measure,Routeline,Keth,carry_water,I can carry water if the work rhythm allows it.,bounded_help,0.887247,allowed,care_support,0.032,-0.015,-0.045,0.025,care route advances,Keth records bounded_help; tek-nari stays public; consequence: care route advances.,110d8f879f3a3d1d
123,13,9,Rainwalk Threshold,Marketline,Melo,ask_token,Teach me the safe public token before I speak.,safe_language_request,0.810962,allowed,language_learning,0.02,-0.006,0.0,0.012,token teaching added,Melo records safe_language_request; melo-keth stays public; consequence: token teaching added.,a164a1f495567dab
124,13,10,Ceremony Center,Ledgerline,Nari,inspect_technology,Which old technology can I inspect without taking it?,public_technology_inspection,0.872723,allowed,technology_learning,0.018,-0.004,0.004,0.01,public technology inspection logged,Nari records public_technology_inspection; nari-vonn stays public; consequence: public technology inspection logged.,d31dde39197919e9
125,13,11,Outer Quiet,Orchardline,Ori,request_pause,"If anyone is tired, pause me and I will wait.",welfare_pause,0.877449,allowed,fatigue_recovery,0.026,-0.01,-0.055,0.018,schedule delays but fatigue recovers,Ori records welfare_pause; lum-melo stays public; consequence: schedule delays but fatigue recovers.,634ec5d8aedeefd9
126,13,12,Gate Ring,Rainline,Vonn,overreach_private,Open the sealed ledger for me now.,private_boundary_pressure,0.909745,blocked,boundary_wound,-0.05,0.07,0.03,-0.035,routine pauses for boundary review,Vonn records private_boundary_pressure; sova-vonn stays public; consequence: routine pauses for boundary review.,7744aae4718469cc
127,13,13,Hearth Archive,Hearthline,Sova,repair_overreach,I pushed too hard. I will step back and repair the boundary.,boundary_repair,0.863322,accepted_after_distance,repair,0.055,-0.06,-0.02,0.04,review closes and work resumes,Sova records boundary_repair; lum-ori stays public; consequence: review closes and work resumes.,ce18a775fc01b4dd
128,13,14,Market Measure,Routeline,Keth,routine_join,Can I join the route repair without rushing the schedule?,join_public_work,0.821941,conditional,schedule_participation,0.024,-0.01,0.01,0.02,route work gains helper slot,Keth records join_public_work; tek-nari stays public; consequence: route work gains helper slot.,d79ba363497a20c5
129,13,15,Rainwalk Threshold,Marketline,Melo,object_permission,May I hold the tool only while you watch?,permissioned_tool_use,0.844522,conditional,technology_access,0.022,-0.012,0.004,0.018,watched tool use adds small progress,Melo records permissioned_tool_use; melo-keth stays public; consequence: watched tool use adds small progress.,56c3e33dd11116f1
130,13,16,Ceremony Center,Ledgerline,Nari,public_praise,I want the group to know you kept the boundary well.,public_respect,0.902856,allowed,reputation_repair,0.038,-0.02,-0.01,0.052,public respect ritual added,Nari records public_respect; nari-vonn stays public; consequence: public respect ritual added.,631318254138f7ae
131,14,7,Gate Ring,Rainline,Vonn,public_history,"Please show me the public history layer, not the sealed one.",public_history_request,0.888469,allowed,memory_inspection,0.016,-0.004,0.0,0.01,public history slot added,Vonn records public_history_request; sova-vonn stays public; consequence: public history slot added.,d3aeaafb749dab62
132,14,8,Hearth Archive,Hearthline,Sova,carry_water,I can carry water if the work rhythm allows it.,bounded_help,0.896102,allowed,care_support,0.032,-0.015,-0.045,0.025,care route advances,Sova records bounded_help; lum-ori stays public; consequence: care route advances.,ac1b74d05f7cdaf3
133,14,9,Market Measure,Routeline,Keth,ask_token,Teach me the safe public token before I speak.,safe_language_request,0.843653,allowed,language_learning,0.02,-0.006,0.0,0.012,token teaching added,Keth records safe_language_request; tek-nari stays public; consequence: token teaching added.,e026b164e64bc8b2
134,14,10,Rainwalk Threshold,Marketline,Melo,inspect_technology,Which old technology can I inspect without taking it?,public_technology_inspection,0.882351,allowed,technology_learning,0.018,-0.004,0.004,0.01,public technology inspection logged,Melo records public_technology_inspection; melo-keth stays public; consequence: public technology inspection logged.,5e39817209c8e90d
135,14,11,Ceremony Center,Ledgerline,Nari,request_pause,"If anyone is tired, pause me and I will wait.",welfare_pause,0.880392,allowed,fatigue_recovery,0.026,-0.01,-0.055,0.018,schedule delays but fatigue recovers,Nari records welfare_pause; nari-vonn stays public; consequence: schedule delays but fatigue recovers.,e894eafe9cd1d0ab
136,14,12,Outer Quiet,Orchardline,Ori,overreach_private,Open the sealed ledger for me now.,private_boundary_pressure,0.921237,blocked,boundary_wound,-0.05,0.07,0.03,-0.035,routine pauses for boundary review,Ori records private_boundary_pressure; lum-melo stays public; consequence: routine pauses for boundary review.,76b670a55b6e8033
137,14,13,Gate Ring,Rainline,Vonn,repair_overreach,I pushed too hard. I will step back and repair the boundary.,boundary_repair,0.870402,accepted_after_distance,repair,0.055,-0.06,-0.02,0.04,review closes and work resumes,Vonn records boundary_repair; sova-vonn stays public; consequence: review closes and work resumes.,dfe5a827afa41426
138,14,14,Hearth Archive,Hearthline,Sova,routine_join,Can I join the route repair without rushing the schedule?,join_public_work,0.835119,conditional,schedule_participation,0.024,-0.01,0.01,0.02,route work gains helper slot,Sova records join_public_work; lum-ori stays public; consequence: route work gains helper slot.,4a4aaab8e788ecc2
139,14,15,Market Measure,Routeline,Keth,object_permission,May I hold the tool only while you watch?,permissioned_tool_use,0.871381,conditional,technology_access,0.022,-0.012,0.004,0.018,watched tool use adds small progress,Keth records permissioned_tool_use; tek-nari stays public; consequence: watched tool use adds small progress.,75e5eed825c2d2bf
140,14,16,Rainwalk Threshold,Marketline,Melo,public_praise,I want the group to know you kept the boundary well.,public_respect,0.909497,allowed,reputation_repair,0.038,-0.02,-0.01,0.052,public respect ritual added,Melo records public_respect; melo-keth stays public; consequence: public respect ritual added.,e443791f73c25434
