tick_id,route_id,replay_event,event_payload_hash,replay_exportable,dom_selector,expected_state_after,observed_state_after,deterministic_order
198,archive_signal,delayed_followup_dialogue,v34-344943,True,#followup-archive_signal,That path kept the spool clean. I can explain the pattern now.,That path kept the spool clean. I can explain the pattern now.,430
199,signal_orchard,export_snapshot,v34-120699,True,#snapshot-export-box,snapshot:signal_orchard:d17:t7,snapshot:signal_orchard:d17:t7,431
200,orchard_riverbend,merge_detour,v34-026642,True,#merge-orchard_riverbend,market plank route,market plank route,432
200,orchard_riverbend,visible_body_reaction,v34-332687,True,#body-reaction-orchard_riverbend,"Ivo pats the satchel, then moves nearer to the dry planks","Ivo pats the satchel, then moves nearer to the dry planks",433
200,orchard_riverbend,delayed_followup_dialogue,v34-162212,True,#followup-orchard_riverbend,The seeds stayed dry. I will remember that route.,The seeds stayed dry. I will remember that route.,434
201,central_repair_ring,animation_pause,v34-776434,True,#anim-central_repair_ring-pause,paused,paused,435
201,central_repair_ring,visible_body_reaction,v34-134574,True,#body-reaction-central_repair_ring,"Juno covers the wire, exhales, then nods once","Juno covers the wire, exhales, then nods once",436
201,central_repair_ring,delayed_followup_dialogue,v34-562875,True,#followup-central_repair_ring,The outer path gave me room. I can finish the wire without shaking.,The outer path gave me room. I can finish the wire without shaking.,437
202,riverbend_roofward,paste_import_snapshot,v34-439158,True,#snapshot-paste-box,imported:riverbend_roofward:d17:t10,imported:riverbend_roofward:d17:t10,438
203,roofward_archive,delayed_followup_dialogue,v34-476437,True,#followup-roofward_archive,The warm lane helped. I remember you waited instead of rushing me.,The warm lane helped. I remember you waited instead of rushing me.,439
204,archive_signal,animation_play,v34-683446,True,#anim-archive_signal-play,playing,playing,440
204,archive_signal,visible_body_reaction,v34-066197,True,#body-reaction-archive_signal,"Nia blinks twice, then points toward the kiosk","Nia blinks twice, then points toward the kiosk",441
204,archive_signal,delayed_followup_dialogue,v34-343342,True,#followup-archive_signal,That path kept the spool clean. I can explain the pattern now.,That path kept the spool clean. I can explain the pattern now.,442
205,signal_orchard,paste_import_snapshot,v34-242935,True,#snapshot-paste-box,imported:signal_orchard:d18:t1,imported:signal_orchard:d18:t1,443
206,orchard_riverbend,merge_detour,v34-027645,True,#merge-orchard_riverbend,market plank route,market plank route,444
206,orchard_riverbend,visible_body_reaction,v34-333491,True,#body-reaction-orchard_riverbend,"Ivo pats the satchel, then moves nearer to the dry planks","Ivo pats the satchel, then moves nearer to the dry planks",445
206,orchard_riverbend,delayed_followup_dialogue,v34-163016,True,#followup-orchard_riverbend,The seeds stayed dry. I will remember that route.,The seeds stayed dry. I will remember that route.,446
207,central_repair_ring,animation_pause,v34-777238,True,#anim-central_repair_ring-pause,paused,paused,447
207,central_repair_ring,visible_body_reaction,v34-135378,True,#body-reaction-central_repair_ring,"Juno covers the wire, exhales, then nods once","Juno covers the wire, exhales, then nods once",448
207,central_repair_ring,delayed_followup_dialogue,v34-563679,True,#followup-central_repair_ring,The outer path gave me room. I can finish the wire without shaking.,The outer path gave me room. I can finish the wire without shaking.,449
208,riverbend_roofward,export_snapshot,v34-300281,True,#snapshot-export-box,snapshot:riverbend_roofward:d18:t4,snapshot:riverbend_roofward:d18:t4,450
209,roofward_archive,animation_step,v34-724986,True,#anim-roofward_archive-step,stepped,stepped,451
209,roofward_archive,rollback_direct,v34-749586,True,#rollback-roofward_archive,glass stair,glass stair,452
209,roofward_archive,visible_body_reaction,v34-166186,True,#body-reaction-roofward_archive,Fay lowers her shoulders and uncurls her fingers,Fay lowers her shoulders and uncurls her fingers,453
210,archive_signal,animation_play,v34-683043,True,#anim-archive_signal-play,playing,playing,454
210,archive_signal,visible_body_reaction,v34-065794,True,#body-reaction-archive_signal,"Nia blinks twice, then points toward the kiosk","Nia blinks twice, then points toward the kiosk",455
210,archive_signal,delayed_followup_dialogue,v34-342939,True,#followup-archive_signal,That path kept the spool clean. I can explain the pattern now.,That path kept the spool clean. I can explain the pattern now.,456
211,signal_orchard,export_snapshot,v34-118893,True,#snapshot-export-box,snapshot:signal_orchard:d18:t7,snapshot:signal_orchard:d18:t7,457
212,orchard_riverbend,merge_detour,v34-027441,True,#merge-orchard_riverbend,market plank route,market plank route,458
212,orchard_riverbend,visible_body_reaction,v34-333088,True,#body-reaction-orchard_riverbend,"Ivo pats the satchel, then moves nearer to the dry planks","Ivo pats the satchel, then moves nearer to the dry planks",459
212,orchard_riverbend,delayed_followup_dialogue,v34-162613,True,#followup-orchard_riverbend,The seeds stayed dry. I will remember that route.,The seeds stayed dry. I will remember that route.,460
213,central_repair_ring,animation_pause,v34-776835,True,#anim-central_repair_ring-pause,paused,paused,461
213,central_repair_ring,visible_body_reaction,v34-134975,True,#body-reaction-central_repair_ring,"Juno covers the wire, exhales, then nods once","Juno covers the wire, exhales, then nods once",462
213,central_repair_ring,delayed_followup_dialogue,v34-563276,True,#followup-central_repair_ring,The outer path gave me room. I can finish the wire without shaking.,The outer path gave me room. I can finish the wire without shaking.,463
214,riverbend_roofward,paste_import_snapshot,v34-439771,True,#snapshot-paste-box,imported:riverbend_roofward:d18:t10,imported:riverbend_roofward:d18:t10,464
215,roofward_archive,animation_step,v34-724583,True,#anim-roofward_archive-step,stepped,stepped,465
215,roofward_archive,visible_body_reaction,v34-165783,True,#body-reaction-roofward_archive,Fay lowers her shoulders and uncurls her fingers,Fay lowers her shoulders and uncurls her fingers,466
215,roofward_archive,delayed_followup_dialogue,v34-110961,True,#followup-roofward_archive,I need a slower route before I carry the ledger.,I need a slower route before I carry the ledger.,467
216,archive_signal,animation_play,v34-683847,True,#anim-archive_signal-play,playing,playing,468
216,archive_signal,visible_body_reaction,v34-066598,True,#body-reaction-archive_signal,"Nia blinks twice, then points toward the kiosk","Nia blinks twice, then points toward the kiosk",469
216,archive_signal,delayed_followup_dialogue,v34-343743,True,#followup-archive_signal,That path kept the spool clean. I can explain the pattern now.,That path kept the spool clean. I can explain the pattern now.,470
217,signal_orchard,paste_import_snapshot,v34-243540,True,#snapshot-paste-box,imported:signal_orchard:d19:t1,imported:signal_orchard:d19:t1,471
218,orchard_riverbend,merge_detour,v34-028444,True,#merge-orchard_riverbend,market plank route,market plank route,472
218,orchard_riverbend,visible_body_reaction,v34-333892,True,#body-reaction-orchard_riverbend,"Ivo pats the satchel, then moves nearer to the dry planks","Ivo pats the satchel, then moves nearer to the dry planks",473
218,orchard_riverbend,delayed_followup_dialogue,v34-163417,True,#followup-orchard_riverbend,The seeds stayed dry. I will remember that route.,The seeds stayed dry. I will remember that route.,474
219,central_repair_ring,animation_pause,v34-777639,True,#anim-central_repair_ring-pause,paused,paused,475
219,central_repair_ring,visible_body_reaction,v34-135779,True,#body-reaction-central_repair_ring,"Juno covers the wire, exhales, then nods once","Juno covers the wire, exhales, then nods once",476
219,central_repair_ring,delayed_followup_dialogue,v34-564080,True,#followup-central_repair_ring,The outer path gave me room. I can finish the wire without shaking.,The outer path gave me room. I can finish the wire without shaking.,477
220,riverbend_roofward,animation_step,v34-763470,True,#anim-riverbend_roofward-step,stepped,stepped,478
220,riverbend_roofward,visible_body_reaction,v34-191525,True,#body-reaction-riverbend_roofward,"Ari shakes water from sleeves, then leans closer","Ari shakes water from sleeves, then leans closer",479
220,riverbend_roofward,export_snapshot,v34-299681,True,#snapshot-export-box,snapshot:riverbend_roofward:d19:t4,snapshot:riverbend_roofward:d19:t4,480
221,roofward_archive,rollback_direct,v34-748964,True,#rollback-roofward_archive,glass stair,glass stair,481
221,roofward_archive,visible_body_reaction,v34-165380,True,#body-reaction-roofward_archive,Fay lowers her shoulders and uncurls her fingers,Fay lowers her shoulders and uncurls her fingers,482
221,roofward_archive,delayed_followup_dialogue,v34-476435,True,#followup-roofward_archive,The warm lane helped. I remember you waited instead of rushing me.,The warm lane helped. I remember you waited instead of rushing me.,483
222,archive_signal,animation_play,v34-683444,True,#anim-archive_signal-play,playing,playing,484
222,archive_signal,visible_body_reaction,v34-066195,True,#body-reaction-archive_signal,"Nia blinks twice, then points toward the kiosk","Nia blinks twice, then points toward the kiosk",485
222,archive_signal,delayed_followup_dialogue,v34-343340,True,#followup-archive_signal,That path kept the spool clean. I can explain the pattern now.,That path kept the spool clean. I can explain the pattern now.,486
223,signal_orchard,export_snapshot,v34-119492,True,#snapshot-export-box,snapshot:signal_orchard:d19:t7,snapshot:signal_orchard:d19:t7,487
224,orchard_riverbend,merge_detour,v34-028240,True,#merge-orchard_riverbend,market plank route,market plank route,488
224,orchard_riverbend,visible_body_reaction,v34-333489,True,#body-reaction-orchard_riverbend,"Ivo pats the satchel, then moves nearer to the dry planks","Ivo pats the satchel, then moves nearer to the dry planks",489
224,orchard_riverbend,delayed_followup_dialogue,v34-163014,True,#followup-orchard_riverbend,The seeds stayed dry. I will remember that route.,The seeds stayed dry. I will remember that route.,490
225,central_repair_ring,animation_pause,v34-777236,True,#anim-central_repair_ring-pause,paused,paused,491
225,central_repair_ring,visible_body_reaction,v34-135376,True,#body-reaction-central_repair_ring,"Juno covers the wire, exhales, then nods once","Juno covers the wire, exhales, then nods once",492
225,central_repair_ring,delayed_followup_dialogue,v34-563677,True,#followup-central_repair_ring,The outer path gave me room. I can finish the wire without shaking.,The outer path gave me room. I can finish the wire without shaking.,493
226,riverbend_roofward,animation_step,v34-764274,True,#anim-riverbend_roofward-step,stepped,stepped,494
226,riverbend_roofward,visible_body_reaction,v34-192329,True,#body-reaction-riverbend_roofward,"Ari shakes water from sleeves, then leans closer","Ari shakes water from sleeves, then leans closer",495
226,riverbend_roofward,delayed_followup_dialogue,v34-438025,True,#followup-riverbend_roofward,I noticed you chose the dry ridge. I can keep carrying the kit.,I noticed you chose the dry ridge. I can keep carrying the kit.,496
226,riverbend_roofward,paste_import_snapshot,v34-440384,True,#snapshot-paste-box,imported:riverbend_roofward:d19:t10,imported:riverbend_roofward:d19:t10,497
227,roofward_archive,delayed_followup_dialogue,v34-477239,True,#followup-roofward_archive,The warm lane helped. I remember you waited instead of rushing me.,The warm lane helped. I remember you waited instead of rushing me.,498
228,archive_signal,animation_play,v34-684248,True,#anim-archive_signal-play,playing,playing,499
228,archive_signal,visible_body_reaction,v34-066999,True,#body-reaction-archive_signal,"Nia blinks twice, then points toward the kiosk","Nia blinks twice, then points toward the kiosk",500
228,archive_signal,delayed_followup_dialogue,v34-344144,True,#followup-archive_signal,That path kept the spool clean. I can explain the pattern now.,That path kept the spool clean. I can explain the pattern now.,501
229,signal_orchard,paste_import_snapshot,v34-242308,True,#snapshot-paste-box,imported:signal_orchard:d20:t1,imported:signal_orchard:d20:t1,502
230,orchard_riverbend,merge_detour,v34-028036,True,#merge-orchard_riverbend,market plank route,market plank route,503
230,orchard_riverbend,visible_body_reaction,v34-333086,True,#body-reaction-orchard_riverbend,"Ivo pats the satchel, then moves nearer to the dry planks","Ivo pats the satchel, then moves nearer to the dry planks",504
230,orchard_riverbend,delayed_followup_dialogue,v34-162611,True,#followup-orchard_riverbend,The seeds stayed dry. I will remember that route.,The seeds stayed dry. I will remember that route.,505
231,central_repair_ring,animation_pause,v34-776833,True,#anim-central_repair_ring-pause,paused,paused,506
231,central_repair_ring,visible_body_reaction,v34-134973,True,#body-reaction-central_repair_ring,"Juno covers the wire, exhales, then nods once","Juno covers the wire, exhales, then nods once",507
231,central_repair_ring,delayed_followup_dialogue,v34-563274,True,#followup-central_repair_ring,The outer path gave me room. I can finish the wire without shaking.,The outer path gave me room. I can finish the wire without shaking.,508
232,riverbend_roofward,delayed_followup_dialogue,v34-437622,True,#followup-riverbend_roofward,I noticed you chose the dry ridge. I can keep carrying the kit.,I noticed you chose the dry ridge. I can keep carrying the kit.,509
232,riverbend_roofward,export_snapshot,v34-298433,True,#snapshot-export-box,snapshot:riverbend_roofward:d20:t4,snapshot:riverbend_roofward:d20:t4,510
233,roofward_archive,rollback_direct,v34-749549,True,#rollback-roofward_archive,glass stair,glass stair,511
233,roofward_archive,visible_body_reaction,v34-165781,True,#body-reaction-roofward_archive,Fay lowers her shoulders and uncurls her fingers,Fay lowers her shoulders and uncurls her fingers,512
234,archive_signal,animation_play,v34-683845,True,#anim-archive_signal-play,playing,playing,513
234,archive_signal,visible_body_reaction,v34-066596,True,#body-reaction-archive_signal,"Nia blinks twice, then points toward the kiosk","Nia blinks twice, then points toward the kiosk",514
234,archive_signal,delayed_followup_dialogue,v34-343741,True,#followup-archive_signal,That path kept the spool clean. I can explain the pattern now.,That path kept the spool clean. I can explain the pattern now.,515
235,signal_orchard,export_snapshot,v34-118308,True,#snapshot-export-box,snapshot:signal_orchard:d20:t7,snapshot:signal_orchard:d20:t7,516
236,orchard_riverbend,merge_detour,v34-029039,True,#merge-orchard_riverbend,market plank route,market plank route,517
236,orchard_riverbend,visible_body_reaction,v34-333890,True,#body-reaction-orchard_riverbend,"Ivo pats the satchel, then moves nearer to the dry planks","Ivo pats the satchel, then moves nearer to the dry planks",518
236,orchard_riverbend,delayed_followup_dialogue,v34-163415,True,#followup-orchard_riverbend,The seeds stayed dry. I will remember that route.,The seeds stayed dry. I will remember that route.,519
237,central_repair_ring,animation_pause,v34-777637,True,#anim-central_repair_ring-pause,paused,paused,520
237,central_repair_ring,visible_body_reaction,v34-135777,True,#body-reaction-central_repair_ring,"Juno covers the wire, exhales, then nods once","Juno covers the wire, exhales, then nods once",521
237,central_repair_ring,delayed_followup_dialogue,v34-564078,True,#followup-central_repair_ring,The outer path gave me room. I can finish the wire without shaking.,The outer path gave me room. I can finish the wire without shaking.,522
238,riverbend_roofward,paste_import_snapshot,v34-439088,True,#snapshot-paste-box,imported:riverbend_roofward:d20:t10,imported:riverbend_roofward:d20:t10,523
239,roofward_archive,delayed_followup_dialogue,v34-111763,True,#followup-roofward_archive,I need a slower route before I carry the ledger.,I need a slower route before I carry the ledger.,524
240,archive_signal,animation_play,v34-683442,True,#anim-archive_signal-play,playing,playing,525
240,archive_signal,visible_body_reaction,v34-066193,True,#body-reaction-archive_signal,"Nia blinks twice, then points toward the kiosk","Nia blinks twice, then points toward the kiosk",526
240,archive_signal,delayed_followup_dialogue,v34-343338,True,#followup-archive_signal,That path kept the spool clean. I can explain the pattern now.,That path kept the spool clean. I can explain the pattern now.,527
241,signal_orchard,paste_import_snapshot,v34-241706,True,#snapshot-paste-box,imported:signal_orchard:d21:t1,imported:signal_orchard:d21:t1,528
242,orchard_riverbend,merge_detour,v34-028835,True,#merge-orchard_riverbend,market plank route,market plank route,529
242,orchard_riverbend,visible_body_reaction,v34-333487,True,#body-reaction-orchard_riverbend,"Ivo pats the satchel, then moves nearer to the dry planks","Ivo pats the satchel, then moves nearer to the dry planks",530
242,orchard_riverbend,delayed_followup_dialogue,v34-163012,True,#followup-orchard_riverbend,The seeds stayed dry. I will remember that route.,The seeds stayed dry. I will remember that route.,531
243,central_repair_ring,animation_pause,v34-777234,True,#anim-central_repair_ring-pause,paused,paused,532
243,central_repair_ring,visible_body_reaction,v34-135374,True,#body-reaction-central_repair_ring,"Juno covers the wire, exhales, then nods once","Juno covers the wire, exhales, then nods once",533
243,central_repair_ring,delayed_followup_dialogue,v34-563675,True,#followup-central_repair_ring,The outer path gave me room. I can finish the wire without shaking.,The outer path gave me room. I can finish the wire without shaking.,534
244,riverbend_roofward,export_snapshot,v34-299040,True,#snapshot-export-box,snapshot:riverbend_roofward:d21:t4,snapshot:riverbend_roofward:d21:t4,535
245,roofward_archive,rollback_direct,v34-750134,True,#rollback-roofward_archive,glass stair,glass stair,536
245,roofward_archive,visible_body_reaction,v34-166182,True,#body-reaction-roofward_archive,Fay lowers her shoulders and uncurls her fingers,Fay lowers her shoulders and uncurls her fingers,537
246,archive_signal,animation_play,v34-684246,True,#anim-archive_signal-play,playing,playing,538
246,archive_signal,visible_body_reaction,v34-066997,True,#body-reaction-archive_signal,"Nia blinks twice, then points toward the kiosk","Nia blinks twice, then points toward the kiosk",539
246,archive_signal,delayed_followup_dialogue,v34-344142,True,#followup-archive_signal,That path kept the spool clean. I can explain the pattern now.,That path kept the spool clean. I can explain the pattern now.,540
247,signal_orchard,rollback_direct,v34-796343,True,#rollback-signal_orchard,dusk road,dusk road,541
247,signal_orchard,visible_body_reaction,v34-078718,True,#body-reaction-signal_orchard,Milo lifts the lantern and scans the path twice,Milo lifts the lantern and scans the path twice,542
247,signal_orchard,export_snapshot,v34-118907,True,#snapshot-export-box,snapshot:signal_orchard:d21:t7,snapshot:signal_orchard:d21:t7,543
248,orchard_riverbend,merge_detour,v34-029838,True,#merge-orchard_riverbend,market plank route,market plank route,544
248,orchard_riverbend,visible_body_reaction,v34-334291,True,#body-reaction-orchard_riverbend,"Ivo pats the satchel, then moves nearer to the dry planks","Ivo pats the satchel, then moves nearer to the dry planks",545
248,orchard_riverbend,delayed_followup_dialogue,v34-163816,True,#followup-orchard_riverbend,The seeds stayed dry. I will remember that route.,The seeds stayed dry. I will remember that route.,546
249,central_repair_ring,animation_pause,v34-778038,True,#anim-central_repair_ring-pause,paused,paused,547
249,central_repair_ring,visible_body_reaction,v34-136178,True,#body-reaction-central_repair_ring,"Juno covers the wire, exhales, then nods once","Juno covers the wire, exhales, then nods once",548
249,central_repair_ring,delayed_followup_dialogue,v34-564479,True,#followup-central_repair_ring,The outer path gave me room. I can finish the wire without shaking.,The outer path gave me room. I can finish the wire without shaking.,549
250,riverbend_roofward,paste_import_snapshot,v34-438494,True,#snapshot-paste-box,imported:riverbend_roofward:d21:t10,imported:riverbend_roofward:d21:t10,550
251,roofward_archive,delayed_followup_dialogue,v34-476834,True,#followup-roofward_archive,The warm lane helped. I remember you waited instead of rushing me.,The warm lane helped. I remember you waited instead of rushing me.,551
252,archive_signal,animation_play,v34-683843,True,#anim-archive_signal-play,playing,playing,552
252,archive_signal,visible_body_reaction,v34-066594,True,#body-reaction-archive_signal,"Nia blinks twice, then points toward the kiosk","Nia blinks twice, then points toward the kiosk",553
252,archive_signal,delayed_followup_dialogue,v34-343739,True,#followup-archive_signal,That path kept the spool clean. I can explain the pattern now.,That path kept the spool clean. I can explain the pattern now.,554
253,signal_orchard,delayed_followup_dialogue,v34-141236,True,#followup-signal_orchard,I am not walking blind while the lantern sputters.,I am not walking blind while the lantern sputters.,555
253,signal_orchard,paste_import_snapshot,v34-242311,True,#snapshot-paste-box,imported:signal_orchard:d22:t1,imported:signal_orchard:d22:t1,556
254,orchard_riverbend,merge_detour,v34-027842,True,#merge-orchard_riverbend,market plank route,market plank route,557
254,orchard_riverbend,visible_body_reaction,v34-333888,True,#body-reaction-orchard_riverbend,"Ivo pats the satchel, then moves nearer to the dry planks","Ivo pats the satchel, then moves nearer to the dry planks",558
254,orchard_riverbend,delayed_followup_dialogue,v34-163413,True,#followup-orchard_riverbend,The seeds stayed dry. I will remember that route.,The seeds stayed dry. I will remember that route.,559
255,central_repair_ring,animation_pause,v34-777635,True,#anim-central_repair_ring-pause,paused,paused,560
255,central_repair_ring,visible_body_reaction,v34-135775,True,#body-reaction-central_repair_ring,"Juno covers the wire, exhales, then nods once","Juno covers the wire, exhales, then nods once",561
255,central_repair_ring,delayed_followup_dialogue,v34-564076,True,#followup-central_repair_ring,The outer path gave me room. I can finish the wire without shaking.,The outer path gave me room. I can finish the wire without shaking.,562
256,riverbend_roofward,export_snapshot,v34-299647,True,#snapshot-export-box,snapshot:riverbend_roofward:d22:t4,snapshot:riverbend_roofward:d22:t4,563
257,roofward_archive,rollback_direct,v34-750719,True,#rollback-roofward_archive,glass stair,glass stair,564
257,roofward_archive,visible_body_reaction,v34-166583,True,#body-reaction-roofward_archive,Fay lowers her shoulders and uncurls her fingers,Fay lowers her shoulders and uncurls her fingers,565
258,archive_signal,animation_play,v34-684647,True,#anim-archive_signal-play,playing,playing,566
258,archive_signal,visible_body_reaction,v34-067398,True,#body-reaction-archive_signal,"Nia blinks twice, then points toward the kiosk","Nia blinks twice, then points toward the kiosk",567
258,archive_signal,delayed_followup_dialogue,v34-344543,True,#followup-archive_signal,That path kept the spool clean. I can explain the pattern now.,That path kept the spool clean. I can explain the pattern now.,568
259,signal_orchard,export_snapshot,v34-119506,True,#snapshot-export-box,snapshot:signal_orchard:d22:t7,snapshot:signal_orchard:d22:t7,569
260,orchard_riverbend,merge_detour,v34-027638,True,#merge-orchard_riverbend,market plank route,market plank route,570
260,orchard_riverbend,visible_body_reaction,v34-333485,True,#body-reaction-orchard_riverbend,"Ivo pats the satchel, then moves nearer to the dry planks","Ivo pats the satchel, then moves nearer to the dry planks",571
260,orchard_riverbend,delayed_followup_dialogue,v34-163010,True,#followup-orchard_riverbend,The seeds stayed dry. I will remember that route.,The seeds stayed dry. I will remember that route.,572
261,central_repair_ring,animation_pause,v34-777232,True,#anim-central_repair_ring-pause,paused,paused,573
261,central_repair_ring,visible_body_reaction,v34-135372,True,#body-reaction-central_repair_ring,"Juno covers the wire, exhales, then nods once","Juno covers the wire, exhales, then nods once",574
261,central_repair_ring,delayed_followup_dialogue,v34-563673,True,#followup-central_repair_ring,The outer path gave me room. I can finish the wire without shaking.,The outer path gave me room. I can finish the wire without shaking.,575
262,riverbend_roofward,paste_import_snapshot,v34-439107,True,#snapshot-paste-box,imported:riverbend_roofward:d22:t10,imported:riverbend_roofward:d22:t10,576
263,roofward_archive,delayed_followup_dialogue,v34-477235,True,#followup-roofward_archive,The warm lane helped. I remember you waited instead of rushing me.,The warm lane helped. I remember you waited instead of rushing me.,577
264,archive_signal,animation_play,v34-684244,True,#anim-archive_signal-play,playing,playing,578
264,archive_signal,visible_body_reaction,v34-066995,True,#body-reaction-archive_signal,"Nia blinks twice, then points toward the kiosk","Nia blinks twice, then points toward the kiosk",579
264,archive_signal,delayed_followup_dialogue,v34-344140,True,#followup-archive_signal,That path kept the spool clean. I can explain the pattern now.,That path kept the spool clean. I can explain the pattern now.,580
265,signal_orchard,paste_import_snapshot,v34-242916,True,#snapshot-paste-box,imported:signal_orchard:d23:t1,imported:signal_orchard:d23:t1,581
266,orchard_riverbend,merge_detour,v34-028641,True,#merge-orchard_riverbend,market plank route,market plank route,582
266,orchard_riverbend,visible_body_reaction,v34-334289,True,#body-reaction-orchard_riverbend,"Ivo pats the satchel, then moves nearer to the dry planks","Ivo pats the satchel, then moves nearer to the dry planks",583
266,orchard_riverbend,delayed_followup_dialogue,v34-163814,True,#followup-orchard_riverbend,The seeds stayed dry. I will remember that route.,The seeds stayed dry. I will remember that route.,584
267,central_repair_ring,animation_pause,v34-778036,True,#anim-central_repair_ring-pause,paused,paused,585
267,central_repair_ring,visible_body_reaction,v34-136176,True,#body-reaction-central_repair_ring,"Juno covers the wire, exhales, then nods once","Juno covers the wire, exhales, then nods once",586
267,central_repair_ring,delayed_followup_dialogue,v34-564477,True,#followup-central_repair_ring,The outer path gave me room. I can finish the wire without shaking.,The outer path gave me room. I can finish the wire without shaking.,587
268,riverbend_roofward,export_snapshot,v34-300254,True,#snapshot-export-box,snapshot:riverbend_roofward:d23:t4,snapshot:riverbend_roofward:d23:t4,588
269,roofward_archive,rollback_direct,v34-751304,True,#rollback-roofward_archive,glass stair,glass stair,589
269,roofward_archive,visible_body_reaction,v34-166984,True,#body-reaction-roofward_archive,Fay lowers her shoulders and uncurls her fingers,Fay lowers her shoulders and uncurls her fingers,590
270,archive_signal,animation_play,v34-683841,True,#anim-archive_signal-play,playing,playing,591
270,archive_signal,visible_body_reaction,v34-066592,True,#body-reaction-archive_signal,"Nia blinks twice, then points toward the kiosk","Nia blinks twice, then points toward the kiosk",592
270,archive_signal,delayed_followup_dialogue,v34-343737,True,#followup-archive_signal,That path kept the spool clean. I can explain the pattern now.,That path kept the spool clean. I can explain the pattern now.,593
271,signal_orchard,export_snapshot,v34-118898,True,#snapshot-export-box,snapshot:signal_orchard:d23:t7,snapshot:signal_orchard:d23:t7,594
272,orchard_riverbend,merge_detour,v34-028437,True,#merge-orchard_riverbend,market plank route,market plank route,595
272,orchard_riverbend,visible_body_reaction,v34-333886,True,#body-reaction-orchard_riverbend,"Ivo pats the satchel, then moves nearer to the dry planks","Ivo pats the satchel, then moves nearer to the dry planks",596
272,orchard_riverbend,delayed_followup_dialogue,v34-163411,True,#followup-orchard_riverbend,The seeds stayed dry. I will remember that route.,The seeds stayed dry. I will remember that route.,597
273,central_repair_ring,animation_pause,v34-777633,True,#anim-central_repair_ring-pause,paused,paused,598
273,central_repair_ring,visible_body_reaction,v34-135773,True,#body-reaction-central_repair_ring,"Juno covers the wire, exhales, then nods once","Juno covers the wire, exhales, then nods once",599
273,central_repair_ring,delayed_followup_dialogue,v34-564074,True,#followup-central_repair_ring,The outer path gave me room. I can finish the wire without shaking.,The outer path gave me room. I can finish the wire without shaking.,600
274,riverbend_roofward,paste_import_snapshot,v34-439720,True,#snapshot-paste-box,imported:riverbend_roofward:d23:t10,imported:riverbend_roofward:d23:t10,601
275,roofward_archive,delayed_followup_dialogue,v34-111759,True,#followup-roofward_archive,I need a slower route before I carry the ledger.,I need a slower route before I carry the ledger.,602
276,signal_orchard,animation_play,v34-684698,True,#anim-signal_orchard-play,playing,playing,603
276,signal_orchard,visible_body_reaction,v34-078983,True,#body-reaction-signal_orchard,Milo lifts the lantern and scans the path twice,Milo lifts the lantern and scans the path twice,604
277,orchard_riverbend,delayed_followup_dialogue,v34-164081,True,#followup-orchard_riverbend,The seeds stayed dry. I will remember that route.,The seeds stayed dry. I will remember that route.,605
277,orchard_riverbend,paste_import_snapshot,v34-377116,True,#snapshot-paste-box,imported:orchard_riverbend:d24:t1,imported:orchard_riverbend:d24:t1,606
278,central_repair_ring,merge_detour,v34-981799,True,#merge-central_repair_ring,outer bell path,outer bell path,607
278,central_repair_ring,visible_body_reaction,v34-136443,True,#body-reaction-central_repair_ring,"Juno covers the wire, exhales, then nods once","Juno covers the wire, exhales, then nods once",608
278,central_repair_ring,delayed_followup_dialogue,v34-564744,True,#followup-central_repair_ring,The outer path gave me room. I can finish the wire without shaking.,The outer path gave me room. I can finish the wire without shaking.,609
279,riverbend_roofward,animation_pause,v34-762233,True,#anim-riverbend_roofward-pause,paused,paused,610
279,riverbend_roofward,visible_body_reaction,v34-193396,True,#body-reaction-riverbend_roofward,"Ari shakes water from sleeves, then leans closer","Ari shakes water from sleeves, then leans closer",611
280,roofward_archive,export_snapshot,v34-209054,True,#snapshot-export-box,snapshot:roofward_archive:d24:t4,snapshot:roofward_archive:d24:t4,612
281,archive_signal,rollback_direct,v34-772170,True,#rollback-archive_signal,paper lane,paper lane,613
281,archive_signal,visible_body_reaction,v34-066859,True,#body-reaction-archive_signal,"Nia blinks twice, then points toward the kiosk","Nia blinks twice, then points toward the kiosk",614
281,archive_signal,delayed_followup_dialogue,v34-344004,True,#followup-archive_signal,That path kept the spool clean. I can explain the pattern now.,That path kept the spool clean. I can explain the pattern now.,615
282,signal_orchard,animation_play,v34-684295,True,#anim-signal_orchard-play,playing,playing,616
282,signal_orchard,visible_body_reaction,v34-078580,True,#body-reaction-signal_orchard,Milo lifts the lantern and scans the path twice,Milo lifts the lantern and scans the path twice,617
282,signal_orchard,delayed_followup_dialogue,v34-516885,True,#followup-signal_orchard,The loop gave us light. I trust that more than the short road tonight.,The loop gave us light. I trust that more than the short road tonight.,618
283,orchard_riverbend,delayed_followup_dialogue,v34-163678,True,#followup-orchard_riverbend,The seeds stayed dry. I will remember that route.,The seeds stayed dry. I will remember that route.,619
283,orchard_riverbend,export_snapshot,v34-249339,True,#snapshot-export-box,snapshot:orchard_riverbend:d24:t7,snapshot:orchard_riverbend:d24:t7,620
284,central_repair_ring,merge_detour,v34-940916,True,#merge-central_repair_ring,outer bell path,outer bell path,621
284,central_repair_ring,visible_body_reaction,v34-136040,True,#body-reaction-central_repair_ring,"Juno covers the wire, exhales, then nods once","Juno covers the wire, exhales, then nods once",622
