tick_id,day,settlement_id,resident_id,task_id,task_type,priority,need_pressure,queue_before,dependencies_met,selected_action,task_started,task_completed,queue_after,blocked_reason,visible_queue_marker
401,26,roofward,Sera,task:roofward:Sera:26:1,hazard_patrol,1,1.0,9,True,dispatch_task,True,True,7,none,True
402,26,archive,Nia,task:archive:Nia:26:2,resource_fetch,1,1.0,10,True,dispatch_task,True,False,9,none,True
403,26,signal,Ren,task:signal:Ren:26:3,repair_project,2,0.65,5,True,dispatch_task,True,True,3,none,True
404,26,orchard,Ivo,task:orchard:Ivo:26:4,care_check,3,0.65,5,True,dispatch_task,True,True,3,none,True
405,26,repair_ring,Pax,task:repair_ring:Pax:26:5,hazard_patrol,4,0.56,4,True,dispatch_task,True,True,2,none,True
406,26,riverbend,Ari,task:riverbend:Ari:26:6,repair_project,5,0.56,4,True,dispatch_task,True,True,3,none,True
407,26,roofward,Sera,task:roofward:Sera:26:7,care_check,2,1.0,9,True,dispatch_task,True,True,7,none,True
408,26,archive,Nia,task:archive:Nia:26:8,hazard_patrol,2,1.0,10,True,dispatch_task,True,False,9,none,True
409,26,signal,Ren,task:signal:Ren:26:9,resource_fetch,3,0.56,4,True,dispatch_task,True,True,2,none,True
410,26,orchard,Ivo,task:orchard:Ivo:26:10,repair_project,4,0.65,5,True,dispatch_task,True,True,3,none,True
411,26,repair_ring,Pax,task:repair_ring:Pax:26:11,care_check,5,0.65,5,True,dispatch_task,True,True,3,none,True
412,26,riverbend,Ari,task:riverbend:Ari:26:12,resource_fetch,1,0.56,4,True,dispatch_task,True,True,2,none,True
413,26,roofward,Sera,task:roofward:Sera:26:13,repair_project,3,1.0,9,True,dispatch_task,True,True,7,none,True
414,26,archive,Nia,task:archive:Nia:26:14,care_check,3,1.0,10,True,dispatch_task,True,False,9,none,True
415,26,signal,Ren,task:signal:Ren:26:15,hazard_patrol,4,0.47,3,True,dispatch_task,True,True,1,none,True
416,27,orchard,Mara,task:orchard:Mara:27:0,relationship_check,1,1.0,9,True,dispatch_task,True,True,7,none,True
417,27,repair_ring,Juno,task:repair_ring:Juno:27:1,craft_project,2,0.9235,8,True,dispatch_task,True,True,6,none,True
418,27,riverbend,Lio,task:riverbend:Lio:27:2,rest_window,2,1.0,9,True,rest_defer,False,False,9,rest chosen before queue dispatch,True
419,27,roofward,Fay,task:roofward:Fay:27:3,relationship_check,3,1.0,10,True,dispatch_task,True,True,8,none,True
420,27,archive,Toma,task:archive:Toma:27:4,craft_project,5,0.92,8,True,dispatch_task,True,False,7,none,True
421,27,signal,Milo,task:signal:Milo:27:5,dialect_teach,1,1.0,9,True,dispatch_task,True,True,7,none,True
422,27,orchard,Mara,task:orchard:Mara:27:6,rest_window,2,1.0,10,True,rest_defer,False,False,10,rest chosen before queue dispatch,True
423,27,repair_ring,Juno,task:repair_ring:Juno:27:7,relationship_check,3,0.8335,7,True,dispatch_task,True,True,5,none,True
424,27,riverbend,Lio,task:riverbend:Lio:27:8,dialect_teach,3,1.0,9,True,dispatch_task,True,True,7,none,True
425,27,roofward,Fay,task:roofward:Fay:27:9,rest_window,4,1.0,10,True,rest_defer,False,False,10,rest chosen before queue dispatch,True
426,27,archive,Toma,task:archive:Toma:27:10,relationship_check,1,0.92,8,True,dispatch_task,True,False,7,none,True
427,27,signal,Milo,task:signal:Milo:27:11,craft_project,2,1.0,9,True,dispatch_task,True,True,7,none,True
428,27,orchard,Mara,task:orchard:Mara:27:12,dialect_teach,3,1.0,10,True,dispatch_task,True,True,8,none,True
429,27,repair_ring,Juno,task:repair_ring:Juno:27:13,rest_window,4,0.7435,6,True,rest_defer,False,False,6,rest chosen before queue dispatch,True
430,27,riverbend,Lio,task:riverbend:Lio:27:14,craft_project,4,1.0,9,True,dispatch_task,True,True,7,none,True
431,27,roofward,Fay,task:roofward:Fay:27:15,dialect_teach,5,1.0,10,True,dispatch_task,True,True,8,none,True
432,28,archive,Nia,task:archive:Nia:28:0,resource_fetch,1,1.0,9,True,dispatch_task,True,False,8,none,True
433,28,signal,Ren,task:signal:Ren:28:1,repair_project,2,0.56,4,True,dispatch_task,True,True,2,none,True
434,28,orchard,Ivo,task:orchard:Ivo:28:2,care_check,3,0.56,4,True,dispatch_task,True,True,2,none,True
435,28,repair_ring,Pax,task:repair_ring:Pax:28:3,hazard_patrol,4,0.65,5,True,dispatch_task,True,True,4,none,True
436,28,riverbend,Ari,task:riverbend:Ari:28:4,repair_project,5,0.65,5,True,dispatch_task,True,True,3,none,True
437,28,roofward,Sera,task:roofward:Sera:28:5,care_check,2,0.92,8,True,dispatch_task,True,True,6,none,True
438,28,archive,Nia,task:archive:Nia:28:6,hazard_patrol,2,1.0,9,True,dispatch_task,True,False,8,none,True
439,28,signal,Ren,task:signal:Ren:28:7,resource_fetch,3,0.65,5,True,dispatch_task,True,True,3,none,True
440,28,orchard,Ivo,task:orchard:Ivo:28:8,repair_project,4,0.47,3,True,dispatch_task,True,True,1,none,True
441,28,repair_ring,Pax,task:repair_ring:Pax:28:9,care_check,5,0.74,6,True,dispatch_task,True,True,4,none,True
442,28,riverbend,Ari,task:riverbend:Ari:28:10,resource_fetch,1,0.74,6,True,dispatch_task,True,True,4,none,True
443,28,roofward,Sera,task:roofward:Sera:28:11,repair_project,3,0.83,7,True,dispatch_task,True,True,5,none,True
444,28,archive,Nia,task:archive:Nia:28:12,care_check,3,1.0,9,True,dispatch_task,True,False,8,none,True
445,28,signal,Ren,task:signal:Ren:28:13,hazard_patrol,4,0.74,6,True,dispatch_task,True,True,4,none,True
446,28,orchard,Ivo,task:orchard:Ivo:28:14,resource_fetch,5,0.38455,2,True,dispatch_task,True,True,0,none,True
447,28,repair_ring,Pax,task:repair_ring:Pax:28:15,repair_project,1,0.7421,6,True,dispatch_task,True,True,4,none,True
448,29,riverbend,Lio,task:riverbend:Lio:29:0,rest_window,2,0.95115,8,True,rest_defer,False,False,8,rest chosen before queue dispatch,True
449,29,roofward,Fay,task:roofward:Fay:29:1,relationship_check,3,1.0,9,True,dispatch_task,True,True,7,none,True
450,29,archive,Toma,task:archive:Toma:29:2,craft_project,5,1.0,10,True,dispatch_task,True,False,9,none,True
451,29,signal,Milo,task:signal:Milo:29:3,dialect_teach,1,0.9774,8,True,dispatch_task,True,True,6,none,True
452,29,orchard,Mara,task:orchard:Mara:29:4,rest_window,2,1.0,9,True,rest_defer,False,False,9,rest chosen before queue dispatch,True
453,29,repair_ring,Juno,task:repair_ring:Juno:29:5,relationship_check,3,1.0,9,True,dispatch_task,True,True,7,none,True
454,29,riverbend,Lio,task:riverbend:Lio:29:6,dialect_teach,3,0.94275,8,True,dispatch_task,True,True,6,none,True
455,29,roofward,Fay,task:roofward:Fay:29:7,rest_window,4,1.0,9,True,rest_defer,False,False,9,rest chosen before queue dispatch,True
456,29,archive,Toma,task:archive:Toma:29:8,relationship_check,1,1.0,10,True,dispatch_task,True,False,9,none,True
457,29,signal,Milo,task:signal:Milo:29:9,craft_project,2,0.8874,7,True,dispatch_task,True,True,5,none,True
458,29,orchard,Mara,task:orchard:Mara:29:10,dialect_teach,3,1.0,9,True,dispatch_task,True,True,7,none,True
459,29,repair_ring,Juno,task:repair_ring:Juno:29:11,rest_window,4,1.0,10,True,rest_defer,False,False,10,rest chosen before queue dispatch,True
460,29,riverbend,Lio,task:riverbend:Lio:29:12,craft_project,4,0.85275,7,True,dispatch_task,True,True,5,none,True
461,29,roofward,Fay,task:roofward:Fay:29:13,dialect_teach,5,1.0,9,True,dispatch_task,True,True,7,none,True
462,29,archive,Toma,task:archive:Toma:29:14,rest_window,2,1.0,10,True,rest_defer,False,False,10,rest chosen before queue dispatch,True
463,29,signal,Milo,task:signal:Milo:29:15,relationship_check,3,0.7974,6,True,dispatch_task,True,True,4,none,True
464,30,repair_ring,Juno,task:repair_ring:Juno:30:0,dialect_teach,4,1.0,10,True,dispatch_task,True,True,9,none,True
465,30,riverbend,Lio,task:riverbend:Lio:30:1,relationship_check,4,0.74,6,True,dispatch_task,True,True,4,none,True
466,30,roofward,Fay,task:roofward:Fay:30:2,craft_project,5,1.0,9,True,dispatch_task,True,True,7,none,True
467,30,archive,Toma,task:archive:Toma:30:3,dialect_teach,2,1.0,10,True,dispatch_task,True,True,8,none,True
468,30,signal,Milo,task:signal:Milo:30:4,rest_window,3,0.7074,5,True,rest_defer,False,False,5,rest chosen before queue dispatch,True
469,30,orchard,Mara,task:orchard:Mara:30:5,relationship_check,4,1.0,9,True,dispatch_task,True,True,7,none,True
470,30,repair_ring,Juno,task:repair_ring:Juno:30:6,craft_project,5,1.0,10,True,dispatch_task,True,True,8,none,True
471,30,riverbend,Lio,task:riverbend:Lio:30:7,rest_window,5,0.65,5,True,rest_defer,False,False,5,rest chosen before queue dispatch,True
472,30,roofward,Fay,task:roofward:Fay:30:8,relationship_check,1,1.0,9,True,dispatch_task,True,True,7,none,True
473,30,archive,Toma,task:archive:Toma:30:9,craft_project,3,1.0,10,True,dispatch_task,True,True,8,none,True
474,30,signal,Milo,task:signal:Milo:30:10,dialect_teach,4,0.7995,6,True,dispatch_task,True,False,5,none,True
475,30,orchard,Mara,task:orchard:Mara:30:11,rest_window,5,1.0,9,True,rest_defer,False,False,9,rest chosen before queue dispatch,True
476,30,repair_ring,Juno,task:repair_ring:Juno:30:12,relationship_check,1,1.0,10,True,dispatch_task,True,True,8,none,True
477,30,riverbend,Lio,task:riverbend:Lio:30:13,dialect_teach,1,0.74,6,True,dispatch_task,True,True,4,none,True
478,30,roofward,Fay,task:roofward:Fay:30:14,rest_window,2,1.0,9,True,rest_defer,False,False,9,rest chosen before queue dispatch,True
479,30,archive,Toma,task:archive:Toma:30:15,relationship_check,4,1.0,10,True,dispatch_task,True,True,8,none,True
480,31,signal,Ren,task:signal:Ren:31:0,care_check,4,0.74,6,True,dispatch_task,True,False,5,none,True
481,31,orchard,Ivo,task:orchard:Ivo:31:1,hazard_patrol,5,0.47455,3,True,dispatch_task,True,True,1,none,True
482,31,repair_ring,Pax,task:repair_ring:Pax:31:2,resource_fetch,1,0.6521,5,True,dispatch_task,True,True,3,none,True
483,31,riverbend,Ari,task:riverbend:Ari:31:3,care_check,2,0.74,6,True,dispatch_task,True,True,4,none,True
484,31,roofward,Sera,task:roofward:Sera:31:4,hazard_patrol,4,0.92,8,True,dispatch_task,True,True,6,none,True
485,31,archive,Nia,task:archive:Nia:31:5,resource_fetch,4,0.9242,8,True,dispatch_task,True,True,6,none,True
486,31,signal,Ren,task:signal:Ren:31:6,repair_project,5,0.83,7,True,dispatch_task,True,False,6,none,True
487,31,orchard,Ivo,task:orchard:Ivo:31:7,care_check,1,0.56455,4,True,dispatch_task,True,True,2,none,True
488,31,repair_ring,Pax,task:repair_ring:Pax:31:8,hazard_patrol,2,0.5621,4,True,dispatch_task,True,True,2,none,True
489,31,riverbend,Ari,task:riverbend:Ari:31:9,repair_project,3,0.74,6,True,dispatch_task,True,True,4,none,True
490,31,roofward,Sera,task:roofward:Sera:31:10,care_check,5,1.0,9,True,dispatch_task,True,True,7,none,True
491,31,archive,Nia,task:archive:Nia:31:11,hazard_patrol,5,0.8342,7,True,dispatch_task,True,True,5,none,True
492,31,signal,Ren,task:signal:Ren:31:12,resource_fetch,1,0.92,8,True,dispatch_task,True,False,7,none,True
493,31,orchard,Ivo,task:orchard:Ivo:31:13,repair_project,2,0.65,5,True,dispatch_task,True,True,4,none,True
494,31,repair_ring,Pax,task:repair_ring:Pax:31:14,care_check,3,0.4714,3,True,dispatch_task,True,True,1,none,True
495,31,riverbend,Ari,task:riverbend:Ari:31:15,resource_fetch,4,0.74,6,True,dispatch_task,True,True,4,none,True
496,32,roofward,Fay,task:roofward:Fay:32:0,craft_project,5,0.9221,8,True,dispatch_task,True,True,6,none,True
497,32,archive,Toma,task:archive:Toma:32:1,dialect_teach,2,1.0,9,True,dispatch_task,True,True,7,none,True
498,32,signal,Milo,task:signal:Milo:32:2,rest_window,3,0.9795,8,True,rest_defer,False,False,8,rest chosen before queue dispatch,True
499,32,orchard,Mara,task:orchard:Mara:32:3,relationship_check,4,0.92,8,True,dispatch_task,True,True,6,none,True
500,32,repair_ring,Juno,task:repair_ring:Juno:32:4,craft_project,5,1.0,9,True,dispatch_task,True,True,7,none,True
501,32,riverbend,Lio,task:riverbend:Lio:32:5,rest_window,5,0.83,7,True,rest_defer,False,False,7,rest chosen before queue dispatch,True
502,32,roofward,Fay,task:roofward:Fay:32:6,relationship_check,1,0.8314,7,True,dispatch_task,True,True,5,none,True
503,32,archive,Toma,task:archive:Toma:32:7,craft_project,3,1.0,9,True,dispatch_task,True,True,7,none,True
504,32,signal,Milo,task:signal:Milo:32:8,dialect_teach,4,1.0,10,True,dispatch_task,True,False,9,none,True
505,32,orchard,Mara,task:orchard:Mara:32:9,rest_window,5,0.83,7,True,rest_defer,False,False,7,rest chosen before queue dispatch,True
506,32,repair_ring,Juno,task:repair_ring:Juno:32:10,relationship_check,1,1.0,9,True,dispatch_task,True,True,7,none,True
507,32,riverbend,Lio,task:riverbend:Lio:32:11,dialect_teach,1,1.0,10,True,dispatch_task,True,True,8,none,True
508,32,roofward,Fay,task:roofward:Fay:32:12,rest_window,2,0.7414,6,True,rest_defer,False,False,6,rest chosen before queue dispatch,True
509,32,archive,Toma,task:archive:Toma:32:13,relationship_check,4,1.0,9,True,dispatch_task,True,True,7,none,True
510,32,signal,Milo,task:signal:Milo:32:14,craft_project,5,1.0,10,True,dispatch_task,True,False,9,none,True
511,32,orchard,Mara,task:orchard:Mara:32:15,dialect_teach,1,0.92,8,True,dispatch_task,True,True,6,none,True
512,33,repair_ring,Pax,task:repair_ring:Pax:33:0,resource_fetch,1,0.56,4,True,dispatch_task,True,True,2,none,True
513,33,riverbend,Ari,task:riverbend:Ari:33:1,care_check,2,0.65,5,True,dispatch_task,True,True,3,none,True
514,33,roofward,Sera,task:roofward:Sera:33:2,hazard_patrol,4,1.0,9,True,dispatch_task,True,True,7,none,True
515,33,archive,Nia,task:archive:Nia:33:3,resource_fetch,4,0.9242,8,True,dispatch_task,True,True,6,none,True
516,33,signal,Ren,task:signal:Ren:33:4,repair_project,5,0.92,8,True,dispatch_task,True,False,7,none,True
517,33,orchard,Ivo,task:orchard:Ivo:33:5,care_check,1,0.74,6,True,dispatch_task,True,True,4,none,True
518,33,repair_ring,Pax,task:repair_ring:Pax:33:6,hazard_patrol,2,0.65,5,True,dispatch_task,True,True,3,none,True
519,33,riverbend,Ari,task:riverbend:Ari:33:7,repair_project,3,0.5621,4,True,dispatch_task,True,True,2,none,True
520,33,roofward,Sera,task:roofward:Sera:33:8,care_check,5,1.0,9,True,dispatch_task,True,True,7,none,True
521,33,archive,Nia,task:archive:Nia:33:9,hazard_patrol,5,1.0,9,True,dispatch_task,True,True,7,none,True
522,33,signal,Ren,task:signal:Ren:33:10,resource_fetch,1,0.9298,8,True,dispatch_task,True,False,8,none,True
523,33,orchard,Ivo,task:orchard:Ivo:33:11,repair_project,2,0.74,6,True,dispatch_task,True,True,4,none,True
524,33,repair_ring,Pax,task:repair_ring:Pax:33:12,care_check,3,0.74,6,True,dispatch_task,True,True,4,none,True
525,33,riverbend,Ari,task:riverbend:Ari:33:13,resource_fetch,4,0.4721,3,True,dispatch_task,True,True,1,none,True
526,33,roofward,Sera,task:roofward:Sera:33:14,repair_project,1,1.0,9,True,dispatch_task,True,True,7,none,True
527,33,archive,Nia,task:archive:Nia:33:15,care_check,1,1.0,10,True,dispatch_task,True,True,8,none,True
528,34,signal,Milo,task:signal:Milo:34:0,rest_window,3,1.0,9,True,rest_defer,False,False,9,rest chosen before queue dispatch,True
529,34,orchard,Mara,task:orchard:Mara:34:1,relationship_check,4,1.0,9,True,dispatch_task,True,True,7,none,True
530,34,repair_ring,Juno,task:repair_ring:Juno:34:2,craft_project,5,0.92,8,True,dispatch_task,True,True,6,none,True
531,34,riverbend,Lio,task:riverbend:Lio:34:3,rest_window,5,1.0,9,True,rest_defer,False,False,9,rest chosen before queue dispatch,True
532,34,roofward,Fay,task:roofward:Fay:34:4,relationship_check,1,1.0,9,True,dispatch_task,True,True,7,none,True
533,34,archive,Toma,task:archive:Toma:34:5,craft_project,3,0.92,8,True,dispatch_task,True,True,6,none,True
534,34,signal,Milo,task:signal:Milo:34:6,dialect_teach,4,1.0,9,True,dispatch_task,True,False,8,none,True
535,34,orchard,Mara,task:orchard:Mara:34:7,rest_window,5,1.0,10,True,rest_defer,False,False,10,rest chosen before queue dispatch,True
536,34,repair_ring,Juno,task:repair_ring:Juno:34:8,relationship_check,1,0.83,7,True,dispatch_task,True,True,5,none,True
537,34,riverbend,Lio,task:riverbend:Lio:34:9,dialect_teach,1,1.0,9,True,dispatch_task,True,True,7,none,True
538,34,roofward,Fay,task:roofward:Fay:34:10,rest_window,2,1.0,10,True,rest_defer,False,False,10,rest chosen before queue dispatch,True
539,34,archive,Toma,task:archive:Toma:34:11,relationship_check,4,0.83,7,True,dispatch_task,True,True,5,none,True
540,34,signal,Milo,task:signal:Milo:34:12,craft_project,5,1.0,9,True,dispatch_task,True,False,8,none,True
541,34,orchard,Mara,task:orchard:Mara:34:13,dialect_teach,1,1.0,10,True,dispatch_task,True,True,8,none,True
542,34,repair_ring,Juno,task:repair_ring:Juno:34:14,rest_window,2,0.74,6,True,rest_defer,False,False,6,rest chosen before queue dispatch,True
543,34,riverbend,Lio,task:riverbend:Lio:34:15,craft_project,2,1.0,9,True,dispatch_task,True,True,7,none,True
544,35,roofward,Sera,task:roofward:Sera:35:0,hazard_patrol,4,0.92,8,True,dispatch_task,True,True,6,none,True
545,35,archive,Nia,task:archive:Nia:35:1,resource_fetch,4,1.0,9,True,dispatch_task,True,True,7,none,True
546,35,signal,Ren,task:signal:Ren:35:2,repair_project,5,1.0,10,True,dispatch_task,True,False,9,none,True
547,35,orchard,Ivo,task:orchard:Ivo:35:3,care_check,1,0.65,5,True,dispatch_task,True,True,3,none,True
548,35,repair_ring,Pax,task:repair_ring:Pax:35:4,hazard_patrol,2,0.74,6,True,dispatch_task,True,True,4,none,True
549,35,riverbend,Ari,task:riverbend:Ari:35:5,repair_project,3,0.5621,4,True,dispatch_task,True,True,2,none,True
550,35,roofward,Sera,task:roofward:Sera:35:6,care_check,5,0.83,7,True,dispatch_task,True,True,5,none,True
551,35,archive,Nia,task:archive:Nia:35:7,hazard_patrol,5,1.0,9,True,dispatch_task,True,True,8,none,True
552,35,signal,Ren,task:signal:Ren:35:8,resource_fetch,1,1.0,10,True,dispatch_task,True,False,9,none,True
553,35,orchard,Ivo,task:orchard:Ivo:35:9,repair_project,2,0.56,4,True,dispatch_task,True,True,2,none,True
554,35,repair_ring,Pax,task:repair_ring:Pax:35:10,care_check,3,0.74,6,True,dispatch_task,True,True,4,none,True
555,35,riverbend,Ari,task:riverbend:Ari:35:11,resource_fetch,4,0.6521,5,True,dispatch_task,True,True,3,none,True
556,35,roofward,Sera,task:roofward:Sera:35:12,repair_project,1,0.74,6,True,dispatch_task,True,True,4,none,True
557,35,archive,Nia,task:archive:Nia:35:13,care_check,1,1.0,9,True,dispatch_task,True,True,7,none,True
558,35,signal,Ren,task:signal:Ren:35:14,hazard_patrol,2,1.0,10,True,dispatch_task,True,False,9,none,True
559,35,orchard,Ivo,task:orchard:Ivo:35:15,resource_fetch,3,0.47,3,True,dispatch_task,True,True,1,none,True
560,36,repair_ring,Juno,task:repair_ring:Juno:36:0,craft_project,5,1.0,9,True,dispatch_task,True,True,7,none,True
561,36,riverbend,Lio,task:riverbend:Lio:36:1,rest_window,5,0.92,8,True,rest_defer,False,False,8,rest chosen before queue dispatch,True
562,36,roofward,Fay,task:roofward:Fay:36:2,relationship_check,1,1.0,9,True,dispatch_task,True,True,7,none,True
563,36,archive,Toma,task:archive:Toma:36:3,craft_project,3,0.92,8,True,dispatch_task,True,True,6,none,True
564,36,signal,Milo,task:signal:Milo:36:4,dialect_teach,4,0.92175,8,True,dispatch_task,True,False,7,none,True
565,36,orchard,Mara,task:orchard:Mara:36:5,rest_window,5,1.0,9,True,rest_defer,False,False,9,rest chosen before queue dispatch,True
566,36,repair_ring,Juno,task:repair_ring:Juno:36:6,relationship_check,1,1.0,10,True,dispatch_task,True,True,8,none,True
567,36,riverbend,Lio,task:riverbend:Lio:36:7,dialect_teach,1,0.92,8,True,dispatch_task,True,True,6,none,True
568,36,roofward,Fay,task:roofward:Fay:36:8,rest_window,2,1.0,9,True,rest_defer,False,False,9,rest chosen before queue dispatch,True
569,36,archive,Toma,task:archive:Toma:36:9,relationship_check,4,1.0,9,True,dispatch_task,True,True,7,none,True
570,36,signal,Milo,task:signal:Milo:36:10,craft_project,5,0.92,8,True,dispatch_task,True,False,7,none,True
571,36,orchard,Mara,task:orchard:Mara:36:11,dialect_teach,1,1.0,9,True,dispatch_task,True,True,7,none,True
572,36,repair_ring,Juno,task:repair_ring:Juno:36:12,rest_window,2,1.0,10,True,rest_defer,False,False,10,rest chosen before queue dispatch,True
573,36,riverbend,Lio,task:riverbend:Lio:36:13,craft_project,2,0.83,7,True,dispatch_task,True,True,5,none,True
574,36,roofward,Fay,task:roofward:Fay:36:14,dialect_teach,3,1.0,9,True,dispatch_task,True,True,7,none,True
575,36,archive,Toma,task:archive:Toma:36:15,rest_window,5,1.0,10,True,rest_defer,False,False,10,rest chosen before queue dispatch,True
576,37,signal,Ren,task:signal:Ren:37:0,repair_project,5,1.0,9,True,dispatch_task,True,False,8,none,True
577,37,orchard,Ivo,task:orchard:Ivo:37:1,care_check,1,0.56,4,True,dispatch_task,True,True,2,none,True
578,37,repair_ring,Pax,task:repair_ring:Pax:37:2,hazard_patrol,2,0.65,5,True,dispatch_task,True,True,3,none,True
579,37,riverbend,Ari,task:riverbend:Ari:37:3,repair_project,3,0.6521,5,True,dispatch_task,True,True,3,none,True
580,37,roofward,Sera,task:roofward:Sera:37:4,care_check,5,0.83,7,True,dispatch_task,True,True,6,none,True
581,37,archive,Nia,task:archive:Nia:37:5,hazard_patrol,5,0.92,8,True,dispatch_task,True,True,6,none,True
582,37,signal,Ren,task:signal:Ren:37:6,resource_fetch,1,1.0,9,True,dispatch_task,True,False,8,none,True
583,37,orchard,Ivo,task:orchard:Ivo:37:7,repair_project,2,0.65,5,True,dispatch_task,True,True,3,none,True
584,37,repair_ring,Pax,task:repair_ring:Pax:37:8,care_check,3,0.56,4,True,dispatch_task,True,True,2,none,True
585,37,riverbend,Ari,task:riverbend:Ari:37:9,resource_fetch,4,0.6521,5,True,dispatch_task,True,True,3,none,True
586,37,roofward,Sera,task:roofward:Sera:37:10,repair_project,1,1.0,9,True,dispatch_task,True,True,7,none,True
587,37,archive,Nia,task:archive:Nia:37:11,care_check,1,0.83,7,True,dispatch_task,True,True,5,none,True
588,37,signal,Ren,task:signal:Ren:37:12,hazard_patrol,2,1.0,9,True,dispatch_task,True,False,8,none,True
589,37,orchard,Ivo,task:orchard:Ivo:37:13,resource_fetch,3,0.74,6,True,dispatch_task,True,True,4,none,True
590,37,repair_ring,Pax,task:repair_ring:Pax:37:14,repair_project,4,0.4721,3,True,dispatch_task,True,True,1,none,True
591,37,riverbend,Ari,task:riverbend:Ari:37:15,hazard_patrol,5,0.6521,5,True,dispatch_task,True,True,3,none,True
592,38,roofward,Fay,task:roofward:Fay:38:0,relationship_check,1,0.92,8,True,dispatch_task,True,True,6,none,True
593,38,archive,Toma,task:archive:Toma:38:1,craft_project,3,1.0,9,True,dispatch_task,True,True,7,none,True
594,38,signal,Milo,task:signal:Milo:38:2,dialect_teach,4,1.0,10,True,dispatch_task,True,False,9,none,True
595,38,orchard,Mara,task:orchard:Mara:38:3,rest_window,5,0.92,8,True,rest_defer,False,False,8,rest chosen before queue dispatch,True
596,38,repair_ring,Juno,task:repair_ring:Juno:38:4,relationship_check,1,1.0,9,True,dispatch_task,True,True,7,none,True
597,38,riverbend,Lio,task:riverbend:Lio:38:5,dialect_teach,1,0.92,8,True,dispatch_task,True,True,6,none,True
598,38,roofward,Fay,task:roofward:Fay:38:6,rest_window,2,0.83,7,True,rest_defer,False,False,7,rest chosen before queue dispatch,True
599,38,archive,Toma,task:archive:Toma:38:7,relationship_check,4,1.0,9,True,dispatch_task,True,True,7,none,True
600,38,signal,Milo,task:signal:Milo:38:8,craft_project,5,1.0,10,True,dispatch_task,True,False,9,none,True
601,38,orchard,Mara,task:orchard:Mara:38:9,dialect_teach,1,0.92,8,True,dispatch_task,True,True,6,none,True
602,38,repair_ring,Juno,task:repair_ring:Juno:38:10,rest_window,2,1.0,9,True,rest_defer,False,False,9,rest chosen before queue dispatch,True
603,38,riverbend,Lio,task:riverbend:Lio:38:11,craft_project,2,1.0,9,True,dispatch_task,True,True,7,none,True
604,38,roofward,Fay,task:roofward:Fay:38:12,dialect_teach,3,0.92,8,True,dispatch_task,True,True,6,none,True
605,38,archive,Toma,task:archive:Toma:38:13,rest_window,5,1.0,9,True,rest_defer,False,False,9,rest chosen before queue dispatch,True
606,38,signal,Milo,task:signal:Milo:38:14,relationship_check,1,1.0,10,True,dispatch_task,True,False,9,none,True
607,38,orchard,Mara,task:orchard:Mara:38:15,craft_project,2,0.83,7,True,dispatch_task,True,True,5,none,True
608,39,repair_ring,Pax,task:repair_ring:Pax:39:0,hazard_patrol,2,0.5621,4,True,dispatch_task,True,True,2,none,True
609,39,riverbend,Ari,task:riverbend:Ari:39:1,repair_project,3,0.5621,4,True,dispatch_task,True,True,3,none,True
610,39,roofward,Sera,task:roofward:Sera:39:2,care_check,5,1.0,9,True,dispatch_task,True,True,7,none,True
611,39,archive,Nia,task:archive:Nia:39:3,hazard_patrol,5,0.92,8,True,dispatch_task,True,True,6,none,True
612,39,signal,Ren,task:signal:Ren:39:4,resource_fetch,1,0.92,8,True,dispatch_task,True,False,7,none,True
613,39,orchard,Ivo,task:orchard:Ivo:39:5,repair_project,2,0.74,6,True,dispatch_task,True,True,4,none,True
614,39,repair_ring,Pax,task:repair_ring:Pax:39:6,care_check,3,0.6514,5,True,dispatch_task,True,True,3,none,True
615,39,riverbend,Ari,task:riverbend:Ari:39:7,resource_fetch,4,0.5621,4,True,dispatch_task,True,True,2,none,True
616,39,roofward,Sera,task:roofward:Sera:39:8,repair_project,1,1.0,9,True,dispatch_task,True,True,7,none,True
617,39,archive,Nia,task:archive:Nia:39:9,care_check,1,1.0,9,True,dispatch_task,True,True,7,none,True
618,39,signal,Ren,task:signal:Ren:39:10,hazard_patrol,2,0.92,8,True,dispatch_task,True,False,7,none,True
619,39,orchard,Ivo,task:orchard:Ivo:39:11,resource_fetch,3,0.74,6,True,dispatch_task,True,True,4,none,True
620,39,repair_ring,Pax,task:repair_ring:Pax:39:12,repair_project,4,0.74,6,True,dispatch_task,True,True,4,none,True
621,39,riverbend,Ari,task:riverbend:Ari:39:13,hazard_patrol,5,0.4721,3,True,dispatch_task,True,True,1,none,True
622,39,roofward,Sera,task:roofward:Sera:39:14,resource_fetch,2,1.0,9,True,dispatch_task,True,True,7,none,True
623,39,archive,Nia,task:archive:Nia:39:15,repair_project,2,1.0,10,True,dispatch_task,True,True,8,none,True
624,40,orchard,Ivo,task:orchard:Ivo:40:0,hazard_patrol,3,0.74,6,True,dispatch_task,True,False,5,none,True
625,40,repair_ring,Pax,task:repair_ring:Pax:40:1,resource_fetch,4,0.83,7,True,dispatch_task,True,True,5,none,True
626,40,riverbend,Ari,task:riverbend:Ari:40:2,care_check,5,0.3821,2,True,dispatch_task,True,True,0,none,True
627,40,roofward,Sera,task:roofward:Sera:40:3,hazard_patrol,2,1.0,9,True,dispatch_task,True,True,7,none,True
628,40,archive,Nia,task:archive:Nia:40:4,resource_fetch,2,1.0,10,True,dispatch_task,True,True,8,none,True
