tick_id,day,route_id,sight_cue,sound_cue,smell_cue,temperature_cue,wetness_cue,body_cue,rhythm_marker,sensory_bound_to_dialogue_branch
225,17,central_repair_ring,two-agent route dialogue buttons,soft dialogue tone,warm wire,warm direct route air,dry route markers,watchful neutral stance,dialogue-pulse,True
226,17,riverbend_roofward,shared route board,merge click,wet cargo,warm direct route air,damp boards,open forward lean,dialogue-pulse,True
227,17,roofward_archive,shared route board,map room hum,warm wire,warm direct route air,dry route markers,watchful neutral stance,ambient-rate,True
228,17,archive_signal,two-agent route dialogue buttons,soft dialogue tone,oil paper,warm direct route air,dry route markers,open forward lean,dialogue-pulse,True
229,17,signal_orchard,shared route board,map room hum,oil paper,warm direct route air,dry route markers,watchful neutral stance,flower-node,True
230,17,orchard_riverbend,shared route board,merge click,wet cargo,cool detour air,damp boards,open forward lean,dialogue-pulse,True
231,17,central_repair_ring,two-agent route dialogue buttons,soft dialogue tone,warm wire,warm direct route air,dry route markers,watchful neutral stance,dialogue-pulse,True
232,17,riverbend_roofward,two-agent route dialogue buttons,map room hum,wet cargo,warm direct route air,damp boards,open forward lean,dialogue-pulse,True
233,17,roofward_archive,shared route board,map room hum,warm wire,warm direct route air,dry route markers,watchful neutral stance,ambient-rate,True
234,17,archive_signal,two-agent route dialogue buttons,merge click,oil paper,cool detour air,dry route markers,open forward lean,flower-node,True
235,17,signal_orchard,shared route board,map room hum,oil paper,warm direct route air,dry route markers,watchful neutral stance,ambient-rate,True
236,17,orchard_riverbend,two-agent route dialogue buttons,merge click,wet cargo,warm direct route air,damp boards,open forward lean,dialogue-pulse,True
237,17,central_repair_ring,two-agent route dialogue buttons,rollback bell,warm wire,warm direct route air,dry route markers,relieved reset stance,dialogue-pulse,True
238,18,roofward_archive,shared route board,map room hum,warm wire,warm direct route air,dry route markers,open forward lean,flower-node,True
239,18,archive_signal,two-agent route dialogue buttons,merge click,oil paper,warm direct route air,dry route markers,watchful neutral stance,dialogue-pulse,True
240,18,signal_orchard,two-agent route dialogue buttons,merge click,oil paper,cool detour air,dry route markers,open forward lean,dialogue-pulse,True
241,18,orchard_riverbend,shared route board,map room hum,wet cargo,warm direct route air,damp boards,watchful neutral stance,ambient-rate,True
242,18,central_repair_ring,two-agent route dialogue buttons,soft dialogue tone,warm wire,warm direct route air,dry route markers,open forward lean,dialogue-pulse,True
243,18,riverbend_roofward,two-agent route dialogue buttons,rollback bell,wet cargo,warm direct route air,damp boards,relieved reset stance,flower-node,True
244,18,roofward_archive,shared route board,merge click,warm wire,cool detour air,dry route markers,open forward lean,dialogue-pulse,True
245,18,archive_signal,shared route board,map room hum,oil paper,warm direct route air,dry route markers,watchful neutral stance,dialogue-pulse,True
246,18,signal_orchard,two-agent route dialogue buttons,soft dialogue tone,oil paper,cool detour air,dry route markers,open forward lean,dialogue-pulse,True
247,18,orchard_riverbend,shared route board,map room hum,wet cargo,warm direct route air,damp boards,watchful neutral stance,ambient-rate,True
248,18,central_repair_ring,shared route board,merge click,warm wire,cool detour air,dry route markers,open forward lean,flower-node,True
249,18,riverbend_roofward,two-agent route dialogue buttons,soft dialogue tone,wet cargo,warm direct route air,damp boards,watchful neutral stance,dialogue-pulse,True
250,18,roofward_archive,two-agent route dialogue buttons,merge click,warm wire,warm direct route air,dry route markers,open forward lean,dialogue-pulse,True
251,18,archive_signal,shared route board,map room hum,oil paper,warm direct route air,dry route markers,watchful neutral stance,ambient-rate,True
252,19,signal_orchard,shared route board,map room hum,oil paper,cool detour air,dry route markers,open forward lean,flower-node,True
253,19,orchard_riverbend,two-agent route dialogue buttons,soft dialogue tone,wet cargo,warm direct route air,damp boards,watchful neutral stance,dialogue-pulse,True
254,19,central_repair_ring,shared route board,merge click,warm wire,warm direct route air,dry route markers,open forward lean,dialogue-pulse,True
255,19,riverbend_roofward,shared route board,map room hum,wet cargo,warm direct route air,damp boards,watchful neutral stance,ambient-rate,True
256,19,roofward_archive,two-agent route dialogue buttons,soft dialogue tone,warm wire,warm direct route air,dry route markers,open forward lean,dialogue-pulse,True
257,19,archive_signal,shared route board,map room hum,oil paper,warm direct route air,dry route markers,watchful neutral stance,flower-node,True
258,19,signal_orchard,shared route board,merge click,oil paper,warm direct route air,dry route markers,open forward lean,dialogue-pulse,True
259,19,orchard_riverbend,shared route board,map room hum,wet cargo,warm direct route air,damp boards,watchful neutral stance,dialogue-pulse,True
260,19,central_repair_ring,two-agent route dialogue buttons,soft dialogue tone,warm wire,warm direct route air,dry route markers,open forward lean,dialogue-pulse,True
261,19,riverbend_roofward,shared route board,map room hum,wet cargo,warm direct route air,damp boards,watchful neutral stance,ambient-rate,True
262,19,roofward_archive,shared route board,merge click,warm wire,cool detour air,dry route markers,open forward lean,flower-node,True
263,19,archive_signal,shared route board,map room hum,oil paper,warm direct route air,dry route markers,watchful neutral stance,ambient-rate,True
264,19,signal_orchard,two-agent route dialogue buttons,soft dialogue tone,oil paper,warm direct route air,dry route markers,open forward lean,dialogue-pulse,True
265,19,orchard_riverbend,shared route board,map room hum,wet cargo,warm direct route air,damp boards,watchful neutral stance,ambient-rate,True
266,20,central_repair_ring,shared route board,map room hum,warm wire,warm direct route air,dry route markers,open forward lean,flower-node,True
267,20,riverbend_roofward,two-agent route dialogue buttons,soft dialogue tone,wet cargo,warm direct route air,damp boards,watchful neutral stance,dialogue-pulse,True
268,20,roofward_archive,two-agent route dialogue buttons,merge click,warm wire,warm direct route air,dry route markers,open forward lean,dialogue-pulse,True
269,20,archive_signal,shared route board,map room hum,oil paper,warm direct route air,dry route markers,watchful neutral stance,ambient-rate,True
270,20,signal_orchard,two-agent route dialogue buttons,soft dialogue tone,oil paper,warm direct route air,dry route markers,open forward lean,dialogue-pulse,True
271,20,orchard_riverbend,two-agent route dialogue buttons,rollback bell,wet cargo,warm direct route air,damp boards,relieved reset stance,flower-node,True
272,20,central_repair_ring,shared route board,merge click,warm wire,warm direct route air,dry route markers,open forward lean,dialogue-pulse,True
273,20,riverbend_roofward,shared route board,map room hum,wet cargo,warm direct route air,damp boards,watchful neutral stance,dialogue-pulse,True
274,20,roofward_archive,two-agent route dialogue buttons,soft dialogue tone,warm wire,warm direct route air,dry route markers,open forward lean,dialogue-pulse,True
275,20,archive_signal,shared route board,map room hum,oil paper,warm direct route air,dry route markers,watchful neutral stance,ambient-rate,True
276,20,signal_orchard,shared route board,merge click,oil paper,cool detour air,dry route markers,open forward lean,flower-node,True
277,20,orchard_riverbend,two-agent route dialogue buttons,soft dialogue tone,wet cargo,warm direct route air,damp boards,watchful neutral stance,dialogue-pulse,True
278,20,central_repair_ring,two-agent route dialogue buttons,soft dialogue tone,warm wire,warm direct route air,dry route markers,open forward lean,dialogue-pulse,True
279,20,riverbend_roofward,shared route board,map room hum,wet cargo,warm direct route air,damp boards,watchful neutral stance,ambient-rate,True
280,21,roofward_archive,shared route board,map room hum,warm wire,warm direct route air,dry route markers,open forward lean,flower-node,True
281,21,archive_signal,two-agent route dialogue buttons,soft dialogue tone,oil paper,warm direct route air,dry route markers,watchful neutral stance,dialogue-pulse,True
282,21,signal_orchard,shared route board,merge click,oil paper,warm direct route air,dry route markers,open forward lean,dialogue-pulse,True
283,21,orchard_riverbend,shared route board,map room hum,wet cargo,warm direct route air,damp boards,watchful neutral stance,ambient-rate,True
284,21,central_repair_ring,two-agent route dialogue buttons,soft dialogue tone,warm wire,warm direct route air,dry route markers,open forward lean,dialogue-pulse,True
285,21,riverbend_roofward,shared route board,map room hum,wet cargo,warm direct route air,damp boards,watchful neutral stance,flower-node,True
286,21,roofward_archive,shared route board,merge click,warm wire,cool detour air,dry route markers,open forward lean,dialogue-pulse,True
287,21,archive_signal,shared route board,map room hum,oil paper,warm direct route air,dry route markers,watchful neutral stance,dialogue-pulse,True
288,21,signal_orchard,two-agent route dialogue buttons,soft dialogue tone,oil paper,warm direct route air,dry route markers,open forward lean,dialogue-pulse,True
289,21,orchard_riverbend,shared route board,map room hum,wet cargo,warm direct route air,damp boards,watchful neutral stance,ambient-rate,True
290,21,central_repair_ring,shared route board,merge click,warm wire,cool detour air,dry route markers,open forward lean,flower-node,True
291,21,riverbend_roofward,shared route board,map room hum,wet cargo,warm direct route air,damp boards,watchful neutral stance,ambient-rate,True
292,21,roofward_archive,two-agent route dialogue buttons,merge click,warm wire,warm direct route air,dry route markers,open forward lean,dialogue-pulse,True
293,21,archive_signal,shared route board,map room hum,oil paper,warm direct route air,dry route markers,watchful neutral stance,ambient-rate,True
294,22,signal_orchard,shared route board,map room hum,oil paper,warm direct route air,dry route markers,open forward lean,flower-node,True
295,22,orchard_riverbend,two-agent route dialogue buttons,soft dialogue tone,wet cargo,warm direct route air,damp boards,watchful neutral stance,dialogue-pulse,True
296,22,central_repair_ring,two-agent route dialogue buttons,merge click,warm wire,warm direct route air,dry route markers,open forward lean,dialogue-pulse,True
297,22,riverbend_roofward,shared route board,map room hum,wet cargo,warm direct route air,damp boards,watchful neutral stance,ambient-rate,True
298,22,roofward_archive,two-agent route dialogue buttons,soft dialogue tone,warm wire,warm direct route air,dry route markers,open forward lean,dialogue-pulse,True
299,22,archive_signal,two-agent route dialogue buttons,rollback bell,oil paper,warm direct route air,dry route markers,relieved reset stance,flower-node,True
300,22,signal_orchard,shared route board,merge click,oil paper,cool detour air,dry route markers,open forward lean,dialogue-pulse,True
301,22,orchard_riverbend,shared route board,map room hum,wet cargo,warm direct route air,damp boards,watchful neutral stance,dialogue-pulse,True
302,22,central_repair_ring,two-agent route dialogue buttons,soft dialogue tone,warm wire,warm direct route air,dry route markers,open forward lean,dialogue-pulse,True
303,22,riverbend_roofward,shared route board,map room hum,wet cargo,warm direct route air,damp boards,watchful neutral stance,ambient-rate,True
304,22,roofward_archive,shared route board,merge click,warm wire,cool detour air,dry route markers,open forward lean,flower-node,True
305,22,archive_signal,two-agent route dialogue buttons,soft dialogue tone,oil paper,warm direct route air,dry route markers,watchful neutral stance,dialogue-pulse,True
306,22,signal_orchard,two-agent route dialogue buttons,merge click,oil paper,cool detour air,dry route markers,open forward lean,dialogue-pulse,True
307,22,orchard_riverbend,shared route board,map room hum,wet cargo,warm direct route air,damp boards,watchful neutral stance,ambient-rate,True
308,23,central_repair_ring,shared route board,map room hum,warm wire,warm direct route air,dry route markers,open forward lean,flower-node,True
309,23,riverbend_roofward,two-agent route dialogue buttons,soft dialogue tone,wet cargo,warm direct route air,damp boards,watchful neutral stance,dialogue-pulse,True
310,23,roofward_archive,shared route board,merge click,warm wire,warm direct route air,dry route markers,open forward lean,dialogue-pulse,True
311,23,archive_signal,shared route board,map room hum,oil paper,warm direct route air,dry route markers,watchful neutral stance,ambient-rate,True
312,23,signal_orchard,two-agent route dialogue buttons,merge click,oil paper,warm direct route air,dry route markers,open forward lean,dialogue-pulse,True
313,23,orchard_riverbend,shared route board,map room hum,wet cargo,warm direct route air,damp boards,watchful neutral stance,flower-node,True
314,23,central_repair_ring,shared route board,merge click,warm wire,cool detour air,dry route markers,open forward lean,dialogue-pulse,True
315,23,riverbend_roofward,shared route board,map room hum,wet cargo,warm direct route air,damp boards,watchful neutral stance,dialogue-pulse,True
316,23,roofward_archive,two-agent route dialogue buttons,soft dialogue tone,warm wire,warm direct route air,dry route markers,open forward lean,dialogue-pulse,True
317,23,archive_signal,shared route board,map room hum,oil paper,warm direct route air,dry route markers,watchful neutral stance,ambient-rate,True
318,23,signal_orchard,shared route board,merge click,oil paper,cool detour air,dry route markers,open forward lean,flower-node,True
319,23,orchard_riverbend,shared route board,map room hum,wet cargo,warm direct route air,damp boards,watchful neutral stance,ambient-rate,True
320,23,central_repair_ring,two-agent route dialogue buttons,merge click,warm wire,warm direct route air,dry route markers,open forward lean,dialogue-pulse,True
321,23,riverbend_roofward,shared route board,map room hum,wet cargo,warm direct route air,damp boards,watchful neutral stance,ambient-rate,True
322,24,archive_signal,shared route board,map room hum,oil paper,warm direct route air,dry route markers,open forward lean,flower-node,True
323,24,signal_orchard,two-agent route dialogue buttons,merge click,oil paper,cool detour air,dry route markers,open forward lean,dialogue-pulse,True
324,24,orchard_riverbend,shared route board,merge click,wet cargo,cool detour air,damp boards,open forward lean,dialogue-pulse,True
325,24,central_repair_ring,shared route board,map room hum,warm wire,warm direct route air,dry route markers,watchful neutral stance,ambient-rate,True
326,24,riverbend_roofward,two-agent route dialogue buttons,soft dialogue tone,wet cargo,warm direct route air,damp boards,open forward lean,dialogue-pulse,True
327,24,roofward_archive,shared route board,map room hum,warm wire,warm direct route air,dry route markers,watchful neutral stance,flower-node,True
328,24,archive_signal,shared route board,merge click,oil paper,cool detour air,dry route markers,open forward lean,dialogue-pulse,True
329,24,signal_orchard,shared route board,map room hum,oil paper,cool detour air,dry route markers,open forward lean,dialogue-pulse,True
330,24,orchard_riverbend,two-agent route dialogue buttons,merge click,wet cargo,warm direct route air,damp boards,open forward lean,dialogue-pulse,True
331,24,central_repair_ring,shared route board,map room hum,warm wire,warm direct route air,dry route markers,watchful neutral stance,ambient-rate,True
332,24,riverbend_roofward,shared route board,merge click,wet cargo,cool detour air,damp boards,open forward lean,flower-node,True
333,24,roofward_archive,shared route board,map room hum,warm wire,warm direct route air,dry route markers,watchful neutral stance,ambient-rate,True
334,24,archive_signal,two-agent route dialogue buttons,merge click,oil paper,warm direct route air,dry route markers,open forward lean,dialogue-pulse,True
335,24,signal_orchard,shared route board,map room hum,oil paper,cool detour air,dry route markers,open forward lean,ambient-rate,True
336,25,orchard_riverbend,two-agent route dialogue buttons,soft dialogue tone,wet cargo,warm direct route air,damp boards,open forward lean,flower-node,True
337,25,central_repair_ring,two-agent route dialogue buttons,soft dialogue tone,warm wire,warm direct route air,dry route markers,watchful neutral stance,dialogue-pulse,True
338,25,riverbend_roofward,shared route board,merge click,wet cargo,warm direct route air,damp boards,open forward lean,dialogue-pulse,True
339,25,roofward_archive,two-agent route dialogue buttons,rollback bell,warm wire,warm direct route air,dry route markers,relieved reset stance,dialogue-pulse,True
340,25,archive_signal,two-agent route dialogue buttons,soft dialogue tone,oil paper,warm direct route air,dry route markers,open forward lean,dialogue-pulse,True
341,25,signal_orchard,shared route board,map room hum,oil paper,cool detour air,dry route markers,open forward lean,flower-node,True
342,25,orchard_riverbend,two-agent route dialogue buttons,merge click,wet cargo,cool detour air,damp boards,open forward lean,dialogue-pulse,True
343,25,central_repair_ring,shared route board,map room hum,warm wire,warm direct route air,dry route markers,watchful neutral stance,dialogue-pulse,True
344,25,riverbend_roofward,two-agent route dialogue buttons,soft dialogue tone,wet cargo,warm direct route air,damp boards,open forward lean,dialogue-pulse,True
345,25,roofward_archive,two-agent route dialogue buttons,rollback bell,warm wire,warm direct route air,dry route markers,relieved reset stance,dialogue-pulse,True
346,25,archive_signal,shared route board,merge click,oil paper,cool detour air,dry route markers,open forward lean,flower-node,True
347,25,signal_orchard,shared route board,map room hum,oil paper,cool detour air,dry route markers,open forward lean,ambient-rate,True
348,25,orchard_riverbend,two-agent route dialogue buttons,map room hum,wet cargo,cool detour air,damp boards,open forward lean,dialogue-pulse,True
349,25,central_repair_ring,shared route board,map room hum,warm wire,warm direct route air,dry route markers,watchful neutral stance,ambient-rate,True
350,26,riverbend_roofward,shared route board,map room hum,wet cargo,warm direct route air,damp boards,open forward lean,flower-node,True
351,26,roofward_archive,two-agent route dialogue buttons,soft dialogue tone,warm wire,warm direct route air,dry route markers,open forward lean,dialogue-pulse,True
352,26,archive_signal,shared route board,merge click,oil paper,warm direct route air,dry route markers,open forward lean,dialogue-pulse,True
353,26,signal_orchard,shared route board,map room hum,oil paper,cool detour air,dry route markers,open forward lean,ambient-rate,True
354,26,orchard_riverbend,two-agent route dialogue buttons,merge click,wet cargo,warm direct route air,damp boards,open forward lean,dialogue-pulse,True
355,26,central_repair_ring,shared route board,map room hum,warm wire,warm direct route air,dry route markers,watchful neutral stance,flower-node,True
356,26,riverbend_roofward,shared route board,merge click,wet cargo,cool detour air,damp boards,open forward lean,dialogue-pulse,True
357,26,roofward_archive,shared route board,map room hum,warm wire,warm direct route air,dry route markers,open forward lean,dialogue-pulse,True
358,26,archive_signal,two-agent route dialogue buttons,soft dialogue tone,oil paper,warm direct route air,dry route markers,open forward lean,dialogue-pulse,True
359,26,signal_orchard,shared route board,map room hum,oil paper,cool detour air,dry route markers,open forward lean,ambient-rate,True
360,26,orchard_riverbend,shared route board,merge click,wet cargo,cool detour air,damp boards,open forward lean,flower-node,True
361,26,central_repair_ring,shared route board,map room hum,warm wire,warm direct route air,dry route markers,watchful neutral stance,ambient-rate,True
362,26,riverbend_roofward,two-agent route dialogue buttons,merge click,wet cargo,warm direct route air,damp boards,open forward lean,dialogue-pulse,True
363,26,roofward_archive,shared route board,map room hum,warm wire,warm direct route air,dry route markers,open forward lean,ambient-rate,True
364,27,archive_signal,two-agent route dialogue buttons,soft dialogue tone,oil paper,warm direct route air,dry route markers,open forward lean,flower-node,True
365,27,signal_orchard,two-agent route dialogue buttons,merge click,oil paper,warm direct route air,dry route markers,open forward lean,dialogue-pulse,True
366,27,orchard_riverbend,shared route board,merge click,wet cargo,warm direct route air,damp boards,open forward lean,dialogue-pulse,True
367,27,central_repair_ring,two-agent route dialogue buttons,rollback bell,warm wire,warm direct route air,dry route markers,relieved reset stance,dialogue-pulse,True
368,27,riverbend_roofward,two-agent route dialogue buttons,soft dialogue tone,wet cargo,warm direct route air,damp boards,open forward lean,dialogue-pulse,True
369,27,roofward_archive,shared route board,map room hum,warm wire,warm direct route air,dry route markers,open forward lean,flower-node,True
370,27,archive_signal,two-agent route dialogue buttons,merge click,oil paper,cool detour air,dry route markers,open forward lean,dialogue-pulse,True
371,27,signal_orchard,shared route board,map room hum,oil paper,warm direct route air,dry route markers,open forward lean,dialogue-pulse,True
372,27,orchard_riverbend,two-agent route dialogue buttons,soft dialogue tone,wet cargo,warm direct route air,damp boards,open forward lean,dialogue-pulse,True
373,27,central_repair_ring,two-agent route dialogue buttons,rollback bell,warm wire,warm direct route air,dry route markers,relieved reset stance,dialogue-pulse,True
374,27,riverbend_roofward,shared route board,merge click,wet cargo,warm direct route air,damp boards,open forward lean,flower-node,True
375,27,roofward_archive,shared route board,map room hum,warm wire,warm direct route air,dry route markers,open forward lean,ambient-rate,True
376,27,archive_signal,two-agent route dialogue buttons,merge click,oil paper,warm direct route air,dry route markers,open forward lean,dialogue-pulse,True
377,27,signal_orchard,shared route board,map room hum,oil paper,warm direct route air,dry route markers,open forward lean,ambient-rate,True
378,28,orchard_riverbend,shared route board,map room hum,wet cargo,warm direct route air,damp boards,open forward lean,flower-node,True
379,28,central_repair_ring,two-agent route dialogue buttons,soft dialogue tone,warm wire,warm direct route air,dry route markers,open forward lean,dialogue-pulse,True
380,28,riverbend_roofward,shared route board,merge click,wet cargo,cool detour air,damp boards,open forward lean,dialogue-pulse,True
381,28,roofward_archive,shared route board,map room hum,warm wire,warm direct route air,dry route markers,open forward lean,ambient-rate,True
382,28,archive_signal,two-agent route dialogue buttons,soft dialogue tone,oil paper,warm direct route air,dry route markers,open forward lean,dialogue-pulse,True
383,28,signal_orchard,shared route board,map room hum,oil paper,warm direct route air,dry route markers,open forward lean,flower-node,True
384,28,orchard_riverbend,shared route board,merge click,wet cargo,cool detour air,damp boards,open forward lean,dialogue-pulse,True
385,28,central_repair_ring,shared route board,map room hum,warm wire,warm direct route air,dry route markers,open forward lean,dialogue-pulse,True
386,28,riverbend_roofward,two-agent route dialogue buttons,merge click,wet cargo,warm direct route air,damp boards,open forward lean,dialogue-pulse,True
387,28,roofward_archive,shared route board,map room hum,warm wire,warm direct route air,dry route markers,open forward lean,ambient-rate,True
388,28,archive_signal,shared route board,merge click,oil paper,cool detour air,dry route markers,open forward lean,flower-node,True
389,28,signal_orchard,shared route board,map room hum,oil paper,warm direct route air,dry route markers,open forward lean,ambient-rate,True
390,28,orchard_riverbend,two-agent route dialogue buttons,merge click,wet cargo,warm direct route air,damp boards,open forward lean,dialogue-pulse,True
391,28,central_repair_ring,shared route board,map room hum,warm wire,warm direct route air,dry route markers,open forward lean,ambient-rate,True
392,29,riverbend_roofward,two-agent route dialogue buttons,soft dialogue tone,wet cargo,warm direct route air,damp boards,open forward lean,flower-node,True
393,29,roofward_archive,two-agent route dialogue buttons,soft dialogue tone,warm wire,warm direct route air,dry route markers,open forward lean,dialogue-pulse,True
394,29,archive_signal,shared route board,merge click,oil paper,warm direct route air,dry route markers,open forward lean,dialogue-pulse,True
395,29,signal_orchard,two-agent route dialogue buttons,rollback bell,oil paper,warm direct route air,dry route markers,relieved reset stance,dialogue-pulse,True
396,29,orchard_riverbend,two-agent route dialogue buttons,soft dialogue tone,wet cargo,warm direct route air,damp boards,open forward lean,dialogue-pulse,True
397,29,central_repair_ring,shared route board,map room hum,warm wire,warm direct route air,dry route markers,open forward lean,flower-node,True
398,29,riverbend_roofward,two-agent route dialogue buttons,merge click,wet cargo,cool detour air,damp boards,open forward lean,dialogue-pulse,True
399,29,roofward_archive,shared route board,map room hum,warm wire,warm direct route air,dry route markers,open forward lean,dialogue-pulse,True
400,29,archive_signal,two-agent route dialogue buttons,soft dialogue tone,oil paper,warm direct route air,dry route markers,open forward lean,dialogue-pulse,True
401,29,signal_orchard,two-agent route dialogue buttons,rollback bell,oil paper,warm direct route air,dry route markers,relieved reset stance,dialogue-pulse,True
402,29,orchard_riverbend,shared route board,merge click,wet cargo,cool detour air,damp boards,open forward lean,flower-node,True
403,29,central_repair_ring,shared route board,map room hum,warm wire,warm direct route air,dry route markers,open forward lean,ambient-rate,True
404,29,riverbend_roofward,two-agent route dialogue buttons,merge click,wet cargo,warm direct route air,damp boards,open forward lean,dialogue-pulse,True
405,29,roofward_archive,shared route board,map room hum,warm wire,warm direct route air,dry route markers,open forward lean,ambient-rate,True
406,30,signal_orchard,shared route board,map room hum,oil paper,warm direct route air,dry route markers,open forward lean,flower-node,True
407,30,orchard_riverbend,two-agent route dialogue buttons,merge click,wet cargo,warm direct route air,damp boards,open forward lean,dialogue-pulse,True
408,30,central_repair_ring,shared route board,merge click,warm wire,warm direct route air,dry route markers,open forward lean,dialogue-pulse,True
409,30,riverbend_roofward,shared route board,map room hum,wet cargo,warm direct route air,damp boards,watchful neutral stance,ambient-rate,True
410,30,roofward_archive,two-agent route dialogue buttons,soft dialogue tone,warm wire,warm direct route air,dry route markers,open forward lean,dialogue-pulse,True
411,30,archive_signal,shared route board,map room hum,oil paper,warm direct route air,dry route markers,watchful neutral stance,flower-node,True
412,30,signal_orchard,shared route board,merge click,oil paper,cool detour air,dry route markers,open forward lean,dialogue-pulse,True
413,30,orchard_riverbend,two-agent route dialogue buttons,soft dialogue tone,wet cargo,warm direct route air,damp boards,open forward lean,dialogue-pulse,True
414,30,central_repair_ring,two-agent route dialogue buttons,soft dialogue tone,warm wire,warm direct route air,dry route markers,open forward lean,dialogue-pulse,True
415,30,riverbend_roofward,shared route board,map room hum,wet cargo,warm direct route air,damp boards,watchful neutral stance,ambient-rate,True
416,30,roofward_archive,two-agent route dialogue buttons,merge click,warm wire,cool detour air,dry route markers,open forward lean,flower-node,True
417,30,archive_signal,shared route board,map room hum,oil paper,warm direct route air,dry route markers,watchful neutral stance,ambient-rate,True
418,30,signal_orchard,two-agent route dialogue buttons,merge click,oil paper,warm direct route air,dry route markers,open forward lean,dialogue-pulse,True
419,30,orchard_riverbend,two-agent route dialogue buttons,rollback bell,wet cargo,warm direct route air,damp boards,relieved reset stance,dialogue-pulse,True
420,31,central_repair_ring,shared route board,map room hum,warm wire,warm direct route air,dry route markers,open forward lean,flower-node,True
421,31,riverbend_roofward,two-agent route dialogue buttons,soft dialogue tone,wet cargo,warm direct route air,damp boards,open forward lean,dialogue-pulse,True
422,31,roofward_archive,shared route board,merge click,warm wire,warm direct route air,dry route markers,open forward lean,dialogue-pulse,True
423,31,archive_signal,shared route board,map room hum,oil paper,warm direct route air,dry route markers,watchful neutral stance,ambient-rate,True
424,31,signal_orchard,two-agent route dialogue buttons,soft dialogue tone,oil paper,warm direct route air,dry route markers,open forward lean,dialogue-pulse,True
425,31,orchard_riverbend,shared route board,map room hum,wet cargo,warm direct route air,damp boards,open forward lean,flower-node,True
426,31,central_repair_ring,shared route board,merge click,warm wire,cool detour air,dry route markers,open forward lean,dialogue-pulse,True
427,31,riverbend_roofward,shared route board,map room hum,wet cargo,warm direct route air,damp boards,open forward lean,dialogue-pulse,True
428,31,roofward_archive,two-agent route dialogue buttons,soft dialogue tone,warm wire,warm direct route air,dry route markers,open forward lean,dialogue-pulse,True
429,31,archive_signal,shared route board,map room hum,oil paper,warm direct route air,dry route markers,watchful neutral stance,ambient-rate,True
430,31,signal_orchard,shared route board,merge click,oil paper,cool detour air,dry route markers,open forward lean,flower-node,True
431,31,orchard_riverbend,shared route board,map room hum,wet cargo,warm direct route air,damp boards,open forward lean,ambient-rate,True
432,31,central_repair_ring,two-agent route dialogue buttons,merge click,warm wire,warm direct route air,dry route markers,open forward lean,dialogue-pulse,True
433,31,riverbend_roofward,shared route board,map room hum,wet cargo,warm direct route air,damp boards,open forward lean,ambient-rate,True
434,32,roofward_archive,shared route board,map room hum,warm wire,warm direct route air,dry route markers,open forward lean,flower-node,True
435,32,archive_signal,two-agent route dialogue buttons,map room hum,oil paper,warm direct route air,dry route markers,watchful neutral stance,dialogue-pulse,True
436,32,signal_orchard,shared route board,merge click,oil paper,warm direct route air,dry route markers,open forward lean,dialogue-pulse,True
437,32,orchard_riverbend,shared route board,map room hum,wet cargo,warm direct route air,damp boards,open forward lean,ambient-rate,True
438,32,central_repair_ring,two-agent route dialogue buttons,soft dialogue tone,warm wire,warm direct route air,dry route markers,open forward lean,dialogue-pulse,True
439,32,riverbend_roofward,shared route board,map room hum,wet cargo,warm direct route air,damp boards,open forward lean,flower-node,True
440,32,roofward_archive,shared route board,merge click,warm wire,cool detour air,dry route markers,open forward lean,dialogue-pulse,True
441,32,archive_signal,two-agent route dialogue buttons,soft dialogue tone,oil paper,warm direct route air,dry route markers,watchful neutral stance,dialogue-pulse,True
442,32,signal_orchard,two-agent route dialogue buttons,soft dialogue tone,oil paper,warm direct route air,dry route markers,open forward lean,dialogue-pulse,True
443,32,orchard_riverbend,shared route board,map room hum,wet cargo,warm direct route air,damp boards,open forward lean,ambient-rate,True
444,32,central_repair_ring,two-agent route dialogue buttons,merge click,warm wire,cool detour air,dry route markers,open forward lean,flower-node,True
445,32,riverbend_roofward,shared route board,map room hum,wet cargo,warm direct route air,damp boards,open forward lean,ambient-rate,True
446,32,roofward_archive,two-agent route dialogue buttons,merge click,warm wire,warm direct route air,dry route markers,open forward lean,dialogue-pulse,True
447,32,archive_signal,two-agent route dialogue buttons,rollback bell,oil paper,warm direct route air,dry route markers,relieved reset stance,dialogue-pulse,True
448,33,signal_orchard,shared route board,map room hum,oil paper,warm direct route air,dry route markers,open forward lean,flower-node,True
449,33,orchard_riverbend,two-agent route dialogue buttons,soft dialogue tone,wet cargo,warm direct route air,damp boards,open forward lean,dialogue-pulse,True
450,33,central_repair_ring,shared route board,merge click,warm wire,warm direct route air,dry route markers,open forward lean,dialogue-pulse,True
451,33,riverbend_roofward,shared route board,map room hum,wet cargo,warm direct route air,damp boards,open forward lean,ambient-rate,True
452,33,roofward_archive,two-agent route dialogue buttons,soft dialogue tone,warm wire,warm direct route air,dry route markers,open forward lean,dialogue-pulse,True
453,33,archive_signal,shared route board,map room hum,oil paper,warm direct route air,dry route markers,open forward lean,flower-node,True
454,33,signal_orchard,shared route board,merge click,oil paper,cool detour air,dry route markers,open forward lean,dialogue-pulse,True
455,33,orchard_riverbend,shared route board,map room hum,wet cargo,warm direct route air,damp boards,open forward lean,dialogue-pulse,True
